#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
448,,Matheus Costa,1.1,0.75,0,2.5,0.05,0.25
449,,Ricardo Matos,0.13,0,0,0.07,0,0.07
450,,Youssef Chermiti,0.19,0.06,0,0.19,0,0.5
451,,Joel Soñora,0.25,0.5,0,0.25,0,0.25
452,,Vitó,0.25,0,0,0.5,0,0.25
453,,Henrique  Gomes,1,0.44,0,1.78,0,0.56
454,,Jesús Ramírez,0.27,0.05,0,0.27,0,0.18
455,,João Pedro,0.93,0.64,0,0.5,0,0.57
456,,Miguel Sousa,0.33,0.67,0,0,0,0.33
457,,Mateo Tanlongo,0.44,0,0,0.11,0,0.44
458,,João Carlos,0.09,0.09,0,0.39,0,0.17
459,,Deni Júnior,0.36,0.09,0,1.27,0,0.09
460,,Luís Santos,0.56,0.33,0,0.22,0,0.56
461,,Rodrigo Gomes,0.67,0.2,0,0.2,0,0.4
462,,Jorge Fernandes,0.4,0.2,0,2.6,0,0
463,,Tiago Ribeiro,0.8,0.4,0,0.4,0,1.2
464,,Ricardo Mangas,0.56,0.52,0.07,0.78,0,0.44
465,,Anderson Silva,0.17,0.07,0,0.53,0,0.03
466,,Bogdan Milovanov,2.53,1.2,0.07,3.4,0,0.87
467,,Lucas Veríssimo,0,0,0,0,0,0
468,,Rodrigo Pinho,0,0,0,0,0,0
469,,Anderson Cordeiro,0.5,0.5,0,0,0,0.5
470,,Bruno Ventura,0.33,0,0,0,0,0.33
471,,Jovane Cabral,1,0,0,0,0,0
472,,Miguel Silva,0,0.13,0,1.38,0,0
473,,Yaw Moses,0.5,0.58,0,0.67,0,0.67
474,,Ismaila Soro,1.5,1.38,0,1,0,1.12
475,,Tiago Araújo,0.52,0.52,0.04,0.68,0,0.56
476,,Masaki Watai,0.4,0.13,0,0.13,0,0.6
477,,Edson Mexer,0.79,0.86,0.21,2.14,0,0.14
478,,Edgar Costa,0.48,0.1,0,0.14,0,0.24
479,,João Queirós,1.4,0.2,0.2,3.8,0,0.6
480,,Diogo Pinto,0.47,0.12,0,0.06,0,0.24
481,,João Gamboa,0.94,0.82,0.06,1.24,0,0.82
482,,Bastien Toma,0.5,0.17,0,0,0,0.5
483,,Uilton Silva,0.72,0.21,0,0.76,0,0.17
484,,Joao Marques,0.64,0,0,0.18,0,0.36
485,,Amine Oudrhiri,0.47,0.47,0,0.53,0,0.26
486,,Paulo,0.88,0.75,0.13,3.38,0,0.38
487,,Pedro Ganchas,0.8,0.2,0,1.6,0,0.8
488,,Arsénio Nunes,0.23,0.06,0,0.29,0,0.29
489,,Lucas Áfrico,0.33,0.5,0,1.5,0,0
490,,Cuca,0.45,0.35,0,0.35,0,0.3
491,,Jorge Silva,0.88,0.24,0,1,0,0.53
492,,Gilson Tavares,0.55,0,0,0.55,0,0.09
493,,Arthur Sales,0.42,0.25,0,0.17,0,0.33
494,,Gustavo Klismahn,1,0.2,0.07,0.47,0,0.4
495,,Ricardinho,0.96,0.28,0,0.28,0,0.92
496,,Jan Vertonghen,0,0,0,0,0,0
497,,Lukáš Horníček,0,0,0,0,0,0
498,,Dylan Collard,0,0,0,1,0,0
499,,Rúben Oliveira,1,1,0,0,0,1
500,,Tiago Morais,1.5,0.5,0,0,0,0
501,,Rafael Fernandes,1,1.5,0,3,0,0
502,,Fernando Gomes,0.5,0.5,0,2,0,0
503,,Goncalo Nogueira,0,0,0,0.5,0,0
504,,Machado,0,0,0,0,0,0
505,,Tiago Ilori,0,0.33,0,3,0,0.33
506,,Francis Cann,0,0.33,0,0,0,0.33
507,,Tiago Sá,0,0,0,0.33,0,0
508,,Pedro Santos,0,0,0,0,0,0
509,,Pedro Brazão,0.83,0.17,0,0.5,0,0.5
510,,Walter González,0,0.17,0,1.17,0,0.17
511,,Antonio Zarzana,0.83,0.5,0,0,0,0.5
512,,Patrick Fernandes,0,0,0,0,0,0
513,,Pedro Moreira,0.17,0.17,0,0.17,0,0.17
514,,Jean-Baptiste Gorby,0.43,0.29,0,0.14,0,0.71
515,,Bruno Marques,0.35,0.24,0,0.06,0,0.24
516,,Mizuki Arai,0.75,0.13,0,0.25,0,0.5
517,,Junior Kadile,1.29,0.21,0,0.36,0,0.79
518,,Joel Silva,0.14,0.14,0,0.29,0,0.14
519,,Tomás Händel,1.33,0.67,0,0.22,0,0.89
520,,Fábio Gomes,0,0,0,0.78,0,0.22
521,,Gustavo Sá,0.73,0.13,0.07,0.4,0,0.47
522,,Diogo Calila,1,0.6,0.07,0.67,0,0.2
523,,Marlon,0.7,0.2,0,0,0,0.7
524,,Franco Israel,0,0,0,0,0,0
525,,Robson,0.33,0.33,0,2,0,0.33
526,,Abdul Fatawu Issahaku,0.17,0.33,0,0.17,0,0.67
527,,Kayky,0.75,0.38,0,0.38,0,0.25
528,,Nanú,1,0.36,0,0.82,0,0.09
529,,Magrão,0,0,0,1.5,0,0
530,,Miguel Reisinho,0,0,0,0.33,0,0
531,,Casper Tengstedt,0,0,0,0.25,0,0
532,,Weverson,0,0,0,0.25,0,0
533,,Lucho Vega,1,0.14,0,0.71,0,0.86
534,,Celton Biai,0,0,0,1,0,0
535,,João Ferreira,0.75,0.13,0,0.25,0,0.25
536,,Gonçalo Esteves,1.33,0.67,0,0.67,0,0
537,,Sérgio Conceição,0.5,0,0,0.5,0,0.5
538,,César Dutra,0,0,0,1.2,0,0
539,,Ryoya Ogawa,0.33,0.5,0,0.67,0,0.33
540,,Pedro Rafael Oliveira,0.5,0,0,1.5,0.5,0.5
541,,Miguel Monteiro,0,0,0,0,0,0
542,,João Victor,0,0,0,3,0,0
543,,Rúben Marques,0,0,0,0,0,1
544,,Clésio Baúque,0,0,0,0,0,0
545,,Andre Teles,1,0,0,0,0,0.5
546,,David Tavares,0,0.2,0,0.2,0,0.2
547,,Giorgi Makaridze,0.17,0,0,0.67,0,0
548,,Mauro Couto,0.2,0,0,0.4,0,0.2
549,,João Marcos,0.5,0,0.25,0,0,0.25
550,,Alejandro Alvarado Jr,0.4,0,0,0.2,0,0.4
551,,Indio,0.13,0.13,0,0.38,0,0.13
552,,Igor Vekić,0,0,0,1.2,0.1,0.1
553,,Yusuf Bamidele,0.2,0,0,0,0,0.4
554,,Luís Bastos,1.25,0.38,0,1.25,0,1
555,,Bruno Reis,0.25,0.25,0,0,0,0.25
556,,Léo Pereira,1.1,0.5,0.1,0,0,0.3
557,,Diogo Ferreira,0,0,0,1,0,0
558,,Hugo Oliveira,0,0,0,0,0,0
559,,Jorge Karse,0,0,0,0,0,0.5
560,,Eduardo Borges,0,0.5,0,0.25,0,0
561,,Fernando Fonseca,0.33,0.5,0,0.67,0,0.33
562,,Pedro Sá,0.85,0.46,0,1.54,0,1.54
563,,Andrés Sarmiento,0.5,0.25,0,0,0,0.25
564,,Bernardo Folha,0.8,0,0,0,0,0.4
565,,Monsuru Opeyemi,0,0,0,0,0,0
566,,Emmanuel Hackman,0.5,0.5,0,1.5,0,1
567,,Guilherme,0,0,0,0,0,0
568,,Ze Oliveira,0,0,0.33,0.67,0.33,0
569,,Henrique Araújo,0,0,0,0.2,0,0
570,,Alfa Semedo,1,0,0,1,0,1
571,,Andreas Schjelderup,0,0,0,0,0,0
572,,Cher Ndour,0,0,0,0,0,0
573,,Samuel Soares,0,0,0,0,0,0
574,,Vasco Sousa,0,0,0,0,0,1
575,,Abraham Marcus,0,0,0,0,0,0
576,,João Valido,0,0,0,0,0,0
577,,Berna,0,0,0,0,0,0
578,,Gonçalo Filipe,0,0,0,1,0,0
579,,John Brooks,0,0,0,0,0,0
