#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
425,,Kiki Silva,0,0,4,100,3,0
426,,Jota,0,0,1,0,0,0
427,,Elias Achouri,0,0,2.5,60,0.5,0
428,,Boubacar Hanne,0,0,9,77.78,3,100
429,,Andre Simões,0,0,10,85,3,100
430,,Mateus Fernandes,0,0,16.67,94,3.33,75
431,,Julio Dabo,0,0,2,100,0.33,100
432,,Wilson Manafá,0,0,22.57,83.54,6.29,77.78
433,,Shaquil Delos,0,0,13.2,73.48,2.5,26.67
434,,Lucas Ventura,0.08,0,13.92,84.53,1.92,42.86
435,,Leonardo Ruiz,0.04,0,10.12,79.05,2.2,69.23
436,,Matías Lacava,0,0,6.87,79.61,1.73,50
437,,Martín Aguirregabiria,0,0.06,10.59,80,1.47,20.83
438,,Kyosuke Tagawa,0.04,0.04,6.59,61.24,1.3,66.67
439,,Costinha,0.08,0,18,76.92,3.85,55.17
440,,Stefano Beltrame,0,0,18.05,78.39,3.8,60.53
441,,Pablo Moreno,0.11,0.11,11.05,86.67,3.42,66.67
442,,Gonçalo Costa,0.11,0,9.67,66.67,1.67,25
443,,Habib Sylla,0,0,26,79.91,2.33,58.06
444,,Clayton,0,0,7.52,74.77,1.79,66.67
445,,Luther Singh,0.05,0.05,9.64,80.66,2.27,58.33
446,,Pelé,0,0,25.67,87.66,3,63.64
447,,Stanley Kanu,0,0,4.4,81.82,1.2,50
448,,Matheus Costa,0,0,26.85,83.43,1.35,39.19
449,,Ricardo Matos,0,0,3.53,69.81,1,100
450,,Youssef Chermiti,0.06,0.13,8.31,70.68,2.06,50
451,,Joel Soñora,0,0,15.5,79.03,5.75,50
452,,Vitó,0,0,5.75,73.91,1.75,0
453,,Henrique  Gomes,0,0,22.89,70.87,5,52
454,,Jesús Ramírez,0,0,4.82,75.47,1.32,100
455,,João Pedro,0.07,0,17.21,76.76,2.86,53.33
456,,Miguel Sousa,0,0,21.67,78.46,5.67,75
457,,Mateo Tanlongo,0,0,11.67,89.52,1.22,75
458,,João Carlos,0.09,0.04,6.13,60.99,1.61,90
459,,Deni Júnior,0,0,7,79.22,1.73,66.67
460,,Luís Santos,0,0,11.22,74.26,2.56,40
461,,Rodrigo Gomes,0,0,5.33,76.25,1.67,50
462,,Jorge Fernandes,0.2,0,17.2,74.42,2,44.44
463,,Tiago Ribeiro,0,0,16.2,85.19,3.8,66.67
464,,Ricardo Mangas,0.15,0.04,18.52,76.6,4.93,41.67
465,,Anderson Silva,0,0,5.87,63.64,1.37,66.67
466,,Bogdan Milovanov,0,0,26.6,67.42,3.67,25
467,,Lucas Veríssimo,0,0,8,87.5,0,50
468,,Rodrigo Pinho,0,0,5.5,81.82,2.5,0
469,,Anderson Cordeiro,0,0,2.5,60,1,0
470,,Bruno Ventura,0,0,11,81.82,3.67,66.67
471,,Jovane Cabral,0,0,9,75,2.75,50
472,,Miguel Silva,0,0,30.63,52.24,0.5,29.94
473,,Yaw Moses,0.08,0,11.75,75.18,1.5,44
474,,Ismaila Soro,0.08,0,26.42,84.57,2.96,62.3
475,,Tiago Araújo,0.04,0,12.28,72.31,2.08,42.86
476,,Masaki Watai,0.07,0.07,13.67,84.88,3.87,80
477,,Edson Mexer,0,0,45,86.67,2.93,48.98
478,,Edgar Costa,0.1,0.05,10.43,63.93,2.1,27.91
479,,João Queirós,0,0,17.2,83.72,0.8,64.29
480,,Diogo Pinto,0,0.12,7.47,79.53,2.06,12.5
481,,João Gamboa,0,0,21.88,79.03,3.06,62.16
482,,Bastien Toma,0.08,0,18.33,88.18,5.08,41.67
483,,Uilton Silva,0.07,0.03,11.69,81.12,3.55,44
484,,Joao Marques,0.09,0,8.91,78.57,2.45,40
485,,Amine Oudrhiri,0,0,24.21,92.17,3.95,73.08
486,,Paulo,0,0,33.63,81.04,1.25,50
487,,Pedro Ganchas,0,0,28.2,88.65,1.6,63.64
488,,Arsénio Nunes,0.16,0.06,11.42,76.27,2.84,44.44
489,,Lucas Áfrico,0,0,28.5,89.47,1.67,72.73
490,,Cuca,0,0,9.45,80.42,2.05,50
491,,Jorge Silva,0.06,0,8.06,75.18,1.53,40
492,,Gilson Tavares,0,0.09,5.91,66.15,1,100
493,,Arthur Sales,0,0,7.75,67.74,1.67,33.33
494,,Gustavo Klismahn,0.07,0.07,14,79.52,3.8,53.85
495,,Ricardinho,0.12,0.12,19.8,75.15,5.92,42.86
496,,Jan Vertonghen,0,0,3,100,0,0
497,,Lukáš Horníček,0,0,4,75,0,50
498,,Dylan Collard,0,0,3,66.67,0,0
499,,Rúben Oliveira,0,0,10,80,1,50
500,,Tiago Morais,0,0,5,90,1.5,0
501,,Rafael Fernandes,0,0,27.5,94.55,0,100
502,,Fernando Gomes,0,0,12,87.5,3.5,100
503,,Goncalo Nogueira,0,0,2,100,1,0
504,,Machado,0,0,0.5,0,0,0
505,,Tiago Ilori,0,0,32,89.58,1.33,69.23
506,,Francis Cann,0,0,4.67,85.71,2.33,66.67
507,,Tiago Sá,0,0,17,84.31,0,56.25
508,,Pedro Santos,0,0,2.67,75,1,50
509,,Pedro Brazão,0,0,17.5,76.19,7,50
510,,Walter González,0,0,14,73.81,3.17,71.43
511,,Antonio Zarzana,0,0,15.17,85.71,2.5,70
512,,Patrick Fernandes,0,0,3.33,50,1,0
513,,Pedro Moreira,0,0,9,92.59,1.83,100
514,,Jean-Baptiste Gorby,0,0,12.57,87.5,2.57,66.67
515,,Bruno Marques,0,0,4.47,63.16,0.82,0
516,,Mizuki Arai,0,0,10.75,65.12,3.13,16.67
517,,Junior Kadile,0,0,9.14,71.88,2.86,12.5
518,,Joel Silva,0,0,7.29,92.16,0.86,66.67
519,,Tomás Händel,0,0.11,27.22,91.84,3.67,92.86
520,,Fábio Gomes,0.11,0.11,6,66.67,2.11,66.67
521,,Gustavo Sá,0,0,11.8,80.79,2.6,81.25
522,,Diogo Calila,0,0,16.27,81.15,2.2,51.52
523,,Marlon,0,0,10.1,82.18,3.6,0
524,,Franco Israel,0,0,28.67,89.53,0.33,52.63
525,,Robson,0,0,11.83,91.55,0.33,100
526,,Abdul Fatawu Issahaku,0,0,7.67,65.22,2.17,0
527,,Kayky,0,0,7.38,81.36,1.75,50
528,,Nanú,0.18,0.09,18.91,82.21,2.91,28.57
529,,Magrão,0,0,22,77.27,0.5,50
530,,Miguel Reisinho,0,0,5,73.33,1,0
531,,Casper Tengstedt,0,0,1.75,71.43,0.75,0
532,,Weverson,0,0,8.25,72.73,1.5,50
533,,Lucho Vega,0,0,11.14,78.21,1.57,28.57
534,,Celton Biai,0,0,26.6,59.4,0.8,36.59
535,,João Ferreira,0,0,7.75,82.26,1.63,75
536,,Gonçalo Esteves,0,0,21,76.19,4.33,0
537,,Sérgio Conceição,0,0,13.25,79.25,1.75,33.33
538,,César Dutra,0,0,19.8,66.67,0.8,41.07
539,,Ryoya Ogawa,0,0,10,71.67,1.5,40
540,,Pedro Rafael Oliveira,0,0.5,20.5,56.1,1,33.33
541,,Miguel Monteiro,0,0,0,0,0,0
542,,João Victor,0,0,17,64.71,0,33.33
543,,Rúben Marques,0,0,13,61.54,1,0
544,,Clésio Baúque,0,0,4,50,0,0
545,,Andre Teles,0,0,16.5,72.73,1,25
546,,David Tavares,0,0,4.4,68.18,0,50
547,,Giorgi Makaridze,0,0,31.67,70.53,0.33,38.37
548,,Mauro Couto,0,0,7.2,86.11,2.2,100
549,,João Marcos,0,0,4.25,70.59,2,0
550,,Alejandro Alvarado Jr,0,0,3.6,55.56,1,0
551,,Indio,0,0,3.63,86.21,0.63,66.67
552,,Igor Vekić,0,0,25.9,72.2,0.7,52.11
553,,Yusuf Bamidele,0,0,4,60,1.2,0
554,,Luís Bastos,0,0,17.5,80,2.63,40
555,,Bruno Reis,0,0,9.25,70.27,1.25,0
556,,Léo Pereira,0,0,9.9,67.68,3,25
557,,Diogo Ferreira,0,0,1,0,0,0
558,,Hugo Oliveira,0,0,4,75,1,0
559,,Jorge Karse,0,0,5.5,81.82,1.5,0
560,,Eduardo Borges,0,0,5,80,0.5,0
561,,Fernando Fonseca,0,0,10.67,62.5,2.5,40
562,,Pedro Sá,0.15,0.08,26.23,77.42,3.31,43.48
563,,Andrés Sarmiento,0,0,1.5,50,0.25,0
564,,Bernardo Folha,0,0,6.6,87.88,2,33.33
565,,Monsuru Opeyemi,0,0,9,55.56,1,0
566,,Emmanuel Hackman,0,0,22,54.55,2.5,33.33
567,,Guilherme,0,0,3,100,0,0
568,,Ze Oliveira,0,0,24.67,75.68,0.67,43.33
569,,Henrique Araújo,0,0,3.8,78.95,1.6,100
570,,Alfa Semedo,0,0,11,100,1,100
571,,Andreas Schjelderup,0,0,2,50,1,0
572,,Cher Ndour,0,0,5,100,0,0
573,,Samuel Soares,0,0,4,75,0,50
574,,Vasco Sousa,0,0,7,57.14,4,0
575,,Abraham Marcus,0,0,3,66.67,2,0
576,,João Valido,0,0,1,100,0,100
577,,Berna,0,0,0,0,0,0
578,,Gonçalo Filipe,0,0,4,25,0,25
579,,John Brooks,0,0,1.5,33.33,0.5,0
