#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
412,,N'Dri Koffi,0.17,0.25,47.06,1.08,0.08,0
413,,Paulo Vitor,0.04,0,45.45,0.92,0,0
414,,Jonny Arriba,0.08,0.23,50,1.23,0,0
415,,Carnejy Antoine,0.17,0.17,0,0.67,0.17,0
416,,Depú,0,0.2,50,0.6,0,0
417,,Sandro Cruz,0,0.08,46.67,0.23,0,0
418,,Wagner Leonardo,0,0,0,0,0,0
419,,Diogo Queirós,0,0,0,0,0,0
420,,Rui Costa,0,0,50,0,0,0
421,,João Gonçalves,0,0,0,0,0,0
422,,Bruno Rodrigues,0,0,0,1,0,0
423,,Zé Manuel,0,0,0,0,0,0
424,,Wilinton Aponzá,0,0,0,0,0,0
425,,Kiki Silva,0,0,0,0,0,0
426,,Jota,0,0,0,1,0,0
427,,Elias Achouri,0,0,0,0,0,0
428,,Boubacar Hanne,0,0,100,1,0,0
429,,Andre Simões,0,0,100,0,0,0
430,,Mateus Fernandes,0,0,33.33,0.33,0,0
431,,Julio Dabo,0,0,0,0,0,0
432,,Wilson Manafá,0,0,50,0,0,0
433,,Shaquil Delos,0,0,50,0.2,0,0
434,,Lucas Ventura,0,0,66.67,0.46,0,0
435,,Leonardo Ruiz,0.16,0.08,68.75,0.88,0.04,0
436,,Matías Lacava,0.07,0.07,60,0.67,0,0
437,,Martín Aguirregabiria,0,0,57.14,0,0,0
438,,Kyosuke Tagawa,0.07,0.04,27.27,0.48,0,0
439,,Costinha,0,0,33.33,1.08,0,0
440,,Stefano Beltrame,0,0.05,66.67,0.85,0,0
441,,Pablo Moreno,0,0.05,48.48,0.42,0,0
442,,Gonçalo Costa,0,0,33.33,0,0,0
443,,Habib Sylla,0,0,76.92,0.33,0,0
444,,Clayton,0.14,0.31,58.62,1.41,0.03,0
445,,Luther Singh,0,0,35.29,0.36,0,0
446,,Pelé,0,0,62.5,0.17,0,0
447,,Stanley Kanu,0,0,66.67,0.6,0,0
448,,Matheus Costa,0,0,33.33,0.3,0,0
449,,Ricardo Matos,0.07,0.07,100,0.67,0,0
450,,Youssef Chermiti,0.19,0.5,27.27,1.81,0.06,0
451,,Joel Soñora,0,0,100,0.5,0,0
452,,Vitó,0,0,0,0.25,0,0
453,,Henrique  Gomes,0,0,9.09,0.33,0,0
454,,Jesús Ramírez,0.05,0.18,30.77,0.95,0.05,0
455,,João Pedro,0,0,44.44,0.14,0,0
456,,Miguel Sousa,0,0,66.67,1.33,0,0
457,,Mateo Tanlongo,0,0,0,0.22,0,0
458,,João Carlos,0.09,0.22,31.25,1.04,0.04,0
459,,Deni Júnior,0,0.18,50,0.64,0,0
460,,Luís Santos,0,0.11,14.29,0.89,0,0
461,,Rodrigo Gomes,0.07,0.07,23.08,0.4,0,0
462,,Jorge Fernandes,0,0,0,0,0,0
463,,Tiago Ribeiro,0,0,0,0.6,0,0
464,,Ricardo Mangas,0.15,0.19,41.03,1,0,0
465,,Anderson Silva,0.13,0.3,34.88,1.87,0.03,0
466,,Bogdan Milovanov,0,0,33.33,0.13,0,0
467,,Lucas Veríssimo,0,0,0,0,0,0
468,,Rodrigo Pinho,0,0.5,0,1,0,0
469,,Anderson Cordeiro,0,0,0,0,0,0
470,,Bruno Ventura,0,0,0,0.67,0,0
471,,Jovane Cabral,0,0,33.33,0,0,0
472,,Miguel Silva,0,0,0,0,0,0
473,,Yaw Moses,0,0,100,0.08,0,0
474,,Ismaila Soro,0,0,76.19,0.15,0,0
475,,Tiago Araújo,0.04,0.04,50,0.56,0,0
476,,Masaki Watai,0.07,0.07,23.08,0.27,0,0
477,,Edson Mexer,0,0,100,0.79,0,0
478,,Edgar Costa,0,0,20,0.52,0,0
479,,João Queirós,0,0,0,0,0,0
