#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
433,,Shaquil Delos,0.1,0,42.86,64.58,1.1,0.3
434,,Lucas Ventura,0.31,0.08,54.55,50,1.08,1.38
435,,Leonardo Ruiz,0.2,0.04,26.19,28.78,0.52,1.16
436,,Matías Lacava,0,0,33.33,48,0.8,0.8
437,,Martín Aguirregabiria,0.06,0,66.67,64,0.35,0.24
438,,Kyosuke Tagawa,0,0,45.21,42,0.63,0.78
439,,Costinha,0.31,0,33.33,39.13,0.77,0.69
440,,Stefano Beltrame,0.15,0,54.55,56.04,0.9,0.4
441,,Pablo Moreno,0.05,0.05,17.39,44.74,1.68,0.95
442,,Gonçalo Costa,0.22,0,75,45.16,0.22,0.67
443,,Habib Sylla,0.44,0,28.57,48.89,0.33,0.78
444,,Clayton,0.21,0.03,31.58,37.96,1.21,1.52
445,,Luther Singh,0.18,0,27.78,43.75,0.45,0.55
446,,Pelé,0.17,0,50,51.61,0.5,0.5
447,,Stanley Kanu,0,0,28.57,38.89,0.4,0.6
448,,Matheus Costa,0.1,0.05,62.5,62.04,0.45,0.6
449,,Ricardo Matos,0.07,0,4.35,23.68,0.2,0.4
450,,Youssef Chermiti,0.25,0,51.61,29.57,0.63,1.81
451,,Joel Soñora,0,0,0,50,0.75,0.75
452,,Vitó,0.25,0,50,33.33,0.25,0.75
453,,Henrique  Gomes,0.44,0,50,42.42,1,1.22
454,,Jesús Ramírez,0.05,0,37.7,32.52,0.32,0.55
455,,João Pedro,0.29,0,52.63,43.68,0.79,1.07
456,,Miguel Sousa,0,0,50,46.67,1,1
457,,Mateo Tanlongo,0.11,0,40,38.1,0.22,0.67
458,,João Carlos,0.09,0,34.48,30.47,0.52,0.74
459,,Deni Júnior,0,0,46.43,43.55,0.55,0.27
460,,Luís Santos,0.11,0,40,29.55,0.11,1
461,,Rodrigo Gomes,0.13,0,42.86,46,0.47,0.2
462,,Jorge Fernandes,0.4,0,37.5,46.15,0.2,0.4
463,,Tiago Ribeiro,0.6,0,16.67,25,0.2,1.4
464,,Ricardo Mangas,0.15,0.04,43.86,43.12,1.41,1.19
465,,Anderson Silva,0.07,0.03,27.47,30.8,0.8,1.2
466,,Bogdan Milovanov,0.27,0,54.55,51.79,0.2,1.2
467,,Lucas Veríssimo,0,0,100,100,0,0
468,,Rodrigo Pinho,0,0,50,37.5,1,0.5
469,,Anderson Cordeiro,0.5,0,0,20,0,1.5
470,,Bruno Ventura,0,0,0,14.29,0,0.67
471,,Jovane Cabral,0.25,0,0,44.44,0.75,0.75
472,,Miguel Silva,0.13,0,75,75,0,0.13
473,,Yaw Moses,0,0,62.5,45.16,0.08,0.5
474,,Ismaila Soro,0.27,0.04,61.29,45.95,0.42,1.54
475,,Tiago Araújo,0.12,0,66.67,45.26,0.2,0.48
476,,Masaki Watai,0.13,0.07,0,16.98,0,0.67
477,,Edson Mexer,0.36,0,53.13,56.34,0.71,0.93
478,,Edgar Costa,0.29,0.1,44.44,48.53,0.86,0.57
479,,João Queirós,0.2,0,40,51.72,0.8,0.8
480,,Diogo Pinto,0.06,0,33.33,39.53,0.18,0.35
481,,João Gamboa,0.29,0,53.13,45.28,0.76,1.35
482,,Bastien Toma,0.08,0,14.29,35.56,0.5,0.92
483,,Uilton Silva,0.14,0.03,29.63,45.45,0.86,0.76
484,,Joao Marques,0,0,38.89,52.38,1.91,0.82
485,,Amine Oudrhiri,0.11,0.05,50,57.41,0.84,0.37
486,,Paulo,0.25,0,50,50,0.5,1
487,,Pedro Ganchas,0,0,85.71,60.87,0.8,1
488,,Arsénio Nunes,0.1,0,20,31.11,0.29,0.23
489,,Lucas Áfrico,0,0,57.14,57.69,0.83,0.67
490,,Cuca,0.2,0,45.45,48.94,0.3,0.4
491,,Jorge Silva,0,0,50,50,0.41,0.59
492,,Gilson Tavares,0.09,0,39.13,34.43,0.45,0.82
493,,Arthur Sales,0,0,44.44,39.22,0.42,0.75
494,,Gustavo Klismahn,0.27,0,53.33,41.77,0.47,1.67
495,,Ricardinho,0.2,0.04,27.78,36.36,1.12,1.4
496,,Jan Vertonghen,0,0,0,0,0,0
497,,Lukáš Horníček,0,0,0,0,0,0
498,,Dylan Collard,0,0,0,0,0,0
499,,Rúben Oliveira,0,0,0,25,0,2
500,,Tiago Morais,0,0,0,60,0,0.5
501,,Rafael Fernandes,0.5,0,62.5,58.33,0,1
502,,Fernando Gomes,1,0,0,14.29,0,2
503,,Goncalo Nogueira,0.5,0,0,50,0.5,0.5
504,,Machado,0,0,0,0,0,0
505,,Tiago Ilori,0,0,71.43,50,0,0.67
506,,Francis Cann,0,0,0,11.11,0.33,0.33
507,,Tiago Sá,0.33,0,0,0,0,0
508,,Pedro Santos,0.33,0,100,50,0,0.33
509,,Pedro Brazão,0,0,40,37.21,0.5,1.17
510,,Walter González,0.33,0,38.89,37.5,0.67,0.5
511,,Antonio Zarzana,0,0,33.33,47.06,1.17,0.17
512,,Patrick Fernandes,0,0.17,60,50,0.17,0.33
513,,Pedro Moreira,0.17,0,20,41.67,0.17,0.17
514,,Jean-Baptiste Gorby,0.14,0,0,35.29,0.29,0.29
515,,Bruno Marques,0.06,0,42.11,38.75,0.35,0.59
516,,Mizuki Arai,0,0,0,28.57,0.38,0.75
517,,Junior Kadile,0.07,0,42.11,38.52,0.29,1.29
518,,Joel Silva,0.14,0,66.67,33.33,0.14,0.86
519,,Tomás Händel,0,0.11,25,51.02,1,0.78
520,,Fábio Gomes,0,0,42.42,32.08,0.11,0.44
521,,Gustavo Sá,0.33,0,38.89,44.83,1.07,1.13
522,,Diogo Calila,0.2,0,25,46.75,1,1.4
523,,Marlon,0,0,16.67,35.29,1.2,1.2
524,,Franco Israel,0,0,100,100,0,0
525,,Robson,0,0,33.33,31.25,0,0.5
526,,Abdul Fatawu Issahaku,0.33,0,33.33,44.12,1,0.5
527,,Kayky,0.13,0,0,37.04,0.25,0.5
528,,Nanú,0,0,60,57.97,0.64,0.55
529,,Magrão,0,0,0,0,0,0
530,,Miguel Reisinho,0.33,0,100,40,0,0.67
531,,Casper Tengstedt,0,0,0,0,0,0
532,,Weverson,0.25,0,33.33,37.5,0.5,0.25
533,,Lucho Vega,0,0,50,44,0.29,0.43
534,,Celton Biai,0,0,100,100,0.4,0
535,,João Ferreira,0.5,0.13,40,36.67,0.13,0.88
536,,Gonçalo Esteves,0.33,0.33,50,54.55,1.33,1.33
537,,Sérgio Conceição,0.25,0,0,36.36,0.5,0.25
538,,César Dutra,0,0,50,50,0,0
539,,Ryoya Ogawa,0,0,60,44.44,0.33,0.5
540,,Pedro Rafael Oliveira,0.5,0,100,66.67,0,0
541,,Miguel Monteiro,0,0,0,50,1,0
542,,João Victor,0,0,100,100,0,0
543,,Rúben Marques,1,0,0,38.46,4,2
544,,Clésio Baúque,0,0,50,30,0.5,0.5
545,,Andre Teles,0.5,0,0,44.44,0,1
546,,David Tavares,0,0,0,14.29,0,0.6
547,,Giorgi Makaridze,0.17,0,100,100,0.17,0
548,,Mauro Couto,0,0,33.33,31.58,0.4,0.4
549,,João Marcos,0.25,0,28.57,40,1,0.75
550,,Alejandro Alvarado Jr,0.2,0,40,42.11,0,0.6
551,,Indio,0.25,0.13,100,30,0.13,0.63
552,,Igor Vekić,0,0,100,80,0.2,0
553,,Yusuf Bamidele,0.2,0,33.33,22.22,0,0.8
554,,Luís Bastos,0,0,66.67,54.76,1.25,0.5
555,,Bruno Reis,0,0,50,25,0.25,1.5
556,,Léo Pereira,0.1,0,35.71,42.39,1.5,1.8
557,,Diogo Ferreira,0,0,0,0,0,0
558,,Hugo Oliveira,0,0,0,0,0,0
559,,Jorge Karse,0,0,0,33.33,0.5,0
560,,Eduardo Borges,0,0,100,100,0.25,0
561,,Fernando Fonseca,0,0,20,38.1,0.5,0.33
562,,Pedro Sá,0.15,0.08,58.33,35.96,0.38,1.54
563,,Andrés Sarmiento,0,0.25,0,50,0.5,0.75
564,,Bernardo Folha,0,0.2,0,53.33,0.4,0.4
565,,Monsuru Opeyemi,0,0,100,50,0,0
566,,Emmanuel Hackman,0,0,66.67,47.62,1,2
567,,Guilherme,0,0,0,0,0,0
568,,Ze Oliveira,0.33,0,50,50,0,0.33
569,,Henrique Araújo,0,0,33.33,40,0,0
570,,Alfa Semedo,0,1,0,20,0,2
571,,Andreas Schjelderup,0,0,0,0,0,0
572,,Cher Ndour,0,0,0,0,0,0
573,,Samuel Soares,0,0,0,0,0,0
574,,Vasco Sousa,0,0,0,0,0,0
575,,Abraham Marcus,0,0,0,100,0,0
576,,João Valido,0,0,0,0,0,0
577,,Berna,0,0,0,50,1,0
578,,Gonçalo Filipe,0,0,0,0,0,0
579,,John Brooks,0,0,50,20,0,1.5
