#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
228,,Guido Pizarro,1.14,1,0,1.68,0,1.05
229,,Camilo Sanvezzo,0.46,0.08,0,0.46,0,0.23
230,,Ismael Govea,1.92,0.5,0,2.67,0,0.33
231,,Juan Escobar,1.79,1.57,0.07,4.07,0.07,0.86
232,,Robert Morales,0.38,0.13,0,0.13,0,0.56
233,,Robert Ergas,1.19,0.38,0,0.44,0,0.5
234,,Israel Reyes,0.67,1.33,0,1.33,0,0
235,,Alexis Peña,1,1.18,0.06,3.82,0,0.47
236,,Marino Hinestroza,0.69,0.23,0,0.15,0,0.62
237,,Eduard Bello,1.07,0.4,0,0.93,0,0.4
238,,Gabriel Carabajal,0.83,0,0,0.33,0,0.5
239,,Alek Álvarez,1,0,0,1,0,0
240,,Jonathan Perlaza,3.25,1.5,0,1.5,0,0.5
241,,Daniel Vazquez,1,0,0,1,0,0
242,,Alan Zubiri,1,3,0,6,0,0
243,,Fernando González Peña,0,0,0,0,0,0.25
244,,Misael Domínguez,0.2,0,0,0,0,0
245,,Santiago Naveda,0.57,0.71,0,0.29,0,0
246,,Gaddi Aguirre,0.88,1.63,0,2.13,0,0.13
247,,Sergio Flores,2.44,0.69,0,1.31,0.06,0.81
248,,David Terans,0.36,0,0,0.09,0,0.36
249,,Ramón Juárez,1.18,0.91,0,3.27,0,0.27
250,,Alexis Vega,0.4,0.2,0,0,0,0.1
251,,Oussama Idrissi,1.43,0.14,0,0,0,1.29
252,,Sebastián Saucedo,0.85,0.23,0,0.31,0,0.77
253,,Joao Rojas,0.31,0.15,0.08,0.08,0,0.31
254,,Diego Gómez,1,0.33,0,0.33,0,1.17
255,,Silvio Martínez,1,0.36,0,0.21,0,0.64
256,,Juan Brigido,0.56,0,0,0,0,0.11
257,,Alfredo Talavera,0,0,0,0.53,0.12,0.12
258,,Ozziel Herrera,0.94,0.31,0,0.38,0,0.25
259,,Alexei Dominguez Figueroa,1.5,0.25,0,0.25,0,0.25
260,,Jorge Rodríguez,1.83,0.83,0,1.58,0,0.83
261,,Iker Moreno,1.29,0.86,0,1.43,0,0.86
262,,Jesús Hernández,0.7,0.1,0,0.3,0,0.6
263,,Carlos Baltazar,0.86,0.21,0,0.21,0,0.14
264,,Luís Rodríguez,1.81,1.44,0.06,1.88,0,1.06
265,,Edgar Méndez,0.87,0.27,0,0.27,0,0.4
266,,Sebastián Córdova,1,0.33,0,0.22,0,0.61
267,,Vicente Poggi,1.78,1.22,0,0.56,0,1.33
268,,Kevin Castaño,1.15,0.38,0,0.38,0.08,1
269,,Jhon Chancellor,1.6,1.2,0,5.2,0,0.4
270,,Ramiro Árciga,2.4,0.6,0,0,0,0.4
271,,Andres Montaño,0.56,0.56,0,0.56,0,0.33
272,,Pedro Pedraza,2.44,1.22,0,0.11,0,1.44
273,,William Tesillo,2,1.27,0.07,2.33,0,0.93
274,,Duván Vergara,0.89,0.47,0,0.16,0,0.42
275,,Israel Luna,2,0.5,0,0.5,0,1
276,,Carlos Rodríguez,0,0,0,0.5,0,0
277,,Everardo López,2.5,1.5,0,1.5,0,0.5
278,,Fernando Navarro,0.8,0.2,0,0.4,0,0.4
279,,Jesús Orozco,1.5,0.86,0.14,2.14,0,0.36
280,,Illian Hernandez,0.21,0,0,0.71,0,0.29
281,,Augusto Solari,1.55,0.45,0,0.27,0,1.91
282,,Francisco Contreras,1.45,1.64,0.09,1.27,0,0.36
283,,Mateo Klimowicz,1.5,0.39,0,0.11,0,0.33
284,,Brian Rubio,0.43,0.14,0,0.57,0,0.21
285,,Kevin Escamilla,1.71,0.79,0,0.93,0,1.07
286,,Eduardo Aguirre,0.5,0.33,0,0.58,0,0.42
287,,Aldo Lopez,0.94,1,0,0.82,0,0.71
288,,Braian Samudio,0.45,0.09,0,0.18,0,0.45
289,,Jahaziel Marchand,0.83,0.5,0,0.33,0,0.33
290,,Raúl López,1.27,0.4,0,1.47,0,0.6
291,,Sebastian Santos,1,0,0,0,0,0.2
292,,Léo Bonatini,0.14,0.14,0,0.43,0,0.29
293,,Omar Fernández,0.28,0.33,0,0.17,0,0.56
294,,Ulises Rivas,1.55,0.55,0,0.95,0,0.8
295,,Jorge Ruvalcaba,1,0.33,0,0,0,1
296,,Mateo García,1.17,0.17,0,0.25,0,0.67
297,,Jeremy Márquez,1.13,0.73,0,0.07,0,0.73
298,,Diego Chávez,1.44,0.56,0,1,0,1
299,,Santiago Trigos,1.79,0.36,0,0.57,0,0.71
300,,David Ramírez,0.39,0.22,0.06,0.5,0,0.39
301,,Agustín Oliveros,0.71,0.43,0,1.57,0,0.14
302,,Carlos Orrantia,0.78,0.56,0,0.78,0,0.44
303,,Jonathan Padilla,1.17,0.22,0,0.11,0,0.89
304,,Emilio Lara,0.8,1.4,0,1.8,0,0.4
305,,Raúl Martínez,0.8,0.6,0.2,3,0,0.2
306,,Moisés,0.24,0.06,0,0.12,0,0.29
307,,Omar Campos,2.79,0.95,0,1.42,0,1.42
308,,Amaury Escoto,0.1,0,0,0.4,0,0.1
309,,Jose Garcia,1.2,1.27,0,4.47,0,0.4
310,,Jesus Angel Garza Garcia,1.2,0.4,0,0.2,0,0.4
