#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
430,,Román Martínez,0,0,50,16.67,0,2
431,,Zahid Muñoz,0,0,0,50,0,0
432,,Josué Díaz,0,0,0,60,1,2
433,,René López,0,0,100,70,0,0
434,,Andres Iniestra,0,0,0,0,0,0.25
435,,Francisco Figueroa,0,0,0,35.71,1,0.6
436,,José Macías,0,0,50,50,1,0
437,,Samuel González,0,0,0,33.33,0,0
438,,Carlos Galicia,0,0,0,50,1,0
439,,Ricardo Renteria Vazquez,0,0,100,100,0,0
440,,Óscar Villa,0,0,100,50,0,0.5
441,,Cesar Sosa,0.5,0,100,45.45,0.5,1.5
442,,Alonso Escoboza,0,0,0,80,0.25,0.25
443,,Mauro Laínez,0,0,100,62.96,0.89,0.22
444,,Sebastian Fierro,0.22,0,0,12.5,0.22,0.56
445,,Jair Gonzalez,0,0,0,40,0.2,0.2
446,,Daniel Rios,0.4,0,16.67,21.05,0.2,0.6
447,,Emanuel Montejano,0,0,33.33,28.57,0,1
448,,Gonzalo Pelua,0.33,0,28.57,41.67,1.17,1.5
449,,Oscar Manzanares,0.21,0.07,56.76,52.94,0.29,1.21
450,,Angel Zaldívar,0.08,0.08,30.43,31.58,0.31,0.85
451,,Uziel García,0.17,0,37.5,46.67,0.33,0.17
452,,Sergio De Los Ríos,0,0,0,0,0,0
453,,Alfredo Gutierrez,0,0,0,71.43,1,0
454,,Marco Hernandez,0,0,0,33.33,0,2
455,,Juan Cantu,0,0,0,0,0,1
456,,Bruce El-mesmari,0,0,0,25,0,0.5
457,,Salvador Mariscal,0,0,0,33.33,0,0.5
458,,Luís Cervantes,0.2,0,66.67,58.33,0,0.4
459,,Daniel Mantilla,0.14,0,16.67,25,0.14,0.86
460,,Rafael Fernández,0.33,0,50,45.61,0.56,0.89
461,,Óscar Ustari,0,0,0,0,0,0
462,,Francisco Nevarez,0.5,0,50,25,0.5,1
463,,Jesús Piñuelas,0.25,0.25,66.67,50,0.75,1.5
464,,Fernando Ovelar,0,0,0,27.27,0.5,0
465,,Abraham Flores,0,0,0,66.67,2,0
466,,Emmanuel Echeverría,0,0,0,0,0,0
467,,Cristian Jiménez,0.5,0,0,30,0,2
468,,Isidro Suarez,0,0,0,20,0,1
469,,Arath Moreno Martinez,0,0,0,20,0,0
470,,Rodrigo Parra,0,0,0,0,0,0
471,,Luis Sánchez,0,0,66.67,50,0,0
472,,Amaury Morales,0,0,0,0,0,0.5
473,,Sebastián Jurado,0.25,0.25,100,100,0.25,0.25
474,,Hector Uribe,0,0.17,0,52.38,1.5,0.5
475,,Sebastian Martinez,0,0,0,0,0,0
476,,Diego Abitia Leon,0,0,0,0,0,0
477,,Victor Arteaga,0,0,0,0,0,0
478,,Marco González,0,0,0,33.33,0,1
