#,Team,Name,Appearances
348,,Diego Campillo,5
349,,Santiago Muñoz,12
350,,Jesús Sánchez,5
351,,Jesús Dueñas,6
352,,Rodrigo Godinez,6
353,,Heriberto De Jesus,12
354,,Luis Amarilla,15
355,,Marco García,8
356,,Paolo Yrizar,2
357,,Angel Jordan,4
358,,Fernando Ordonez,6
359,,Jaime Gomez,13
360,,Mauricio Andre Isais,9
361,,Emilio Martinez,9
362,,Rodrigo Lopez,14
363,,Eduardo Armenta,12
364,,Pavel Pérez,9
365,,Dória,9
366,,José Joaquín Esquivel,13
367,,Alan Medina,13
368,,Juan Castro,11
369,,Martín Barragán,17
370,,Santiago Ormeño,7
371,,Rogelio Cortéz Pineda,7
372,,José Lozano,11
373,,Omar Moreno Villegas,4
374,,Efrain Orona,8
375,,Alexis Gutiérrez,9
376,,Ventura Alvarado,5
377,,Owen González,5
378,,Andres Colorado,10
379,,Christopher Trejo,10
380,,Rodrigo Aguirre,7
381,,Jonathan Torres,1
382,,Luis Iturbide,1
383,,Raymundo Rubio,1
384,,Diego Zago Gravito,2
385,,José Galindo,1
386,,Joaquín Moxica,1
387,,Eugenio Pizzuto,2
388,,Jesús Ocejo,2
389,,Edson Mata,2
390,,Patricio Salas,3
391,,Juan Gamboa,3
392,,Isaias Violante,5
393,,Ettson Ayon Calderon,10
394,,Ronaldo Prieto,11
395,,Gibran Lajud,9
396,,Joaquín Montecinos,9
397,,Lucas Paul De los Santos,8
398,,José Madueña,11
399,,Javier Salas,15
400,,Diego Medina,19
401,,Mauro Manotas,9
402,,Mario Osuna,12
403,,Lucas Cavallini,11
404,,Aldo Cruz,11
405,,Edgar Zaldívar,12
406,,Braian Romero,3
407,,Facundo Waller,3
408,,Jesús Vega,7
409,,Iván Tona,9
410,,Fernando Tapia,5
411,,Pablo Monroy,11
412,,Ronaldo Cisneros,13
413,,Jair Cortes,14
414,,Jan Carmona,2
415,,Waldo Madrid,5
416,,Ángel Robles,7
417,,Maximiliano Silvera,3
418,,Paulino de la Fuente,3
419,,Jesús Corona,3
420,,Alberto Herrera,3
421,,Carlos Gutiérrez,9
422,,Luis Garcia,13
423,,Cristian González,7
424,,Jair Díaz,13
425,,Ali Ávila,5
426,,Efrain Alvarez,6
427,,Andrija Vukčević,8
428,,Michael Santos,8
429,,Raúl Sandoval,16
430,,Román Martínez,1
431,,Zahid Muñoz,1
432,,Josué Díaz,1
433,,René López,2
434,,Andres Iniestra,4
435,,Francisco Figueroa,5
436,,José Macías,1
437,,Samuel González,1
438,,Carlos Galicia,1
439,,Ricardo Renteria Vazquez,1
440,,Óscar Villa,2
441,,Cesar Sosa,2
442,,Alonso Escoboza,4
443,,Mauro Laínez,9
444,,Sebastian Fierro,9
445,,Jair Gonzalez,10
446,,Daniel Rios,5
447,,Emanuel Montejano,2
448,,Gonzalo Pelua,6
449,,Oscar Manzanares,14
450,,Angel Zaldívar,13
451,,Uziel García,6
452,,Sergio De Los Ríos,1
453,,Alfredo Gutierrez,1
454,,Marco Hernandez,1
455,,Juan Cantu,1
456,,Bruce El-mesmari,2
457,,Salvador Mariscal,2
458,,Luís Cervantes,5
459,,Daniel Mantilla,7
460,,Rafael Fernández,9
461,,Óscar Ustari,3
462,,Francisco Nevarez,2
463,,Jesús Piñuelas,4
464,,Fernando Ovelar,2
465,,Abraham Flores,1
466,,Emmanuel Echeverría,1
467,,Cristian Jiménez,2
468,,Isidro Suarez,1
469,,Arath Moreno Martinez,2
470,,Rodrigo Parra,1
471,,Luis Sánchez,1
472,,Amaury Morales,2
473,,Sebastián Jurado,4
474,,Hector Uribe,6
475,,Sebastian Martinez,1
476,,Diego Abitia Leon,1
477,,Victor Arteaga,1
478,,Gil Alcalá,0
