Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Evanilson,0.3,0.48,43.33,1.48,0,0,0.65,0.22,0,0.22,0,0.3,0.22,0.22,13.96,76.95,4.22,72.22,0,0.04,0,0,0.3,0,0.04,0,47.62,46.39,1.26,1.17,23
José Luis Rodríguez,0.14,0.29,57.89,2,0,0,0.57,0.14,0,0.29,0,0.29,0.14,0.43,13,72.53,4,40,0,0.14,0,0,0.86,0.57,0.43,0,54.55,50.77,1.71,1.29,7
Petar Musa,0.23,0.23,63.64,1.27,0.07,0,0.4,0.23,0,0.1,0,0.23,0.13,0.07,6.27,70.21,2.4,37.5,0,0,0,0,0.13,0.03,0.03,0,69.77,52.68,0.33,0.6,30
Yusupha Njie,0.48,0.67,58.14,2.74,0.19,0,0.93,0.3,0,0.59,0,0.52,0.11,0.07,15.22,78.59,3.89,70.59,0,0.07,0,0,1.11,0.19,0.22,0,26.97,41.43,2,1.3,27
Rosier Loreintz,0,0.08,75,0.92,0,0,2.83,1.83,0,1.92,0.08,1.08,0,0.08,39.42,81.4,5.17,60,0,0.25,0,0,1.17,0.25,0.08,0,75,58.26,0.75,1.75,12
Aziz,0.41,0.18,38.89,1.29,0,0,0.24,0.24,0,1,0,0.12,0.24,0.18,12.82,70.18,3.76,20,0,0.24,0,0,0.76,0.18,0.12,0,27.27,34.62,1.12,1.18,17
Danilo Veiga,0,0,52.63,0.22,0,0,2.67,1.56,0,2.11,0,0.22,0.11,0,34,81.05,7.33,42.86,0,0.11,0,0,1.11,0.11,0,0,66.67,66.33,2.11,1.33,9
Sebastián Coates,0.03,0.07,61.54,0.57,0,0,0.83,0.7,0,2.1,0,0.4,0.07,0,70.1,89.68,5.17,49.76,0,0.23,0,0,0.87,0.1,0.23,0,65.59,62.07,0.47,0.63,30
Gilberto,0.1,0.05,51.35,0.3,0.05,0,1.15,0.55,0,0.55,0,0.5,0.25,0.05,30.5,84.75,9.1,39.13,0,0,0,0,0.25,0.1,0.1,0,35,47.46,0.35,0.5,20
Bruno Costa,0,0.17,60,0.83,0,0,1.17,0.33,0,0.17,0,0.83,0.33,0.17,22.17,81.95,6.17,81.82,0,0,0,0,0.67,0.17,0,0,50,44.83,0.17,0.67,6
Zaydou Youssouf,0.06,0,80.28,0.75,0,0,2.47,1.03,0.03,0.88,0,1,0,0,27.84,82.27,4.69,66.06,0,0.13,0,0,0.72,0.06,0.22,0.03,51.72,58.68,1.41,1.44,32
Moises Mosquera,0,0.05,61.54,0.6,0,0,2.4,2.35,0.05,3.45,0.05,0.25,0,0.05,37.9,82.32,2.1,54.63,0,0.15,0,0,1.5,0.2,0.3,0,72.37,72.73,0.45,0.8,20
Tomás Silva,0.05,0,52.94,0.27,0,0,2.05,1,0,1.73,0,0.68,0.14,0.09,20.82,70.52,5.23,31.75,0,0.14,0,0,0.59,0.09,0.09,0.05,52.94,61.73,1.27,0.77,22
Allison Safira,0.23,0.05,45.45,1.09,0.09,0,0.36,0.05,0,0.36,0,0.32,0.05,0.05,9.59,63.51,2.36,100,0,0.05,0,0,0.55,0.05,0.41,0,60.22,53.65,1.55,1.5,22
Nélson Monte,0,0.03,33.33,0.19,0,0,1.1,1.77,0.03,4.48,0,0.65,0.03,0,42.1,80.61,4.1,52.17,0,0.26,0,0,0.84,0.19,0.23,0,51.58,46.63,0.35,1.06,31
Maurício,0.21,0,42.86,0.57,0,0,1.57,1.07,0,0.79,0,1.21,0,0,35.07,89.41,5.57,66.67,0,0,0,0,1,0.07,0.14,0,68.75,52.85,2.07,1.64,14
Nino Galović,0,0,0,0.11,0,0,0.68,0.84,0.05,3.37,0,0.05,0,0.05,32.58,88.21,0.74,39.24,0,0.37,0,0,0.42,0.05,0.16,0,50,55.56,0.21,0.53,19
Thiago da Silva,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,87.5,0,66.67,4,0,0,0,1,0,0,0,100,100,0,0,1
Serdar Saatçı,0,0,0,0,0,0,0.67,2.67,0,1,0,0.67,0,0,47,84.4,1.33,30,0,0.67,0,0,0.33,0,0,0,54.55,50,0.33,0.33,3
Luís Neto,0,0,100,0.17,0,0,1,0.17,0,1,0,0.17,0,0,43.83,91.63,3.33,75,0,0,0,0,0.17,0,0.17,0,70,76.92,0.83,0.33,6
Hernán de la Fuente,0,0.14,42.86,0.86,0,0,3.14,1.29,0,1.43,0,0.86,0.29,0,33.43,75.21,6.14,35,0,0.29,0,0,0.86,0,0.29,0.14,54.55,54.22,1.57,1.29,7
Helder Sá,0,0,59.09,0.4,0,0,2.1,0.5,0,1.8,0,0.9,0.3,0,33.3,80.78,7.8,52.63,0,0.4,0,0,0.6,0.3,0.2,0,62.5,48.86,0.4,1.8,10
Cristián Borja,0,0,81.82,0.07,0,0,1.43,0.79,0,1.64,0,0.36,0.14,0,24.5,82.51,6.07,39.29,0,0.14,0,0,0.5,0.07,0.07,0,35.29,62.67,0.86,0.71,14
Marafona,0,0,0,0,0,0,0,0.06,0,0.5,0.06,0.06,0,0,26.19,62.05,1.25,43.84,3.81,0.13,0.06,0,1.19,0.19,0.31,0.06,50,60,0.13,0,16
Renê Santos,0.07,0,100,0.5,0.07,0,1.79,0.71,0.07,3,0,0.36,0.07,0.07,43.57,85.25,2.86,47.71,0,0,0,0,1.29,0.21,0.21,0.14,68.57,67.35,1,1.14,14
Kennedy Boateng,0.12,0.08,60,0.73,0.12,0,1.58,1.31,0,5.04,0,0.5,0,0,40.69,80.25,1.92,51.52,0,0.15,0,0,1.46,0.19,0.23,0.04,68.94,63.36,0.46,1,26
Carraça,0,0,52.63,0.73,0,0,1.23,0.65,0,1.38,0,0.58,0.12,0.08,40.88,85.04,8.08,51.2,0,0.19,0,0,0.96,0,0.15,0,51.11,50.29,0.85,1.04,26
Zé Carlos,0,0,61.11,0.2,0,0,1.8,1.33,0,0.93,0,0.93,0,0.13,22.87,76.68,3.33,51.61,0,0.2,0,0,0.67,0.13,0.2,0,26.67,61.02,2,0.6,15
Paulo Oliveira,0,0.05,0,0.2,0,0,1.1,2.5,0.15,3.7,0,0.1,0,0,45.55,81.89,2.7,36.42,0,0.35,0,0,0.7,0.05,0.15,0.05,59.26,58.88,0.45,1,20
Sikou Niakaté,0.12,0,81.25,0.38,0.12,0,0.85,1.88,0.04,3.35,0,0.46,0,0,54.42,84.88,2.88,29.58,0,0.38,0,0,0.73,0.04,0.15,0.08,67.09,57.98,0.81,1.19,26
Ousmane Diomande,0.08,0.08,75,0.85,0.08,0,1.69,0.85,0,1.69,0.08,0.69,0,0,67.69,90.68,9,56.52,0,0.38,0,0,0.54,0.08,0.23,0,43.33,50,0.23,1.08,13
Rafa Silva,0.29,0.5,45.13,2.43,0.07,0,0.57,0.07,0,0,0,0.5,0.39,0.14,26.79,79.6,13.5,78.26,0,0.29,0,0,0.54,0.04,0.21,0,31.03,47.47,2.32,0.64,28
Gabriel Silva,0.15,0.24,54.55,1.88,0,0,1.12,0.48,0,0.18,0,0.73,0.12,0.06,11.85,62.92,3.36,51.22,0,0.03,0,0,1.15,0.18,0.15,0,37.25,51.26,1.97,0.94,33
João Nunes,0.04,0,85.71,0.31,0.04,0,1.42,0.92,0,2.69,0,0.46,0,0,30.19,77.83,2.77,33.05,0,0.19,0,0,1,0.04,0.08,0,61.4,64.23,0.38,0.54,26
Afonso Taira,0,0,46.67,0.38,0,0,2.97,1.09,0,0.88,0,1.25,0.06,0.03,31.13,75.3,6.06,51.49,0,0,0,0,0.91,0.06,0.28,0,54.55,52.62,0.97,1.66,32
Vitorino Antunes,0.03,0,60,0.87,0,0,1.55,2.16,0,1.58,0,0.52,0.23,0.06,40.68,73.28,7.23,39.84,0,0.03,0,0,1.55,0.13,0.32,0.03,34.69,56.32,1.87,1.03,31
Francisco Geraldes,0.15,0.12,52.86,1.46,0,0,1.12,0.81,0.04,0.23,0,0.69,0.04,0.15,30.15,76.28,7.85,56.04,0,0.04,0,0,1.15,0.15,0.27,0.04,33.33,52.17,1.73,0.77,26
Patrick William,0.08,0.04,46.67,0.73,0.04,0,1.46,0.92,0,2.77,0,0.54,0.19,0.04,48.23,83.09,5.31,50,0,0.15,0,0,0.81,0.23,0.27,0,58.33,51.11,0.46,1.35,26
Tiago Gouveia,0.17,0.14,43.82,1.52,0,0,1.55,0.52,0,0.52,0,0.83,0.38,0.21,18.28,75.47,5.48,52.17,0,0.1,0,0,1.1,0.1,0.24,0,26.67,47.98,2.14,1.34,29
Fahd Moufi,0.03,0,42.86,0.55,0.03,0,0.9,1.45,0,1.97,0,0.35,0.16,0.06,31.29,72.47,6.55,37.38,0,0.26,0,0,1.19,0.13,0.13,0.03,60.58,57.5,1.68,0.97,31
Leonardo Lelo,0.04,0.04,40,0.56,0,0,1.52,1.33,0,1.37,0,1.07,0.22,0.22,33.89,75.52,6.07,38.64,0,0.3,0,0,1.04,0.07,0.11,0,38.71,49.28,1.19,0.67,27
Tiago Santos,0,0.03,46.38,0.43,0,0,2.5,0.53,0,1.37,0,0.53,0.13,0.17,29.8,78.75,4.77,50.35,0,0.13,0,0,1.17,0.13,0.17,0,32.26,61.99,2.73,1.2,30
Gabriel Pereira,0,0,33.33,0.29,0,0,1.43,0.86,0,2.43,0,1,0.14,0,38.29,83.58,2,53.66,0,0.14,0,0,0.57,0,0.14,0,64.71,52,0.57,1.29,7
Fernando Varela,0.04,0.04,50,0.56,0,0,0.96,1,0.04,2.81,0,0.3,0,0,31.48,84.12,2.52,43.4,0,0.11,0,0,0.89,0.11,0.11,0,53.62,59.7,0.56,0.52,27
Park Ji-soo,0,0,100,0.14,0,0,1.86,0.5,0,3.5,0.07,0.36,0.14,0.07,45.71,82.66,2.5,41.9,0,0.07,0,0,1.43,0.14,0,0,62.22,72.45,1.07,0.21,14
Matheus Reis,0.03,0,61.29,0.36,0,0,0.97,0.33,0,0.73,0,0.21,0.03,0,65.91,91.54,12.33,52.55,0,0.18,0,0,0.67,0.09,0.15,0,60.42,58.92,0.88,0.88,33
Mikel Villanueva,0.03,0.03,93.33,0.31,0.03,0,0.9,1.52,0,3.1,0.03,0.24,0.03,0.03,46.1,83.55,3.14,55.17,0,0.31,0,0,0.9,0.24,0.03,0,49.06,52.6,0.31,0.79,29
Antonio Adán,0,0,0,0.03,0,0,0.03,0,0.03,0.45,0,0.06,0.03,0.03,28.32,82.35,0.45,41.9,2.03,0.42,0.13,0,0.84,0.1,0.1,0.03,100,60,0.06,0.06,31
João Neves,0.06,0.18,53.33,0.76,0,0,1.53,0.53,0,0.18,0,0.76,0,0,28.59,87.24,5.82,65,0,0.18,0,0,0.29,0,0.06,0,58.33,56.91,1.29,0.88,17
David Carmo,0,0.22,0,0.44,0,0,0.56,1.11,0,2.67,0,0.11,0,0,46.11,82.65,3.22,45.95,0,0.33,0,0,0.56,0,0.11,0,69.57,53.49,0.22,1.33,9
Enea Mihaj,0,0,87.5,0.44,0,0,0.92,1.28,0,3.48,0,0.52,0,0,50,88.72,2.08,51.75,0,0.36,0,0,0.96,0.2,0.08,0,58.57,51.02,0.16,1,25
Adrián Butzke,0.23,0.35,47.06,2.12,0.12,0,0.35,0.12,0,0.5,0,0.23,0.04,0.04,12.96,75.07,3.38,72.73,0,0,0,0,0.77,0,0.04,0.04,52.34,47.44,0.69,0.73,26
Renato Pantalon,0.05,0.05,100,0.23,0,0,1.36,1.18,0,3.41,0,0.45,0,0,41.59,84.37,3.14,46.09,0,0.18,0,0,0.95,0.18,0.32,0.05,68.29,53.85,0.18,1.32,22
Zainadine Júnior,0,0.04,100,0.63,0,0,0.96,1.38,0,3.04,0.04,0.21,0,0,49.5,85.19,2.96,49.71,0,0.13,0,0,1.46,0.25,0.13,0,65.35,66.1,0.96,0.96,24
Rafa Mújica,0.3,0.3,37.04,2.11,0.04,0,0.85,0.07,0,1,0,0.3,0.07,0,9.15,72.06,2.33,75,0,0,0,0,0.63,0.11,0.04,0,34.44,36.64,0.78,1.63,27
Michael Johnston,0.04,0.04,54.29,1.16,0,0,0.44,0.2,0,0.16,0,0.64,0.16,0.16,15.96,73.68,5.44,41.94,0,0.12,0,0,0.6,0.2,0.08,0,27.27,44.69,1,0.64,25
Riccieli,0,0,100,0.4,0,0,1.33,0.97,0.03,5.17,0,0.7,0.03,0,43.23,88.74,1.27,54.86,0,0.3,0,0,1.1,0.17,0.1,0.03,58.62,56.19,0.6,0.97,30
Lucas Alves,0,0,0,0.29,0,0,0.86,0.43,0,3.14,0,0.14,0,0,42.14,84.41,2,44.64,0,0.14,0,0,0.71,0,0.14,0,72.73,68.57,0.29,0.57,7
Pedro Amaral,0.08,0,38.89,0.58,0,0,1.42,0.83,0,1.33,0,0.75,0.08,0.17,42.5,78.24,7.17,51.79,0,0.08,0,0,1.17,0.17,0.42,0,22.22,43.21,0.75,1,12
Gonçalo Guedes,0.08,0,57.14,1.25,0,0,0.58,0.08,0,0.08,0,0,0.17,0.08,12.75,79.08,5.92,83.33,0,0,0,0,0.08,0,0.08,0,20,52.08,0.75,0.75,12
Bruno Onyemaechi,0.03,0.03,56.1,0.76,0,0,1.9,1.28,0,2.1,0.03,0.66,0.21,0.03,38.21,74.91,6.45,33.56,0,0.14,0,0,1.38,0.17,0.21,0,56,61.04,1.21,0.72,29
Duplexe Tchamba,0,0,100,1,0,0,1.4,1,0,3.8,0,0.8,0,0,41.6,82.21,3.8,46.43,0,0,0,0,1.2,0,0,0,65.22,61.22,0.8,0.8,5
Tiago Esgaio,0,0.04,66.67,0.42,0,0,1.73,0.85,0.04,3,0,0.92,0.12,0.08,35.15,70.57,5.54,35.26,0,0.42,0,0,0.62,0.08,0.35,0,60.53,54.59,0.23,1,26
Bernardo Vital,0,0,66.67,0.15,0,0,0.85,0.62,0.04,4.69,0,0.23,0,0,51.04,87.64,2.19,51.14,0,0.31,0,0,1.08,0.15,0.19,0,56.82,54.97,0.77,1.08,26
Nuno Moreira,0.03,0.03,52.17,1.83,0,0,0.83,0.83,0,0.79,0,0.66,0.1,0.03,20.76,71.1,6,47.17,0,0,0,0,0.52,0.17,0.14,0,40.74,48.47,1.28,0.9,29
Rúben Fernandes,0,0.04,66.67,0.42,0,0,0.58,1.42,0.08,3.31,0,0.65,0.04,0,52.69,84.96,2.46,52.41,0,0.27,0,0,1.12,0.04,0.15,0,58.44,52.52,0.35,0.58,26
Mihai Alexandru Dobre,0.12,0.18,50,1.47,0.06,0,1.35,0.18,0.06,0.53,0,0.82,0.18,0.18,13.82,73.19,3.76,33.33,0,0,0,0,0.59,0.06,0.06,0.06,29.03,46.96,0.59,0.59,17
Pedro Malheiro,0,0.03,57.58,0.5,0,0,2.94,1.16,0.03,1.59,0,0.97,0.19,0.19,44.44,79.47,7.06,41.22,0,0.16,0,0,1.44,0.16,0.19,0,38.3,53.16,0.56,1.44,32
Salvador Agra,0.1,0,39.47,0.57,0,0,0.9,0.2,0,0.13,0,0.37,0.17,0.13,18.23,76.97,5.47,52.27,0,0,0,0,0.83,0.13,0.2,0,31.25,47.73,1.23,1,30
Rafael Bracali,0,0,100,0,0,0,0.07,0.07,0,0.86,0,0.04,0,0,24.61,62.12,0.5,39.67,2.96,0.18,0.21,0.04,1.36,0.21,0.07,0,81.82,85.71,0.25,0,28
Danny Namaso,0.14,0.09,45.45,0.68,0,0,0.36,0.09,0,0.18,0,0.18,0.18,0.09,6.73,81.08,2.32,66.67,0,0,0,0,0.27,0,0.09,0,39.29,40,0.41,0.95,22
André Franco,0.12,0,33.33,0.65,0,0,0.65,0.29,0,0.18,0,0.59,0.06,0,19.41,88.18,6.65,88,0,0,0,0,0.35,0,0.12,0,42.86,43.21,0.82,0.71,17
Marcelo Carné,0,0,0,0,0,0,0,0,0,1.14,0,0.07,0,0,27.29,68.32,0.57,33.33,3.21,0.14,0.29,0,1.5,0.21,0.29,0,100,90.91,0.29,0,14
Anderson,0.1,0.13,66.67,0.47,0.03,0,1.03,1.27,0.1,5.43,0.03,0.27,0,0,34.67,79.71,1.13,32.9,0,0.27,0,0,0.87,0.3,0.23,0.03,59.32,59.31,0.6,0.83,30
Nicolas Janvier,0.05,0,40,0.84,0,0,0.84,0.32,0,0.11,0,0.37,0.05,0,18.89,83.84,4.84,74,0,0,0,0,0.37,0.26,0.16,0,50,46.67,0.05,0.53,19
Josafat Mendes,0.25,0,66.67,0.25,0,0,0.25,1.5,0,1,0,0.25,0,0,25.25,94.06,8.25,66.67,0,0.25,0,0,0.25,0.25,0.25,0,20,35.29,0.5,1,4
Heriberto Tavares,0,0.25,22.22,1.25,0,0,0.75,1,0,1,0,1,0,0,20.25,77.78,5.75,42.86,0,0,0,0,1.25,0,0,0,40,40,0.75,0,4
Jeremiah St. Juste,0.05,0,58.33,0.33,0.05,0,0.71,0.67,0,1.05,0,0.19,0.05,0.05,44.57,93.06,7.9,59.57,0,0.19,0,0,0.29,0,0.14,0,60.53,57,0.57,0.81,21
Pedro Álvaro,0.03,0.03,55.56,0.37,0.03,0,0.77,1.13,0.07,3.9,0,0.17,0,0,50.8,85.76,2.8,50.76,0,0.2,0,0,1.13,0.13,0.27,0,65.52,53.19,0.5,1.5,30
Álex Millán,0.15,0.15,46.67,0.85,0.08,0,0.46,0,0,0.46,0,0.38,0.15,0,12.23,75.47,3.46,57.14,0,0,0,0,0.69,0.15,0.08,0,33.33,45.36,1.46,0.69,13
Alex Méndez,0.03,0.03,56.52,0.93,0.03,0,1.33,0.53,0,0.5,0,0.5,0.1,0.07,19.97,80.3,5.27,54.17,0,0.03,0,0,0.43,0.2,0.3,0,52.17,52.9,0.57,0.8,30
Abel Ruíz,0.24,0.32,48.15,1.47,0,0,0.38,0.21,0,0.21,0,0.41,0.09,0.18,14.21,78.67,6.35,75,0,0.06,0,0,0.56,0.03,0.12,0,29.31,31.52,0.26,0.56,34
Mihailo Ristić,0.14,0.14,50,0.57,0,0,0.29,0.29,0,0.14,0,0,0.29,0.14,14.57,87.25,3.71,16.67,0,0,0,0,0.29,0.14,0,0,50,54.55,0.14,0.29,7
Julian Draxler,0.1,0.1,66.67,1.1,0,0,0.5,0.1,0,0.1,0,0.2,0.2,0,22.3,90.58,9.9,100,0,0,0,0,0.1,0.1,0,0,66.67,41.67,0.1,0.1,10
Francisco Moura,0.07,0.04,40.74,0.43,0.04,0,1.07,0.96,0.04,2.21,0,0.46,0.14,0.07,32.54,80.13,4.71,41.67,0,0.25,0,0,0.79,0.11,0.18,0,50.75,45.63,0.71,1.39,28
Josué Sá,0,0,100,0.06,0,0,1.17,0.89,0.06,3.11,0,0.44,0.06,0.06,45.61,85.99,5.06,47.41,0,0.33,0,0,0.78,0.06,0.28,0,64.29,51.04,0.44,1.56,18
Pierre Sagna,0,0,47.62,0.29,0,0,1.54,1.38,0.04,2.33,0.04,0.33,0.21,0.04,25.42,74.43,3.71,44.58,0,0.08,0,0,0.96,0.13,0.21,0.04,68.75,62.42,0.54,0.79,24
Igor Julião,0.05,0,52.63,0.35,0.05,0,1.45,1.1,0.05,1.6,0,0.3,0.05,0.05,27.3,75.82,5,41.54,0,0.25,0,0,0.75,0.1,0.3,0,40.74,60,2.15,1.15,20
Rodrigo Abascal,0,0.04,42.86,0.3,0,0,1.7,1.33,0,3.59,0.04,0.81,0.07,0.07,52,80.91,4.41,47.39,0,0.22,0,0,1.11,0.19,0.26,0.04,57.41,51.52,0.19,1.11,27
Pizzi,0.13,0.06,46.15,0.69,0,0,0.69,0.13,0,0.44,0,0.63,0.06,0.06,20.13,86.34,5.88,56.52,0,0.06,0,0,0.38,0.06,0.06,0,100,47.27,0.38,0.19,16
Jerome Opoku,0,0,60,0.13,0,0,0.96,1.08,0.08,3.42,0,0.13,0.04,0.04,32.83,80.46,2.33,38.89,0,0.33,0,0,0.96,0.08,0.25,0.08,58.62,59.48,1.04,1.17,24
Vitinho,0,0,20,0.67,0,0,0.33,0.44,0,0.44,0,0.22,0.22,0.22,8.22,70.27,3,28.57,0,0,0,0,0.22,0.11,0.11,0,54.55,50,0.44,0.22,9
Otávio Ataíde da Silva,0,0,100,0.78,0,0,1.89,0.67,0.22,3,0,1.11,0,0,42.89,83.42,2.89,57.63,0,0.11,0,0,1.67,0,0.33,0,50,55.71,0.89,1.11,9
Rúben Lameiras,0.05,0.05,44.12,1.74,0,0,0.79,0.16,0,0.21,0,0.53,0.11,0.11,18.05,76.97,7.16,50,0,0.16,0,0,0.58,0.26,0.21,0,8.33,44.63,1.21,0.53,19
Nermin Zolotić,0,0,70,0.21,0,0,1.07,1.28,0.03,2.79,0.03,0.72,0.03,0,46.07,83.68,4.62,42.45,0,0.28,0,0,0.86,0.1,0.1,0.03,44.62,56.11,1.17,0.55,29
Kanya Fujimoto,0,0.06,42.5,0.71,0,0,1.12,0.56,0,0.03,0,0.32,0.24,0.09,32.18,82.45,10.79,58,0,0.03,0,0,1.03,0.03,0.03,0,28.57,50,0.94,0.62,34
Jhonder Cádiz,0.17,0.33,38.89,1.92,0.13,0,0.25,0.13,0,0.92,0,0.29,0.08,0.13,11.42,67.52,2.5,35.71,0,0.13,0,0,0.63,0.04,0,0.04,60.33,55.3,1.46,0.58,24
Fran Navarro,0.5,0.76,58.33,2.79,0.03,0,0.68,0.09,0,0.21,0,0.68,0.06,0.09,11.59,74.87,2.74,60,0,0.18,0,0,1.18,0.03,0.12,0,40.96,41.55,1.32,1.65,34
Kévin Zohi,0.08,0.16,57.14,1.04,0,0,0.72,0.2,0,0.32,0,0.28,0.08,0.12,10.12,73.12,3.04,71.43,0,0,0,0,0.32,0.16,0.04,0,33.33,50,0.52,0.32,25
André Almeida,0,0,44.44,1.33,0,0,1.33,1.33,0,1.33,0,0.33,0.67,0.67,35,87.62,9.33,75,0,0,0,0,0.67,0,0.33,0,66.67,43.59,2.33,1.67,3
Julien Lomboto,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,85.71,1,0,0,0,0,0,0,0,0,0,0,100,0,0,1
Marco Pereira,0,0,0,0,0,0,0,0,0,0.63,0,0.13,0,0,30.88,70.04,1.88,44.96,2.75,0.13,0.5,0.13,1,0.13,0.13,0,100,75,0.25,0,8
Flávio Ramos,0,0,0,0.33,0,0,1,1.44,0,4.56,0,0.33,0,0,38.56,85.01,0.89,54.84,0,0,0,0,2,0,0.11,0,80,68.75,0.44,0.67,9
Antony Alves,0.18,0.24,51.52,1.58,0,0,1.55,0.76,0.03,0.48,0,0.85,0.06,0.03,18.91,75.64,5.33,50,0,0.15,0,0,0.58,0.09,0.09,0,31.43,45.56,0.82,0.97,33
Gabriel Veron,0,0.12,28.57,0.94,0,0,0.82,0.12,0,0.18,0,0.18,0.18,0.12,8,75.74,3.35,50,0,0,0,0,0.12,0,0.06,0,33.33,42.65,0.47,0.88,17
Nuno Lima,0.04,0.07,50,0.32,0,0,0.93,1.43,0.04,3.89,0,0.39,0,0,47.68,85.69,2.46,57.89,0,0.11,0,0,1.71,0.14,0.18,0.04,57.53,53.06,0.32,0.89,28
Lucas Soares,0.04,0.11,65.85,0.96,0,0,1.52,0.78,0.04,1.3,0,1,0.3,0.07,28.93,75.8,4.93,34.29,0,0.33,0,0,0.78,0.11,0.15,0.04,48.72,52.38,0.85,0.78,27
Jordan Holsgrove,0.08,0,64.29,1.5,0,0,1.54,1.04,0,0.5,0,1.33,0,0.08,39.38,84.76,8.13,59.57,0,0.08,0,0,1.29,0.08,0.38,0.04,33.33,46.67,0.96,1.63,24
Uroš Račić,0.04,0.04,66.67,1.08,0,0,0.8,0.8,0,1.08,0,0.44,0,0,24.52,83.03,5.52,69.14,0,0.04,0,0,0.56,0,0.12,0,57.5,56.3,1,0.68,25
Rui Pires,0,0,83.33,0.16,0,0,1.9,1.19,0.03,1.94,0,0.68,0.03,0,37.23,86.31,4.55,64.06,0,0.03,0,0,1.58,0.06,0.32,0,45.45,48.51,0.61,1.94,31
Ricardo Esgaio,0.04,0.16,46.67,0.48,0,0,1.6,0.36,0.04,1,0,0.72,0.16,0.12,26.88,80.65,7.36,37.04,0,0.2,0,0,0.48,0.08,0.24,0,66.67,53.49,0.16,0.84,25
Kenji Gorré,0.07,0.03,48.48,1.47,0,3.33,0.5,0.37,0,0.03,0,0.33,0.17,0.2,14.67,79.77,5.83,58.33,0,0,0,0,0.83,0.07,0.13,0,10,41.36,0.9,1,30
Claudemir,0,0,50,0.45,0,0,1.23,0.82,0.05,1.23,0,0.73,0.09,0.05,37.36,86.13,5.36,43.06,0,0.09,0,0,0.64,0.18,0.23,0,60.71,50.49,0.23,0.68,22
Daniel Silva,0.03,0,60,0.53,0.03,0,1.47,0.8,0,0.73,0,0.63,0.03,0,30.57,86.48,5.83,58.11,0,0.17,0,0,0.7,0.1,0.1,0,62.75,55.88,0.67,0.83,30
Mohamed Diaby,0.04,0,77.14,0.68,0.04,0,1.32,0.84,0.04,1.8,0,0.48,0,0,21.84,82.97,2.88,61.82,0,0.04,0,0,0.92,0.04,0.16,0,64.52,57.28,0.88,1.36,25
Adrián Marín,0,0,51.22,0.23,0,0,2.03,1,0,2.16,0,0.61,0.13,0,40.58,74.8,9.23,40.24,0,0.19,0,0,1.16,0,0.13,0.03,55.26,54.15,0.35,1.13,31
Vincent Sasso,0.17,0.08,50,0.5,0.17,0,1.33,1.13,0.13,3.75,0,0.29,0,0,41.71,88.71,1.46,45.68,0,0.04,0,0,1.38,0.21,0.25,0,65.63,62.68,0.54,0.88,24
Andreas Samaris,0,0,52.63,0.63,0,0,1.42,0.38,0,0.92,0,0.58,0.04,0.04,33.17,83.92,3.83,66.29,0,0.04,0,0,0.75,0.13,0.25,0,82.35,55.56,1.33,1.13,24
Murilo Souza,0.18,0.11,41.82,1.79,0,0,0.64,0.57,0,0.43,0,0.71,0.07,0.04,26.04,81.48,8.46,67.44,0,0,0,0,1.11,0,0.04,0,22.64,34.01,0.86,0.64,28
Jota Silva,0.07,0.1,25.71,1.4,0,0,1.33,0.3,0,0.37,0,0.87,0.13,0.07,13.23,65.24,3.17,57.14,0,0,0,0,0.4,0.07,0.27,0,41.98,45,1.73,1.1,30
Gaius Makouta,0.06,0.03,53.45,1.09,0,0.63,1.16,1.25,0.03,1.31,0,0.66,0.09,0.19,39.91,81.44,6.5,63.27,0,0.13,0,0,1.38,0.16,0.28,0,61.11,53.16,1.59,1.19,32
Róbert Boženík,0.17,0.13,53.33,1.52,0.04,0,0.39,0,0,0.09,0,0.3,0,0.04,7.39,76.47,1.83,80,0,0,0,0,0.7,0.09,0.22,0,27.66,38.71,0.78,0.87,23
Bruno Lourenço,0.14,0.1,52.17,0.97,0,0,1.14,0.48,0,0.24,0,0.86,0.17,0.03,22.17,78.69,6.38,51.72,0,0.03,0,0,1,0.1,0.31,0,37.93,44.26,1.24,1.38,29
João Mendes,0.06,0.1,46.77,1.45,0,0,1.1,0.55,0.03,0.13,0,0.94,0.16,0.03,31.77,81.73,9.71,75.47,0,0.03,0,0,0.74,0.19,0.1,0.03,30.77,43.9,1.9,1.26,31
Saviour Godwin,0.13,0.23,41.35,2.7,0,0,0.97,0.43,0,0.2,0,0.77,0.23,0.03,14.77,70.65,4.9,37.04,0,0.13,0,0,0.9,0.07,0.27,0,31.58,39.74,1.4,1.83,30
Léo Bolgado,0.09,0,0,0.18,0.09,0,1.09,0.82,0.18,3.27,0,0.18,0,0,17.18,83.6,1.09,54.17,0,0.09,0,0,0.45,0,0.27,0,62.96,59.62,0.18,0.73,11
