#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
468,,Santiago Silva,0.09,0.23,50,0.59,0,0
469,,Damian Ismodes,0.27,0,52.38,0.64,0,0
470,,Franchesco Flores,0,0,0,0.2,0,0
471,,Gabriel Delgado,0,0,66.67,0.25,0,0
472,,Jhonny Mena,0.33,0.11,50,0.89,0,0
473,,Sebastian Aranda,0,0,44.83,0.3,0,0
474,,Alexander García,0,0,0,0,0,0
475,,Steven Rivadeneyra,0,0,0,0,0,0
476,,Claudio Yacob,0,0.14,100,0.43,0,0
477,,Janpierr Cano,0,0.17,0,0.17,0,0
478,,Josimar Vargas,0,0,50,0.33,0,0
479,,Alejandro González,0.03,0,100,0.1,0.03,0
480,,Jorge Aguero,0,0,0,0,0,0
481,,Victor Albujar,0,0,0,0,0,0
482,,Jiries Salem,0,0,0,0,0,0
483,,John Jairo Mosquera,0,0.25,33.33,2,0,0
484,,Renato Sandoval,0,0,100,0,0,0
485,,Mauricio Matzuda,0,0,44.44,0.18,0,0
486,,César Inga,0.08,0,50,0.33,0,0
487,,Maycol Infante,0,0,33.33,0.4,0,0
488,,José Soto,0,0,42.86,0,0,0
489,,Gonzalo Sanchez,0,0,0,0.33,0,0
490,,Sebastián Gutierrez,0,0,0,0,0,0
491,,Franklin Godos,0,0,40,0,0,0
492,,Daniel Camacho,0,0.25,33.33,1,0,0
493,,Michel Sosa,0,0,46.67,0.5,0,0
494,,Carlos Arriola,0,0,0,0.5,0,0
495,,John Fajardo,0,0,33.33,0.45,0,0
496,,Rodrigo Salinas,0,0,40,0.13,0,0
497,,Robin Wildhaber,0,0,0,0,0,0
498,,Diego Juárez,0,1,100,4,0,0
499,,Jose Lopez,0,0.5,0,0.5,0,0
500,,Pedro Paulo Requena,0,0,0,0,0,0
501,,Joe Iparraguirre,0,0,0,0,0,0
502,,Axel Chávez,0,0,0,1.5,0,0
503,,Dahwling Leudo,0,0,100,0.33,0,0
504,,Roberto Bardales,0,0,100,0.33,0,0
505,,Julio Vizcarra,0,0,33.33,0.67,0,0
506,,Alessandro Milesi,0,0,0,0.25,0,0
507,,Joseph Vega,0,0,0,0.14,0,0
508,,Anderson Guevara,1,0,0,0,0,0
509,,Roberto Céspedes,0,0,66.67,0.5,0,0
510,,Xavi Moreno,0,0,0,0,0,0
511,,Sebastian La Torre,0,1,100,1.67,0,0
512,,Ronaldo Andía,0,0,62.5,0.25,0,0
513,,Patrick Zubczuk,0,0,0,0,0,0
514,,Andres Lopez,0,0,33.33,0.1,0,0
515,,Mario Palomino,0.07,0,25,0.57,0,0
516,,Maycol Almonacid,0,1,0,3,0,0
517,,Diego Rodríguez,0,0,0,0,0,0
518,,Santiago Sáenz,0,0,0,0,0,0
519,,Cris Huayhua,0,0,33.33,1,0,0
520,,Sebastian Hidalgo,0,0,0,0,0,0
521,,Axel Gastelu,0,0.33,25,1.33,0,0
522,,Christian Ortiz,0,0,0,0,0,0
523,,Jack Safra,0,0,0,0,0,0
524,,Gustavo Loayza,0,0,50,0.4,0,0
525,,Jose Cánova,0,0,100,0,0,0
526,,Piero Zevallos,0,0,0,0.33,0,0
527,,Chase Villanueva,0,0,40,0.5,0,0
528,,Ítalo Espinoza,0,0,0,0,0,0
529,,Jeremy Chirinos,0,0,0,0,0,0
530,,Polo Castillo,0,0,0,0,0,0
531,,Giacomo Gambetta,0,0,0,0,0,0
532,,Michael Sotillo,0,0,0,0,0,0
533,,Jeferson Nolasco,0,0,0,0,0,0
534,,Jherson Reyes,0,0,0,1,0,0
535,,Sebastien Pineau,0,0,0,0,0,0
536,,Juan Pablo Goicochea,0,0,0,0,0,0
537,,Anderson Villacorta,0,0,0,0,0,0
538,,Matías Córdova,0,0,0,0,0,0
539,,José Racchumick,0,0,0,0,0,0
540,,Renzo Salazar,0,0,0,0,0,0
541,,Piero Otiniano,0,0,0,1,0,0
542,,Joaquín Delgado,0,0,0,0,0,0
543,,Guillermo Rojas,0,0,0,0,0,0
544,,Gleen Cordero,0,0,100,1,0,0
545,,Piero Ferreira,0,0,0,0,0,0
