#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
222,,Gu Choi,1.67,1.08,0,5.42,0,0.42
223,,Jose Antonio Parodi,0.5,0.7,0,0.4,0,0.3
224,,Nicolás Ortíz,1.62,1.72,0.03,3.38,0,0.48
225,,Diego Chávez,0.93,0.43,0,1.29,0,0.14
226,,Hernán Rengifo,0.33,0,0,0.61,0,0.17
227,,Lucas Federico Trejo,0.9,1.66,0,4.59,0.03,0.62
228,,Jean Deza,0.75,0.17,0,0.17,0,0.25
229,,Manuel Tejada,2.18,0.65,0,1,0,0.65
230,,Gonzalo Verón,0.63,0.26,0.04,0.78,0,0.33
231,,Gabriel Tellas,0.08,0.08,0,0.29,0,0
232,,Luis Garcia,0.38,0.1,0,0.05,0,0.57
233,,Luciano Recalde,0.97,0.88,0.09,2.72,0,0.22
234,,Joao Grimaldo,0.86,0.55,0,0.09,0,0.36
235,,Arón Sánchez,1.82,1.36,0,4.86,0,0.77
236,,Ayrthon Quintana,1.79,1.75,0,0.86,0,1.07
237,,Giancarlo Carmona,1.55,1.19,0.03,2.71,0,0.26
238,,Sinclair García,1.33,0,0,0,0,0
239,,Jorge Murrugarra,2,1.14,0,0.5,0,0.68
240,,Nicolás Olivera,1.7,1.37,0.07,3.93,0.03,0.27
241,,Diego Soto,1.96,1.2,0,0.24,0,0.92
242,,Anthony Rosell,0.93,0.5,0,0.57,0,0.47
243,,Christian Ramos,0.64,0.91,0.05,2.18,0,0.18
244,,Alvaro Ampuero,1.85,2.08,0.15,3.5,0,0.35
245,,Juan Tuesta,2.87,0.91,0.17,0.83,0,1.3
246,,Juan Morales,2.48,1.1,0,1.03,0.03,0.83
247,,Arley Rodríguez,0.97,0.4,0,0.47,0,0.37
248,,Kevin Quevedo,0.44,0.16,0,0.04,0,0.2
249,,Relly Fernández,1,0.25,0,0.21,0,0.5
250,,Sebastián Gonzalez Zela,0.06,0,0,0.41,0,0
251,,Jesus Chavez,1.19,0.43,0,0.71,0,0.62
252,,Luis Ramírez,1.72,0.69,0.03,0.69,0,0.83
253,,Alexis Rodríguez,0.54,0.32,0.04,0.14,0,0.75
254,,Federico Nicosia,0,0,0,1.25,0,0
255,,Óscar Pinto,0.88,0,0,0.25,0,0.25
256,,Hugo Ancajima,1.88,1.76,0,2.71,0,0.65
257,,Jonathan Bilbao,1.65,1.29,0,4.24,0,0.18
258,,Jeickson Reyes,0.64,1,0,2.29,0,0.5
259,,Santiago Arias,1.76,0.97,0.03,1.34,0,0.97
260,,Aryan Romani,0.33,0.14,0,0.14,0,0.14
261,,Miguel Cornejo,1,0.41,0,0.18,0,0.47
262,,Fernando Pacheco,0.43,0,0,0.29,0,0.29
263,,Paulo De La Cruz,1.13,0.57,0,0.04,0,0.57
264,,Manuel Ganoza,0.86,1.52,0,2.71,0,0.38
265,,Kevin Moreno,2.52,1.62,0.05,2.48,0,1.05
266,,Piero Vivanco,1.52,0.44,0,0.22,0,0.74
267,,Erick Gonzales,1.25,1.1,0,1.5,0,0.7
268,,Charles Monsalvo,0.44,0.22,0,0,0,0.11
269,,Jhosep Nuñez,1.79,0.64,0,0.07,0,0.29
270,,Ángel Romero,1.68,0.8,0,1.56,0,0.68
271,,Cristian Mejia,1.41,0.76,0.03,0.69,0,0.38
272,,Walter Tandazo,1.21,0.69,0,0.34,0.03,0.45
273,,Elvis Payé,0.67,0.11,0,0,0,0
274,,Santiago Pallares,0.5,0.25,0,0,0,0
275,,Alexander Succar,0.92,0.24,0,0.6,0,0.16
276,,Mathias Carpio,0.32,0.24,0,0.04,0,0.12
277,,Adrian Gutierrez,1.82,1.29,0,1.59,0,0.53
278,,Jimmy Pérez,1.23,0.69,0,0.31,0,0.58
279,,Williams Guzmán,2.37,0.84,0.05,2,0,0.42
280,,Luis Machado,0.5,0,0,0.6,0,0.4
281,,Franco Medina,1.19,1,0,1.23,0,0.29
282,,Juan Diego Lojas,0.41,1.29,0,3.71,0,0.06
283,,Yorkman Tello,3,1.36,0,1.79,0,2.43
284,,Emilio Saba,1.27,0.8,0,0.93,0,0.27
285,,Jean Pierre Archimbaud,0.94,0.48,0,0.48,0,0.61
286,,Christian Velarde,1.8,0.87,0,1.6,0,0.6
287,,Claudio Torrejón,2.18,2.23,0.09,2.32,0,1
288,,Diego Espinoza,0.75,0.25,0,0.05,0,0.25
289,,José De la Cruz,0.3,0.1,0,0.15,0,0
290,,Elsar Rodas,1.95,1.37,0,1.63,0,0.84
291,,José Zevallos,1.4,0.4,0,1.2,0,0.4
292,,Marcelo Gaona,0.73,1.2,0,1.93,0,0.47
293,,Luis Carranza,0.29,1,0,0,0,0.71
294,,Carlos Montoya,0,0,0,0,0,0
295,,Waldir Calderon,0,0,0,0,0,0
296,,Koichi Aparicio,1.25,0.5,0,1.5,0,0.25
297,,Juan Quiñones,0,0.43,0,1.86,0,0.29
298,,Willy Pretel,0.75,1,0,2.38,0,0.75
299,,Juan Goyoneche,0,0,0,0.67,0.22,0
300,,Carlos Ascues,0.76,1.86,0.07,3.55,0.03,0.34
301,,Marcos Ortiz,1.68,0.77,0.05,1.55,0,0.32
302,,Jose Eduardo Caballero,1.24,0.82,0,3.41,0,0.29
303,,Ángel Pérez,1.48,1.39,0,1.48,0,0.87
304,,Erick Canales,1.79,1.64,0,2.07,0.07,0.43
305,,Jacson Pita Mina,0.23,0,0,0.08,0,0
306,,Aldair Fuentes,0.75,0.75,0.06,2.13,0,0.31
307,,Carlos Olascuaga,1.36,0.09,0,0.09,0,0.45
308,,Benjamín Ampuero,0.67,0.67,0,1.83,0,0.5
309,,Emanuel Ibáñez,2.04,0.7,0,0.41,0,0.7
310,,Kevin Ruiz,0.71,0.21,0.08,0.46,0,0.21
311,,Fabio Rojas,1.81,1.63,0,1.75,0,0.88
312,,Marcos Delgado,1.88,1.38,0.04,2.83,0,1.08
313,,Leonardo Villar,1.17,0.33,0,0.17,0,0
314,,Jesús Barco,1.82,0.73,0,0.45,0,0.45
315,,Bryan Reyna,1.15,0.41,0,0.26,0,0.33
316,,Alfredo Rojas,1.64,0.88,0,0.72,0,0.64
317,,Óscar Vílchez,1.5,1.5,0,0.3,0,1.5
318,,Joazhiño Arroé,0.3,0.26,0,0.04,0,0.44
319,,Jean Tragodara,0.82,0.36,0,1,0,0.36
320,,Gerson Barreto,1.31,0.96,0,0.69,0,0.77
321,,Renzo Revoredo,1.31,1.38,0.06,3.19,0,0.56
322,,Neil Marcos,0.38,0.38,0,0.25,0,0.13
323,,Jefferson Portales,0.78,1.56,0.11,3.11,0,0.44
324,,Juan Pablo Carranza,0.2,0.3,0,0.1,0,0.1
325,,Aldair Perleche,1.33,1.07,0.07,1.93,0,0.13
326,,Alonso Tamaríz,2.73,1.77,0.04,1.12,0,0.81
327,,Armando Alfageme,1.76,0.82,0,1.18,0,0.76
328,,Alexis Cossio,0.9,0.95,0,0.45,0,0.25
329,,José Ramírez,0.94,1.42,0.06,4.13,0,0.39
330,,Christopher Olivares,0.13,0.13,0,0,0,0.06
331,,Ronald Ruiz,0,0,0,0,0,0
332,,Gino Roque,1.17,1.33,0.08,3.08,0,0.42
333,,Flavio Fernández,0.46,0.31,0,0.15,0,0.46
334,,Joao Villamarin,0.27,0.2,0,0.13,0,0.2
335,,Carlos Uribe,1.58,0.74,0,0.58,0,0.94
336,,Carlos Junior Huerto,1.17,0.17,0,1.42,0,0.17
337,,Mathias Llontop,1,1.07,0,1.73,0,0.13
338,,Junior Morales,0.53,0.65,0,2.41,0,0.18
339,,Jesús Pretell,0.52,0.29,0,0.24,0,0.19
340,,Carlos Correa,2.18,0.86,0,0.79,0,1.64
341,,Martín Parra,0,0,0,0.67,0,0
342,,Alexander Lecaros,0.33,0.2,0,0.07,0,0.27
343,,Oshiro Takeuchi,1,0.43,0.07,1,0,0.36
344,,Tiago Cantoro,0.25,0,0,0.75,0,0
345,,Paolo Méndez,2.5,1.5,0,2,0,0.5
346,,Kevin Peña,1.2,0.63,0,0.3,0,0.83
347,,Oswaldo Valenzuela,0.82,0.09,0,0.82,0,0
348,,José Bustamante,0,0,0,0,0,0.5
349,,Josimar Atoche,1.38,0.88,0,1,0,0.75
350,,Carlos Vidal Arroyo Molina,0.67,0.08,0,0.33,0.04,0.33
351,,Rodrigo Vilca,0.76,0.52,0,0.24,0,0.24
352,,Arquímedes Figuera,1.81,1.37,0,1,0,1.22
353,,Edgar Benítez,0.93,0.43,0,0.21,0,0.93
354,,Paolo Hurtado,0.43,0.29,0,0,0,0
355,,Rafael Guarderas,0.87,0.6,0,0.4,0,0.4
356,,Gustavo Viera,1.59,1.21,0,1.28,0,0.86
357,,Piero Serra,1.19,0.69,0,0.81,0,0.42
358,,Jorge Toledo,1.94,1.35,0,1.47,0,0.71
359,,Kleiber Palomino,0.67,0.33,0,0.11,0,0.78
360,,Oslimg Mora,1,0.27,0,0.47,0,0.27
361,,Christian Vasquez,2.38,1.44,0.06,1.13,0,0.88
362,,Jose Inga,1.2,0.84,0,0.6,0,0.52
363,,Christian Vargas,0.42,0.53,0,0.16,0,0.16
364,,Wilmer Aguirre,0.35,0.13,0,0.17,0,0.09
365,,Orlando Nuñez,0.91,0.7,0,0.43,0,0.39
366,,Jesus Mendieta,1.19,1.38,0.05,1.1,0,0.57
367,,Maximiliano Freitas,0.15,0,0,0.23,0,0.15
368,,Mathías Techera,1.6,0.4,0,4.4,0,0.6
369,,Darlin Leiton,0.38,0,0,0,0,0.13
370,,Erick Morillo,0.55,0.45,0.05,0.4,0,0.15
371,,Freddy Oncoy,0.75,0.25,0,0.13,0,0.13
372,,Robinson Alzamora,0.5,0.13,0,3.63,0,0.38
373,,Ronald Quinteros,0.62,0.42,0,0.65,0,0.23
374,,Paolo De La Haza,0.78,0.89,0,2.44,0,0.33
375,,Juan Barreda,0.89,0.33,0,1.56,0,0
376,,Michael Rasmussen,0.18,0.09,0,0.09,0,0
377,,Jorge Molina,2.45,1.09,0.09,2,0,1.09
378,,Jorge Bazan,0.38,0.35,0,0.15,0,0.12
379,,Stefano Fernández,1.21,0.84,0,0.58,0,0.74
380,,Pedro Bautista,0.5,0,0,1,0,0
381,,Carlos Neyra,1.25,1.88,0,1.75,0,1.13
382,,Edinson Chavez,1.78,1.33,0,0.89,0,2
383,,Jorge Tandazo,0,0,0,0,0,0
384,,Jerry Navarro,0,1,0,0,0,0
385,,Axel Domínguez,0,0,0,0,0,0
386,,Jean Pierre Vilchez,1,0,0,1,0,0
387,,Luis Duque,0.5,0.5,0,0,0,0.5
388,,Víctor Salas,2,0.33,0,2.67,0,0
389,,Roberto Villamarín,1.43,1.19,0,1.24,0,0.43
390,,Leonardo Mifflin,1.44,1.83,0,1.28,0,0.78
391,,Jose Carlos Fernandez,0.16,0.04,0,0.56,0,0.04
392,,Bryan Ríos,2,1.38,0,2.69,0,0.85
393,,Dylan Caro,1.5,0.6,0,0.7,0,0.1
394,,Baruj Aburto,0.45,0.27,0.09,0.09,0,0.27
395,,Yhirbis Cordova,1.42,1.35,0,2.77,0,0.54
396,,Mario Ceballos,0.58,0.17,0,0.25,0,0.08
397,,Jhamir D´Arrigo,1.11,0.93,0,0.18,0,0.61
398,,Mauricio Montes,0.25,0.08,0,0.5,0,0.17
399,,Gianmarco Gambetta,0.71,0.82,0.06,3.41,0,0.41
400,,Carlos Aliaga,1.63,0.13,0,0.25,0,0.88
401,,Rodrigo Menancho,0.5,0.75,0,1.75,0,0
402,,Jhon Vega,0.58,0.5,0,0.25,0,0.25
403,,Francisco Duclos,1,0.75,0,1.25,0,0.63
404,,David Dioses,0.47,0.47,0,0.12,0,0.41
405,,Brando Paladines,0.33,0.33,0,0.33,0,0
406,,Carlos Flores,0.38,0.31,0,0.38,0,0.23
407,,Rotceh Aguilar,1.35,1.09,0.04,1.83,0,0.87
408,,Jesus Arismendi,0.91,0.55,0.05,1.59,0,0.45
409,,Arly Benites,0.42,0.25,0,0.17,0,0.17
410,,Pedro De la Cruz,0.4,0.2,0,0,0,0.6
411,,Nicolás Figueroa,0.38,0.25,0,0,0,0.13
412,,Carlos Ruiz,1.78,0,0,0,0,0.56
413,,Yilton Díaz,0.78,0.11,0,0,0,0
414,,Jean Piere Mendoza,1.56,1,0,1.33,0,1.11
415,,Jorge Rios,0.3,0.4,0,0.2,0,0.3
416,,Emmanuel Páucar,0.5,0.39,0.06,0.39,0,0.39
417,,Piero Ratto,0.77,0.32,0,0.32,0,0.5
418,,Felipe Mesones,1.67,1.75,0.08,2.17,0,0.75
419,,Alonso Yovera,1.53,1.33,0.07,1.27,0,0.53
420,,Jefferson Farfán,0.33,0,0,0,0,0
421,,Jefferson Caceres,0,0,0,0.25,0,0.5
422,,Paulo Goyoneche,1.13,0.38,0,0.5,0,0.75
423,,Luiggi Alburqueque,1.25,0.83,0,2.92,0,0.58
