#,Team,Name,Appearances
86,,Fernando Guerrero,28
87,,Edhu Oliva,20
88,,Ángel Zamudio,33
89,,Pedro Ynamine,3
90,,Diego Penny,30
91,,Fernando Melgar,8
92,,Carlos Cáceda,33
93,,Renzo Garces,28
94,,Nicolás Rinaldi,30
95,,Rodrigo Pastorini,32
96,,Diego Enríquez,33
97,,Danilo Carando,33
98,,Maximiliano Amondarain,26
99,,Alejandro Ramirez,20
100,,Aldo Corzo,26
101,,Christian Gonzalo Limousin,33
102,,Nelinho Quina,29
103,,Rafael Lutiger,21
104,,Jack Durán,25
105,,Matías Succar,14
106,,Andy Polo,27
107,,Frank Ysique,30
108,,Facundo Rodríguez,9
109,,Andy Vidal,27
110,,Alberto Quintero,32
111,,Miguel Vargas,29
112,,Alec Deneumostier,30
113,,Diego Saffadi,27
114,,Leandro Fleitas,29
115,,Jesús Castillo,29
116,,Sebastián Ramírez,10
117,,Gianfranco Chávez,28
118,,Leandro Sosa,35
119,,Jhon Marchán,19
120,,Hugo Ángeles,22
121,,Marcio Valverde,24
122,,Minzun Quina,30
123,,Lucas Rodríguez,13
124,,José Ataupillco,2
125,,Sergio Barboza,7
126,,Javier Núñez,21
127,,Brandon Palacios,16
128,,Victor Balta,30
129,,Luis Trujillo,31
130,,Joao Ortiz,27
131,,Diego Manicero,22
132,,Carlos Beltran,28
133,,Piero Guzman,12
134,,Ray Sandoval,21
135,,Rodrigo Cuba,21
136,,Nilson Loyola,27
137,,Diego Morales,26
138,,Jeremy Canela,30
139,,Jorge Palomino,11
140,,Fabrizio Roca,5
141,,José Miguel Manzaneda,31
142,,Cristian Bordacahar,30
143,,Carlos Caraza,25
144,,Jose Bolivar,30
145,,Johnny Vidales,24
146,,Ademar Robles,8
147,,Luciano Nieto,30
148,,Ángel Cayetano,16
149,,Beto Da Silva,30
150,,Ángel Ojeda,28
151,,Julio Landauri,12
152,,Joaquín Aguirre,31
153,,Herve Kambou,16
154,,Johan Madrid,31
155,,Othoniel Arce,11
156,,Yuriel Celi,30
157,,Jordan Guivin,15
158,,Emiliano Ciucci,30
159,,Cristian Florez,27
160,,Hideyoshi Arakaki,29
161,,Daniel Morales,22
162,,Ignacio Barrios,20
163,,Jesús Reyes,4
164,,Renato Solís,10
165,,Marco Saravia,29
166,,Iván Santillán,19
167,,Ronal Huaccha,34
168,,Hansell Riojas,9
169,,Matías Lazo,22
170,,Osnar Noronha,34
171,,Nicolás Royón,25
172,,Erinson Ramirez,16
173,,Alexis Rojas,31
174,,Adrián Ascues,31
175,,Daniel Franco,21
176,,Gabriel Leyes,15
177,,Luis Garro,26
178,,Jhilmar Lora,23
179,,Alexis Blanco,17
180,,Jair Céspedes,30
181,,Hoover Crespo,23
182,,Werner Schuler,31
183,,Carlos Diez,29
184,,Leonel Solís,21
185,,Alfonso Barco,24
186,,Yimy Gamero,30
187,,Jean Pierre Fuentes,12
188,,Marco Aldair Rodríguez,33
189,,Franco Zanelatto,26
190,,Jeremy Martin Rostaing,21
191,,Horacio Orzan,29
192,,Kenji Cabrera,17
193,,José Rivera,31
194,,Luis Alvarez,24
195,,Diego Melián,33
196,,Mauro Guevgeozian,18
197,,Facundo Curuchet,31
198,,Joel Sánchez,21
199,,Cristian Benavente,23
200,,Percy Liza,17
201,,Abdiel Arroyo,25
202,,Santiago Rebagliati,9
203,,Bryan Urrutia,1
204,,Jhunior Berrocal,1
205,,Diego Angles,2
206,,Giancarlo Peña,3
207,,Salomon Libman,30
208,,Erick Barrios,25
209,,Carlos Cabello,30
210,,Marco Huaman,29
211,,Italo Regalado,13
212,,Victor Perlaza,34
213,,Aldair Salazar,30
214,,Kevin Serna,19
215,,Joyce Conde,19
216,,Joffré Escobar,29
217,,Axel Moyano,28
218,,Emilio Gutiérrez,8
219,,Diego Carabaño,16
220,,Tarek Carranza,22
221,,Renato Espinosa,30
222,,Gu Choi,12
223,,Jose Antonio Parodi,10
224,,Nicolás Ortíz,29
