#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
406,,Carlos Flores,0,0,16.38,83.57,2.77,62.86
407,,Rotceh Aguilar,0.04,0.04,29.26,81.58,6,57.45
408,,Jesus Arismendi,0.05,0.05,14.41,66.25,3.18,32.79
409,,Arly Benites,0.17,0.08,9.25,82.88,2.58,100
410,,Pedro De la Cruz,0,0,8.6,76.74,2.6,83.33
411,,Nicolás Figueroa,0.13,0.13,6.63,66.04,1.38,0
412,,Carlos Ruiz,0.11,0.11,7.89,80.28,2,57.14
413,,Yilton Díaz,0,0,7,79.37,2.22,50
414,,Jean Piere Mendoza,0.22,0,18.33,73.94,2.22,29.63
415,,Jorge Rios,0,0,15.1,83.44,2.8,57.14
416,,Emmanuel Páucar,0,0,28.17,86.59,4.5,67.11
417,,Piero Ratto,0.05,0.05,8.41,76.76,1.91,55
418,,Felipe Mesones,0,0,23.75,72.63,3.33,43.14
419,,Alonso Yovera,0.13,0.07,16.33,75.1,3.27,35.71
420,,Jefferson Farfán,0,0,3.67,90.91,1,100
421,,Jefferson Caceres,0,0,6.75,85.19,2.75,0
422,,Paulo Goyoneche,0,0,17.13,68.61,2.88,48.28
423,,Luiggi Alburqueque,0,0,14.75,57.63,1.08,27.45
424,,José Cotrina,0,0,28.86,64.85,1.86,30.99
425,,Diego Temoche,0,0,12,71.43,2.43,33.33
426,,Cristian Carbajal,0,0.17,24.67,81.08,2,26.09
427,,Sharif Ramírez,0,0,12.2,81.97,3.8,0
428,,Roberto Campos,0,0,10.2,74.51,2.9,0
429,,Valentino Sandoval,0,0,9.11,79.27,3,0
430,,Saúl Salas,0,0,28.38,69.6,3.88,39.53
431,,Antony Quijano,0.09,0.09,18.27,70.65,3.18,39.13
432,,Ignacio Rey,0,0,3.15,56.1,1,0
433,,Josue Rodriguez,0.07,0.07,11.47,70.35,2.13,39.13
434,,Royer Salcedo,0,0,2.67,62.5,0.33,0
435,,Jhilmar Lobatón,0.22,0.11,10.56,64.21,3.22,23.81
436,,Anthony Osorio,0,0,3.75,80,0.25,0
437,,Luis Rodríguez,0.25,0,5.75,56.52,0.75,40
438,,José Luján,0,0,35.67,82.55,4.22,51.52
439,,Hugo Magallanes,0,0.04,24.04,67.45,2.13,30.07
440,,Alessandro Moreno,0,0.25,44,81.82,7.5,43.48
441,,Juan Roque,0,0,12,70,1.6,9.09
442,,Jose Lozada,0,0,22.13,49.15,0.5,37.68
443,,Victor Bazan,0,0,4.67,76.19,1.22,33.33
444,,Guillermo Larios,0,0,4.92,66.1,1.58,0
445,,Kevin Ferreyra,0.2,0.2,10.8,87.04,3.4,100
446,,Carlos Meza,0.06,0,13.13,79.05,4,68.75
447,,Diego Ramírez,0.05,0.05,12.26,74.68,2.79,45.45
448,,Pier Larrauri,0,0,5.83,82.86,1.5,66.67
449,,Adrián Quiroz,0,0,13.29,77.42,3.93,60
450,,Mario Tajima,0.1,0.1,10.7,75.7,3.4,47.83
451,,Christian Adrianzen,0,0,4.36,72.92,1.73,25
452,,Carlos Martin Solis,0,0,22.52,49.56,1.52,39.25
453,,Eduardo Uribe,0,0,16.4,71.14,2.67,42.55
454,,Juan Sánchez,0,0,3,66.67,1,0
455,,Luis Valverde,0,0,21,57.14,2,33.33
456,,Luis Ramos,0,0,3,100,1,0
457,,Eduardo Rabanal,0,0,10,50,2,66.67
458,,Jeanfranco Castillo,0,0,6,50,0,66.67
459,,Romario Gamarra,0,0,3,100,0,0
460,,Paulo Mesias,0,0,15.5,87.1,3.5,0
461,,Luis Campos,0,0,12.5,84,2.5,100
462,,Bryan Molina,0,0,8,62.5,1.5,0
463,,Rodrigo Rodriguez,0,0,1.33,100,0.33,0
464,,Pedro Ibañez,0,0,18,87.04,6,100
465,,Francesco Cavagna,0,0,16.78,78.15,1,40
466,,José Guidino,0,0,20.33,72.54,4.92,23.53
467,,Erick Perleche,0,0,17.25,75.72,3.13,33.33
468,,Santiago Silva,0.05,0,5.45,75.83,1.36,100
469,,Damian Ismodes,0.09,0.18,11.36,87.2,3.82,66.67
470,,Franchesco Flores,0.2,0.1,4.4,95.45,2,0
471,,Gabriel Delgado,0,0,8.33,71,2.08,23.08
472,,Jhonny Mena,0,0,22.11,61.31,1.11,21.43
473,,Sebastian Aranda,0.04,0,21.96,68.51,2.78,29.79
474,,Alexander García,0,0,1.75,85.71,0.25,0
475,,Steven Rivadeneyra,0,0,15.17,52.75,1.83,40.3
476,,Claudio Yacob,0,0,15,82.86,2,55.56
477,,Janpierr Cano,0,0,8.67,53.85,0.83,33.33
478,,Josimar Vargas,0,0.08,21.67,80.38,2.83,60.53
479,,Alejandro González,0.03,0,28.38,79.1,2.76,46.37
480,,Jorge Aguero,0,0,2,100,1,0
481,,Victor Albujar,0,0,8.5,82.35,1,100
482,,Jiries Salem,0,0,1,100,0.67,0
483,,John Jairo Mosquera,0,0,7.5,83.33,2.75,100
484,,Renato Sandoval,0,0,12.5,94,1,0
485,,Mauricio Matzuda,0,0,5.36,79.66,1.91,33.33
486,,César Inga,0,0.08,16.83,74.75,2.5,28.95
487,,Maycol Infante,0,0,12.6,77.78,4.6,0
488,,José Soto,0,0.25,16.13,82.95,4.5,0
489,,Gonzalo Sanchez,0,0,6.33,57.89,0.67,0
490,,Sebastián Gutierrez,0,0,4.67,71.43,1,50
491,,Franklin Godos,0,0,8.5,76.47,3.25,0
492,,Daniel Camacho,0,0,11.25,68.89,2.25,0
493,,Michel Sosa,0.17,0.33,15.67,79.79,3.33,50
494,,Carlos Arriola,0,0,7.5,57.78,1.67,0
495,,John Fajardo,0,0,29.91,78.42,2.36,39.53
496,,Rodrigo Salinas,0,0,10.73,75.78,1.87,21.05
497,,Robin Wildhaber,0,0,2,0,0,0
498,,Diego Juárez,0,0,15,60,5,50
499,,Jose Lopez,0,0,3.5,42.86,1,0
500,,Pedro Paulo Requena,0,0,10,40,0.5,15.38
501,,Joe Iparraguirre,0,0,49.5,83.84,0.5,44.44
502,,Axel Chávez,0,0,1.5,66.67,0.5,0
503,,Dahwling Leudo,0,0,11.67,68.57,3,25
504,,Roberto Bardales,0,0,24.33,80.82,1.67,53.85
505,,Julio Vizcarra,0,0,5,60,1.67,0
506,,Alessandro Milesi,0,0,8.5,70.59,0.5,33.33
507,,Joseph Vega,0,0,18,50.79,2.43,21.62
508,,Anderson Guevara,0,0,6.5,61.54,1,0
509,,Roberto Céspedes,0,0,33,68.18,7.5,25
510,,Xavi Moreno,0,0,3,58.33,0.25,40
511,,Sebastian La Torre,0,0,9.67,75.86,1.33,100
512,,Ronaldo Andía,0,0,32,86.72,6.5,66.67
513,,Patrick Zubczuk,0,0,20.6,71.84,0.8,53.33
514,,Andres Lopez,0,0,17.1,69.59,2.2,20
515,,Mario Palomino,0,0,8.64,71.07,2.07,47.06
516,,Maycol Almonacid,0,0,19,84.21,2,0
517,,Diego Rodríguez,0,0,25,88,6,100
518,,Santiago Sáenz,0,0,8,37.5,2,0
519,,Cris Huayhua,0,0,14,92.86,3,0
520,,Sebastian Hidalgo,0,0,3,66.67,2,0
521,,Axel Gastelu,0,0,6.67,70,2,0
522,,Christian Ortiz,0,0,13.33,52.5,0.33,37.04
523,,Jack Safra,0,0,25,81.5,1.63,58.33
524,,Gustavo Loayza,0,0,17.2,79.07,3.4,42.86
525,,Jose Cánova,0,0,20,78.75,1.25,28.57
526,,Piero Zevallos,0.33,0.33,14.33,67.44,2.67,75
527,,Chase Villanueva,0,0,11,77.27,4.5,66.67
528,,Ítalo Espinoza,0,0,24.33,63.01,2.33,45.36
529,,Jeremy Chirinos,0,0,7,42.86,1.5,11.11
530,,Polo Castillo,0,0,28,82.14,3,50
531,,Giacomo Gambetta,0,0,18,44.44,2,37.5
532,,Michael Sotillo,0,0,16,93.75,1,80
533,,Jeferson Nolasco,0,0,25,76,0,50
534,,Jherson Reyes,0,0,3,33.33,1,0
535,,Sebastien Pineau,0,0,1,0,0,0
536,,Juan Pablo Goicochea,0,0,0,0,0,0
537,,Anderson Villacorta,0,0,0,0,0,0
538,,Matías Córdova,0,0,0,0,0,0
539,,José Racchumick,0,0,1,100,0,0
540,,Renzo Salazar,0,0,1,0,0,0
541,,Piero Otiniano,0,0,0,0,0,0
542,,Joaquín Delgado,0,0,2,100,0,0
543,,Guillermo Rojas,0,0,0,0,0,0
544,,Gleen Cordero,0,0,5,40,1,0
545,,Piero Ferreira,0,0,0,0,0,0
