#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
410,,Damian Isac,0,0,16.27,72.07,3.18,50
411,,Răzvan Oaidă,0,0,20.55,77.65,3.82,62.16
412,,Alexandru Boiciuc,0,0,5.88,59.57,2.38,100
413,,Lucian Dumitriu,0.06,0,13.83,75.41,2.86,26.47
414,,Lóránd Fülöp,0,0,13.52,65.38,3.4,33.33
415,,Eduard Radaslavescu,0,0,7,80,3.27,60
416,,Rares Pop,0.2,0.16,17.76,67.12,4.84,42.86
417,,Segej Grubac,0.07,0.07,3.93,52.73,0.79,0
418,,Ionuț Cojocaru,0,0,3.33,30,0.33,0
419,,Roberto Voican,0,0,8.4,78.57,1.4,57.14
420,,Ovidiu Perianu,0,0,26.52,77.92,4,56.86
421,,Valentin Buhăcianu,0,0,3.69,71.19,1.13,0
422,,Stefan Blanaru,0.07,0.07,10.5,64.63,2.07,66.67
423,,Andrei Tîrcoveanu,0.05,0.05,16.74,80.5,3.74,62.07
424,,Elad Shahaf,0.08,0.08,14.83,73.6,3.5,31.25
425,,Cristian Dumitru,0,0,4.5,44.44,0.75,0
426,,Albert Hofman,0,0,7.75,74.19,2.25,0
427,,Valentin Sima,0,0,21.75,49.43,0,33.85
428,,Jakub Vojtuš,0.2,0,8.6,69.77,2.2,50
429,,Martin Raynov,0,0,22.13,80.79,1.38,50
430,,Ionuț Năstăsie,0.14,0.07,10.86,80.26,2.21,42.86
431,,Paul Pârvulescu,0,0,20.2,64.36,4.8,20
432,,Mihai Dobrescu,0,0,19.73,73.31,2.53,32.5
433,,Andrei Panait,0,0,34.38,74.16,4.81,40.8
434,,Valentin Costache,0.08,0.13,14,72.92,5.33,30
435,,Albert Stahl,0.04,0.04,7.17,70.3,2.43,16.67
436,,Jefté Betancor,0,0,13.71,71.88,3.71,83.33
437,,Adrian Cierpka,0,0,7,57.14,3,0
438,,Romario Moise,0,0,9,55.56,1,100
439,,Joseph Godwin,0,0,8,37.5,1,0
440,,Daniel Graovac,0,0,47.5,81.05,1,0
441,,Daniel Birzu,0,0,3.5,42.86,1,25
442,,Dylan Mboumbouni,0,0,18,74.44,1,23.08
443,,Orhan Ademi,0,0,6.5,75,2.13,0
444,,Ianis Stoica,0.06,0,9.31,79.87,3.81,33.33
445,,Ionut Burnea,0,0,19.21,66.85,2.84,40
446,,Mateus Santos,0.07,0.11,15.74,77.18,4.81,74.07
447,,Cristian Paz,0,0,25.2,80.16,1.4,33.33
448,,Mihai Bordeianu,0.08,0.08,26.92,72.29,5.77,44.9
449,,Boubacar Hanne,0,0,7.29,80.39,1.57,66.67
450,,Amadou Tidiane Diallo,0,0,12.33,72.97,3.5,50
451,,Geani Creţu,0.18,0.06,13.59,74.03,2.94,32
452,,Robert Moldoveanu,0.11,0,10.11,66.48,3.06,30.77
453,,Petar Petkovski,0,0,6.7,59.7,1.9,33.33
454,,Florin Ilie,0,0,41.08,78.5,2.33,35.37
455,,Laurențiu Brănescu,0,0,18.67,58.93,1,32.35
456,,Cătălin Hlistei,0,0,3.5,50,1,50
457,,Julio Donisa,0,0,9.67,82.76,2.44,100
458,,Dinu Moldovan,0,0,23.67,52.82,1.67,38.53
459,,Rolandas Baravykas,0,0,15.71,77.27,1.86,16.67
460,,Sebastian Micu,0,0,37,67.57,0,36.84
461,,Marian Danciu,0,0,11,90.91,2.5,0
462,,Raul Avram,0,0,23,73.91,0.5,36.84
463,,Iulian Costin Petrisor,0,0,3.5,71.43,1,0
464,,Andrei Căprescu,0,0,8.75,68.57,2,0
465,,Flavius Croitoru,0,0,26,51.54,0.8,27.06
466,,Yanis Pirvu,0,0,5.83,71.43,1.83,0
467,,Bryan Alceus,0,0,16.25,80.77,3.44,45
468,,Vladislav Blănuță,0.1,0.1,6.1,62.3,1.7,50
469,,Albert Voinea,0,0,7.5,73.33,1.5,0
470,,Luca Banu,0,0,5.5,54.55,1.5,100
471,,Seydou Issah,0,0,18,71.43,1.43,22.22
472,,Jibril Ibrahimi,0,0.25,4.5,88.89,1.25,100
473,,Luca Andronache,0,0,3.67,72.73,1,0
474,,Enzo Célestine,0,0,2.71,42.11,0.14,0
475,,Gino Stefan Oprescu,0,0,2,50,0,0
476,,Alexandru Munteanu,0,0,4,50,1,0
477,,Jesús Fernández,0,0,25.5,56.86,1,20
478,,Denis Benga,0,0,11,81.82,1.5,50
479,,Harisson Manzala,0,0,5.67,88.24,2,0
480,,Fabiano Cibi,0,0,6,50,2,100
481,,Nicolas Popescu,0,0,7,75,1,0
482,,Veres Szilard,0,0,31.33,70.21,6.67,8.33
483,,Kassim M'Dahoma,0,0,11,100,0,0
484,,Teodor Pestisor,0,0,1,100,0,0
485,,Ovidiu Horşia,0.14,0,14.71,84.47,3.29,50
486,,Laurentiu Bucur,0,0,2,0,0,0
487,,Alexandru Stoian,0,0,0,0,0,0
488,,Aly Ndom,0,0,0,0,0,0
489,,Alexandru Bota,0,0,5,60,1,0
490,,David Marian Croitoru,0,0,2,100,0,0
491,,Akos Nistor,0,0,2,100,2,0
492,,Mihnea Radulescu,0,0,1,0,0,0
493,,Mario Ilie,0,0,0,0,0,0
494,,Alexandru Crivac,0,0,1,100,1,0
495,,Bogdan Ungureanu,0,0,0,0,0,0
496,,Raul Bucur,0,0,1,100,0,0
497,,Mario Ionita,0,0,1,100,0,0
498,,Costel Avram,0,0,4,75,2,0
499,,Doru Andrei,0,0,4,62.5,2,50
500,,Alberto Olaru,0,0,1,50,0,0
501,,Robert Popescu,0,0,0.5,0,0,0
502,,Claudiu Moise,0,0,1,0,0,0
503,,Ionut Zanfir,0,0,4,100,1,0
