#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
233,,Alexandru Crețu,0,0.09,0,0,0.76,0.18
234,,Robert Popa,2.38,0.14,0.14,0,0.95,0.19
235,,Modestas Vorobjovas,0,0.06,0,0,0.97,0.03
236,,Alexandru Mateiu,0,0.09,0,0,0.61,0.12
237,,David Kiki,0,0.18,0,0,0.76,0.11
238,,Mihai Roman II,0,0.03,0,0,0.69,0.13
239,,Sekou Camara,0,0,0,0,0.55,0.06
240,,Daniel Celea,0,0.15,0,0,1.26,0.15
241,,Takayuki Seto,0,0.14,0,0,0.89,0.14
242,,Matheus Mascarenhas,0,0.27,0,0,0.53,0
243,,Mimito Biai,0,0.18,0,0,1,0.09
244,,Erico da Silva,0,0.08,0,0,0.85,0.15
245,,Cosmin Atanase,0,0,0,0,0.55,0
246,,Jovan Marković,0,0,0,0,0.51,0.11
247,,Călin Popescu,0,0.03,0,0,0.53,0.03
248,,Giovanni,0,0,0,0,0.2,0
249,,David Lazar,2.07,0.27,0.2,0,0.73,0.27
250,,Georgi Pashov,0,0.25,0,0,0.81,0
251,,Carlo Casap,0,0,0,0,0.24,0
252,,Vitalie Damașcan,0,0.06,0,0,0.63,0.22
253,,Costinel Tofan,0,0.24,0,0,1.15,0.06
254,,Alexandru Ișfan,0,0.19,0,0,0.81,0.03
255,,Ștefan Târnovanu,2.78,0.19,0.22,0.03,1.19,0.14
256,,Petrişor Petrescu,0,0,0,0,0.41,0.09
257,,Claudiu Keșerü,0,0,0,0,0.54,0.04
258,,Liviu Antal,0,0.03,0,0,0.57,0.1
259,,Gabriel Eugen David,0,0,0,0,0,0
260,,Rachid Bouhenna,0,0,0,0,1.25,0
261,,George Micle,2.13,0.25,0.38,0.13,1.13,0
262,,Daniel Bîrligea,0,0,0,0,0.45,0.1
263,,Elvir Koljić,0,0,0,0,0.28,0.08
264,,Alexandru Iacob,0,0.13,0,0,1.25,0.25
265,,Valentin Coșereanu,0,0,0,0,0.74,0
266,,Rareș Sebastian Ispas,0,0.15,0,0,0.7,0.25
267,,Marko Vukčević,0,0.14,0,0,1.03,0.14
268,,Bogdan Țîru,0,0,0,0,0.4,0.2
269,,Cristian Ignat,0,0,0,0,0.67,0
270,,Jayson Papeau,0,0,0,0,0.4,0.1
271,,Christopher Braun,0,0.13,0,0,0.83,0.1
272,,Marius Cioiu,0,0,0,0,0.41,0.07
273,,Mihai Roman,0,0,0,0,0.5,0
274,,Billel Omrani,0,0,0,0,0.32,0
275,,Terrence Tisdell,0,0,0,0,0.25,0.25
276,,Ovidiu Popescu,0,0.06,0,0,0.65,0
277,,Ayrton Mboko-Sambeya,0,0.38,0,0,0.75,0.13
278,,Facundo Rizzi,0,0.25,0,0,0.88,0.13
279,,Sebastian Mladen,0,0.25,0,0,0.5,0
280,,Vlad Morar,0,0.05,0,0,0.24,0.1
281,,Cosmin Tucaliuc,0,0,0,0,0.58,0.08
282,,Mihai Radut,0,0,0,0,0.36,0.18
283,,Boban Nikolov,0,0,0,0,0.36,0
284,,Antoni Ivanov,0,0.15,0,0,0.94,0.12
285,,Alexandru Buziuc,0,0,0,0,0.77,0.12
286,,Shaquill Sno,0,0.1,0,0,0.87,0.1
287,,Radu Boboc,0,0,0,0,1.17,0.17
288,,Andrei Miron,0,0.43,0,0,1.29,0.14
289,,Andrei Serban,0,0,0,0,0.57,0.07
290,,Cristian Costin,0,0.2,0,0,0.37,0.31
291,,Mihai Lixandru,0,0.1,0,0,0.93,0.13
292,,Dan Sirbu,0,0.13,0,0,0.6,0.07
293,,Roberto Romeo,0,0.13,0,0,0.75,0
294,,Danilo Kucher,2.88,0.13,0.13,0,0.75,0.63
295,,Sekou Sidibe,0,0,0,0,0.26,0
296,,Adrian Ionuț Bălan,0,0,0,0,0.46,0.07
297,,Alin Dobrosavlevici,0,0.2,0,0,1.1,0.05
298,,Roland Varga,0,0,0,0,0.25,0.08
299,,Rivaldinho,0,0,0,0,0.35,0
300,,Stefan Milošević,0,0,0,0,0.56,0.19
301,,Virgile Pinson,0,0,0,0,0.5,0.06
302,,Cristian Neguț,0,0.06,0,0,0.91,0.03
303,,David Miculescu,0,0,0,0,0.64,0.05
304,,Andrei Borza,0,0,0,0,0.48,0.09
305,,Ivan Goranov,0,0.13,0,0,0.38,0.13
306,,Vlad Mitrea,0,0,0,0,1,0
307,,Andrei Militaru,0,0,0,0,1,0
308,,Adrian Gîdea,0,0,0,0,0,0
309,,Rijad Sadiku,0,0.11,0,0,0.74,0
310,,Philip Otele,0,0,0,0,0.76,0.09
311,,Kevin Koubemba,0,0.07,0,0,0.71,0.14
312,,Cristi Bărbuț,0,0,0,0,0.36,0.04
313,,Alexandru Oroian,0,0.03,0,0,0.42,0.06
314,,Andrei Pițian,0,0.27,0,0,1.09,0.05
315,,Godberg Cooper,0,0,0,0,0.63,0.07
316,,Anass Achahbar,0,0,0,0,0.29,0.07
317,,Anton Maglica,0,0,0,0,0.2,0.1
318,,Nicolae Carnat,0,0,0,0,0.85,0.08
319,,Florin Purece,0,0,0,0,0.29,0
320,,Wesley Jobello,0,0.03,0,0,0.48,0.03
321,,Franco Mussis,0,0,0,0,0.92,0.08
322,,Ionuț Biceanu,0,0.03,0,0,0.63,0.08
323,,Vesel Limaj,0,0,0,0,0.27,0
324,,Dorian Bertrand,0,0,0,0,0.79,0.08
325,,Fábio Vianna,0,0.27,0,0,0.8,0.13
326,,Tiberiu Căpuşă,0,0.18,0,0,1.09,0.15
327,,Christian Irobiso,0,0.16,0,0,0.88,0.16
328,,Florin Borța,0,0.12,0,0,0.85,0.19
329,,Radu Negru,0,0.31,0,0,0.83,0.09
330,,Gabriel Simion,0,0.2,0,0,0.76,0.16
331,,Ionuț Şerban,0,0,0,0,0.56,0.11
332,,Xian Emmers,0,0.13,0,0,0.83,0.04
333,,Alexandru Pantea,0,0.18,0,0,0.88,0.18
334,,Hélder Tavares,0,0.06,0,0,0.38,0.03
335,,Junior Tallo,0,0,0,0,0.25,0
336,,Zorhan Bassong,0,0,0,0,0.75,0
337,,Andrei Burlacu,0,0,0,0,0.42,0
338,,Adrian Ionita,0,0.07,0,0,0.85,0.11
339,,Kevin Doukoure,0,0.04,0,0,0.33,0.04
340,,Jérémy Corinus,0,0.11,0,0,0.72,0.17
341,,Valerică Găman,0,0.13,0,0,0.53,0.2
342,,Benjamin van Durmen,0,0.12,0,0,0.56,0.04
343,,Dragoș Tescan,0,0,0,0,0.25,0.08
344,,Aly Abeid,0,0.14,0,0,0.9,0.24
345,,Juraj Badelj,0,0.14,0,0,0.57,0
346,,Enriko Papa,0,0,0,0,0.5,0.13
