#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
215,,Blerim Krasniqi,0.09,0.04,47.83,1.3,0,0
216,,Amine Benchaib,0.2,0.07,45.83,0.8,0,0
217,,Claudiu Petrila,0.08,0.18,44.44,1.24,0,0.53
218,,Stefan Purtić,0.08,0,75,0.46,0,0
219,,Ioan Filip,0.08,0.11,38.78,0.7,0,0
220,,Mario Bratu,0.05,0,52.94,0.81,0,0
221,,Simone Scuffet,0,0,0,0,0,0
222,,Adrian Mazilu,0.32,0.11,39.51,1.95,0,0
223,,Paul Arnold Garita,0.33,0.33,48.82,2.14,0,0
224,,Ion Gheorghe,0.07,0.1,46.15,1.13,0,0
225,,Marquinhos Pedroso,0,0,56.25,0.33,0,0
226,,Marius Antoche,0,0,75,0.21,0,0
227,,David Meza Colli,0,0,75,0.5,0,0
228,,Francois Marquet,0,0.07,0,0.64,0,0
229,,Dragoş Balauru,0,0,0,0,0,0
230,,Gabriel Iancu,0.13,0.13,44.44,1.17,0,1.39
231,,Daniel Florea,0.16,0.19,56,1.16,0.09,0
232,,Andreas Calcan,0.09,0.06,47.37,1.06,0,0
233,,Alexandru Crețu,0.21,0.24,55.95,1.74,0.06,0
234,,Robert Popa,0,0,0,0,0,0
235,,Modestas Vorobjovas,0,0,66.67,0.18,0,0
236,,Alexandru Mateiu,0,0,72.22,0.76,0,0
237,,David Kiki,0.03,0,49.15,0.53,0,0
238,,Mihai Roman II,0.16,0.22,39.62,1.78,0.03,0
239,,Sekou Camara,0.15,0.06,40.91,0.97,0,0
240,,Daniel Celea,0.06,0.06,33.33,0.94,0.03,0
241,,Takayuki Seto,0,0.03,47.37,0.57,0,0
242,,Matheus Mascarenhas,0,0,55,0.33,0,0
243,,Mimito Biai,0,0,78.57,0.36,0,0
244,,Erico da Silva,0,0,0,0.69,0,0
245,,Cosmin Atanase,0.09,0.09,55.56,0.36,0,0
246,,Jovan Marković,0.19,0.19,40.24,2.16,0,0
247,,Călin Popescu,0,0,57.14,0.73,0,0
248,,Giovanni,0,0,60,1.6,0,0
249,,David Lazar,0,0,0,0,0,0
250,,Georgi Pashov,0,0,42.86,0.19,0,0
251,,Carlo Casap,0.03,0.03,35.71,0.52,0,0
252,,Vitalie Damașcan,0.31,0.28,35.14,2.25,0,0
253,,Costinel Tofan,0.03,0.06,44.12,0.62,0,0
254,,Alexandru Ișfan,0.11,0.11,46.34,1.41,0.05,0
255,,Ștefan Târnovanu,0,0,0,0,0,0
256,,Petrişor Petrescu,0.03,0.03,52.63,0.82,0,0
257,,Claudiu Keșerü,0.12,0.04,25,1.27,0,0
258,,Liviu Antal,0.07,0.2,58.82,1.17,0,0
259,,Gabriel Eugen David,0,0,33.33,0,0,0
260,,Rachid Bouhenna,0,0,100,0.25,0,0
261,,George Micle,0,0,0,0,0,0
262,,Daniel Bîrligea,0.16,0.19,39.62,1.42,0.03,0
263,,Elvir Koljić,0.2,0.16,25,1.08,0.04,0
