#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
277,,Ayrton Mboko-Sambeya,1.88,3.5,0,2.75,0,2
278,,Facundo Rizzi,1.63,0.88,0,1.06,0,0.69
279,,Sebastian Mladen,2,0.5,0,1.25,0,0.75
280,,Vlad Morar,0.52,0.05,0,0.29,0,0.29
281,,Cosmin Tucaliuc,0.75,0.17,0,0,0,0.08
282,,Mihai Radut,1,0.55,0,0.36,0,0.36
283,,Boban Nikolov,0.55,0.27,0,0.09,0,0.09
284,,Antoni Ivanov,1.94,1.24,0.03,0.67,0,1.06
285,,Alexandru Buziuc,0.77,0.38,0,0.27,0,0.62
286,,Shaquill Sno,1.77,0.97,0,1.17,0,0.73
287,,Radu Boboc,0.33,0.83,0,1.67,0,0.67
288,,Andrei Miron,1,1.14,0.07,3,0.07,0.5
289,,Andrei Serban,0.6,0.3,0,0.3,0,0.43
290,,Cristian Costin,1.66,0.74,0,0.54,0,0.89
291,,Mihai Lixandru,1.7,0.93,0,0.87,0,1
292,,Dan Sirbu,1.4,1.1,0.07,1.8,0,0.8
293,,Roberto Romeo,1.63,1.63,0,1,0,0.38
294,,Danilo Kucher,0,0,0,1,0.13,0
295,,Sekou Sidibe,0.37,0.32,0,0.26,0,0.32
296,,Adrian Ionuț Bălan,0.18,0.11,0.04,0.57,0,0.04
297,,Alin Dobrosavlevici,1.3,1.1,0.05,4.25,0.05,0.7
298,,Roland Varga,0.42,0.08,0,0.42,0,0.08
299,,Rivaldinho,0.26,0.09,0,0.09,0,0.04
300,,Stefan Milošević,0.19,0,0,0.13,0,0.38
301,,Virgile Pinson,0.5,0.06,0,0.06,0,0.56
302,,Cristian Neguț,1.57,0.63,0,0.29,0,0.83
303,,David Miculescu,0.21,0.38,0,0.44,0,0.15
304,,Andrei Borza,1.03,0.64,0,0.91,0,0.36
305,,Ivan Goranov,1.13,0.88,0,1.5,0,0.5
306,,Vlad Mitrea,2,0,0,0,0,0
307,,Andrei Militaru,1,1,0,0,0,0
308,,Adrian Gîdea,0.5,0,0,0.25,0,0
309,,Rijad Sadiku,1.53,0.79,0,2.53,0,0.68
310,,Philip Otele,1.44,0.41,0,0.32,0,0.53
311,,Kevin Koubemba,1,0.21,0,0.86,0,0.5
312,,Cristi Bărbuț,0.56,0.4,0,0.16,0,0.36
313,,Alexandru Oroian,0.79,0.42,0,0.36,0,0.3
314,,Andrei Pițian,1.05,0.55,0.05,3.55,0,0.59
315,,Godberg Cooper,0.33,0.11,0,0.37,0,0.44
316,,Anass Achahbar,0.14,0,0,0,0,0.29
317,,Anton Maglica,0.2,0,0,0.1,0,0.2
318,,Nicolae Carnat,0.65,0.5,0.04,0.5,0,0.5
319,,Florin Purece,0.36,0.14,0,0.36,0,0.43
320,,Wesley Jobello,0.9,0.29,0.03,0.45,0,0.26
321,,Franco Mussis,1,0.42,0,0.17,0.08,1.08
322,,Ionuț Biceanu,1.18,0.58,0.03,0.68,0,0.71
323,,Vesel Limaj,1,0.4,0,0.07,0,0.73
324,,Dorian Bertrand,0.79,0.17,0,0.08,0,0.42
325,,Fábio Vianna,1.13,1.2,0,2.13,0,0.67
326,,Tiberiu Căpuşă,1.53,1.18,0.06,2.26,0,0.56
327,,Christian Irobiso,0.78,0.06,0.03,0.66,0,0.31
328,,Florin Borța,1.5,0.73,0.04,2.15,0,0.46
329,,Radu Negru,2.23,1.51,0,1.8,0,1.23
330,,Gabriel Simion,0.56,0.84,0,0.84,0,0.52
331,,Ionuț Şerban,0.72,0.11,0,0.22,0,0.72
332,,Xian Emmers,1.67,0.25,0,0.38,0,0.54
333,,Alexandru Pantea,1.12,0.59,0,1,0,0.59
334,,Hélder Tavares,1.35,0.71,0,0.62,0,0.56
335,,Junior Tallo,0,0,0,0.25,0,0.25
