#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
460,,Adam Kaied,0,0,0,0.67,0,0
461,,Alessio Miceli,0,0,50,0.68,0,0
462,,Steven van der Heijden,0.03,0,66.67,0.49,0,0
463,,Elie Raterink,0.1,0,37.5,0.9,0,0
464,,Yassine Azzagari,0,0,50,0.2,0,0
465,,Milan Hilderink,0,0,100,0.28,0,0
466,,Diyae Jermoumi,0.05,0,46.15,0.09,0,0
467,,Joey Sleegers,0.07,0.13,25,1.27,0,0
468,,Arthur Zagre,0,0,50,1,0,0
469,,Jeremiah Esajas,0,0,0,0,0,0
470,,Calvin Raatsie,0,0,100,0.08,0,0
471,,Mohamed Mallahi,0,0.06,34.62,0.78,0,0
472,,Jesse Schuurman,0,0,50,0.33,0,0
473,,Victor Wernersson,0.2,0,33.33,0.4,0,0
474,,Ilias Alhaft,0.07,0.07,47.37,1.41,0,0
475,,Boubakar Camara,0,0.29,50,1.1,0,0
476,,Joep Kluskens,0,0,0,0.38,0,0
477,,Olivier van Eldik,0,0,45.83,0.21,0,0
478,,Dave Kwakman,0,0,33.33,0.25,0,0
479,,Joshua Mukeh,0,0,66.67,0.13,0,0
480,,Rajiv Van La Parra,0.13,0,11.11,0.63,0,0
481,,Pepijn Doesburg,0.09,0.04,0,0.52,0,0
482,,Tomas Kalinauskas,0.06,0.18,37.84,1.59,0,0
483,,Kaj de Rooij,0.11,0.17,27.27,1.44,0,0
484,,Mauro Savastano,0.08,0.04,50,0.35,0,0
485,,Fodé Fofana,0.22,0.11,45.45,1,0,0
486,,Charles-Jesaja Herrmann,0.08,0.16,33.33,1.24,0,0
487,,Vieri Kotzebue,0.11,0,30,0.67,0,0
488,,Yael Liesdek,0.08,0,50,0.08,0,0
489,,Lennerd Daneels,0,0.03,43.59,0.8,0,0
490,,Jamil Takidine,0,0,20,0.14,0,0
491,,Renzo Tytens,0,0,44.44,0.25,0,0
492,,Stan Maas,0,0,37.5,0.13,0,0
493,,Elijah Dijkstra,0,0,0,0,0,0
494,,Olaf Kok,0,0,0,0,0,0
495,,Timo Regouin,0,0,0,0,0,0
496,,Rhino Goutier,0,0,0,0,0,0
497,,Rafael Struick,0,0,0,0.5,0,0
498,,Alvaro Henry,0,0,100,0,0,0
499,,Max van Hees,0,0,0,0,0,0
500,,Levi Schoppema,0,0,0,0,0,0
501,,Jay Kruiver,0,0.04,14.29,0.28,0,0
502,,Nick de Groot,0.05,0,75,0.2,0,0
503,,Arthur Allemeersch,0,0.12,40,0.53,0,0
504,,Nabil El Basri,0,0,66.67,0.11,0,0
505,,Sam Bisselink,0,0,71.43,0.25,0,0
506,,Julliani Eersteling,0.05,0,27.27,0.29,0,0
507,,Dion Versluis,0.08,0.08,46.15,1.08,0,0
508,,Koen Blommestijn,0.15,0.23,50,1.23,0.08,0
509,,Mayckel Lahdo,0.17,0,47.37,0.67,0,0
510,,Yuya Ikeshita,0.03,0.09,56,0.84,0,0
511,,Marcus Scholten,0.06,0,0,0.35,0,0
512,,Gio-Renys Felicia,0,0.06,42.31,1,0,0
513,,August Priske,0.1,0.07,8.33,0.69,0.03,0
514,,Fabio Di Michele Sanchez,0,0,33.33,0.08,0,0
515,,Jorn van Hedel,0,0,70,0.14,0,0
516,,Youness Mokhtar,0,0,14.29,0.86,0,0
517,,Jafar Arias,0.04,0.17,85.71,0.71,0.04,0
518,,Niek Schiks,0,0,0,0,0,0
519,,Ricuenio Kewal,0.11,0.11,32.56,1.11,0,0
520,,Melih Ibrahimoglu,0,0,50,0,0,0
521,,Heritier Deyonge,0,0,0,0.33,0,0
522,,Nazjir Held,0,0,66.67,0,0,0
523,,Fabio Sposito,0,0,100,0.67,0,0
524,,Julian Brandes,0,0,50,0,0,0
525,,Jozhua Vertrouwd,0,0,37.04,0.21,0,0
526,,Tobias Augustinus Jensen,0.08,0.08,42.86,0.54,0,0
527,,Jerailly Wielzen,0,0,54.55,0.38,0,0
528,,Tijmen Wildeboer,0,0,0,0.4,0,0
529,,Ernest Poku,0.13,0.2,30,1.07,0,0
530,,Fredrik Oppegård,0,0,45.45,0.14,0,0
531,,Thomas van Bommel,0,0.06,25,0.24,0,0
532,,Sergio Tremour,0,0,16.67,0.22,0,0
533,,Nick Köster,0,0,50,0.21,0,0
534,,Dean van der Sluys,0,0,33.33,0.13,0,0
535,,Damienus Reverson,0.14,0.11,15.79,0.96,0,0
536,,Mohammed Akharaz,0,0,50,0.5,0,0
537,,DJ Buffonge,0,0.5,33.33,1.25,0,0
538,,Joey de Bie,0,0,0,0.25,0,0
539,,Özcan Yasar,0,0,27.27,0.5,0,0
540,,Niciano Omzigtig,0,0.13,25,0.13,0,0
541,,Sonny Stevens,0,0,0,0,0,0
542,,Joshua Pynadath,0,0,28.57,0.33,0,0
543,,Sebastiaan van Bakel,0,0.04,31.58,0.26,0,0
544,,Richonell Margaret,0.05,0.05,33.33,0.81,0,0
545,,Rayan El Azrak,0.08,0,47.37,0.5,0,0
546,,Ayouba Kosiah,0,0,0,0.17,0,0
547,,Moreno Rutten,0.1,0.1,0,0.4,0.1,0
548,,Wessel Kooy,0,0,50,0.11,0,0
549,,Anthony Fontana,0,0,50,0.9,0,0
550,,Malhory Noc,0,0,35.48,0.8,0,0
551,,Maarten Pouwels,0,0.07,75,0.29,0,0
552,,Hamza Bouihrouchane,0,0,58.82,0.31,0,0
553,,Justin Ogenia,0,0,33.33,0.25,0,0
554,,Aurelio Oehlers,0.06,0.12,37.5,1.06,0,0
555,,Milan Corryn,0,0,33.33,0.33,0,0
556,,Dino Halilović,0,0,0,0.36,0,0
557,,Wassim Essanoussi,0,0,28.13,0.67,0,0
558,,Ezra van der Heiden,0,0,33.33,0,0,0
559,,Wesley Spieringhs,0,0,0,0.33,0,0
560,,Kilian Nikiema,0,0,0,0,0,0
561,,Rida Chahid,0,0,0,0,0,0
562,,Danny Bakker,0,0,0,0,0,0
563,,Jamal Gonzaga,0,0,0,0,0,0
564,,Ilias Splinter,0,0,0,0,0,0
565,,Jeffry Puriel,0,0,0,0,0,0
566,,Daniel van Vianen,0,0,0,1,0,0
567,,Nick Broekhuizen,0,0,0,1,0,0
568,,Nelson Egah,0,0,0,0,0,0
569,,Oussama Alou,0,0,0,1,0,0
570,,Roy Steur,0,0,0,0,0,0
571,,Jimmy Vijgen,0,0,0,0,0,0
572,,Cas Dijkstra,0,0,0,0.5,0,0
573,,Niels van Wetten,0,0,0,0,0,0
574,,Job Kalisvaart,0,0,100,0.25,0,0
575,,Saul Penders,0,0,0,0,0,0
576,,Ryan Yang Leijten,0.1,0.03,45.83,0.8,0,0
577,,Luc Marijnissen,0,0,100,0,0,0
578,,Yahcuroo Roemer,0,0.08,30.77,0.75,0,0
579,,Abdallah Aberkane,0,0,37.5,0.44,0,0
580,,Elias Sierra,0,0.06,33.33,0.41,0,0
581,,Ali Barak,0,0,50,0.33,0,0
582,,Dylan Dassy,0,0,0,0,0,0
583,,Ilyas Bougafer,0,0,16.67,0,0,0
584,,Emir Terzi,0,0,0,0.07,0,0
585,,Achraf Madi,0,0,0,0,0,0
586,,Jesse Reinders,0,0,0,0.67,0,0
587,,Achraf Boumenjal,0,0,75,0.21,0,0
588,,Dalton Enokpa,0,0,22.22,0.17,0,0
589,,Layee Kromah,0,0,40,0.33,0,0
590,,Jonas Clein,0,0,0,0,0,0
591,,Jorginho Soares,0,0.07,0,0.13,0,0
592,,Dirk Carlson,0,0,66.67,0.25,0,0
593,,Tim van den Heuvel,0,0,0,0,0,0
594,,Stanis Idumbo Muzambo,0,0.08,38.46,0.33,0,0
595,,Cain Seedorf,0,0.08,44.64,0.79,0,0
596,,Tijn Smolenaars,0,0,0,0,0,0
597,,Jochem Scheij,0,0,0,0,0,0
598,,Mikel Nuhaj,0,0,0,0,0,0
599,,Brend Leeflang,0,0,0,0,0,0
600,,Jimmy Kaparos,0,0,0,0,0,0
601,,Devon Koswal,0,0,0,0,0,0
602,,Richie Musaba,0,0,0,0.4,0,0
603,,Dennis Gyamfi,0,0,48,0,0,0
604,,Sefik Abali,0,0,0,0.5,0,0
605,,Jasper Hartog,0,0,0,0,0,0
606,,Joran Hardeman,0,0,0,0,0,0
607,,David Kalokoh,0,0,0,0,0,0
608,,Sheddy Barglan,0,0,0,0,0,0
609,,Dean Guezen,0,0,0,0,0,0
610,,Tom Kerssens,0,0,0,0,0,0
611,,Wilmer Olofsson,0,0,0,0,0,0
612,,Luca Everink,0,0,0,0,0,0
613,,Pepijn van de Merbel,0,0,0,0,0,0
614,,Enoch Mastoras,0,0,0,0,0,0
615,,Chiel Olde Keizer,0,0,0,0,0,0
616,,Neal Viereck,0,0,0,0,0,0
617,,Konrad Sikking,0,0,0,0,0,0
618,,Jens Jacobs,0,0,0,0,0,0
619,,Arthur Piedfort,0,0,0,0,0,0
620,,Julian Oerip,0,0,0,0,0,0
621,,Stan Henderikx,0,0,0,0,0,0
622,,Lorenzo Noviello,0,0,0,0,0,0
623,,Maas Willemsen,0,0,0,0,0,0
624,,Diego van Oorschot,0,0,0,0,0,0
