#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
400,,Davide Biraschi,0.03,0,34.97,74.65,4.07,35.12
401,,Britt Assombalonga,0,0.08,3.67,79.55,1.08,50
402,,Valmir Veliu,0.06,0.06,7.44,78.99,2.63,55.56
403,,Cebrail Karayel,0.13,0.06,14.56,81.97,3,57.14
404,,Sadik Bas,0,0,11.8,81.36,3,42.86
405,,Arnaud Lusamba,0.11,0.04,26.64,86.73,6.25,67.31
406,,Yasin Özcan,0.05,0.05,25.84,80.45,2.53,44.23
407,,Berke Özer,0,0,33,75.76,0.4,56.82
408,,Umut Meraş,0,0,15.8,82.7,2.73,56.25
409,,Rayane Aabid,0,0,36.29,85.56,7.38,58.33
410,,Kevin Varga,0.09,0.09,10.45,73.04,2.82,55.56
411,,Tuncer Duhan Aksu,0,0,34.96,79.98,5.07,37.6
412,,Doğucan Haspolat,0.05,0.05,22.42,87.09,4.42,61.54
413,,Joher Khadim Rassoul,0,0,36.38,87.1,1.69,48.94
414,,Kerem Atakan Kesgin,0.13,0,14.88,84.87,4.75,62.5
415,,Sinan Gümüş,0.07,0,9.57,73.88,3.21,50
416,,Dylan Saint-Louis,0.13,0,7.63,80.33,1.75,100
417,,Ufuk Akyol,0,0,28.38,83.6,4.08,56.63
418,,Anthony Uzodimma,0,0,24.56,88.04,5,51.52
419,,Alassane Ndao,0.09,0.09,16.43,81.48,4.09,54.17
420,,Ahmet Engin,0.11,0.11,5.74,70.97,1.48,44.44
421,,Yusuf Yazıcı,0,0.08,14.69,76.44,4.08,60
422,,Berat Ayberk Özdemir,0,0,9,100,0,100
423,,Ahmet Gülay,0,0,14,100,2,0
424,,Erkan Eyibil,0,0,11,81.82,3,100
425,,Hamza Jaganjac,0,0,2,50,0,0
426,,Arda Unyay,0,0,10,90,0,100
427,,Efecan Mizrakci,0,0,1,100,0,0
428,,Samuel Nongoh,0,0,7.5,100,2.5,0
429,,Ayberk Kaygisiz,0,0,5.5,72.73,0.5,100
430,,Edgar Ié,0,0,25.33,86.84,0.33,25
431,,Ali Kaan Güneren,0,0,10,83.33,4,66.67
432,,Serkan Asan,0,0,10.25,85.37,1.25,50
433,,Luka Stankovski,0,0,3.2,62.5,0.4,50
434,,Talha Sariarslan,0,0,2.67,68.75,0.5,0
435,,Patrick Ebert,0,0,14.29,81,2.29,50
436,,Simon Falette,0,0,52.63,88.84,3.88,46.34
437,,Halil Ibrahim Pehlivan,0,0,18.1,79.56,3.2,41.67
438,,Sherel Floranus,0,0,14.75,81.92,1.83,57.69
439,,Ramón Arias,0,0,34.9,79.48,2.68,47.03
440,,Djaniny,0.06,0.12,21.18,84.44,7.53,63.64
441,,Kader Keïta,0,0,33.07,86.49,5.6,68.66
442,,Hasan Ali Kaldırım,0.14,0,35.71,82.2,7.29,44.68
443,,Daniel Graovac,0.07,0,29.07,79.36,1.14,28.33
444,,Tomáš Pekhart,0.08,0.08,8.33,76,1.5,100
445,,Fabiano Silva,0,0,31.89,77.35,5.56,31.58
446,,Firatcan Üzüm,0,0,18.4,79.89,4.1,50
447,,Kerem Şen,0.14,0,12,85.71,4.14,66.67
448,,Samed Onur,0,0,6.83,80.49,1.5,33.33
449,,Tunay Torun,0,0,3.11,71.43,0.89,100
450,,Mustafa Pektemek,0.08,0,5.83,77.14,1.67,0
451,,Ömürcan Artan,0.2,0.2,22,77.27,3,41.67
452,,Yusuf Demir,0,0,10.8,88.89,5.8,100
453,,Otabek Shukurov,0.04,0.04,35.64,85.67,6.04,74.67
454,,Ersin Destanoğlu,0,0,20.78,73.8,0.44,35.53
455,,Jordy Caicedo,0,0.07,6.07,62.35,2.07,66.67
456,,Anwan Lawrence,0,0,13.11,79.52,1.63,57.14
457,,Mesut Özil,0,0,11.5,91.3,4,0
458,,Bevic Moussiti Oko,0,0,3.38,77.78,1.38,0
459,,Adi Mehremić,0,0,18.4,73.91,1,30.91
460,,Oğulcan Ülgün,0,0,12.72,86.46,2.56,69.23
461,,Rahmetullah Berisbek,0.06,0,8.56,77.27,2.78,43.75
462,,Bright Osayi-Samuel,0.04,0,23.74,85.16,6.48,56.25
463,,Oğulcan Çağlayan,0,0,8.5,73.53,2.88,33.33
464,,Konrad Michalak,0.08,0,13.08,81.18,4.15,44.44
465,,Oğuzhan Berber,0,0,27.28,75.97,3.78,32.84
466,,Serginho,0.21,0.21,23.41,70.25,8.48,42.86
467,,Matěj Hanousek,0.1,0,23.06,72.59,4.87,31.34
468,,Valentin Gheorghe,0,0,10.08,75.62,2.54,38.46
469,,Amilton da Silva,0,0,10.14,77.46,3.86,50
470,,Yusuf Erdoğan,0.11,0,13.22,78.99,5,80
471,,Oğuz Ceylan,0,0.08,30,81.67,5.58,50
472,,Mert Kurt,0,0.14,2,71.43,0.71,0
473,,Houssameddine Ghacha,0.04,0.04,14.52,71.35,3.72,46.15
474,,Erhan Erentürk,0,0,20,58,0.4,26.32
475,,Abdurrahim Dursun,0,0,19.63,80.89,3.63,40
476,,Uche Ikpeazu,0.07,0.07,3.87,72.41,1.67,0
477,,Shaocong Wu,0,0,12.67,73.68,0.67,50
478,,Muhammed Mert,0,0,11,84.85,3,33.33
479,,Kahraman Demirtaş,0,0,25.86,89.5,2,68.42
480,,Jens Stryger Larsen,0.06,0,41.34,84.73,7.06,47.42
481,,Burak Kapacak,0,0.08,5.54,76.39,1.08,40
482,,Karol Angielski,0,0,6.47,70.1,1.2,0
483,,Aldin Čajić,0,0,5.88,85.11,1.63,0
484,,Sindrit Guri,0,0,6.92,71.08,2,66.67
485,,Serdar Dursun,0.11,0.17,6,68.52,1.22,100
486,,Gboly Ariyibi,0,0,5.1,74.51,1.8,0
487,,Onur Atasayar,0.05,0.05,25.89,75.2,4.42,44.12
488,,Amar Rahmanović,0,0,11.2,76.79,2,20
489,,Metehan Mimaroğlu,0,0,5.9,83.05,2.9,66.67
490,,Cemali Sertel,0.06,0.06,15.33,79.35,1.78,37.93
491,,Fatih Yiğit Şanlitürk,0,0,13.17,77.22,2,72.73
492,,Colin Kazim-Richards,0.06,0.06,5.88,80,1.59,66.67
493,,Alexandru Cicâldău,0,0,1,100,0,0
494,,Enzo Crivelli,0,0,4,50,1,0
495,,Torgeir Børven,0,0,4,100,2,0
496,,Raymond Owusu,0,0,4,75,3,0
497,,Mohammed Kamara,0,0,8,87.5,4,0
498,,Salih Kavrazlı,0,0,10,80,1,0
499,,Poyraz Efe Yildirim,0,0,2,100,0,0
500,,Yasir Subaşı,0,0,2,100,2,0
501,,Selim Dilli,0,0,0,0,0,0
502,,Recep Yemişçi,0,0,24,66.67,1,50
503,,Yusuf Saitoğlu,0,0,37,78.38,0,42.86
504,,Ibrahim Yilmaz Cicek,0,0,2,50,1,0
505,,Okan Kocuk,0,0,21.5,51.16,0,25.93
506,,Nika Gagnidze,0,0,6.5,61.54,2,100
507,,Vefa Temel,0,0,4,87.5,2,100
508,,Batuhan Arici,0,0,20,82.5,1,66.67
509,,Jeremy Dudziak,0,0,10.67,65.63,1.67,16.67
510,,Berkay Aydogmus,0,0,9.33,89.29,1.33,66.67
511,,Semih Kilicsoy,0,0,4,75,1.25,0
512,,Pêpê,0,0,12.83,85.71,2,77.78
513,,Ahmed Musa,0.05,0,7.15,72.03,2.1,58.33
514,,Berat Kalkan,0,0,3.5,65.71,0.8,0
515,,Mahamadou Ba,0.07,0,32.13,83.82,3.47,63.04
516,,Mehmet Ali Buyuksayar,0,0,7.57,83.02,2.29,100
517,,Haris Seferović,0,0,6.6,71.21,1.9,0
518,,Fatih Aksoy,0,0,50.07,83.8,5.63,53.23
519,,Soner Aydoğdu,0,0.08,22.15,87.5,4.54,64.29
520,,Yunus Malli,0,0,10,78.89,3.44,25
521,,Adnan Ugur,0,0,8,82.95,1.45,66.67
522,,Yaroslav Rakitskyi,0,0,49.38,83.04,4.25,50.75
523,,Nicolò Zaniolo,0,0,9.9,73.74,3.3,58.33
524,,Oussama Targhalline,0,0.17,20.83,83.2,5.17,40
525,,Baran Ali Gezek,0,0,15.4,90.91,2.8,66.67
526,,Senghor Faustin,0,0,11.2,82.14,0.4,20
527,,Berk Yıldız,0,0,4.5,81.48,1.83,0
528,,Mahir Emreli,0,0,14.33,79.07,2.58,66.67
529,,Adem Ljajić,0.11,0.11,7.78,90,3.67,33.33
530,,Erdem Çetinkaya,0,0,4,37.5,0.5,0
531,,Ali Sühan Demirel,0,0,2.5,80,0.88,0
532,,Pedro Pereira,0,0.04,27.35,83.4,5.58,42.31
533,,Erol Can Akdag,0,0,6.75,88.89,1,66.67
534,,Doğan Can Davas,0.08,0.08,6.46,77.42,1.92,36.36
535,,Doğukan Sinik,0.08,0.08,13.08,67.52,3.25,41.18
536,,Atiba Hutchinson,0,0,15.6,89.74,2.6,50
537,,Mountassir Lahtimi,0,0,10.25,74.39,3.38,50
538,,Alin Toșca,0,0,39.75,87.11,1.38,41.46
539,,İsmail Çokçalış,0,0.33,25.17,90.07,5.17,71.43
540,,Turgay Gemicibaşi,0,0,17.67,82.08,2.17,40
541,,Federico Macheda,0,0,6.27,79.71,1.82,0
542,,Okechukwu Azubuike,0,0,1,100,0,100
543,,Mehmet Albayrak,0,0,8,75,0,0
544,,Beren Kucukbasarik,0,0,1,100,1,0
545,,Mauricio Lemos,0,0,27.5,83.64,0.5,50
546,,Onurhan Babuscu,0,0,7.5,73.33,1.5,0
547,,Sinan Osmanoğlu,0,0,30.5,86.89,2.5,100
548,,Yunus Emre Mertoğlu,0,0,17,76.47,2,100
549,,Mert Yilmaz,0,0,11.67,94.29,1,0
550,,Mirza Cihan,0,0,4.1,65.85,1.4,25
551,,Shoya Nakajima,0.2,0,11.8,77.97,5.33,50
552,,Michael Ologo,0,0,34.14,85.77,1.14,46.88
553,,Amar Gerxhaliu,0,0,29.25,79.49,0.5,26.32
554,,Kagan Bağış,0,0,6.78,83.61,0.89,33.33
555,,Eden Karzev,0,0,13,74.36,1.67,20
556,,Tyler Boyd,0,0,5,80,0,0
557,,Emir Tintis,0,0,46,91.3,2,66.67
558,,Emre Nefiz,0,0,6,83.33,0,0
559,,Ferhat Yazgan,0,0,32,79.69,4,50
560,,Berat Eskin,0,0,4,62.5,0,0
561,,Yaw Ackah,0,0,16.6,89.56,1.4,75
562,,Jayden Oosterwolde,0,0,17.67,83.02,3,25
563,,Emre Bilgin,0,0,21,85.71,0.5,64.71
564,,Batuhan Celik,0,0,1.67,40,0,0
565,,Yusuf Karagöz,0,0,31,63.87,0.2,27.4
566,,Hamza Akman,0,0,12,100,4,0
567,,Anil Demir,0,0,22,90.91,0,60
568,,Doğukan Kaya,0,0,32,56.25,0,33.33
569,,Dogukan Saral,0,0,7,71.43,1,0
570,,Gunes Guventurk,0,0,1,0,0,0
571,,Cenk Gönen,0,0,22.6,75.22,0,46.94
572,,Engin Aksoy,0,0,16,56.25,1,16.67
573,,Alp Arda,0,0,24.5,63.27,2,50
574,,Kristal Abazaj,0,0,6,76.67,1,0
575,,Bálint Szabó,0,0,9,66.67,5,50
576,,Cagan Kayra Erciyas,0,0,15,53.33,0,33.33
577,,Eren Derdiyok,0,0,2,100,1,0
578,,Abdullah Dijlan Aydin,0,0,3,0,0,0
579,,Hasan Yesilyurt,0,0,3,100,0,100
580,,Baran Aksaka,0,0,0,0,0,0
581,,Şahverdi Çetin,0,0,0,0,0,0
582,,Muzaffer Cem Kablan,0,0,4,100,0,100
583,,Eslem Öztürk,0,0,1,100,0,0
584,,Oguzhan Yilmaz,0,0,3,66.67,0,0
585,,Taylan Utku Aydin,0,0,2,100,0,0
586,,Ahmet Kağan Malatyalı,0,0,1,100,1,0
587,,Mert Can,0,0,5,80,0,100
