#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
458,,Bevic Moussiti Oko,0,0,50,0.63,0,0
459,,Adi Mehremić,0.07,0,25,0.27,0,0
460,,Oğulcan Ülgün,0.11,0,50,0.61,0,0
461,,Rahmetullah Berisbek,0.06,0,40,0.11,0,0
462,,Bright Osayi-Samuel,0,0.04,47.73,0.22,0,0
463,,Oğulcan Çağlayan,0,0,33.33,0.75,0,0
464,,Konrad Michalak,0,0.04,42.55,0.85,0,0
465,,Oğuzhan Berber,0,0,66.67,0.06,0,0
466,,Serginho,0.07,0.28,41.11,1.55,0,0
467,,Matěj Hanousek,0,0,66.67,0.13,0,0
468,,Valentin Gheorghe,0.04,0,45.83,1.08,0,0
469,,Amilton da Silva,0,0.14,41.67,0.43,0,0
470,,Yusuf Erdoğan,0,0.11,40,0.78,0,0
471,,Oğuz Ceylan,0,0,66.67,0.08,0,0
472,,Mert Kurt,0,0,0,0.29,0,0
473,,Houssameddine Ghacha,0,0.04,41.03,0.68,0,0
474,,Erhan Erentürk,0,0,0,0,0,0
475,,Abdurrahim Dursun,0,0,40,0.13,0,0
476,,Uche Ikpeazu,0,0,41.67,0.67,0,0
477,,Shaocong Wu,0,0,100,0.33,0,0
478,,Muhammed Mert,0,0,0,0.33,0,0
479,,Kahraman Demirtaş,0,0,100,0,0,0
480,,Jens Stryger Larsen,0.03,0.03,37.5,0.38,0.03,0
481,,Burak Kapacak,0.08,0,40,0.23,0.08,0
482,,Karol Angielski,0,0.13,33.33,0.33,0,0
483,,Aldin Čajić,0,0,50,0.25,0,0
484,,Sindrit Guri,0,0.25,50,0.5,0,0
485,,Serdar Dursun,0.06,0.11,50,0.67,0,0
486,,Gboly Ariyibi,0,0.2,60,0.5,0,0
487,,Onur Atasayar,0,0.05,42.86,0.37,0,0
488,,Amar Rahmanović,0,0.2,0,0.6,0,0
489,,Metehan Mimaroğlu,0,0.3,36.36,0.9,0,0
490,,Cemali Sertel,0,0,30.77,0.22,0,0
491,,Fatih Yiğit Şanlitürk,0,0,100,0.5,0,0
492,,Colin Kazim-Richards,0,0.18,20,0.29,0,0
493,,Alexandru Cicâldău,0,0,0,0,0,0
494,,Enzo Crivelli,0,0,0,0,0,0
495,,Torgeir Børven,0,0,0,0,0,0
496,,Raymond Owusu,0,0,50,0,0,0
497,,Mohammed Kamara,0,0,0,0,0,0
498,,Salih Kavrazlı,0,0,33.33,0,0,0
499,,Poyraz Efe Yildirim,0,0,0,0,0,0
500,,Yasir Subaşı,0,0,0,0,0,0
501,,Selim Dilli,0,0,0,0,0,0
502,,Recep Yemişçi,0,0,0,0,0,0
503,,Yusuf Saitoğlu,0,0,0,0,0,0
504,,Ibrahim Yilmaz Cicek,0,0,0,0,0,0
505,,Okan Kocuk,0,0,0,0,0,0
506,,Nika Gagnidze,0,0,100,0,0,0
507,,Vefa Temel,0,0,0,0,0,0
508,,Batuhan Arici,0,0,50,0.5,0,0
509,,Jeremy Dudziak,0,0,0,0,0,0
510,,Berkay Aydogmus,0,0,50,0.67,0,0
511,,Semih Kilicsoy,0,0,0,0.75,0,0
512,,Pêpê,0,0,100,0,0,0
513,,Ahmed Musa,0,0.05,54.55,0.1,0,0
514,,Berat Kalkan,0,0,42.86,0.2,0,0
515,,Mahamadou Ba,0.07,0,47.83,0.4,0.07,0
516,,Mehmet Ali Buyuksayar,0,0,57.14,0.43,0,0
517,,Haris Seferović,0,0.4,0,1.3,0,0
518,,Fatih Aksoy,0,0.04,57.14,0.33,0,0
519,,Soner Aydoğdu,0,0,66.67,0.46,0,0
520,,Yunus Malli,0,0.11,0,0.22,0,0
521,,Adnan Ugur,0,0,75,0.27,0,0
522,,Yaroslav Rakitskyi,0,0,33.33,0.25,0,0
523,,Nicolò Zaniolo,0.5,0.3,41.18,2.2,0,0
524,,Oussama Targhalline,0,0,100,0,0,0
525,,Baran Ali Gezek,0,0,100,0,0,0
526,,Senghor Faustin,0,0,0,0,0,0
527,,Berk Yıldız,0,0,0,0,0,0
528,,Mahir Emreli,0.17,0.5,38.46,1.5,0.08,0
529,,Adem Ljajić,0,0,14.29,0.33,0,0
530,,Erdem Çetinkaya,0,0.5,100,0.5,0,0
531,,Ali Sühan Demirel,0,0,0,0.13,0,0
532,,Pedro Pereira,0,0,42.31,0,0,0
533,,Erol Can Akdag,0,0,0,0.5,0,0
534,,Doğan Can Davas,0.04,0.08,45.45,0.42,0.04,0
535,,Doğukan Sinik,0.25,0.42,40.54,1.25,0,0
536,,Atiba Hutchinson,0.2,0,50,0.2,0,0
537,,Mountassir Lahtimi,0,0,33.33,0.13,0,0
538,,Alin Toșca,0,0,0,0,0,0
539,,İsmail Çokçalış,0,0,50,0.33,0,0
540,,Turgay Gemicibaşi,0,0,66.67,0,0,0
541,,Federico Macheda,0,0.18,50,0.27,0,0
542,,Okechukwu Azubuike,0,0,0,0,0,0
543,,Mehmet Albayrak,0,0,0,0,0,0
544,,Beren Kucukbasarik,0,0,0,0,0,0
545,,Mauricio Lemos,0,0,0,0,0,0
546,,Onurhan Babuscu,0,0,0,0,0,0
547,,Sinan Osmanoğlu,0,0,0,1,0,0
548,,Yunus Emre Mertoğlu,0,0,0,0,0,0
549,,Mert Yilmaz,0,0,50,0,0,0
550,,Mirza Cihan,0,0,50,0.2,0,0
551,,Shoya Nakajima,0,0.07,65,1.27,0,0
552,,Michael Ologo,0,0,0,0.29,0,0
553,,Amar Gerxhaliu,0,0,0,0,0,0
554,,Kagan Bağış,0,0,25,0,0,0
555,,Eden Karzev,0,0.33,0,0.33,0,0
556,,Tyler Boyd,0,0,0,0,0,0
557,,Emir Tintis,0,0,0,0,0,0
558,,Emre Nefiz,0,0,0,0,0,0
559,,Ferhat Yazgan,0,0,0,0,0,0
560,,Berat Eskin,0,0,50,0,0,0
561,,Yaw Ackah,0,0,100,0,0,0
562,,Jayden Oosterwolde,0,0,0,0,0,0
563,,Emre Bilgin,0,0,0,0,0,0
564,,Batuhan Celik,0,0.33,33.33,0.33,0,0
565,,Yusuf Karagöz,0,0,0,0,0,0
566,,Hamza Akman,0,0,50,0,0,0
567,,Anil Demir,0,0,0,0,0,0
568,,Doğukan Kaya,0,0,0,0,0,0
569,,Dogukan Saral,0,0,0,0,0,0
570,,Gunes Guventurk,0,0,0,0,0,0
571,,Cenk Gönen,0,0,0,0,0,0
572,,Engin Aksoy,0,0,0,0,0,0
573,,Alp Arda,0,0,0,0,0,0
574,,Kristal Abazaj,0,0,50,0.4,0,0
575,,Bálint Szabó,0,0,0,0,0,0
576,,Cagan Kayra Erciyas,0,0,0,0,0,0
577,,Eren Derdiyok,0,0,0,0,0,0
578,,Abdullah Dijlan Aydin,0,0,0,0,0,0
579,,Hasan Yesilyurt,0,0,0,0,0,0
580,,Baran Aksaka,0,0,0,0,0,0
581,,Şahverdi Çetin,0,0,0,0,0,0
582,,Muzaffer Cem Kablan,0,0,0,0,0,0
583,,Eslem Öztürk,0,0,0,0,0,0
584,,Oguzhan Yilmaz,0,0,0,0,0,0
585,,Taylan Utku Aydin,0,0,0,0,0,0
586,,Ahmet Kağan Malatyalı,0,0,0,0,0,0
587,,Mert Can,0,0,0,0,0,0
