#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
420,,Yassine El Ouatki,0.16,0,45.45,38.64,0.16,1.84
421,,Stephen Bolma,0,0,33.33,44.44,1,0
422,,Johnbosco Samuel Kalu,0,0,0,0,0,0
423,,Anomnachi Chinasa Chidi,0,0,0,0,0,1
424,,Noah Astrand John,0,0,100,60,0,1
425,,Elias Durmaz,0,0,50,40,0,0.5
426,,Villiam Dahlström,0,0,0,33.33,0,0.5
427,,Rony Jansson,0.25,0,0,33.33,0.25,0.75
428,,Elias Olsson,0,0,63.64,57.14,0.25,0.13
429,,Emil Özkan,0,0,0,47.06,0.33,0.22
430,,Fredrik Andersson,0,0,100,66.67,0.13,0
431,,Adnan Marić,0,0,0,33.33,0,0.5
432,,Maxime Anne Marie Sainte,0.37,0,0,28.24,0.26,1.21
433,,Love Bjornson,0,0,100,57.14,0.67,0.33
434,,Carl Ljungberg,0,0,0,50,2,1
435,,Jesper Dickman,0,0,0,37.5,0.67,0
436,,Jamie Bichis,0,0,100,30.77,0.5,0.5
437,,Jon Birkfeldt,0.25,0,66.67,57.14,0,0.5
438,,Leo Frigell Jansson,0.27,0,22.22,28.13,0.27,0.73
439,,Pierre Bengtsson,0,0,0,25,0,0
440,,Monir Jelassi,0,0,33.33,50,0.75,0.38
441,,Måns Andersson,0,0,0,50,0,0
442,,Óli Valur Ómarsson,0,0,0,28.57,0.5,0
443,,Agon Mucolli,0,0,0,24.14,0.17,0.83
444,,Rami Kaib,0,0,25,27.27,0.4,0.4
445,,Kojo Peprah,0,0,0,0,0,1
446,,Oscar Linnér,0,0,0,100,0.33,0
447,,Sigge Jansson,0,0,50,20,0,0.5
448,,Elison Makolli,0,0,0,0,0,0
449,,Felix Eriksson,0,0,0,0,0,0
450,,Fritiof Hellichius,0,0,100,100,0,0
451,,Pontus Carlsson,0,0,0,0,0,1
452,,Melvin Sjöland,0,0,0,0,0,0
453,,William Andersson,0,0,0,0,0,0
454,,Leo Jonsson,0,0,0,50,1,0
455,,Didace Burubwa,0,0,0,0,0,0
