#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
280,,Laurin Vogele,0,0,0,0,0,0
281,,Jose Aguilar Martinez,0,0,0,0,0,0
282,,François Moubandje,0,0,0,0,1.25,0.5
283,,Fabrizio Cavegn,0,0,0,0,0.25,0
284,,Carmine Chiappetta,0,0,0,0,1.33,0
285,,Abdel Rachid Zagré,0,0,0,0,0.67,0
286,,Varol Tasar,0,0,0,0,0,0.33
287,,Daniel Afriyie,0,0,0,0,0,0
288,,Alexandros Safarikas,2.33,0,0.5,0,2.17,0.33
289,,Teruki Hara,0,0,0,0,1.25,0.08
290,,Jozef Pukaj,2,0,0.17,0,1.83,0
291,,Adriano Onyegbule,0,0,0,0,2,0
292,,Florian Hoxha,0,0,0,0,0.5,0
293,,Ivan Santini,0,0,0,0,0.27,0
294,,Hugo Vogel,0,0,0,0,1.67,0.33
295,,Ruben Dantas,0,0,0,0,1,0
296,,Marvin Akahomen,0,0,0,0,2.5,0.5
297,,Ramon Guzzo,0,0,0,0,0,0
298,,Alessandro Casciato,0,0,0,0,0,0
299,,Gilles Richard,0,0,0,0,0,0
300,,Johann Angstmann,0,0,0,0,0,0
301,,Noah Blasucci,0,0,0,0,0,0
