#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
237,,David Heidenreich,0,0.15,0,0,1.15,0.3
238,,Vasil Kušej,0,0.06,0,0,0.56,0.19
239,,Adam Jánoš,0,0.03,0,0,0.77,0.13
240,,Róbert Matejov,0,0,0,0,1.17,0.25
241,,Lukáš Endl,0,0.1,0,0,1.55,0.35
242,,Vlasiy Sinyavskiy,0,0.15,0,0,0.5,0.08
243,,Martin Chlumecky,0,0.21,0,0,1.33,0.17
244,,Eldar Šehić,0,0.13,0,0,0.67,0.08
245,,Merchas Doski,0,0.04,0,0,0.65,0.15
246,,Laco Takacs,0,0.2,0,0,0.6,0.2
247,,Martin Berkovec,3.06,0.13,0.13,0,1.53,0.28
248,,Jan Vodhanel,0,0,0,0,0.48,0.09
249,,Jan Kopic,0,0,0,0,0.95,0.1
250,,David Šimek,0,0.21,0,0,1.25,0.14
251,,Vojtěch Sychra,0,0,0,0,0.76,0.17
252,,Adam Karabec,0,0,0,0,0.43,0.09
253,,Ladislav Krobot,0,0,0,0,0.36,0.05
254,,Filip Kaša,0,0.15,0,0,1.15,0.08
255,,Vlastimil Danicek,0,0.33,0,0,0.9,0.17
256,,Jakub Jankto,0,0,0,0,0.47,0.07
257,,Petr Jaroň,0,0,0,0,0.43,0.04
258,,Jan Vondra,0,0.29,0,0,1.06,0.12
259,,Matěj Koubek,0,0,0,0,0.7,0.03
260,,Tomas Vondrasek,0,0.11,0,0,1.26,0.26
261,,Petr Kurka,0,0,0,0,0.67,0
262,,Kristi Qose,0,0,0,0,0,0
263,,Vukadin Vukadinović,0,0,0,0,0.84,0.1
264,,Imad Rondić,0,0,0,0,0.86,0.21
265,,Jan Král,0,0.11,0,0,1.47,0.42
266,,Bartosz Pikul,0,0,0,0,0.56,0.06
267,,Roman Potočný,0,0,0,0,1.03,0.17
268,,Lukas Bartosak,0,0.04,0,0,0.92,0.12
269,,Daniel Tetour,0,0.1,0,0,1.1,0.2
270,,Aleš Mandous,1.3,0.4,0.1,0,0.5,0.4
271,,Jan Mikula,0,0.26,0,0,0.95,0.37
272,,Jan Shejbal,0,0,0,0,0.38,0.38
273,,Denis Darmovzal,0,0.12,0,0,0.65,0
274,,Josef Jindrisek,0,0.24,0,0,1.32,0.24
275,,Jan Hellebrand,0,0,0,0,0.43,0
276,,Babacar Sy,0,0,0,0,0.9,0.1
277,,Filip Vecheta,0,0.07,0,0,0.37,0
278,,Krystof Daněk,0,0.07,0,0,0.41,0.07
279,,Dele Israel,0,0,0,0,1,0
280,,Michal Sáček,0,0,0,0,0,0
281,,Michal Škoda,0,0,0,0,0.86,0.09
282,,Tomáš Hübschman,0,0.04,0,0,1.44,0.24
283,,Patrik Čavoš,0,0.04,0,0,1.25,0.07
284,,Jiri Boula,0,0.06,0,0,0.71,0.06
285,,Abubakar Ghali,0,0,0,0,0.75,0.06
286,,Martin Polaček,2.67,0.33,0,0,1.5,0.17
287,,Jan Mejdr,0,0.15,0,0,0.38,0.19
288,,David Pech,0,0.17,0,0,1.04,0.04
289,,Michal Fukala,0,0.11,0,0,0.47,0.21
290,,Antonin Fantis,0,0,0,0,0.8,0.25
291,,Jiří Skalák,0,0,0,0,0.86,0
292,,Fortune Akpan Bassey,0,0,0,0,0.08,0
293,,Kamil Vacek,0,0.07,0,0,1.13,0.13
294,,David Vaněček,0,0,0,0,0,0.13
295,,David Stepanek,0,0.07,0,0,0.71,0.29
296,,Michal Leibl,0,0.13,0,0,1,0.07
297,,Matěj Helešic,0,0,0,0,1.32,0.25
298,,Jakub Klíma,0,0.26,0,0,1.23,0.06
299,,Jan Hlavica,0,0.08,0,0,0.83,0.25
300,,Jakub Janetzky,0,0.15,0,0,1.15,0.15
301,,Matyáš Kozák,0,0,0,0,0.35,0.13
302,,Jan Fortelný,0,0,0,0,0.57,0.14
303,,Daniel Souček,0,0.08,0,0,1.33,0.25
304,,Jan Hladík,0,0.03,0,0,0.71,0.23
305,,Antonín Křapka,0,0.24,0,0,1.28,0.31
306,,Marek Hlinka,0,0.05,0,0,1.59,0.18
307,,Ubong Ekpai,0,0,0,0,0.58,0.08
308,,Tadeas Vachousek,0,0,0,0,0.88,0.13
309,,Mohamed Tijani,0,0.12,0,0,1.12,0.24
310,,Samuel Dancak,0,0.09,0,0,0.77,0
311,,Jakub Matoušek,0,0,0,0,0.07,0.14
312,,David Huf,0,0,0,0,0.13,0
313,,Jakub Urbanec,0,0.04,0,0,1.39,0.11
314,,Emil Tischler,0,0,0,0,0.55,0.15
315,,Joshua Akpudje,0,0.21,0,0,1.43,0.29
316,,Filip Mucha,3,0.13,0.07,0,1.6,0.33
317,,Václav Procházka,0,0.15,0,0,1.37,0.26
318,,Ivan Varfolomieiev,0,0,0,0,0.57,0.14
319,,Gigli Ndefe,0,0.14,0,0,1.32,0.09
320,,Daniel Holzer,0,0,0,0,0.88,0.16
321,,Robert Mišković,0,0.05,0,0,0.5,0.09
322,,Patrik Žitný,0,0,0,0,0.4,0.13
323,,Michal Kohút,0,0,0,0,0.76,0.18
324,,Martin Novy,0,0,0,0,0.33,0
325,,Dāvis Ikaunieks,0,0,0,0,0.5,0.15
326,,Patrik Šimko,0,0.14,0,0,0.64,0.21
327,,Denis Granečný,0,0.07,0,0,1.5,0.18
328,,Filip Blecha,0,0,0,0,0.5,0.05
329,,Daniel Smekal,0,0,0,0,0.33,0.11
330,,Matej Sin,0,0,0,0,0.91,0
331,,Michal Beran,0,0.04,0,0,0.88,0.08
332,,Pech Dominik,0,0,0,0,0,0
333,,Vlastimil Hruby,2,0,0,0,0,1
334,,Libor Bobcik,0,0,0,0,2,0
335,,Adam Goljan,0,0,0,0,0,0
336,,Adam Hloušek,0,0,0,0,0,0
337,,Martin Košťál,0,0,0,0,0,0
338,,Daniel Šmiga,0,0,0,0,0.5,0.5
339,,David Krch,0,0,0,0,0.5,0
340,,Tomáš Polyak,0,0,0,0,0.14,0
341,,Samuel Šimek,0,0,0,0,0.14,0.14
342,,Pavel Dvorak,0,0,0,0,0.06,0
343,,Martin Sladký,0,0.14,0,0,1.32,0.18
344,,Denis Donát,0,0.1,0,0,0.5,0.1
345,,Lukáš Greššák,0,0,0,0,0.63,0.11
346,,Vojtech Stransky,0,0,0,0,0.53,0
347,,Tomas Grigar,2.84,0.11,0.26,0.05,1.89,0.11
348,,Ondřej Šašinka,0,0.05,0,0,0.16,0.16
349,,Lukáš Juliš,0,0,0,0,0.25,0
350,,Ibrahim Traoré,0,0,0,0,0.58,0.25
351,,Ondrej Pachlopnik,0,0,0,0,0.71,0.07
352,,Stepan Harazim,0,0.11,0,0,0.89,0
353,,Jakub Kucera,0,0.19,0,0,1.07,0.11
354,,Rudolf Reiter,0,0.1,0,0,0.95,0.05
355,,Tomáš Zajíc,0,0,0,0,1,0.1
356,,Alois Hycka,0,0,0,0,1.32,0.18
357,,Patrik Brandner,0,0,0,0,0.39,0.11
358,,Tomáš Zahradníček,0,0,0,0,1.17,0.33
359,,Vojtech Patrak,0,0,0,0,0.33,0
360,,Denis Kramář,0,0,0,0,0.14,0.14
361,,Hugo Jan Bačkovský,2.22,0.33,0.22,0,1.78,0.22
362,,Daniel Hais,0,0,0,0,0.38,0
363,,Jakub Šiman,3,0,0.5,0,2,0.5
364,,Nicolas Penner,0,0,0,0,0.61,0.06
365,,Petr Pudhorocký,0,0.08,0,0,0.67,0
366,,David Broukal,0,0.05,0,0,0.9,0.05
367,,Tomáš Solil,0,0,0,0,1.57,0.43
368,,Ondrej Coudek,0,0,0,0,2,0.14
369,,Matěj Hrabina,0,0.13,0,0,1.37,0.3
370,,Matej Mršić,0,0,0,0,0.88,0
371,,Yira Collins Sor,0,0,0,0,0,0.33
372,,Viktor Budinský,4.33,0,0,0,3.33,0.33
373,,Patrik Vízek,2.33,0.33,0,0,1.67,0.33
374,,Roman Čerepkai,0,0,0,0,1,0
375,,Jakub Grič,0,0.09,0,0,1.36,0.09
376,,Quadri Adebayo Adediran,0,0,0,0,1.08,0.23
377,,Daniel Köstl,0,0.24,0,0,1.15,0.27
378,,Dominik Plestil,0,0,0,0,1.13,0.25
379,,Kamso Mara,0,0,0,0,0.8,0
380,,Josef Koželuh,0,0,0,0,1.13,0.25
381,,Jáchym Šíp,0,0,0,0,0,0.14
382,,Dominik Kostka,0,0.04,0,0,1.35,0.15
383,,Lukáš Rogožan,0,0,0,0,0.31,0.08
384,,Michal Černák,0,0,0,0,0.68,0.18
385,,Jan Sterba,0,0,0,0,1.71,0.29
386,,Jakub Kristan,0,0,0,0,2,0.38
387,,Adam Kadlec,0,0.13,0,0,1.38,0.13
388,,Karol Mészáros,0,0,0,0,0.8,0
389,,Leandro Jabá,0,0,0,0,0.53,0.12
390,,Filip Novotny,0,0,0,0,0.83,0.06
391,,Jakub Prichystal,0,0,0,0,1.09,0.09
392,,Patrik Mekota,0,0,0,0,1,0
393,,Oliver Velich,0,0,0,0,0,0
394,,Vojtěch Hora,0,0,0,0,0,0
395,,Daniel Kaštánek,0,0,0,0,0,0
396,,Ondrej Lehoczki,0,0,0,0,0.5,0
397,,Jakub Švec,0,0,0,0,1.25,0
398,,Martin Toml,0,0,0,0,2.6,0.4
399,,Tomas Zlatohlavek,0,0,0,0,0,0.2
400,,Ondrej Kricfalusi,0,0,0,0,0.17,0
401,,Marek Červenka,0,0,0,0,1,0
402,,Lukáš Čmelík,0,0,0,0,1.17,0.08
403,,Lukas Masek,0,0,0,0,0.56,0.06
404,,Lukáš Skovajsa,0,0.06,0,0,1.29,0.18
405,,Ondřej Petrák,0,0.17,0,0,1.08,0.17
406,,Jakub Necas,0,0,0,0,0.56,0.06
407,,Pavel Juroska,0,0,0,0,0.46,0.08
408,,Branislav Sluka,0,0,0,0,1.29,0
409,,Jan Silný,0,0,0,0,0.94,0
410,,Radim Řezník,0,0,0,0,1,0
411,,Ladislav Muzik,0,0,0,0,0.44,0.07
412,,Ladislav Kodad,0,0,0,0,1,0.19
413,,Matej Radosta,0,0,0,0,0.91,0.09
414,,Jakub Matoušek,0,0,0,0,0.59,0.06
415,,Nana Akosah-Bempah,0,0,0,0,2,0
416,,Jan Morávek,0,0,0,0,0.6,0.2
417,,Ondřej Chvěja,0,0,0,0,1,0
418,,Martin Fillo,0,0,0,0,0.95,0.15
419,,Tomáš Necid,0,0,0,0,0.13,0
420,,David Bartek,0,0,0,0,0.33,0.17
421,,Marek Beranek,0,0,0,0,0,0
422,,Libor Bastl,0,0,0,0,1,0
423,,Tomáš Schánělec,0,0,0,0,0,0
424,,Lukáš Hrdlička,0,0,0,0,0.5,0
425,,Rene Dedic,0,0,0,0,0,0
426,,Martin Kudela,0,0,0,0,0.67,0
427,,Tadeas Stoppen,1.33,0.33,0,0,1.33,0.33
428,,Vojtěch Novák,0,0,0,0,0.6,0
429,,Daniel Krch,0,0,0,0,0.88,0.13
430,,Antonin Vanicek,0,0,0,0,0.2,0
431,,Bernardo Costa Da Rosa,0,0,0,0,1.22,0.11
432,,Adam Čičovský,0,0,0,0,0.8,0
433,,Tomáš Koukola,0,0,0,0,0.75,0
434,,Josef Divisek,0,0.08,0,0,0.54,0.23
435,,Mohamed Yasser,0,0,0,0,0.56,0
436,,Dimitrije Kamenović,0,0,0,0,0,0
437,,Denis Kaulfus,0,0,0,0,1,0
438,,David Tkáč,0,0,0,0,0.25,0
439,,Soufiane Dramé,0,0,0,0,1.13,0.13
440,,Lukáš Budinský,0,0,0,0,1,0
441,,Dominik Holan,0,0,0,0,1,0
442,,Vaclav Svoboda,0,0,0,0,1.5,0.5
443,,Jonáš Vais,0,0,0,0,0.5,0
444,,Martin Hlavac,0,0,0,0,0.33,0
445,,Jan Jeřábek,0,0,0,0,0,0
446,,Petr Rybicka,0,0,0,0,0.29,0
447,,Tomáš Malinský,0,0,0,0,0.25,0
448,,Michal Surzyn,0,0,0,0,0.96,0.13
449,,Zdenek Riha,0,0,0,0,2,0
450,,Dominik Prochazka,0,0,0,0,0.5,0
451,,Colet Kapanga,0,0,0,0,0.5,0
452,,Jakub Surovčík,2.33,0,0,0,2,1
453,,Ishaku Konda,0,0,0,0,1,0
454,,Jan Halász,0,0,0,0,5,0
455,,Jiri Borek,1,0,0,0,0,0
456,,Ondřej Čelůstka,0,0,0,0,0,0
457,,Adam Kronus,0,0,0,0,0,0
458,,Ibrahima Sarr,0,0,0,0,0,0
459,,Matous Nikl,0,0,0,0,0,0
460,,Jakub Emmer,0,0,0,0,0,1
461,,David Jambor,0,0,0,0,0,0
462,,Václav Kadlec,0,0,0,0,0,0
463,,Vojtech Baloun,0,0,0,0,0,0
