#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
374,,Roman Čerepkai,0.25,0,0,0,0,0.75
375,,Jakub Grič,1,0.18,0,1,0,0.27
376,,Quadri Adebayo Adediran,0.15,0.15,0,0.38,0,0
377,,Daniel Köstl,0.97,1,0.06,2.64,0,0.36
378,,Dominik Plestil,0.38,0.38,0,0.13,0,0.13
379,,Kamso Mara,0.4,0.8,0,0.4,0,0
380,,Josef Koželuh,1.75,0.5,0,1.25,0,0.38
381,,Jáchym Šíp,0.29,0.29,0,0,0,0
382,,Dominik Kostka,1.31,0.65,0.04,1.08,0,0.35
383,,Lukáš Rogožan,0.31,0.23,0,0.08,0,0
384,,Michal Černák,0.41,0.14,0,0.27,0,0.14
385,,Jan Sterba,1.14,0.14,0,2,0,0
386,,Jakub Kristan,0.38,0.25,0,0.38,0,0.13
387,,Adam Kadlec,0.5,2.13,0,2.88,0,0.25
388,,Karol Mészáros,0.67,0.27,0,0.47,0,0.13
389,,Leandro Jabá,0.47,0.18,0,0.29,0,0.12
390,,Filip Novotny,1.39,0.44,0.11,0.78,0,0.06
391,,Jakub Prichystal,0.18,0.09,0,0.36,0,0
392,,Patrik Mekota,3,1,1,0,0,0
393,,Oliver Velich,0,0,0,0,0,0
394,,Vojtěch Hora,0,0,0,0,0,0
395,,Daniel Kaštánek,0,0.5,0,0,0,0.5
396,,Ondrej Lehoczki,0,0,0,0,0,0
397,,Jakub Švec,0.5,0,0,0,0,0.5
398,,Martin Toml,0.4,1.2,0,3.8,0,0
399,,Tomas Zlatohlavek,0.2,0,0,0.4,0,0
400,,Ondrej Kricfalusi,0.17,0,0,0.33,0,0.17
401,,Marek Červenka,0,0,0,0,0,0
402,,Lukáš Čmelík,0.54,0.29,0,0.42,0,0.29
403,,Lukas Masek,0.11,0,0,0.11,0,0.11
404,,Lukáš Skovajsa,1.24,0.76,0,1.06,0,0.35
405,,Ondřej Petrák,0.75,1.08,0,1.5,0,0.42
406,,Jakub Necas,0.5,0.44,0,0.56,0,0.06
407,,Pavel Juroska,0,0.15,0,0.23,0,0
408,,Branislav Sluka,0.57,0.86,0,0.29,0,0.43
409,,Jan Silný,0.31,0.13,0.06,0.06,0,0.06
410,,Radim Řezník,0.6,0.4,0,0.8,0,0.4
411,,Ladislav Muzik,0.07,0,0,0.04,0,0.04
412,,Ladislav Kodad,0.43,0.33,0,0.62,0,0.14
