#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
414,,Jakub Matoušek,0,0,4.59,71.79,1.88,100
415,,Nana Akosah-Bempah,0,0,3.75,66.67,1.25,0
416,,Jan Morávek,0,0,4.6,56.52,0.8,50
417,,Ondřej Chvěja,0,0,7,78.57,1,0
418,,Martin Fillo,0,0,14.1,68.09,4.05,25
419,,Tomáš Necid,0,0,2.5,55,0.75,0
420,,David Bartek,0,0,5.83,65.71,2.33,0
421,,Marek Beranek,0,0,1,100,0,0
422,,Libor Bastl,0,0,4,25,0,0
423,,Tomáš Schánělec,0,0,0,0,0,0
424,,Lukáš Hrdlička,0,0,2.5,40,0.5,0
425,,Rene Dedic,0,0,2.33,28.57,0,0
426,,Martin Kudela,0,0,6.67,80,1.33,0
427,,Tadeas Stoppen,0,0,30,44.44,1,26.87
428,,Vojtěch Novák,0,0,2.4,41.67,0.6,0
429,,Daniel Krch,0,0,8.38,65.67,1.75,44.44
430,,Antonin Vanicek,0,0,3.6,55.56,1.2,33.33
431,,Bernardo Costa Da Rosa,0,0,13.78,64.52,3.11,33.33
432,,Adam Čičovský,0,0,12,71.67,4.4,33.33
433,,Tomáš Koukola,0,0,5.13,70.73,0.38,33.33
434,,Josef Divisek,0,0,16.15,62.86,2.77,30
435,,Mohamed Yasser,0.11,0.11,9.11,52.44,2.11,0
436,,Dimitrije Kamenović,0.5,0,7,42.86,0,0
437,,Denis Kaulfus,0,0,5.5,90.91,2,0
438,,David Tkáč,0,0,6.25,88,2.25,100
439,,Soufiane Dramé,0,0,11.13,72.46,1.47,39.29
440,,Lukáš Budinský,0,0,5,100,2,0
441,,Dominik Holan,0,0,5,60,1,33.33
442,,Vaclav Svoboda,0,0,36,63.89,6.5,35.29
443,,Jonáš Vais,0,0,1.5,33.33,0,0
444,,Martin Hlavac,0,0,1.33,75,0.67,0
445,,Jan Jeřábek,0,0,5.5,50,1,33.33
446,,Petr Rybicka,0,0,4.71,60.61,1,33.33
447,,Tomáš Malinský,0,0,2.88,52.17,0.5,40
448,,Michal Surzyn,0,0,16.22,70.24,2.57,19.3
449,,Zdenek Riha,0,0,12,66.67,0,0
450,,Dominik Prochazka,0,0,2.25,88.89,0.25,0
451,,Colet Kapanga,0,0,3.5,71.43,0.5,0
452,,Jakub Surovčík,0,0,25,70.67,0.33,26.67
453,,Ishaku Konda,0,0,18,94.44,0,0
454,,Jan Halász,0,0,9,44.44,1,0
455,,Jiri Borek,0,0,2,50,0,0
456,,Ondřej Čelůstka,0,0,0,0,0,0
457,,Adam Kronus,0,0,3,0,0,0
458,,Ibrahima Sarr,0,0,2,0,0,0
459,,Matous Nikl,0,0,3,33.33,1,0
460,,Jakub Emmer,0,0,3,66.67,0,0
461,,David Jambor,0,0,2,50,0,0
462,,Václav Kadlec,0,0,0,0,0,0
463,,Vojtech Baloun,0,0,1,50,0,0
