#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
424,,Lukáš Hrdlička,0,0,100,50,0,0.5
425,,Rene Dedic,0.33,0,60,40,0.33,1.33
426,,Martin Kudela,0.33,0,100,28.57,0,1.33
427,,Tadeas Stoppen,0.33,0,0,100,0.33,0
428,,Vojtěch Novák,0,0,100,100,0,0
429,,Daniel Krch,0,0,0,50,0,0.13
430,,Antonin Vanicek,0.4,0,0,28.57,0.4,0.6
431,,Bernardo Costa Da Rosa,0,0.11,33.33,55,0.11,0.22
432,,Adam Čičovský,0,0,0,40,0.4,0.4
433,,Tomáš Koukola,0,0,0,40,0,0.25
434,,Josef Divisek,0.08,0.08,50,40,0.15,0.31
435,,Mohamed Yasser,0.11,0.11,44,36.21,0.67,1
436,,Dimitrije Kamenović,0,0,0,0,0,0.5
437,,Denis Kaulfus,0,0,0,25,0.5,0.5
438,,David Tkáč,0,0,0,27.27,0.5,0.5
439,,Soufiane Dramé,0.2,0,53.85,40.98,0.13,1.13
440,,Lukáš Budinský,0,0,0,0,0,0
441,,Dominik Holan,1,0,0,0,0,0
442,,Vaclav Svoboda,0.5,0,66.67,50,1,1
443,,Jonáš Vais,0,0,0,0,0,0
444,,Martin Hlavac,0,0,0,33.33,0,0.33
445,,Jan Jeřábek,0.25,0,50,28.57,0.25,0.75
446,,Petr Rybicka,0.14,0.14,0,28.57,0.71,0.86
447,,Tomáš Malinský,0,0.13,0,50,0.38,0.5
448,,Michal Surzyn,0.13,0.04,63.64,51.92,0.35,0.43
449,,Zdenek Riha,0,0,33.33,33.33,0,1
450,,Dominik Prochazka,0,0,33.33,16.67,0.25,0.75
451,,Colet Kapanga,0,0,0,25,0.5,0.5
452,,Jakub Surovčík,0,0,0,50,0.33,0
453,,Ishaku Konda,1,0,0,20,0,2
454,,Jan Halász,0,0,100,50,0,0
455,,Jiri Borek,0,1,0,0,0,1
456,,Ondřej Čelůstka,0,0,0,100,0,0
457,,Adam Kronus,0,0,0,0,0,0
458,,Ibrahima Sarr,0,0,0,0,0,0
459,,Matous Nikl,0,0,0,100,0,0
460,,Jakub Emmer,0,0,0,0,0,0
461,,David Jambor,0,0,0,0,0,0
462,,Václav Kadlec,0.5,0,0,0,0,0.5
463,,Vojtech Baloun,0,0,0,0,0,0
