#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
347,,Tomas Grigar,0.16,0.05,100,72.73,0.32,0.05
348,,Ondřej Šašinka,0,0,51.35,45.78,0.79,0.68
349,,Lukáš Juliš,0,0,25,33.33,0.25,0.13
350,,Ibrahim Traoré,0.17,0,33.33,42.86,0.67,0.83
351,,Ondrej Pachlopnik,0.14,0,44.44,38.64,0.64,0.57
352,,Stepan Harazim,0.39,0,31.58,35.87,0.33,1.28
353,,Jakub Kucera,0.19,0.04,47.37,50.78,1.56,1.48
354,,Rudolf Reiter,0.1,0,26.67,47.37,0.7,0.65
355,,Tomáš Zajíc,0.1,0,31.25,34.18,0.71,0.62
356,,Alois Hycka,0.11,0,46.67,50,0.82,0.96
357,,Patrik Brandner,0.17,0,12.5,31.91,0.67,0.39
358,,Tomáš Zahradníček,0,0,33.33,41.67,0.5,0.17
359,,Vojtech Patrak,0,0,57.14,45,0.44,0.39
360,,Denis Kramář,0.14,0,0,34.78,0.57,1.14
361,,Hugo Jan Bačkovský,0.11,0,50,50,0.22,0.11
362,,Daniel Hais,0.13,0,44.44,27.66,0.25,1.13
363,,Jakub Šiman,0,0,100,100,0,0
364,,Nicolas Penner,0.11,0.06,28.57,52.83,0.61,0.5
365,,Petr Pudhorocký,0.17,0,0,36.36,0.75,0.83
366,,David Broukal,0.05,0.05,53.57,42.11,0.14,0.48
367,,Tomáš Solil,0.14,0,0,43.59,1.14,1.71
368,,Ondrej Coudek,0.43,0,64.71,50,0.57,2
369,,Matěj Hrabina,0.13,0,39.53,49.29,0.5,0.7
370,,Matej Mršić,0,0,0,47.83,0.75,0.13
371,,Yira Collins Sor,0,0,0,0,0,0.67
372,,Viktor Budinský,0,0,0,0,0,0
373,,Patrik Vízek,0,0,0,100,0,0
374,,Roman Čerepkai,0,0,57.14,31.25,0,0.5
375,,Jakub Grič,0.18,0,75,50,0.36,1.09
376,,Quadri Adebayo Adediran,0.08,0.08,47.62,34.57,0.38,1.77
377,,Daniel Köstl,0.15,0.03,54.69,43.69,0.42,1.27
378,,Dominik Plestil,0,0,50,52.17,0.63,0.5
379,,Kamso Mara,0.2,0,0,53.85,0.6,0.6
380,,Josef Koželuh,0,0,71.43,61.36,0.88,0.88
381,,Jáchym Šíp,0,0,0,50,0.43,0.14
382,,Dominik Kostka,0.12,0,41.67,43.17,0.31,1.27
383,,Lukáš Rogožan,0.08,0,40,33.33,0.15,0.62
384,,Michal Černák,0,0,36.36,45.65,1,0.73
385,,Jan Sterba,0.14,0,44.44,58.33,0.43,0.71
386,,Jakub Kristan,0.13,0,50,52.63,0.25,0.38
387,,Adam Kadlec,0.13,0.13,66.67,56.41,1.13,1
388,,Karol Mészáros,0.13,0,50,53.49,0.4,0.6
389,,Leandro Jabá,0.06,0,11.11,30.43,0.24,0.53
390,,Filip Novotny,0.11,0.06,33.33,55.84,0.72,0.78
391,,Jakub Prichystal,0.09,0,36.36,33.33,0.45,0.55
392,,Patrik Mekota,0,0,0,60,0,1
393,,Oliver Velich,0,0,0,100,1,0
394,,Vojtěch Hora,0,0,0,0,0,0
395,,Daniel Kaštánek,0,0,0,0,0,0
396,,Ondrej Lehoczki,0,0,0,0,0,0
397,,Jakub Švec,0,0,0,27.27,0.25,0.5
398,,Martin Toml,0.2,0,75,60,0.4,0.6
399,,Tomas Zlatohlavek,0.2,0,0,60,0.4,0.2
400,,Ondrej Kricfalusi,0,0,50,25,0,0.5
401,,Marek Červenka,0.25,0,100,53.33,0.88,0.5
