#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
228,,Jan Knapík,0.05,0,33.33,0.4,0.05,0
229,,Dominik Mares,0.08,0,40,0.69,0,0
230,,Filip Žák,0.23,0.03,40,0.73,0,0
231,,Pavel Zifcak,0.14,0.04,0,0.68,0.04,0
232,,Martin Hála,0.08,0.12,56.25,0.8,0,0
233,,Jan Kalabiška,0.13,0.1,63.64,0.9,0.03,0
234,,Ondřej Mihálik,0.13,0.2,50,1.3,0.07,0
235,,David Buchta,0.04,0.04,60,0.74,0,0
236,,Martin Dostal,0.03,0,38.46,0.25,0,0
237,,David Heidenreich,0,0,50,0.4,0,0
238,,Vasil Kušej,0.25,0.38,40,2.13,0,0
239,,Adam Jánoš,0.1,0,50,1.26,0,0
240,,Róbert Matejov,0.08,0,50,0.33,0,0
241,,Lukáš Endl,0,0.05,92.31,0.5,0,0
242,,Vlasiy Sinyavskiy,0.08,0.04,44,0.42,0,0
243,,Martin Chlumecky,0.04,0,75,0.54,0,0
244,,Eldar Šehić,0,0.04,50,0.42,0,0
245,,Merchas Doski,0.12,0,45.45,0.5,0,0
246,,Laco Takacs,0,0,0,0.4,0,0
247,,Martin Berkovec,0,0,0,0,0,0
248,,Jan Vodhanel,0.17,0,30.77,0.83,0,0
249,,Jan Kopic,0.14,0,47.06,1.33,0.05,0
250,,David Šimek,0.07,0.04,66.67,0.96,0.07,0
251,,Vojtěch Sychra,0.1,0.03,40,0.48,0,0
252,,Adam Karabec,0.09,0.04,55,0.57,0,0
253,,Ladislav Krobot,0.18,0.05,0,0.95,0.09,0
254,,Filip Kaša,0,0,0,0.85,0,0
255,,Vlastimil Danicek,0.1,0.1,54.55,0.9,0,0
256,,Jakub Jankto,0.07,0,27.27,1.07,0,0
257,,Petr Jaroň,0.04,0.04,50,0.52,0,0
258,,Jan Vondra,0,0,100,0.47,0,0
259,,Matěj Koubek,0.13,0.13,0,1.03,0.07,0
260,,Tomas Vondrasek,0.05,0,33.33,0.42,0,0
261,,Petr Kurka,0,0,0,0,0,0
262,,Kristi Qose,0,0,0,1,0,0
263,,Vukadin Vukadinović,0.06,0.03,30,0.74,0,0
264,,Imad Rondić,0.14,0.07,64.29,0.79,0,0
265,,Jan Král,0.05,0,62.5,0.42,0.05,0
266,,Bartosz Pikul,0.06,0,40,1.25,0,0
267,,Roman Potočný,0.07,0,50,0.97,0,0
268,,Lukas Bartosak,0.08,0,40,0.44,0,2
269,,Daniel Tetour,0.2,0,0,0.9,0,0
270,,Aleš Mandous,0,0,0,0,0,0
271,,Jan Mikula,0.05,0,57.14,0.68,0,0
272,,Jan Shejbal,0,0,50,0.25,0,0
273,,Denis Darmovzal,0,0,62.5,0.76,0,0
274,,Josef Jindrisek,0.03,0,50,0.59,0,0
275,,Jan Hellebrand,0,0,0,0,0,0
276,,Babacar Sy,0.1,0,50,0.8,0,0
277,,Filip Vecheta,0.11,0.07,33.33,0.74,0.11,0
278,,Krystof Daněk,0.07,0,20.69,0.85,0,0
279,,Dele Israel,0.2,0,62.5,0.8,0,0
280,,Michal Sáček,0,0,0,0.8,0,0
281,,Michal Škoda,0.09,0.05,45.45,0.95,0.05,0
282,,Tomáš Hübschman,0.04,0.04,33.33,0.32,0,0
283,,Patrik Čavoš,0.04,0,75,0.61,0,0
284,,Jiri Boula,0.06,0,33.33,0.59,0,0
285,,Abubakar Ghali,0,0.06,57.14,0.44,0,0
286,,Martin Polaček,0,0,0,0,0,0
287,,Jan Mejdr,0,0,14.29,0.35,0,0
288,,David Pech,0.04,0,43.75,0.96,0,0
289,,Michal Fukala,0,0,33.33,0.16,0,0
