Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
António Silva,0.1,0.1,60.0,0.6,0.07,0.0,1.9,1.27,0.03,2.9,0.03,0.57,0.0,0.0,64.13,91.53,6.27,59.8,0.0,0.53,0.0,0.0,0.53,0.07,0.17,0.0,61.33,56.67,0.33,1.27,30,1,2,Liga Portugal,2
Matouš Trmal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.17,0.0,0.0,25.83,71.61,0.5,34.33,3.5,0.33,0.17,0.0,0.83,0.0,0.0,0.0,100.0,66.67,0.0,0.0,6,2,1,Liga Portugal,2
Bruno Xadas,0.09,0.03,55.32,2.34,0.0,0.0,0.88,0.41,0.0,0.44,0.0,1.0,0.44,0.19,28.72,81.28,9.47,56.88,0.0,0.03,0.0,0.0,1.16,0.13,0.13,0.0,58.33,41.62,0.5,1.03,32,2,3,Liga Portugal,2
Iván Marcano,0.16,0.04,60.0,0.6,0.12,0.0,0.72,1.08,0.0,2.56,0.0,0.4,0.04,0.0,62.76,89.93,4.16,65.73,0.0,0.52,0.0,0.0,0.52,0.08,0.36,0.04,67.39,56.6,0.28,1.04,25,3,2,Liga Portugal,2
Yanis Hamache,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.5,0.0,3.5,0.0,1.0,0.0,0.5,38.5,75.32,7.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,33.33,37.5,1.0,1.5,2,1,3,Liga Portugal,2
Gonçalo Ramos,0.63,0.73,48.72,3.27,0.1,0.0,0.67,0.1,0.0,1.2,0.0,0.47,0.13,0.07,14.7,72.56,4.63,66.67,0.0,0.1,0.0,0.0,0.47,0.03,0.07,0.03,49.24,45.94,1.43,1.67,30,1,4,Liga Portugal,2
Stanislav Kritsyuk,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,1.27,0.0,0.0,0.0,0.0,28.64,80.32,0.73,54.89,3.64,0.09,0.09,0.0,1.36,0.0,0.18,0.0,80.0,87.5,0.18,0.0,11,3,1,Liga Portugal,2
Bruma,0.25,0.19,57.14,1.88,0.0,0.0,1.44,0.5,0.0,0.38,0.0,0.63,0.25,0.38,27.31,80.32,11.63,65.0,0.0,0.0,0.0,0.0,0.56,0.0,0.19,0.0,14.29,50.67,0.75,0.56,16,2,3,Liga Portugal,2
Marcus Edwards,0.21,0.18,51.11,1.58,0.03,0.0,0.42,0.15,0.0,0.06,0.0,0.73,0.45,0.15,25.91,81.99,12.03,83.33,0.0,0.06,0.0,0.0,0.58,0.06,0.12,0.0,11.76,45.89,1.48,0.45,33,2,4,Liga Portugal,2
Mateus Uribe,0.13,0.13,71.43,1.0,0.0,0.0,2.35,1.65,0.03,1.29,0.0,1.16,0.06,0.0,54.84,85.35,11.03,65.61,0.0,0.32,0.0,0.0,0.48,0.03,0.19,0.03,67.42,55.87,0.74,1.74,31,3,3,Liga Portugal,2
João Basso,0.09,0.03,65.0,0.44,0.03,0.0,1.72,1.59,0.03,4.72,0.03,0.66,0.0,0.03,49.53,87.07,3.38,48.21,0.0,0.44,0.0,0.0,0.94,0.16,0.13,0.0,61.9,64.78,0.91,0.59,32,2,2,Liga Portugal,2
Iván Jaime,0.38,0.17,56.47,3.0,0.04,0.0,0.83,0.46,0.0,0.17,0.0,0.71,0.13,0.13,23.75,80.18,7.71,70.59,0.0,0.04,0.0,0.0,0.92,0.08,0.13,0.0,37.5,54.35,2.92,0.71,24,1,3,Liga Portugal,2
Filipe Relvas,0.0,0.09,55.56,0.52,0.0,0.0,1.52,1.7,0.0,4.0,0.0,0.27,0.03,0.03,49.97,83.2,4.88,59.36,0.0,0.21,0.0,0.0,1.3,0.09,0.12,0.0,74.47,70.75,0.42,0.58,33,1,2,Liga Portugal,2
Santiago Colombatto,0.09,0.06,35.0,0.94,0.0,0.43,1.79,0.97,0.0,0.88,0.0,1.12,0.09,0.18,37.76,88.2,6.3,62.04,0.0,0.18,0.0,0.0,1.0,0.15,0.27,0.0,32.61,47.46,1.79,1.76,33,2,3,Liga Portugal,2
Tomás Araújo,0.05,0.05,57.89,0.59,0.05,0.0,1.95,1.32,0.0,3.77,0.0,0.68,0.14,0.09,59.23,85.88,5.59,52.38,0.0,0.18,0.0,0.0,1.0,0.0,0.23,0.0,60.56,57.38,0.36,1.05,22,1,2,Liga Portugal,2
Florentino Luís,0.0,0.03,72.22,0.36,0.0,0.0,2.45,1.91,0.0,0.82,0.0,0.61,0.06,0.09,55.85,90.07,13.73,65.18,0.0,0.24,0.0,0.0,0.3,0.06,0.15,0.0,61.02,59.57,0.21,1.0,33,1,3,Liga Portugal,2
Gonçalo Rodrigues,0.06,0.0,64.29,1.55,0.0,0.0,1.94,0.76,0.0,0.67,0.03,1.3,0.06,0.06,42.82,87.26,9.7,71.43,0.0,0.18,0.0,0.0,1.06,0.18,0.09,0.03,33.33,53.77,2.03,1.24,33,2,3,Liga Portugal,2
Chiquinho,0.04,0.0,57.14,0.52,0.04,0.0,1.84,0.64,0.0,0.16,0.0,0.52,0.12,0.0,41.92,91.6,11.84,73.4,0.0,0.2,0.0,0.0,0.28,0.04,0.08,0.0,48.0,58.68,1.12,1.04,25,2,3,Liga Portugal,2
Tiago Silva,0.18,0.0,56.52,1.04,0.0,0.0,1.68,0.96,0.0,0.36,0.0,0.86,0.14,0.04,44.39,85.52,9.82,69.74,0.0,0.21,0.0,0.0,0.61,0.11,0.39,0.07,42.11,50.84,1.43,1.86,28,2,3,Liga Portugal,2
Matheus,0.0,0.0,83.33,0.0,0.0,0.0,0.06,0.03,0.0,0.84,0.03,0.06,0.0,0.0,33.31,74.02,1.16,45.77,2.53,0.5,0.16,0.0,0.81,0.06,0.13,0.03,100.0,88.89,0.38,0.03,32,3,1,Liga Portugal,2
Steven Vitória,0.23,0.03,50.0,0.97,0.06,0.0,0.65,1.0,0.03,3.68,0.03,0.16,0.06,0.0,39.71,85.3,1.32,42.57,0.0,0.26,0.0,0.0,0.9,0.23,0.16,0.03,63.37,60.34,0.61,0.77,31,3,2,Liga Portugal,2
Vítor Carvalho,0.1,0.0,54.17,1.06,0.06,0.0,2.68,1.39,0.0,1.52,0.0,0.77,0.06,0.0,57.55,85.54,10.29,63.16,0.0,0.23,0.0,0.0,1.23,0.03,0.32,0.03,57.02,53.39,1.16,2.03,31,2,3,Liga Portugal,2
Jhonatan,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.75,0.06,0.06,0.0,0.0,26.13,67.22,0.69,38.39,3.41,0.31,0.09,0.06,1.0,0.22,0.09,0.0,80.0,84.21,0.34,0.0,32,3,1,Liga Portugal,2
Manuel Ugarte,0.0,0.0,62.5,0.61,0.0,0.0,3.9,1.84,0.0,0.52,0.0,1.84,0.03,0.0,50.87,91.76,7.39,73.2,0.0,0.06,0.0,0.0,0.68,0.1,0.35,0.0,62.5,56.28,1.68,2.06,31,1,3,Liga Portugal,2
Aderllan Santos,0.03,0.06,80.0,0.66,0.03,0.0,1.72,1.66,0.0,5.22,0.0,0.38,0.0,0.0,55.97,87.49,1.84,45.02,0.0,0.28,0.0,0.0,1.06,0.16,0.09,0.03,59.49,59.5,0.41,1.06,32,3,2,Liga Portugal,2
Francisco Trincão,0.29,0.24,47.12,1.85,0.0,0.0,1.06,0.24,0.0,0.09,0.0,0.74,0.09,0.06,25.0,84.35,10.03,70.37,0.0,0.15,0.0,0.0,0.56,0.12,0.06,0.0,20.0,47.39,1.09,0.53,34,1,4,Liga Portugal,2
Pepê,0.12,0.06,52.82,1.0,0.0,0.0,1.21,1.29,0.03,0.47,0.0,0.85,0.24,0.21,35.71,78.01,10.38,60.76,0.0,0.32,0.0,0.0,0.44,0.03,0.06,0.0,38.3,52.32,2.03,0.65,34,2,3,Liga Portugal,2
David Neres,0.19,0.23,51.82,1.61,0.0,0.0,0.68,0.1,0.0,0.0,0.0,0.55,0.32,0.26,31.68,83.81,14.77,70.83,0.0,0.03,0.0,0.0,0.29,0.0,0.06,0.0,23.53,43.8,0.77,0.81,31,2,3,Liga Portugal,2
Bruno Wilson,0.0,0.13,100.0,0.5,0.0,0.0,0.88,1.75,0.04,5.04,0.0,0.17,0.04,0.04,36.25,74.37,2.38,36.4,0.0,0.25,0.0,0.0,0.79,0.17,0.17,0.0,54.81,58.28,0.63,0.71,24,2,2,Liga Portugal,2
Félix Correia,0.15,0.08,54.55,1.31,0.0,0.0,1.15,0.23,0.0,0.08,0.0,0.54,0.31,0.23,18.77,81.15,7.85,71.88,0.0,0.0,0.0,0.0,0.92,0.08,0.15,0.0,16.67,51.09,1.0,0.69,13,1,4,Liga Portugal,2
Luiz Júnior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.03,0.12,0.0,0.0,26.39,64.29,1.3,42.83,3.27,0.3,0.27,0.06,1.21,0.15,0.09,0.0,88.89,80.65,0.33,0.0,33,1,1,Liga Portugal,2
Bruno Langa,0.0,0.03,64.71,0.62,0.0,0.0,1.21,1.07,0.0,2.03,0.0,0.45,0.21,0.0,35.48,73.08,6.93,42.54,0.0,0.24,0.0,0.0,0.79,0.14,0.24,0.0,48.78,62.5,2.07,0.86,29,2,2,Liga Portugal,2
João Teixeira,0.16,0.09,46.97,2.47,0.0,0.0,2.13,0.75,0.0,0.59,0.0,1.75,0.09,0.13,41.75,83.38,12.28,72.66,0.0,0.16,0.0,0.0,0.88,0.19,0.22,0.03,53.13,45.63,1.63,1.28,32,2,3,Liga Portugal,2
Pepe,0.0,0.04,62.5,0.29,0.0,0.0,1.71,1.04,0.04,2.29,0.0,0.5,0.0,0.0,60.46,87.87,5.83,61.31,0.0,0.42,0.0,0.0,0.67,0.04,0.17,0.0,63.16,66.08,0.83,0.46,24,3,2,Liga Portugal,2
Paulo Estrela,0.08,0.04,66.67,0.42,0.0,0.0,1.5,1.35,0.0,0.96,0.0,0.88,0.04,0.04,29.92,81.88,5.31,62.04,0.0,0.0,0.0,0.0,0.77,0.12,0.19,0.0,60.87,50.77,0.46,1.04,26,1,3,Liga Portugal,2
Alan Ruiz,0.1,0.03,57.3,2.16,0.0,0.0,1.26,0.29,0.0,0.68,0.03,0.77,0.19,0.06,41.52,79.72,10.32,62.57,0.0,0.16,0.0,0.0,0.9,0.13,0.32,0.0,50.69,50.54,2.35,2.0,31,2,3,Liga Portugal,2
Bruno Varela,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.07,0.0,0.04,0.04,31.67,59.88,1.52,40.7,2.7,0.48,0.07,0.0,0.74,0.19,0.15,0.0,88.24,90.0,0.11,0.0,27,2,1,Liga Portugal,2
Pedrão,0.07,0.07,80.95,0.76,0.03,0.0,1.38,1.34,0.0,3.93,0.0,0.62,0.1,0.0,51.66,81.91,5.86,45.72,0.0,0.24,0.0,0.0,1.31,0.14,0.41,0.0,77.46,60.83,0.69,1.41,29,2,2,Liga Portugal,2
Vitinha,0.41,0.53,47.62,2.82,0.0,0.0,1.29,0.24,0.0,0.94,0.0,0.47,0.18,0.12,12.06,71.71,4.76,44.44,0.0,0.12,0.0,0.0,0.47,0.06,0.12,0.0,42.86,46.86,2.0,1.59,17,1,4,Liga Portugal,2
Fredrik Aursnes,0.07,0.21,51.52,0.82,0.07,0.0,1.5,1.14,0.0,0.5,0.0,0.89,0.18,0.14,55.68,86.34,17.93,64.23,0.0,0.46,0.0,0.0,0.43,0.07,0.18,0.0,47.73,46.39,0.36,0.89,28,2,3,Liga Portugal,2
Felipe Morato,0.11,0.0,100.0,0.33,0.11,0.0,1.0,0.78,0.0,2.0,0.0,0.22,0.0,0.0,54.11,90.35,3.78,50.0,0.0,0.56,0.0,0.0,0.44,0.0,0.22,0.0,65.52,58.18,0.33,1.11,9,1,2,Liga Portugal,2
Simon Banza,0.37,0.2,56.41,1.57,0.07,0.0,0.57,0.07,0.0,0.47,0.0,0.3,0.1,0.07,9.17,67.64,2.7,62.5,0.0,0.03,0.0,0.0,0.43,0.03,0.1,0.0,50.0,48.16,1.4,1.4,30,2,4,Liga Portugal,2
Gonçalo Inácio,0.03,0.12,89.47,0.45,0.03,0.0,1.18,1.36,0.0,1.91,0.0,0.55,0.12,0.09,70.15,90.02,9.79,65.54,0.0,0.21,0.0,0.0,0.73,0.12,0.12,0.0,60.19,58.82,0.36,0.73,33,1,2,Liga Portugal,2
João Correia,0.0,0.08,46.15,0.88,0.0,0.0,1.0,0.79,0.0,2.08,0.0,0.5,0.33,0.08,25.83,79.03,4.0,58.89,0.0,0.13,0.0,0.0,0.88,0.17,0.04,0.0,37.04,52.11,0.92,0.46,24,2,3,Liga Portugal,2
Samu,0.09,0.09,51.43,1.48,0.0,0.0,2.3,1.39,0.0,1.15,0.0,1.33,0.21,0.12,40.94,80.01,11.52,47.37,0.0,0.24,0.0,0.0,0.73,0.27,0.21,0.0,42.86,45.69,1.24,1.94,33,2,3,Liga Portugal,2
Carlos Ponck,0.0,0.0,80.0,0.67,0.0,0.0,1.0,1.33,0.05,4.05,0.0,0.19,0.0,0.0,43.62,87.55,2.48,51.65,0.0,0.33,0.0,0.0,0.9,0.14,0.24,0.0,65.15,59.5,0.19,0.95,21,2,2,Liga Portugal,2
Oday Dabbagh,0.5,0.36,60.0,1.64,0.0,0.0,0.21,0.43,0.0,0.57,0.0,0.14,0.14,0.0,16.86,77.54,5.57,80.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,30.65,39.6,0.64,0.36,14,2,4,Liga Portugal,2
Chico Lamba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,95.0,4.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,0.0,1,1,2,Liga Portugal,2
Pastor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,Liga Portugal,2
João Vigário,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,100.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,2,2,Liga Portugal,2
Julian Weigl,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,97.5,8.0,88.89,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,100.0,80.0,0.5,0.5,2,2,3,Liga Portugal,2
Ibrahima Bamba,0.0,0.07,50.0,0.54,0.0,0.0,2.25,1.29,0.04,4.43,0.0,0.36,0.0,0.0,34.29,84.06,2.36,48.3,0.0,0.29,0.0,0.0,0.82,0.21,0.43,0.04,45.16,59.57,1.54,1.36,28,1,2,Liga Portugal,2
Wendell,0.04,0.0,48.0,0.46,0.0,0.0,1.85,0.96,0.0,0.77,0.0,0.88,0.15,0.08,44.65,89.23,9.96,50.0,0.0,0.31,0.0,0.0,0.35,0.08,0.15,0.0,60.0,56.44,1.15,1.19,26,2,2,Liga Portugal,2
Paulinho,0.23,0.41,52.94,2.0,0.14,0.0,1.18,0.32,0.0,0.41,0.0,0.14,0.23,0.18,14.14,70.1,3.36,54.55,0.0,0.09,0.0,0.0,0.59,0.09,0.14,0.0,56.0,51.27,0.82,1.14,22,3,4,Liga Portugal,2
André Horta,0.03,0.03,59.38,1.25,0.0,0.0,1.16,0.41,0.0,0.25,0.0,1.0,0.09,0.13,48.91,89.46,13.81,63.91,0.0,0.03,0.0,0.0,0.5,0.06,0.13,0.0,0.0,44.03,0.44,0.72,32,2,3,Liga Portugal,2
Stephen Eustaquio,0.07,0.07,66.67,0.9,0.0,0.0,1.97,0.66,0.0,0.76,0.0,1.0,0.24,0.17,34.17,85.77,8.59,71.64,0.0,0.17,0.0,0.0,0.41,0.03,0.07,0.03,48.84,51.37,0.41,1.03,29,2,3,Liga Portugal,2
Yuki Soma,0.11,0.11,45.45,1.78,0.0,1.39,1.17,0.33,0.0,0.22,0.0,0.78,0.33,0.06,13.0,75.21,3.94,35.71,0.0,0.0,0.0,0.0,1.0,0.11,0.22,0.06,30.77,43.51,1.56,1.39,18,2,4,Liga Portugal,2
Hidemasa Morita,0.21,0.07,45.16,0.97,0.03,0.0,1.72,0.9,0.0,0.52,0.0,0.38,0.03,0.1,35.28,86.8,8.45,68.0,0.0,0.21,0.0,0.0,0.48,0.07,0.14,0.0,60.53,49.78,0.86,1.59,29,2,3,Liga Portugal,2
Nicolás Gaitán,0.11,0.11,57.89,1.33,0.0,0.0,0.74,0.44,0.0,0.78,0.0,1.0,0.15,0.11,23.11,71.15,6.37,53.0,0.0,0.0,0.0,0.0,1.11,0.11,0.11,0.0,42.86,46.15,1.0,0.63,27,3,4,Liga Portugal,2
Vítor Tormena,0.04,0.11,50.0,0.56,0.04,0.0,0.89,1.15,0.0,3.93,0.0,0.37,0.0,0.0,57.67,85.1,5.04,43.84,0.0,0.44,0.0,0.0,0.81,0.07,0.22,0.04,73.03,62.09,0.19,0.85,27,2,2,Liga Portugal,2
David Simão,0.0,0.0,60.71,0.52,0.0,0.0,1.77,0.94,0.03,0.71,0.0,1.13,0.03,0.13,50.42,83.94,8.16,59.68,0.0,0.23,0.0,0.0,0.74,0.13,0.23,0.0,57.69,50.84,1.1,1.55,31,3,3,Liga Portugal,2
Nuno Sequeira,0.04,0.0,64.0,0.41,0.0,0.0,1.78,1.3,0.0,1.19,0.0,1.33,0.19,0.07,44.63,79.17,10.44,49.66,0.0,0.37,0.0,0.0,0.7,0.04,0.15,0.0,59.65,52.87,1.15,1.41,27,3,2,Liga Portugal,2
Fábio Cardoso,0.12,0.12,75.0,0.65,0.12,0.0,0.41,0.71,0.0,2.71,0.0,0.24,0.0,0.0,53.0,91.34,3.18,67.06,0.0,0.35,0.0,0.0,0.41,0.06,0.24,0.0,69.57,59.74,0.29,0.59,17,2,2,Liga Portugal,2
Ivo Rodrigues,0.07,0.03,47.42,1.53,0.03,0.0,2.03,0.67,0.03,0.67,0.0,1.17,0.27,0.23,33.8,80.47,10.2,61.47,0.0,0.07,0.0,0.0,0.97,0.13,0.27,0.03,43.75,51.62,3.17,1.87,30,2,3,Liga Portugal,2
