Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position,League,Level
Vasco Fernandes,0.0,0.03,50.0,0.17,0.0,0.0,0.77,1.1,0.0,3.77,0.0,0.3,0.03,0.0,42.23,86.82,2.9,48.1,0.0,0.33,0.0,0.0,0.87,0.07,0.17,0.0,66.0,64.75,0.7,0.43,30,3,2,Liga Portugal,2
Daniel Figueira,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.72,0.0,0.03,0.0,0.0,30.03,73.78,0.56,40.96,3.28,0.25,0.31,0.06,1.16,0.13,0.06,0.03,75.0,72.73,0.16,0.03,32,2,1,Liga Portugal,2
Morlaye Sylla,0.12,0.06,56.67,1.18,0.0,0.0,1.33,0.82,0.0,0.55,0.0,0.88,0.18,0.12,30.91,81.96,8.94,59.14,0.0,0.27,0.0,0.0,0.58,0.09,0.09,0.0,41.3,45.11,0.7,1.36,33,2,3,Liga Portugal,2
Miguel Maga,0.0,0.04,18.18,0.17,0.0,0.0,2.71,1.67,0.0,1.75,0.0,1.13,0.13,0.08,31.83,79.84,7.54,41.82,0.0,0.29,0.0,0.0,0.88,0.13,0.17,0.0,52.38,52.53,0.63,1.17,24,1,3,Liga Portugal,2
Odysseas Vlachodimos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.03,0.0,0.0,19.62,80.36,0.38,47.86,1.62,0.59,0.06,0.0,0.53,0.06,0.06,0.0,100.0,94.74,0.35,0.0,34,2,1,Liga Portugal,2
Diego Lainez,0.17,0.0,37.5,1.33,0.0,0.0,0.5,0.17,0.0,0.0,0.0,0.17,0.17,0.33,13.83,91.57,6.17,100.0,0.0,0.0,0.0,0.0,0.17,0.0,0.5,0.0,100.0,53.85,1.17,0.5,6,1,3,Liga Portugal,2
Costinha,0.09,0.12,35.94,0.79,0.06,0.0,3.21,1.24,0.06,1.82,0.0,1.24,0.27,0.09,31.09,73.59,6.06,36.52,0.0,0.27,0.0,0.0,0.94,0.18,0.15,0.0,46.67,50.44,1.58,1.48,33,3,3,Liga Portugal,2
João Carvalho,0.03,0.0,47.37,1.0,0.0,0.0,1.83,0.55,0.0,0.41,0.03,0.97,0.17,0.07,34.0,83.57,8.34,69.29,0.0,0.1,0.0,0.0,1.0,0.1,0.21,0.03,40.91,50.68,1.07,1.1,29,2,3,Liga Portugal,2
Cristian Tassano,0.08,0.08,50.0,0.77,0.0,0.0,1.69,1.54,0.08,4.23,0.0,0.15,0.0,0.0,30.62,85.43,0.92,50.0,0.0,0.23,0.0,0.0,0.85,0.08,0.31,0.08,50.0,54.44,0.69,1.38,13,2,2,Liga Portugal,2
Kiki Afonso,0.04,0.0,51.72,0.71,0.0,0.0,1.68,1.64,0.0,2.46,0.0,0.5,0.04,0.0,32.79,70.81,5.68,35.86,0.0,0.18,0.0,0.0,0.68,0.21,0.36,0.0,56.25,56.96,1.32,1.46,28,2,2,Liga Portugal,2
Sebastián Pérez,0.1,0.0,40.0,0.45,0.07,0.0,2.45,1.38,0.0,0.72,0.0,1.62,0.0,0.0,54.86,87.81,7.21,63.78,0.0,0.1,0.0,0.0,1.17,0.03,0.31,0.03,37.04,51.0,1.38,1.38,29,2,3,Liga Portugal,2
Raphael Guzzo,0.07,0.07,50.0,0.83,0.0,0.0,2.13,1.13,0.03,0.83,0.0,0.9,0.13,0.1,52.13,84.14,8.97,53.49,0.0,0.13,0.0,0.0,0.8,0.13,0.27,0.03,45.45,51.72,1.0,1.27,30,2,3,Liga Portugal,2
André Silva,0.26,0.13,45.83,2.22,0.04,0.0,0.61,0.57,0.0,0.87,0.0,0.35,0.17,0.04,22.48,68.28,5.13,54.29,0.0,0.17,0.0,0.0,0.61,0.13,0.17,0.0,34.48,39.84,1.43,1.57,23,2,4,Liga Portugal,2
Lucas Cunha,0.0,0.0,100.0,0.27,0.0,0.0,0.6,1.13,0.0,4.47,0.0,0.2,0.07,0.0,63.27,86.41,6.0,51.92,0.0,0.2,0.0,0.0,1.27,0.07,0.33,0.0,61.29,55.26,0.8,1.2,15,2,2,Liga Portugal,2
Victor Gómez,0.0,0.0,57.14,0.15,0.0,0.0,1.23,0.62,0.04,1.15,0.0,0.73,0.23,0.15,39.08,81.79,9.54,55.0,0.0,0.38,0.0,0.0,0.81,0.08,0.04,0.0,42.42,49.65,0.65,0.88,26,1,2,Liga Portugal,2
Marko Grujić,0.04,0.0,56.25,0.71,0.04,0.0,1.75,0.96,0.0,1.17,0.0,0.42,0.0,0.0,29.71,85.97,5.92,73.77,0.0,0.04,0.0,0.0,0.33,0.08,0.21,0.0,70.93,56.81,0.38,1.67,24,2,3,Liga Portugal,2
Diogo Costa,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.03,0.03,0.0,33.85,76.72,1.3,49.09,1.91,0.48,0.12,0.0,0.61,0.06,0.03,0.0,100.0,92.86,0.15,0.0,33,1,1,Liga Portugal,2
Toni Martínez,0.16,0.13,54.55,1.65,0.1,0.0,0.68,0.06,0.0,0.1,0.0,0.13,0.23,0.13,5.87,65.38,1.68,66.67,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.0,57.45,53.55,0.55,0.9,31,2,4,Liga Portugal,2
Fabijan Buntić,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.06,0.0,0.0,0.0,21.3,65.01,0.7,37.01,2.94,0.33,0.27,0.06,0.85,0.27,0.09,0.0,75.0,76.92,0.03,0.0,33,2,1,Liga Portugal,2
Alexandre Penetra,0.07,0.03,50.0,0.66,0.03,0.0,1.72,1.1,0.0,1.79,0.0,0.72,0.21,0.07,40.38,78.05,5.03,47.89,0.0,0.24,0.0,0.0,1.21,0.17,0.17,0.0,52.38,57.87,0.52,0.48,29,1,2,Liga Portugal,2
Luquinha,0.12,0.06,50.0,1.0,0.0,0.0,1.0,0.06,0.0,0.18,0.0,0.59,0.18,0.06,28.24,81.25,9.94,58.82,0.0,0.0,0.0,0.0,0.82,0.12,0.12,0.0,41.67,41.67,1.0,1.53,17,1,3,Liga Portugal,2
André Amaro,0.04,0.04,45.45,0.48,0.04,0.0,1.74,1.78,0.07,3.7,0.0,0.59,0.0,0.04,42.63,86.71,2.96,58.99,0.0,0.41,0.0,0.0,0.93,0.19,0.33,0.04,57.45,59.13,1.11,0.96,27,1,2,Liga Portugal,2
Evanilson,0.3,0.48,43.33,1.48,0.0,0.0,0.65,0.22,0.0,0.22,0.0,0.3,0.22,0.22,13.96,76.95,4.22,72.22,0.0,0.04,0.0,0.0,0.3,0.0,0.04,0.0,47.62,46.39,1.26,1.17,23,1,4,Liga Portugal,2
José Luis Rodríguez,0.14,0.29,57.89,2.0,0.0,0.0,0.57,0.14,0.0,0.29,0.0,0.29,0.14,0.43,13.0,72.53,4.0,40.0,0.0,0.14,0.0,0.0,0.86,0.57,0.43,0.0,54.55,50.77,1.71,1.29,7,2,3,Liga Portugal,2
Petar Musa,0.23,0.23,63.64,1.27,0.07,0.0,0.4,0.23,0.0,0.1,0.0,0.23,0.13,0.07,6.27,70.21,2.4,37.5,0.0,0.0,0.0,0.0,0.13,0.03,0.03,0.0,69.77,52.68,0.33,0.6,30,2,4,Liga Portugal,2
Yusupha Njie,0.48,0.67,58.14,2.74,0.19,0.0,0.93,0.3,0.0,0.59,0.0,0.52,0.11,0.07,15.22,78.59,3.89,70.59,0.0,0.07,0.0,0.0,1.11,0.19,0.22,0.0,26.97,41.43,2.0,1.3,27,2,4,Liga Portugal,2
Rosier Loreintz,0.0,0.08,75.0,0.92,0.0,0.0,2.83,1.83,0.0,1.92,0.08,1.08,0.0,0.08,39.42,81.4,5.17,60.0,0.0,0.25,0.0,0.0,1.17,0.25,0.08,0.0,75.0,58.26,0.75,1.75,12,2,3,Liga Portugal,2
Aziz,0.41,0.18,38.89,1.29,0.0,0.0,0.24,0.24,0.0,1.0,0.0,0.12,0.24,0.18,12.82,70.18,3.76,20.0,0.0,0.24,0.0,0.0,0.76,0.18,0.12,0.0,27.27,34.62,1.12,1.18,17,2,4,Liga Portugal,2
Danilo Veiga,0.0,0.0,52.63,0.22,0.0,0.0,2.67,1.56,0.0,2.11,0.0,0.22,0.11,0.0,34.0,81.05,7.33,42.86,0.0,0.11,0.0,0.0,1.11,0.11,0.0,0.0,66.67,66.33,2.11,1.33,9,1,2,Liga Portugal,2
Sebastián Coates,0.03,0.07,61.54,0.57,0.0,0.0,0.83,0.7,0.0,2.1,0.0,0.4,0.07,0.0,70.1,89.68,5.17,49.76,0.0,0.23,0.0,0.0,0.87,0.1,0.23,0.0,65.59,62.07,0.47,0.63,30,3,2,Liga Portugal,2
Gilberto,0.1,0.05,51.35,0.3,0.05,0.0,1.15,0.55,0.0,0.55,0.0,0.5,0.25,0.05,30.5,84.75,9.1,39.13,0.0,0.0,0.0,0.0,0.25,0.1,0.1,0.0,35.0,47.46,0.35,0.5,20,2,2,Liga Portugal,2
Bruno Costa,0.0,0.17,60.0,0.83,0.0,0.0,1.17,0.33,0.0,0.17,0.0,0.83,0.33,0.17,22.17,81.95,6.17,81.82,0.0,0.0,0.0,0.0,0.67,0.17,0.0,0.0,50.0,44.83,0.17,0.67,6,2,3,Liga Portugal,2
Zaydou Youssouf,0.06,0.0,80.28,0.75,0.0,0.0,2.47,1.03,0.03,0.88,0.0,1.0,0.0,0.0,27.84,82.27,4.69,66.06,0.0,0.13,0.0,0.0,0.72,0.06,0.22,0.03,51.72,58.68,1.41,1.44,32,1,3,Liga Portugal,2
Moises Mosquera,0.0,0.05,61.54,0.6,0.0,0.0,2.4,2.35,0.05,3.45,0.05,0.25,0.0,0.05,37.9,82.32,2.1,54.63,0.0,0.15,0.0,0.0,1.5,0.2,0.3,0.0,72.37,72.73,0.45,0.8,20,1,2,Liga Portugal,2
Tomás Silva,0.05,0.0,52.94,0.27,0.0,0.0,2.05,1.0,0.0,1.73,0.0,0.68,0.14,0.09,20.82,70.52,5.23,31.75,0.0,0.14,0.0,0.0,0.59,0.09,0.09,0.05,52.94,61.73,1.27,0.77,22,1,2,Liga Portugal,2
Allison Safira,0.23,0.05,45.45,1.09,0.09,0.0,0.36,0.05,0.0,0.36,0.0,0.32,0.05,0.05,9.59,63.51,2.36,100.0,0.0,0.05,0.0,0.0,0.55,0.05,0.41,0.0,60.22,53.65,1.55,1.5,22,2,4,Liga Portugal,2
Nélson Monte,0.0,0.03,33.33,0.19,0.0,0.0,1.1,1.77,0.03,4.48,0.0,0.65,0.03,0.0,42.1,80.61,4.1,52.17,0.0,0.26,0.0,0.0,0.84,0.19,0.23,0.0,51.58,46.63,0.35,1.06,31,2,2,Liga Portugal,2
Maurício,0.21,0.0,42.86,0.57,0.0,0.0,1.57,1.07,0.0,0.79,0.0,1.21,0.0,0.0,35.07,89.41,5.57,66.67,0.0,0.0,0.0,0.0,1.0,0.07,0.14,0.0,68.75,52.85,2.07,1.64,14,3,3,Liga Portugal,2
Nino Galović,0.0,0.0,0.0,0.11,0.0,0.0,0.68,0.84,0.05,3.37,0.0,0.05,0.0,0.05,32.58,88.21,0.74,39.24,0.0,0.37,0.0,0.0,0.42,0.05,0.16,0.0,50.0,55.56,0.21,0.53,19,3,2,Liga Portugal,2
Thiago da Silva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0,87.5,0.0,66.67,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,1,2,1,Liga Portugal,2
Serdar Saatçı,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.67,0.0,1.0,0.0,0.67,0.0,0.0,47.0,84.4,1.33,30.0,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.0,54.55,50.0,0.33,0.33,3,1,2,Liga Portugal,2
Luís Neto,0.0,0.0,100.0,0.17,0.0,0.0,1.0,0.17,0.0,1.0,0.0,0.17,0.0,0.0,43.83,91.63,3.33,75.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,70.0,76.92,0.83,0.33,6,3,2,Liga Portugal,2
Hernán de la Fuente,0.0,0.14,42.86,0.86,0.0,0.0,3.14,1.29,0.0,1.43,0.0,0.86,0.29,0.0,33.43,75.21,6.14,35.0,0.0,0.29,0.0,0.0,0.86,0.0,0.29,0.14,54.55,54.22,1.57,1.29,7,2,2,Liga Portugal,2
Helder Sá,0.0,0.0,59.09,0.4,0.0,0.0,2.1,0.5,0.0,1.8,0.0,0.9,0.3,0.0,33.3,80.78,7.8,52.63,0.0,0.4,0.0,0.0,0.6,0.3,0.2,0.0,62.5,48.86,0.4,1.8,10,1,2,Liga Portugal,2
Cristián Borja,0.0,0.0,81.82,0.07,0.0,0.0,1.43,0.79,0.0,1.64,0.0,0.36,0.14,0.0,24.5,82.51,6.07,39.29,0.0,0.14,0.0,0.0,0.5,0.07,0.07,0.0,35.29,62.67,0.86,0.71,14,2,2,Liga Portugal,2
Marafona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.5,0.06,0.06,0.0,0.0,26.19,62.05,1.25,43.84,3.81,0.13,0.06,0.0,1.19,0.19,0.31,0.06,50.0,60.0,0.13,0.0,16,3,1,Liga Portugal,2
Renê Santos,0.07,0.0,100.0,0.5,0.07,0.0,1.79,0.71,0.07,3.0,0.0,0.36,0.07,0.07,43.57,85.25,2.86,47.71,0.0,0.0,0.0,0.0,1.29,0.21,0.21,0.14,68.57,67.35,1.0,1.14,14,3,2,Liga Portugal,2
Kennedy Boateng,0.12,0.08,60.0,0.73,0.12,0.0,1.58,1.31,0.0,5.04,0.0,0.5,0.0,0.0,40.69,80.25,1.92,51.52,0.0,0.15,0.0,0.0,1.46,0.19,0.23,0.04,68.94,63.36,0.46,1.0,26,2,2,Liga Portugal,2
Carraça,0.0,0.0,52.63,0.73,0.0,0.0,1.23,0.65,0.0,1.38,0.0,0.58,0.12,0.08,40.88,85.04,8.08,51.2,0.0,0.19,0.0,0.0,0.96,0.0,0.15,0.0,51.11,50.29,0.85,1.04,26,2,2,Liga Portugal,2
Zé Carlos,0.0,0.0,61.11,0.2,0.0,0.0,1.8,1.33,0.0,0.93,0.0,0.93,0.0,0.13,22.87,76.68,3.33,51.61,0.0,0.2,0.0,0.0,0.67,0.13,0.2,0.0,26.67,61.02,2.0,0.6,15,1,2,Liga Portugal,2
Paulo Oliveira,0.0,0.05,0.0,0.2,0.0,0.0,1.1,2.5,0.15,3.7,0.0,0.1,0.0,0.0,45.55,81.89,2.7,36.42,0.0,0.35,0.0,0.0,0.7,0.05,0.15,0.05,59.26,58.88,0.45,1.0,20,3,2,Liga Portugal,2
Sikou Niakaté,0.12,0.0,81.25,0.38,0.12,0.0,0.85,1.88,0.04,3.35,0.0,0.46,0.0,0.0,54.42,84.88,2.88,29.58,0.0,0.38,0.0,0.0,0.73,0.04,0.15,0.08,67.09,57.98,0.81,1.19,26,1,2,Liga Portugal,2
Ousmane Diomande,0.08,0.08,75.0,0.85,0.08,0.0,1.69,0.85,0.0,1.69,0.08,0.69,0.0,0.0,67.69,90.68,9.0,56.52,0.0,0.38,0.0,0.0,0.54,0.08,0.23,0.0,43.33,50.0,0.23,1.08,13,1,2,Liga Portugal,2
Rafa Silva,0.29,0.5,45.13,2.43,0.07,0.0,0.57,0.07,0.0,0.0,0.0,0.5,0.39,0.14,26.79,79.6,13.5,78.26,0.0,0.29,0.0,0.0,0.54,0.04,0.21,0.0,31.03,47.47,2.32,0.64,28,2,3,Liga Portugal,2
Gabriel Silva,0.15,0.24,54.55,1.88,0.0,0.0,1.12,0.48,0.0,0.18,0.0,0.73,0.12,0.06,11.85,62.92,3.36,51.22,0.0,0.03,0.0,0.0,1.15,0.18,0.15,0.0,37.25,51.26,1.97,0.94,33,1,3,Liga Portugal,2
João Nunes,0.04,0.0,85.71,0.31,0.04,0.0,1.42,0.92,0.0,2.69,0.0,0.46,0.0,0.0,30.19,77.83,2.77,33.05,0.0,0.19,0.0,0.0,1.0,0.04,0.08,0.0,61.4,64.23,0.38,0.54,26,2,2,Liga Portugal,2
Afonso Taira,0.0,0.0,46.67,0.38,0.0,0.0,2.97,1.09,0.0,0.88,0.0,1.25,0.06,0.03,31.13,75.3,6.06,51.49,0.0,0.0,0.0,0.0,0.91,0.06,0.28,0.0,54.55,52.62,0.97,1.66,32,3,3,Liga Portugal,2
Vitorino Antunes,0.03,0.0,60.0,0.87,0.0,0.0,1.55,2.16,0.0,1.58,0.0,0.52,0.23,0.06,40.68,73.28,7.23,39.84,0.0,0.03,0.0,0.0,1.55,0.13,0.32,0.03,34.69,56.32,1.87,1.03,31,3,2,Liga Portugal,2
Francisco Geraldes,0.15,0.12,52.86,1.46,0.0,0.0,1.12,0.81,0.04,0.23,0.0,0.69,0.04,0.15,30.15,76.28,7.85,56.04,0.0,0.04,0.0,0.0,1.15,0.15,0.27,0.04,33.33,52.17,1.73,0.77,26,2,3,Liga Portugal,2
Patrick William,0.08,0.04,46.67,0.73,0.04,0.0,1.46,0.92,0.0,2.77,0.0,0.54,0.19,0.04,48.23,83.09,5.31,50.0,0.0,0.15,0.0,0.0,0.81,0.23,0.27,0.0,58.33,51.11,0.46,1.35,26,2,2,Liga Portugal,2
Tiago Gouveia,0.17,0.14,43.82,1.52,0.0,0.0,1.55,0.52,0.0,0.52,0.0,0.83,0.38,0.21,18.28,75.47,5.48,52.17,0.0,0.1,0.0,0.0,1.1,0.1,0.24,0.0,26.67,47.98,2.14,1.34,29,1,3,Liga Portugal,2
Fahd Moufi,0.03,0.0,42.86,0.55,0.03,0.0,0.9,1.45,0.0,1.97,0.0,0.35,0.16,0.06,31.29,72.47,6.55,37.38,0.0,0.26,0.0,0.0,1.19,0.13,0.13,0.03,60.58,57.5,1.68,0.97,31,2,2,Liga Portugal,2
Leonardo Lelo,0.04,0.04,40.0,0.56,0.0,0.0,1.52,1.33,0.0,1.37,0.0,1.07,0.22,0.22,33.89,75.52,6.07,38.64,0.0,0.3,0.0,0.0,1.04,0.07,0.11,0.0,38.71,49.28,1.19,0.67,27,1,3,Liga Portugal,2
Tiago Santos,0.0,0.03,46.38,0.43,0.0,0.0,2.5,0.53,0.0,1.37,0.0,0.53,0.13,0.17,29.8,78.75,4.77,50.35,0.0,0.13,0.0,0.0,1.17,0.13,0.17,0.0,32.26,61.99,2.73,1.2,30,1,2,Liga Portugal,2
Gabriel Pereira,0.0,0.0,33.33,0.29,0.0,0.0,1.43,0.86,0.0,2.43,0.0,1.0,0.14,0.0,38.29,83.58,2.0,53.66,0.0,0.14,0.0,0.0,0.57,0.0,0.14,0.0,64.71,52.0,0.57,1.29,7,1,2,Liga Portugal,2
Fernando Varela,0.04,0.04,50.0,0.56,0.0,0.0,0.96,1.0,0.04,2.81,0.0,0.3,0.0,0.0,31.48,84.12,2.52,43.4,0.0,0.11,0.0,0.0,0.89,0.11,0.11,0.0,53.62,59.7,0.56,0.52,27,3,2,Liga Portugal,2
Park Ji-soo,0.0,0.0,100.0,0.14,0.0,0.0,1.86,0.5,0.0,3.5,0.07,0.36,0.14,0.07,45.71,82.66,2.5,41.9,0.0,0.07,0.0,0.0,1.43,0.14,0.0,0.0,62.22,72.45,1.07,0.21,14,2,2,Liga Portugal,2
Matheus Reis,0.03,0.0,61.29,0.36,0.0,0.0,0.97,0.33,0.0,0.73,0.0,0.21,0.03,0.0,65.91,91.54,12.33,52.55,0.0,0.18,0.0,0.0,0.67,0.09,0.15,0.0,60.42,58.92,0.88,0.88,33,2,2,Liga Portugal,2
Mikel Villanueva,0.03,0.03,93.33,0.31,0.03,0.0,0.9,1.52,0.0,3.1,0.03,0.24,0.03,0.03,46.1,83.55,3.14,55.17,0.0,0.31,0.0,0.0,0.9,0.24,0.03,0.0,49.06,52.6,0.31,0.79,29,2,2,Liga Portugal,2
Antonio Adán,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.03,0.45,0.0,0.06,0.03,0.03,28.32,82.35,0.45,41.9,2.03,0.42,0.13,0.0,0.84,0.1,0.1,0.03,100.0,60.0,0.06,0.06,31,3,1,Liga Portugal,2
João Neves,0.06,0.18,53.33,0.76,0.0,0.0,1.53,0.53,0.0,0.18,0.0,0.76,0.0,0.0,28.59,87.24,5.82,65.0,0.0,0.18,0.0,0.0,0.29,0.0,0.06,0.0,58.33,56.91,1.29,0.88,17,1,3,Liga Portugal,2
David Carmo,0.0,0.22,0.0,0.44,0.0,0.0,0.56,1.11,0.0,2.67,0.0,0.11,0.0,0.0,46.11,82.65,3.22,45.95,0.0,0.33,0.0,0.0,0.56,0.0,0.11,0.0,69.57,53.49,0.22,1.33,9,1,2,Liga Portugal,2
Enea Mihaj,0.0,0.0,87.5,0.44,0.0,0.0,0.92,1.28,0.0,3.48,0.0,0.52,0.0,0.0,50.0,88.72,2.08,51.75,0.0,0.36,0.0,0.0,0.96,0.2,0.08,0.0,58.57,51.02,0.16,1.0,25,2,2,Liga Portugal,2
Adrián Butzke,0.23,0.35,47.06,2.12,0.12,0.0,0.35,0.12,0.0,0.5,0.0,0.23,0.04,0.04,12.96,75.07,3.38,72.73,0.0,0.0,0.0,0.0,0.77,0.0,0.04,0.04,52.34,47.44,0.69,0.73,26,1,4,Liga Portugal,2
Renato Pantalon,0.05,0.05,100.0,0.23,0.0,0.0,1.36,1.18,0.0,3.41,0.0,0.45,0.0,0.0,41.59,84.37,3.14,46.09,0.0,0.18,0.0,0.0,0.95,0.18,0.32,0.05,68.29,53.85,0.18,1.32,22,2,2,Liga Portugal,2
Zainadine Júnior,0.0,0.04,100.0,0.63,0.0,0.0,0.96,1.38,0.0,3.04,0.04,0.21,0.0,0.0,49.5,85.19,2.96,49.71,0.0,0.13,0.0,0.0,1.46,0.25,0.13,0.0,65.35,66.1,0.96,0.96,24,3,2,Liga Portugal,2
Rafa Mújica,0.3,0.3,37.04,2.11,0.04,0.0,0.85,0.07,0.0,1.0,0.0,0.3,0.07,0.0,9.15,72.06,2.33,75.0,0.0,0.0,0.0,0.0,0.63,0.11,0.04,0.0,34.44,36.64,0.78,1.63,27,2,4,Liga Portugal,2
Michael Johnston,0.04,0.04,54.29,1.16,0.0,0.0,0.44,0.2,0.0,0.16,0.0,0.64,0.16,0.16,15.96,73.68,5.44,41.94,0.0,0.12,0.0,0.0,0.6,0.2,0.08,0.0,27.27,44.69,1.0,0.64,25,1,4,Liga Portugal,2
Riccieli,0.0,0.0,100.0,0.4,0.0,0.0,1.33,0.97,0.03,5.17,0.0,0.7,0.03,0.0,43.23,88.74,1.27,54.86,0.0,0.3,0.0,0.0,1.1,0.17,0.1,0.03,58.62,56.19,0.6,0.97,30,2,2,Liga Portugal,2
Lucas Alves,0.0,0.0,0.0,0.29,0.0,0.0,0.86,0.43,0.0,3.14,0.0,0.14,0.0,0.0,42.14,84.41,2.0,44.64,0.0,0.14,0.0,0.0,0.71,0.0,0.14,0.0,72.73,68.57,0.29,0.57,7,3,2,Liga Portugal,2
Pedro Amaral,0.08,0.0,38.89,0.58,0.0,0.0,1.42,0.83,0.0,1.33,0.0,0.75,0.08,0.17,42.5,78.24,7.17,51.79,0.0,0.08,0.0,0.0,1.17,0.17,0.42,0.0,22.22,43.21,0.75,1.0,12,2,2,Liga Portugal,2
Gonçalo Guedes,0.08,0.0,57.14,1.25,0.0,0.0,0.58,0.08,0.0,0.08,0.0,0.0,0.17,0.08,12.75,79.08,5.92,83.33,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,20.0,52.08,0.75,0.75,12,2,4,Liga Portugal,2
Bruno Onyemaechi,0.03,0.03,56.1,0.76,0.0,0.0,1.9,1.28,0.0,2.1,0.03,0.66,0.21,0.03,38.21,74.91,6.45,33.56,0.0,0.14,0.0,0.0,1.38,0.17,0.21,0.0,56.0,61.04,1.21,0.72,29,1,2,Liga Portugal,2
Duplexe Tchamba,0.0,0.0,100.0,1.0,0.0,0.0,1.4,1.0,0.0,3.8,0.0,0.8,0.0,0.0,41.6,82.21,3.8,46.43,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,65.22,61.22,0.8,0.8,5,2,2,Liga Portugal,2
Tiago Esgaio,0.0,0.04,66.67,0.42,0.0,0.0,1.73,0.85,0.04,3.0,0.0,0.92,0.12,0.08,35.15,70.57,5.54,35.26,0.0,0.42,0.0,0.0,0.62,0.08,0.35,0.0,60.53,54.59,0.23,1.0,26,2,2,Liga Portugal,2
Bernardo Vital,0.0,0.0,66.67,0.15,0.0,0.0,0.85,0.62,0.04,4.69,0.0,0.23,0.0,0.0,51.04,87.64,2.19,51.14,0.0,0.31,0.0,0.0,1.08,0.15,0.19,0.0,56.82,54.97,0.77,1.08,26,1,2,Liga Portugal,2
Nuno Moreira,0.03,0.03,52.17,1.83,0.0,0.0,0.83,0.83,0.0,0.79,0.0,0.66,0.1,0.03,20.76,71.1,6.0,47.17,0.0,0.0,0.0,0.0,0.52,0.17,0.14,0.0,40.74,48.47,1.28,0.9,29,1,3,Liga Portugal,2
Rúben Fernandes,0.0,0.04,66.67,0.42,0.0,0.0,0.58,1.42,0.08,3.31,0.0,0.65,0.04,0.0,52.69,84.96,2.46,52.41,0.0,0.27,0.0,0.0,1.12,0.04,0.15,0.0,58.44,52.52,0.35,0.58,26,3,2,Liga Portugal,2
Mihai Alexandru Dobre,0.12,0.18,50.0,1.47,0.06,0.0,1.35,0.18,0.06,0.53,0.0,0.82,0.18,0.18,13.82,73.19,3.76,33.33,0.0,0.0,0.0,0.0,0.59,0.06,0.06,0.06,29.03,46.96,0.59,0.59,17,2,3,Liga Portugal,2
Pedro Malheiro,0.0,0.03,57.58,0.5,0.0,0.0,2.94,1.16,0.03,1.59,0.0,0.97,0.19,0.19,44.44,79.47,7.06,41.22,0.0,0.16,0.0,0.0,1.44,0.16,0.19,0.0,38.3,53.16,0.56,1.44,32,1,2,Liga Portugal,2
Salvador Agra,0.1,0.0,39.47,0.57,0.0,0.0,0.9,0.2,0.0,0.13,0.0,0.37,0.17,0.13,18.23,76.97,5.47,52.27,0.0,0.0,0.0,0.0,0.83,0.13,0.2,0.0,31.25,47.73,1.23,1.0,30,3,4,Liga Portugal,2
Rafael Bracali,0.0,0.0,100.0,0.0,0.0,0.0,0.07,0.07,0.0,0.86,0.0,0.04,0.0,0.0,24.61,62.12,0.5,39.67,2.96,0.18,0.21,0.04,1.36,0.21,0.07,0.0,81.82,85.71,0.25,0.0,28,3,1,Liga Portugal,2
Danny Namaso,0.14,0.09,45.45,0.68,0.0,0.0,0.36,0.09,0.0,0.18,0.0,0.18,0.18,0.09,6.73,81.08,2.32,66.67,0.0,0.0,0.0,0.0,0.27,0.0,0.09,0.0,39.29,40.0,0.41,0.95,22,1,4,Liga Portugal,2
André Franco,0.12,0.0,33.33,0.65,0.0,0.0,0.65,0.29,0.0,0.18,0.0,0.59,0.06,0.0,19.41,88.18,6.65,88.0,0.0,0.0,0.0,0.0,0.35,0.0,0.12,0.0,42.86,43.21,0.82,0.71,17,2,3,Liga Portugal,2
Marcelo Carné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.07,0.0,0.0,27.29,68.32,0.57,33.33,3.21,0.14,0.29,0.0,1.5,0.21,0.29,0.0,100.0,90.91,0.29,0.0,14,3,1,Liga Portugal,2
