Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances
Nikola Štulić,0.53,0.26,44.44,2.11,0.05,0,0.89,0.21,0,0.53,0,0.37,0,0,16.68,72.24,4.79,37.5,0,0.05,0,0,1.26,0.32,0,0,33.33,40.47,1.58,1.68,19
Zoran Popović,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,19.4,68.04,1,52.38,2.6,0.6,0,0,0.2,0.2,0.2,0,100,100,0.4,0,5
Aleksandar Filipović,0.1,0,35.71,1.05,0.05,0,2.3,1.95,0,2.3,0,0.7,0.05,0.1,34.75,74.96,7.2,30.67,0,0.35,0,0,0.55,0.15,0.25,0,56.92,54.21,0.8,1.65,20
Alex Vigo,0.15,0,33.33,0.62,0,0,2.08,0.92,0,1.46,0,1.15,0.15,0.08,44.77,89.69,14.54,42.31,0,0.31,0,0,0.46,0,0.23,0,56.25,48.78,1.38,1.62,13
Strahinja Eraković,0,0.03,69.57,0.7,0,0,1.27,1.18,0,1.36,0,0.3,0,0.06,52.67,89.59,7.73,63.08,0,0.39,0,0,0.52,0.03,0.15,0,58.43,59.19,0.67,0.97,33
Nemanja Petrović,0.13,0.03,52.5,0.78,0.03,0,1.75,1.06,0,1.5,0,0.53,0.09,0.06,42.38,82.52,9.97,50.39,0,0.38,0,0,0.69,0.13,0.25,0,52.83,51.93,1.34,1.81,32
Vladimir Savić,0,0,0,0,0,0,0.17,0,0,0.67,0,0,0,0,16.83,56.44,0,38.89,3.83,0.17,0.33,0,1.17,0,0.17,0,100,100,0.17,0,6
Lazar Carević,0,0,0,0,0,0,0,0.03,0,1.03,0,0,0,0,22.69,60.08,0.74,42.51,2.6,0.37,0.26,0.06,0.86,0.06,0.03,0,83.33,91.67,0.17,0,35
Milutin Vidosavljević,0.24,0.03,52.78,1.45,0,0,0.9,0.31,0,0.24,0,0.59,0.28,0.14,19.69,74.96,7.28,56.9,0,0.14,0,0,0.55,0.21,0.14,0,17.54,42.09,1.76,1.03,29
Nemanja Tošić,0.1,0.03,15.38,0.61,0,1.61,1.35,1.45,0,2.81,0.03,0.65,0.13,0.13,36.35,72.14,8,32.8,0,0.45,0,0,0.71,0.06,0.32,0,59.3,49.58,0.81,1.39,31
Ricardo Gomes,0.54,0.49,32.08,3,0.11,0,0.11,0.14,0,0.57,0,0.09,0.03,0.09,14.14,68.28,5.03,50,0,0.26,0,0,0.74,0.11,0.09,0.03,35.51,37.58,1.46,1,35
Miloš Filipović,0.08,0.04,41.67,1.81,0,0,1.04,0.38,0,0.31,0,0.73,0.23,0.19,15.12,70.48,5.42,31.37,0,0,0,0,0.96,0.12,0.12,0,34.38,51.5,1.92,0.62,26
Aleksandar Dragović,0,0.06,0,0.31,0,0,0.59,0.94,0.03,2.66,0,0.25,0.03,0,56.63,90.51,5.69,62.03,0,0.47,0,0,0.41,0,0.13,0,65.38,51.59,0.34,1.31,32
Uroš Spajić,0.33,0,0,0.67,0,0,1,0.67,0,0.67,0,0.33,0,0,29.33,94.32,2.67,75,0,0,0,0,0,0,0,0,100,72.73,0.67,0.33,3
Filip Dujmović,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56.25,0,33.33,5,0,0,0,3,0,0,0,0,0,0,0,1
Igor Vujačić,0.06,0,85.71,0.73,0.03,0,0.64,1.06,0,4.27,0,0.15,0,0,57.91,82.57,4.79,47.85,0,0.36,0,0,0.67,0.15,0.18,0,67.26,63.97,1.67,1.12,33
Srđan Mijailović,0,0.03,53.85,1,0,0,1.91,0.85,0.03,0.48,0,1,0.06,0.09,51.36,82.3,12,54.87,0,0.3,0,0,0.52,0.06,0.33,0.03,48.57,44.96,0.64,2.15,33
Slobodan Rubežić,0.06,0.06,65.38,0.77,0.06,0,1.29,1.77,0,6.43,0,0.54,0.06,0,33.34,71.55,2.26,35.96,0,0.26,0,0,1.2,0.11,0.26,0,71.27,58.42,0.89,2.06,35
Nemanja Krstić,0.09,0,24,0.71,0,0.29,1.38,0.79,0,0.65,0,0.97,0.15,0.15,30.15,72.88,7,50,0,0,0,0,0.47,0.06,0.12,0,50,44.63,0.91,1.18,34
Mirko Topić,0,0,68.75,0.77,0,0,2.26,1.71,0,1.6,0,0.74,0.03,0,43.91,81.72,9.09,50,0,0.14,0,0,0.74,0.09,0.06,0,60.27,54.37,0.66,1.66,35
Viktor Rogan,0.05,0,57.14,0.55,0.05,0,1.73,0.73,0.05,1.18,0,0.41,0.18,0.09,20.55,68.58,5.77,24.14,0,0.32,0,0,0.64,0.05,0.05,0,36.11,52.05,0.77,1.32,22
Radomir Milosavljević,0.08,0,66.67,0.42,0,0,1.15,1,0,0.73,0,0.15,0.08,0.04,30.69,78.45,6.65,45.63,0,0,0,0,0.54,0.04,0.15,0,62.86,59.15,1.08,1.19,26
Miloš Krunić,0,0,0,0,0,0,0.04,0,0,1.42,0.04,0.08,0,0,32.63,67.82,0.46,37.5,2.88,0.38,0.08,0.04,1.33,0.08,0.13,0,100,81.82,0.21,0,24
Aleksandar Lutovac,0.1,0.1,83.33,0.9,0,0,0.6,0.1,0,0.5,0,0.2,0.1,0.1,14.5,77.93,4,38.46,0,0.1,0,0,0,0.1,0.1,0,28.57,54.76,1,0.8,10
Slobodan Urošević,0.11,0.09,48.89,1.6,0.03,0.71,1.77,0.83,0,1.31,0,0.54,0.2,0.09,44.89,75.81,9.83,36.9,0,0.29,0,0,0.8,0.17,0.23,0,61.11,51.87,1.17,1.51,35
Stefan Đorđević,0,0,60,0.42,0,0,1.42,1.08,0,2.29,0,0.21,0.08,0.08,32,73.7,5.75,33.96,0,0.42,0,0,0.71,0.04,0.13,0,57.69,60.98,0.58,0.75,24
Marko Rakonjac,0.31,0.46,55.56,2,0.15,0,0.15,0,0,0.08,0,0.15,0.31,0.15,8.85,81.74,3.77,0,0,0.08,0,0,0.23,0,0,0,48.15,48.44,0.85,0.46,13
Nemanja Milunović,0,0.05,60,0.75,0,0,0.7,1.2,0,2.35,0,0.25,0.05,0,48,85.31,2.95,52.21,0,0.35,0,0,0.35,0,0.2,0,66.18,55.07,0.7,1.55,20
Yves Baraye,0.15,0.06,53.85,1.38,0.03,0.59,0.94,0.09,0,0.18,0,0.32,0.18,0.03,11.65,72.73,3.85,59.26,0,0.06,0,0,0.44,0.06,0.09,0,30.19,50.85,1.5,0.71,34
Danilo Pantić,0.06,0,68.42,0.67,0,2.78,0.83,0.61,0,0.22,0,0.61,0.11,0.11,32.78,82.37,8.72,51.92,0,0.11,0,0,0.39,0.06,0.17,0,69.23,52.1,1.39,1.28,18
Nemanja Belić,0,0,100,0,0,0,0.05,0,0,0.63,0,0,0,0,22.74,69.68,0.89,47.13,2.26,0.53,0.11,0.05,0.89,0.05,0.05,0,100,100,0.05,0,19
Luka Gojković,0.18,0.09,52.53,1.32,0.03,0,1.09,0.91,0,0.26,0,0.85,0.21,0.09,29.32,72.52,8.85,69.62,0,0.09,0,0,0.88,0.18,0.15,0,27.42,49.1,2.5,1.18,34
Goran Antonić,0.07,0,100,0.26,0.04,0,1.3,1.22,0,2.89,0,0.44,0.04,0.04,51.3,80.87,5.56,46.85,0,0.3,0,0,0.67,0.19,0.15,0.04,49.02,52.6,0.52,0.93,27
Muhammed Badammosi,0.31,0.33,42.11,2.22,0.11,0,0.28,0.08,0.03,0.78,0,0.22,0.11,0.11,15.56,64.11,4.33,50,0,0.14,0,0,0.75,0.06,0.11,0,60.1,47.45,1.53,1.92,36
Marko Obradović,0.12,0.06,28.57,1.29,0.12,0,0.35,0.06,0,1.06,0,0.12,0.12,0.18,16.94,61.11,4.59,80,0,0.06,0,0,0.71,0.06,0.24,0,43.24,42.94,1.76,1.76,17
Marko Bugarin,0,0,100,0.25,0,0,1.67,1.58,0,4.17,0,0.25,0.08,0,33.75,74.57,2.5,40.43,0,0.25,0,0,0.5,0.08,0,0.17,71.43,69.01,0.67,0.83,12
Nemanja Tomić,0.16,0.04,54.17,0.84,0,1.33,0.56,0.08,0,0.32,0,0.28,0.16,0.16,21.44,77.05,6.72,43.33,0,0,0,0,0.56,0.12,0.04,0,52.63,53.73,1.44,0.72,25
Dejan Kerkez,0.03,0.03,100,0.48,0.03,0,1,1,0.03,5,0,0.32,0,0,38.19,72.64,2.42,45.54,0,0.42,0,0,0.71,0.1,0.06,0.03,65.47,62.01,0.52,0.94,31
Radovan Pankov,0.06,0,50,0.06,0.06,0,0.89,1.22,0,2.89,0,0.11,0,0,39.56,78.51,4.11,50.63,0,0.33,0,0,0.44,0.06,0.22,0,61.22,56.07,0.67,1.33,18
Vladimir Lučić,0.1,0.13,51.92,1.23,0.03,0,1.63,0.5,0,0.27,0,0.63,0.17,0.13,24.23,78.82,10.3,51.52,0,0.07,0,0,0.6,0.03,0.1,0,41.94,51.78,1.47,0.67,30
Josip Ćalušić,0.06,0.06,66.67,0.45,0.03,0,0.48,1.48,0.06,2.52,0,0.13,0.03,0.03,58.42,80.51,6.77,49.57,0,0.35,0,0,0.71,0.03,0.19,0.03,63.64,56.25,0.35,0.81,31
Marko Mirić,0.12,0.15,40.91,1.76,0.06,0,0.94,0.45,0,1.64,0,0.42,0.18,0.15,29.18,66.36,8.18,51.72,0,0.21,0,0,1,0.15,0.21,0,57.14,52.52,2.12,1.79,33
Jovan Mijatović,0.08,0,62.5,1,0,0,0.33,0.08,0,0.17,0,0.33,0.25,0.08,10.33,74.19,3.83,37.5,0,0.08,0,0,0.25,0,0,0,47.06,47.69,0.75,0.83,12
Uroš Nikolić,0.33,0.17,52.78,1.67,0,0.6,0.63,0.08,0.04,0.17,0,0.42,0.08,0.13,21.17,73.62,6.71,48.39,0,0.04,0,0,0.46,0,0.04,0.04,41.67,43.38,0.63,0.63,24
Siniša Babić,0,0,66.67,0.36,0,0,0.57,0.64,0,0.29,0,0.36,0.14,0.07,27,76.46,7.57,61.4,0,0.14,0,0,0.93,0.14,0.07,0,14.29,55.74,1.36,0.21,14
Filip Damjanović,0,0.06,93.33,0.43,0,0,1.09,1.34,0.06,6.17,0,0.51,0.03,0.03,59.54,80.09,4.17,42.34,0,0.34,0,0,1.31,0.06,0.23,0.03,69.83,61.62,1,1.37,35
Veljko Ilić,0,0,0,0,0,0,0.03,0,0.03,0.51,0,0.03,0.03,0,24.09,67.62,0.34,37.44,2.26,0.43,0.17,0.03,0.74,0.14,0.14,0,90,86.36,0.23,0.03,35
Miloš Mijić,0.16,0.09,53.13,1.31,0,0,0.75,0.5,0,0.31,0.03,0.59,0.09,0.09,24.91,77.92,6.97,58.06,0,0.09,0,0,0.84,0.09,0.13,0,30.56,48.1,1.53,0.59,32
Miloš Spasić,0.26,0.16,48.65,2.74,0,0,1.42,0.32,0,0.42,0,0.37,0.16,0.11,21.68,59.95,6.89,57.89,0,0.16,0,0,1.79,0.16,0.05,0,49.59,47.91,1.05,1.16,19
Dušan Cvetinović,0,0.04,83.33,0.29,0,0,0.79,1.13,0.04,3.54,0,0.25,0,0,42.58,84.25,2.58,55.68,0,0.29,0,0,0.75,0.04,0.25,0,62.71,59.17,0.42,0.88,24
Stefan Purtić,0,0,50,0.82,0,0,1.65,0.71,0,1.53,0,0.47,0.18,0.12,40.82,82.42,4.71,54.05,0,0.12,0,0,0.94,0.06,0.29,0,59.26,45.6,0.65,2.41,17
Vasilije Bakić,0,0.03,75,0.45,0,0,1.38,1.34,0.03,6.03,0,0.1,0,0,34.86,79.13,1.66,37.97,0,0.21,0,0,1.31,0.21,0.21,0.03,66.67,63.59,0.62,1.14,29
Nikola Vujadinović,0.05,0.05,50,0.62,0.05,0,0.62,0.86,0,4.14,0,0.29,0,0,42.67,77.01,4.38,45.14,0,0.52,0,0,0.67,0.1,0.05,0,76.04,65.84,0.9,1.1,21
Marko Putinčanin,0.11,0,45.45,1.19,0.11,0,1.81,1.48,0,0.81,0,0.63,0.07,0,51.48,75.54,9.56,43.5,0,0.37,0,0,0.93,0.07,0.26,0.04,65.43,55.51,0.89,1.78,27
Nikola Srećković,0.18,0.03,43.3,1.74,0.03,0.27,1.12,0.29,0.03,0.32,0,0.41,0.06,0.12,18.12,69.64,6.24,44.26,0,0.09,0,0,1.03,0.18,0.12,0,49.12,51.32,2.56,1.06,34
Filip Kljajić,0,0,100,0,0,0,0,0,0.04,0.5,0,0,0,0,25.08,47.55,0.88,32.19,2.58,0.31,0.12,0,0.85,0.04,0,0,100,88.89,0.15,0.04,26
Andrija Majdevac,0.4,0.27,57.14,2.07,0.07,0,0.13,0.2,0,0.07,0,0.23,0.07,0,14.47,71.89,5.33,81.25,0,0.17,0,0,0.73,0.1,0.13,0,34.83,39.39,1.67,1.2,30
Milan Mirosavljev,0.2,0,62.5,1,0,0,0.4,0.1,0,0.7,0,0.2,0.1,0.1,25.6,66.02,4.7,87.5,0,0.1,0,0,1,0.4,0,0,39.13,40.71,2.1,1.8,10
Stojan Leković,0,0,0,0,0,0,0.05,0.05,0,0.36,0,0,0,0,25.05,58.62,0.64,31.37,3,0.27,0.18,0.05,1.05,0.23,0.09,0,0,100,0.09,0,22
Nikola Jojić,0.19,0.22,53.33,1.3,0.03,0,1.08,0.46,0,0.32,0,1,0.16,0.22,18.59,70.06,5.59,33.87,0,0.08,0,0,1.22,0.27,0.05,0,37.96,50.14,2,0.7,37
Dejan Zukić,0.09,0.09,63.64,1.09,0.03,0,1,0.47,0,0.56,0,0.81,0.06,0.03,22.59,79.53,6.19,68.13,0,0,0,0,0.44,0.03,0.16,0,50,53.26,1.13,0.69,32
Mihailo Oreščanin,0.06,0.06,68.57,0.53,0,0,1.84,1.53,0.03,2.44,0,0.59,0,0,31.72,71.23,4.19,43.35,0,0.22,0,0,1.25,0.13,0.31,0,66.06,63.44,1.75,1.38,32
Mamadou Traoré,0.03,0.06,80,0.52,0,0,1.06,1.39,0,4.42,0.03,0.55,0,0,49.13,77.61,3.48,38.1,0,0.29,0,0,0.9,0.1,0.13,0,59.52,57.27,0.45,0.81,31
Matija Stojanović,0,0,0,2,0,0,0,0,0,1,0,1,0,0,13,84.62,7,50,0,0,0,0,0,1,0,0,0,0,0,0,1
Vladan Vidaković,0,0,0,0.5,0,0,1.5,1,0,0.5,0,0.5,0,0,32.5,83.08,13,83.33,0,0,0,0,0.5,0,0.5,0,66.67,50,0.5,1.5,2
Almin Kahrimanović,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23.5,40.43,0.5,32.5,3.5,0,0,0,0.5,0.5,0,0,0,0,0,0,2
Nikola Vujanac,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,27.83,47.9,2.33,35.56,2.83,0.17,0,0,1,0.17,0,0,50,75,0.33,0,6
Dragan Rosić,0,0,0,0,0,0,0.05,0.05,0.05,0.84,0,0.05,0,0,21.21,48.64,0.11,27.72,3.37,0.32,0.26,0,1.32,0.05,0.16,0,50,57.14,0.11,0.05,19
Uroš Drezgić,0.07,0.04,62.5,0.33,0.07,0,0.93,0.96,0,2.89,0,0.41,0,0,46.85,82.13,5.67,47.91,0,0.37,0,0,0.96,0.07,0.11,0,72.73,55.04,0.33,1.15,27
Stefan Čolović,0.08,0.04,49.33,1.19,0,0,1.27,0.69,0,0.19,0,0.58,0.35,0.15,21.54,71.43,6.46,30.61,0,0.08,0,0,0.81,0.23,0.04,0,25.81,43.42,0.81,0.69,26
Marko Bjeković,0,0.11,62.5,0.21,0,0,2.95,0.95,0.05,1.11,0,0.42,0.11,0.16,24.68,70.79,5,45.61,0,0.11,0,0,0.84,0.05,0.16,0,46.15,64.8,1.42,0.84,19
Irakli Azarovi,0,0.05,62.5,0.5,0,0,1.25,0.55,0,0.5,0,0.45,0.1,0.05,34.55,85.82,10.05,46.84,0,0.15,0,0,0.4,0.05,0.1,0,41.18,54.08,0.3,0.65,20
Milan Lazarević,0.03,0,47.06,0.24,0,0,1.76,1.76,0.03,1.86,0,0.72,0.1,0.07,34.79,71.95,6.66,32.37,0,0.17,0,0,0.66,0.07,0.07,0,61.54,57.77,1.59,1.07,29
Hamidou Traoré,0,0,44.44,0.5,0,0,2.21,0.64,0,0.21,0,0.93,0.07,0,47.29,83.38,9.43,61.19,0,0.14,0,0,0.21,0.29,0.14,0,51.72,51.75,0.64,1,14
Marko Mijailović,0.03,0,54.9,1.27,0,0,1.52,1.36,0,2.06,0,0.61,0.12,0.12,29.03,65.24,4.91,38.59,0,0.27,0,0,1.06,0.09,0.3,0,56,53.79,1.09,1.39,33
Nemanja Nikolić,0.13,0.23,59.09,1.32,0,0,0.48,0.1,0,0.35,0,0.23,0.23,0.19,23.61,70.22,6.16,58.57,0,0.13,0,0,0.61,0.1,0.13,0,38.41,44.07,1.58,0.97,31
Nemanja Miletić,0,0,62.5,0.27,0,0,1.07,0.73,0,2.47,0,0.73,0.13,0.07,31.93,67.01,7,42.86,0,0.47,0,0,0.67,0.2,0.13,0,55,58.27,1.4,0.67,15
Andres Colorado,0.07,0,50,0.57,0,0,2.07,1.43,0,0.93,0,1.14,0.14,0.07,37.29,84.29,7.86,38.46,0,0.14,0,0,0.71,0.07,0.14,0,57.89,51.43,0.79,1.71,14
Marko Knežević,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,22.58,51.66,0.92,36.95,2,0.58,0.08,0,0.83,0,0,0,100,80,0.25,0,12
Boubacari Doucoure,0.07,0.03,65.22,0.69,0.03,0,2.86,1.1,0,1.52,0,1.31,0.03,0,28.21,70.17,4.97,48.25,0,0.28,0,0,0.97,0.21,0.17,0.03,51.47,53.51,0.97,1.76,29
Miloš Vidović,0.14,0.03,61.54,0.97,0.03,0,1.45,0.69,0,1.69,0,0.9,0.03,0,48.24,77.91,7.52,44.51,0,0.28,0,0,0.83,0.21,0.38,0,68.64,58.59,1.55,1.76,29
Andrej Todoroski,0.17,0,51.79,1.83,0,0,0.72,0.07,0,0.17,0,0.28,0.14,0.1,13.24,78.39,4.97,65.22,0,0.03,0,0,0.72,0.07,0,0,16.67,46.69,1.97,0.9,29
Miloš Ostojić,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.5,59.3,1,34.62,3.75,0,0,0,1.25,0.5,0.25,0,100,100,0.5,0,4
Petar Stanić,0.1,0,48.15,1.43,0,0,1.23,0.5,0,0.37,0,0.63,0.1,0.07,26.4,76.52,7.27,53.33,0,0.07,0,0,0.9,0.03,0.2,0,42.22,55.23,2.37,0.83,30
Miloš Milović,0.06,0,0,0.56,0.06,0,0.56,1,0,4.44,0.06,0.31,0.13,0,56.63,80.57,4,43.17,0,0.5,0,0,1.13,0.13,0,0.06,45.24,46.38,0.25,0.63,16
Stefan Hajdin,0.11,0.11,47.83,1.16,0.05,0,1.37,1.63,0.05,1.89,0,0.68,0,0,43.95,75.45,5.47,44.2,0,0.47,0,0,1.05,0.11,0.16,0,56.67,51.43,1,1.37,19
Veljko Nikolić,0.11,0,72.73,1.11,0,0,0.89,0.33,0,0,0,0.89,0.22,0,29.56,90.98,8.44,80,0,0,0,0,0.22,0,0.11,0,0,43.48,0.44,0.44,9
Aranđel Stojković,0.03,0.07,59.26,0.79,0,0,1.41,0.93,0.07,1.38,0,0.93,0.07,0.14,40.24,80.12,7.66,48.35,0,0.34,0,0,0.55,0.1,0.34,0,47.5,49.53,1.03,1.31,29
Nemanja Milić,0.18,0.18,50,1.41,0.12,0,0.76,0.06,0,0.47,0,0.47,0.12,0,20.41,61.96,6.88,77.78,0,0,0,0,0.76,0.06,0.18,0,38.5,40.31,1.88,1.94,17
Fousseni Diabaté,0.06,0.16,55.86,1.25,0,0,0.88,0.34,0,0.28,0,0.5,0.25,0.22,31.88,84.02,12.16,68.18,0,0.16,0,0,0.53,0.16,0,0,50,52.37,1.75,0.53,32
Vasilije Đurić,0.14,0.07,68.97,1,0,0,0.64,0.36,0.07,0.07,0,0.43,0.21,0.14,17,78.99,4.21,36.36,0,0.07,0,0,0.64,0.29,0.07,0,36.36,59.52,1.21,0.5,14
Lazar Nikolić,0.08,0,35.71,0.38,0,0,1.58,1.31,0,1.62,0,0.5,0.08,0.08,28.46,73.51,6.69,39.69,0,0.12,0,0,1.31,0.23,0.08,0,50,57.76,1.38,0.88,26
Veljko Simić,0.21,0.26,56.36,1.5,0.03,0,1.18,0.44,0,0.29,0,0.44,0.21,0.12,19.29,78.81,6.32,43.9,0,0.12,0,0,0.62,0.09,0.06,0.03,27.27,53.74,1.32,1.03,34
Nemanja Đeković,0.07,0.07,100,0.46,0.04,0,1.04,1.54,0.04,4.04,0.04,0.5,0.04,0,34.11,67.43,3.54,39.86,0,0.32,0,0,0.96,0.04,0.07,0.04,57.98,57.55,0.75,0.96,28
Balsa Popovic,0,0,0,0,0,0,0.13,0,0,0.5,0,0.13,0,0,24.38,64.62,1.75,47.58,2.88,0,0.75,0.25,2.13,0.13,0.13,0,100,87.5,0.38,0.13,8
Stefan Lončar,0.06,0.17,42.11,1.94,0,0,1.5,0.89,0,1.17,0,1.17,0.06,0.11,47.11,75.94,10.28,58.99,0,0.22,0,0,0.94,0.06,0.39,0,55,45.22,0.83,1.17,18
Nemanja Belaković,0.13,0,52.94,0.94,0,0,0.88,0.38,0,0.38,0,0.38,0.13,0,21.13,78.7,7.19,37.5,0,0,0,0,1.06,0,0.06,0,60.71,55.66,1.19,0.88,16
Nikola Stanković,0,0,58.62,0.86,0,0,1.52,1.29,0.05,0.76,0,0.71,0.05,0.05,28,80.61,6.57,50,0,0.14,0,0,0.43,0.05,0.19,0,60.53,58.24,1.29,0.86,21
Miloš Milisavljević,0,0,0,0,0,0,0.67,0.33,0,1,0,0.33,0,0,13.67,73.17,2.33,66.67,0,0,0,0,0.67,0,0,0,0,58.82,2.67,0.33,3
Nenad Krstičić,0,0,100,0.75,0,0,1.5,0,0,0,0,0,0,0,11.25,84.44,3.25,100,0,0,0,0,0.25,0,0,0,100,91.67,0.5,0.25,4
Dejan Stanivuković,0,0,0,0,0,0,0.03,0,0.1,0.87,0.03,0.07,0,0,24.73,49.87,1.07,32.72,3.33,0.33,0.27,0.07,1.13,0.17,0.23,0.03,92.31,73.91,0.13,0.1,30
Noboru Shimura,0.06,0.06,33.33,0.87,0.03,0,1.45,0.84,0.03,1.13,0,0.48,0.1,0.1,23.61,65.57,4.97,31.46,0,0.16,0,0,1.1,0.1,0.26,0.03,61.7,55.38,1.23,1.58,31
Ibrahima Mame Ndiaye,0.18,0,11.11,0.59,0,0,1.24,0.41,0,0.35,0,0.29,0.06,0.12,11.29,55.21,2.65,20,0,0.12,0,0,0.41,0.06,0.12,0,39.13,45.79,0.53,0.76,17
Zeljko Samčović,0,0,0,0,0,0,0,0,0.05,1.1,0.05,0,0,0,21.7,44.24,1.15,33.52,3.65,0.1,0.4,0.05,1.5,0.25,0.15,0,100,87.5,0.2,0.1,20
Samuel Owusu,0.03,0.03,55,1.41,0,0,0.79,0.45,0,0.07,0,0.21,0.17,0.1,16.24,78.56,5.55,75,0,0.03,0,0,0.55,0.07,0.1,0.03,27.78,59.59,1.86,0.41,29
Filip Manojlović,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,20.93,55.75,0.89,42.35,2.78,0.3,0.3,0,1.11,0.11,0.11,0,100,100,0.04,0,27
Taras Bondarenko,0.12,0,0,0.76,0,0,0.88,1,0.12,3.88,0,0.59,0,0,34.06,75.82,0.76,27.93,0,0.41,0,0,0.59,0.12,0.18,0,53.95,55.26,0.41,0.35,17
Stefan Ranđelović,0,0,50,0,0,0,0,0.03,0,0.84,0.03,0.06,0,0,24.39,52.78,0.97,34.8,2.87,0.32,0.35,0.06,1.23,0.16,0.06,0,80,76.47,0.26,0,31
Janko Tumbasević,0.06,0.09,58.33,0.88,0,0,1.25,0.56,0.03,0.56,0,0.53,0.06,0.03,30.16,79.38,5.78,60.87,0,0.09,0,0,0.69,0.09,0.16,0,65.22,51.29,0.63,1.47,32
Stefan Jovanović,0.03,0.03,45.65,0.55,0,0,2.61,1.45,0.03,2,0,1.29,0,0.03,32.1,69.05,7.03,41.14,0,0.45,0,0,0.81,0.1,0.26,0,37.5,52.42,2.06,1.74,31
Saša Marković,0.06,0,25,1.56,0,0,1.44,0.19,0,0.69,0,0.5,0.13,0.13,17.44,76.7,3.56,43.75,0,0,0,0,0.44,0,0,0,62.5,50.53,0.5,1.06,16
Stefan Tomović,0.2,0.04,50,0.88,0,0,0.32,0.12,0,0,0,0.16,0.12,0,21.36,79.59,10.44,43.48,0,0,0,0,0.44,0.04,0.16,0,18.18,49.18,1.08,0.32,25
Nikola Kuveljić,0,0,70.59,0.79,0,0,1.25,0.61,0,0.57,0,0.57,0.04,0.04,34.61,86.89,7.61,70,0,0.21,0,0,0.39,0.04,0.21,0,64,52.53,0.71,1.29,28
Igor Jeličić,0,0,41.67,0.21,0,0,1.18,1.43,0.07,3.57,0,0.21,0,0.04,45.36,82.44,3.43,41.99,0,0.39,0,0,0.64,0.07,0.18,0.04,66.29,59.34,0.39,1.04,28
Aleksandar Busnić,0.09,0,55.56,0.45,0.05,0,1.41,0.91,0,1.09,0,0.41,0.05,0.05,28.14,73.51,3.5,42.68,0,0.09,0,0,0.45,0.05,0.18,0,65,57.14,0.41,0.95,22
Miljan Škrbić,0.33,0.22,65.22,1.39,0.11,0,0.33,0,0,0.56,0,0.11,0.06,0,11.17,73.13,2.94,71.43,0,0,0,0,0.83,0,0.11,0,32.26,47.41,1.28,0.5,18
Siniša Saničanin,0.06,0,75,0.82,0,0,1.06,0.76,0.06,3.41,0,0.29,0,0,60.41,86.17,4.71,45.45,0,0.47,0,0,0.71,0.06,0.29,0.06,46.51,52.53,0.65,1.06,17
Igor Maksimović,0,0,0,1,0,0,0.4,0,0,0.2,0,0.4,0.2,0.2,13,76.92,4.4,50,0,0,0,0,0.8,0,0,0,33.33,45.45,0.4,0,5
Emmanuel Hackman,0,0,100,0.47,0,0,1.93,1.73,0,5.53,0,0.73,0,0,33.67,66.93,3.93,37.75,0,0.53,0,0,0.67,0.07,0.07,0.07,52.17,54.48,0.8,1.47,15
Miljan Momčilović,0.04,0,73.53,0.41,0,0,2.07,1.48,0.04,0.78,0,0.48,0,0,29.78,76.62,4.74,47.5,0,0.15,0,0,1.07,0.07,0.22,0,45.65,59.18,2.07,1.56,27
Uroš Đuranović,0.27,0.13,31.82,1.73,0.13,0,0.6,0.27,0,0.67,0,0.87,0.07,0.13,16.8,67.46,3.67,21.43,0,0.07,0,0,1.13,0.07,0.47,0,36.67,37.55,2.47,2.73,15
Petar Mićin,0.03,0.13,60,1.81,0,0,1.09,0.72,0,0.31,0,0.59,0.09,0,23.69,75.07,6.56,43.48,0,0.06,0,0,0.81,0,0.13,0,40,50.23,0.97,1.13,32
Aleksandar Tanasin,0.03,0,70.59,0.3,0,0,2.37,1,0,1.23,0,0.53,0.03,0,30.67,72.61,6.37,39.22,0,0.13,0,0,1.1,0.13,0.17,0,56.25,62.96,1.17,1.23,30
Đorđe Ivanović,0.26,0.2,51.16,2.11,0.03,0,0.66,0.51,0,0.34,0,0.49,0.17,0.09,21.46,76.17,7.51,22.73,0,0.03,0,0,0.66,0.06,0.09,0,44.78,38.98,0.71,1.09,35
Andrija Radulović,0.26,0.17,43.24,2.57,0,0,0.69,0.69,0,0.29,0,0.46,0.09,0,14.63,67.38,4.29,34.85,0,0.2,0,0,0.66,0.23,0.09,0,19.35,43.92,1.49,0.86,35
