#,Team,Name
1,,Mihajlo Banjac
2,,Luka Ilić
3,,Vukašin Đurđević
4,,Kings Kangwa
5,,Strahinja Manojlović
6,,Kristijan Belić
7,,Andrija Katić
8,,Petar Ratkov
9,,Nikola Štulić
10,,Alex Vigo
11,,Strahinja Eraković
12,,Lazar Carević
13,,Milutin Vidosavljević
14,,Filip Dujmović
15,,Slobodan Rubežić
16,,Mirko Topić
17,,Viktor Rogan
18,,Marko Rakonjac
19,,Luka Gojković
20,,Muhammed Badammosi
21,,Marko Bugarin
22,,Vladimir Lučić
23,,Jovan Mijatović
24,,Veljko Ilić
25,,Vasilije Bakić
26,,Stojan Leković
27,,Nikola Jojić
28,,Dejan Zukić
29,,Matija Stojanović
30,,Vladan Vidaković
31,,Almin Kahrimanović
32,,Uroš Drezgić
33,,Marko Bjeković
34,,Irakli Azarovi
35,,Boubacari Doucoure
36,,Andrej Todoroski
37,,Petar Stanić
38,,Veljko Nikolić
39,,Lazar Nikolić
40,,Nemanja Đeković
41,,Balsa Popovic
42,,Nikola Stanković
43,,Zeljko Samčović
44,,Stefan Ranđelović
45,,Stefan Tomović
46,,Igor Jeličić
47,,Igor Maksimović
48,,Miljan Momčilović
49,,Andrija Radulović
50,,Bojan Kovačević
51,,Numan Kurdić
52,,Stefan Leković
53,,Milan Ilić
54,,Nikola Terzić
55,,Luka Bijelović
56,,Ognjen Lukić
57,,Nemanja Žunić
58,,Bojica Nikčević
59,,Aleksandar Popović
60,,Norman Campbell
61,,Ognjen Mršić
62,,Vukašin Krstić
63,,Nikola Stajić
64,,Jovan Milošević
65,,Bojan Roganović
66,,Matija Mitrović
67,,Vladimir Vitorović
68,,Samed Baždar
69,,Thierry Etongou
70,,Miloš Pantović
71,,Aleksa Matić
72,,Uroš Lazić
73,,Srđan Hrstić
74,,Zlatan Šehović
75,,Kristijan Tojcić
76,,Nikola Petković
77,,Vanja Ilić
78,,Sead Islamović
79,,Cristian
80,,Aleksa Đurasović
81,,Aleksa Janković
82,,Nikolaos Baxevanos
83,,Sambou Sissoko
84,,Edmund Addo
85,,Andrija Milić
86,,Borisav Burmaz
87,,Novak Mićović
88,,Slobodan Stanojlović
89,,Stefan Stanisavljević
90,,Mihajlo Vesnić
91,,Igor Miladinović
92,,Jug Stanojev
93,,Stefan Mitrović
94,,Svetozar Marković
95,,Uroš Miladinović
96,,Hamza Bronja
97,,Ensar Brunčević
98,,Ognjen Mitrović
99,,Miljan Krpić
100,,Mihajlo Spasojević
101,,Aleksa Milojević
102,,Danilo Teodorović
103,,Milan Vidakov
104,,Đorđe Jovanović
105,,Ilija Milićević
106,,Mateja Đorđević
107,,Egor Prutsev
108,,Ranko Jokić
109,,David Dunđerski
110,,Filip Antonijević
111,,Ousman Marong
112,,Nikola Miličić
113,,Nemanja Mićević
114,,Edin Ajdinović
115,,Jovan Mituljikić
116,,Mihajlo Ilić
117,,Marko Ivezić
118,,Andrija Radovanović
119,,Ilija Babić
120,,Jovan Zogović
121,,Luka Malić
122,,Luka Milojević
123,,Filip Jović
124,,Mitar Ergelaš
125,,Bratislav Djukic
126,,Damjan Daničić
127,,Aleksandar Ćirković
128,,Nemanja Jović
129,,Stefan Kovač
130,,Morice Abraham
