Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Relebohile Ratomo,0.5,0.0,25.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,41.5,73.49,13.5,55.56,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,66.67,52.63,1.5,0.5,2,1,3
Reyaad Pieterse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,79.63,1.0,21.43,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1
Monnapule Saleng,0.5,0.27,42.86,2.86,0.0,0.0,1.14,0.36,0.0,0.05,0.0,0.5,0.55,0.36,28.09,75.73,9.18,57.89,0.0,0.14,0.0,0.0,0.59,0.14,0.0,0.0,25.0,44.98,1.86,0.68,22,2,3
Siphelele Magubane,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,70.97,6.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,1.0,2.0,1,2,3
Siyabonga Mpontshane,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,1.4,0.0,0.0,0.0,0.0,20.2,80.2,0.8,65.52,3.0,0.4,0.0,0.0,0.4,0.2,0.0,0.0,0.0,100.0,0.2,0.0,5,3,1
Iqraam Rayners,0.39,0.22,40.74,2.39,0.0,0.0,0.26,0.09,0.0,0.17,0.0,0.13,0.22,0.3,15.83,76.92,5.96,47.62,0.0,0.0,0.0,0.0,0.61,0.04,0.0,0.0,44.44,38.28,0.7,0.65,23,2,4
Ronwen Williams,0.0,0.0,100.0,0.0,0.0,0.0,0.04,0.0,0.0,0.58,0.0,0.0,0.0,0.0,40.23,87.28,1.08,58.64,2.12,0.69,0.04,0.04,0.27,0.12,0.08,0.0,88.89,94.12,0.19,0.0,26,3,1
Aubrey Maphosa Modiba,0.05,0.0,53.85,1.0,0.0,0.88,1.47,0.79,0.0,0.58,0.0,0.42,0.21,0.16,50.26,86.07,13.11,53.45,0.0,0.16,0.0,0.0,0.16,0.11,0.16,0.05,40.0,50.0,0.74,1.26,19,2,2
Nathan Idumba Fasika,0.14,0.0,100.0,0.57,0.14,0.0,0.86,1.57,0.0,2.14,0.0,0.14,0.14,0.0,37.57,83.65,2.0,48.21,0.0,0.57,0.0,0.0,0.14,0.0,0.57,0.0,66.67,62.07,0.43,1.0,7,1,2
Daniel Akpeyi,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,0.0,26.5,46.7,2.5,42.05,2.63,0.63,0.0,0.0,0.38,0.25,0.25,0.0,75.0,80.0,0.13,0.0,8,3,1
Jorry Matjila,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,28.0,71.43,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.67,0.0,0.0,1,2,3
Malesela Augustine Ramphela,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5,0.0,1.5,0.0,0.5,0.0,0.0,44.5,87.64,7.5,25.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.67,1.0,1.5,2,2,3
Badra Ali Sangaré,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.1,0.0,0.05,0.0,0.0,28.5,64.74,1.35,39.87,3.4,0.5,0.1,0.0,0.6,0.2,0.1,0.0,100.0,91.67,0.15,0.0,20,3,1
Keagan Dolly,0.2,0.12,54.55,1.96,0.0,0.67,0.76,0.48,0.0,0.24,0.0,0.56,0.36,0.16,33.8,75.74,13.88,45.12,0.0,0.16,0.0,0.0,0.8,0.16,0.04,0.0,29.63,38.69,0.32,0.8,25,2,3
Hugo Patrick Nyame,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.4,0.0,0.07,0.0,0.0,27.6,64.25,1.6,37.12,3.47,0.2,0.0,0.0,0.87,0.2,0.0,0.0,100.0,95.65,0.2,0.0,15,3,1
Mosa Lebusa,0.0,0.0,50.0,0.09,0.0,0.0,2.27,0.36,0.0,3.91,0.0,0.09,0.0,0.0,42.73,88.51,1.64,52.63,0.0,0.27,0.0,0.0,0.36,0.09,0.09,0.0,71.43,72.6,0.09,0.55,11,3,2
Khanyisa Erick Mayo,0.44,0.52,31.58,2.78,0.04,0.62,0.74,0.37,0.0,0.52,0.0,0.41,0.3,0.07,19.37,76.29,5.93,59.68,0.0,0.19,0.0,0.0,0.7,0.11,0.11,0.0,43.48,44.62,1.67,1.15,27,2,4
Júnior Mendieta,0.35,0.31,36.76,3.04,0.15,0.0,2.23,0.62,0.0,0.92,0.0,0.88,0.38,0.31,31.27,65.68,9.04,36.9,0.0,0.0,0.0,0.0,0.96,0.08,0.27,0.0,40.45,45.62,2.04,1.69,26,2,3
Tapelo Xoki,0.05,0.14,0.0,0.68,0.0,0.0,2.59,1.59,0.0,2.59,0.0,0.5,0.0,0.05,48.14,85.84,3.95,55.41,0.0,0.14,0.0,0.0,0.59,0.09,0.14,0.0,64.2,64.48,0.41,1.0,22,2,2
Nkosinathi Sibisi,0.04,0.04,75.0,0.33,0.04,0.0,2.3,1.48,0.0,2.56,0.0,0.59,0.07,0.07,52.48,86.66,3.11,53.51,0.0,0.41,0.0,0.0,0.52,0.11,0.19,0.0,58.24,62.84,0.59,0.78,27,2,2
Mothobi Mvala,0.11,0.05,100.0,0.53,0.11,0.0,1.21,1.53,0.0,2.16,0.0,0.47,0.0,0.0,45.11,87.4,2.16,59.3,0.0,0.58,0.0,0.0,0.05,0.11,0.16,0.0,63.04,56.36,0.32,1.05,19,2,2
Bonfils-Caleb Bimenyimana,0.41,0.24,71.43,2.06,0.06,0.0,0.59,0.06,0.0,0.29,0.0,0.24,0.06,0.06,8.06,78.83,2.76,100.0,0.0,0.0,0.0,0.0,0.53,0.18,0.18,0.0,45.16,45.0,0.65,1.47,17,2,4
George Chigova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,25.5,40.2,4.0,35.48,3.75,0.5,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4,3,1
Knox Mutizwa,0.24,0.2,57.69,1.84,0.0,0.0,0.2,0.2,0.0,0.28,0.0,0.12,0.24,0.24,20.32,74.02,6.84,45.45,0.0,0.12,0.0,0.0,0.8,0.08,0.16,0.0,52.69,49.73,0.88,0.4,25,2,4
Ndabayithethwa Ndlondlo,0.14,0.05,69.23,1.82,0.0,0.0,1.27,0.73,0.0,0.55,0.0,1.0,0.05,0.0,43.73,83.68,9.91,61.6,0.0,0.14,0.0,0.0,0.5,0.05,0.0,0.0,36.54,44.09,1.18,1.05,22,2,3
Ranga Chivaviro,0.53,0.42,60.87,3.32,0.05,0.0,0.42,0.26,0.0,0.26,0.0,0.37,0.0,0.0,19.21,70.96,5.89,43.75,0.0,0.05,0.0,0.0,0.89,0.21,0.21,0.0,53.1,47.37,0.95,1.47,19,3,4
Andile Jali,0.0,0.0,85.71,0.0,0.0,0.0,1.67,1.17,0.0,0.92,0.0,0.42,0.0,0.0,45.92,85.12,10.42,65.33,0.0,0.17,0.0,0.0,0.25,0.08,0.08,0.0,62.5,63.33,0.58,0.75,12,3,3
Teboho Mokoena,0.04,0.04,43.48,1.71,0.04,0.0,2.29,1.38,0.04,0.71,0.0,0.58,0.04,0.04,62.92,88.68,11.5,53.26,0.0,0.5,0.0,0.0,0.25,0.04,0.08,0.0,55.81,53.0,0.71,1.38,24,2,3
Abbubaker Mobara,0.0,0.05,88.89,0.52,0.0,0.0,1.76,1.67,0.14,4.48,0.0,0.43,0.1,0.05,46.38,82.75,4.81,51.56,0.0,0.29,0.0,0.0,1.05,0.05,0.05,0.0,58.0,63.04,0.67,0.76,21,2,2
Spiwe Msimango,0.1,0.1,44.44,0.5,0.07,0.0,1.07,1.3,0.03,4.27,0.0,0.07,0.0,0.0,48.47,81.71,3.27,45.59,0.0,0.5,0.0,0.0,0.63,0.1,0.03,0.0,61.19,62.68,0.4,0.43,30,2,2
Sanele Barns,0.16,0.16,58.54,1.0,0.0,0.0,0.8,0.88,0.0,0.76,0.0,0.8,0.04,0.16,32.96,78.4,10.56,50.72,0.0,0.32,0.0,0.0,0.76,0.04,0.08,0.04,35.71,49.77,1.72,0.52,25,2,3
Bernard Parker,0.12,0.12,65.52,1.52,0.0,0.0,1.2,0.76,0.0,0.56,0.0,0.72,0.16,0.04,39.08,79.84,8.92,52.44,0.0,0.12,0.0,0.0,0.56,0.12,0.08,0.0,65.0,60.0,1.88,0.72,25,3,3
Cassius Mailula,0.5,0.22,60.0,2.0,0.0,0.0,0.67,0.11,0.0,0.06,0.0,0.44,0.39,0.17,10.72,78.76,4.94,25.0,0.0,0.06,0.0,0.0,0.17,0.0,0.0,0.0,16.67,39.6,0.61,0.56,18,1,4
Vasilije Kolak,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,23.6,72.46,0.5,43.97,2.5,0.5,0.1,0.0,0.6,0.1,0.1,0.0,100.0,100.0,0.1,0.0,10,2,1
Terrence Dzvukamanja,0.5,0.21,60.0,2.07,0.43,0.0,0.29,0.29,0.0,0.14,0.0,0.14,0.14,0.14,17.93,82.47,5.36,55.56,0.0,0.0,0.0,0.0,0.29,0.07,0.0,0.0,51.35,44.44,1.0,1.36,14,2,4
Siyabonga Mbatha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,21.75,75.86,0.25,51.16,2.25,0.5,0.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,0.25,0.0,4,3,1
Lantshene Phalane,0.09,0.0,66.67,1.09,0.0,0.0,2.55,1.36,0.0,1.0,0.0,1.0,0.09,0.09,50.36,78.88,10.0,51.69,0.0,0.09,0.0,0.0,1.18,0.09,0.18,0.0,52.63,54.44,0.64,1.27,11,3,3
Sphelele Mkhulise,0.06,0.06,94.12,0.44,0.0,0.0,1.61,0.44,0.0,0.39,0.0,0.56,0.06,0.0,44.94,88.13,11.94,58.82,0.0,0.11,0.0,0.0,0.22,0.06,0.11,0.0,50.0,61.46,0.56,0.67,18,2,3
Sibusiso Mabiliso,0.0,0.0,0.0,0.67,0.0,0.0,2.33,1.67,0.0,2.0,0.0,0.0,0.0,0.0,43.67,82.44,9.33,37.5,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,71.43,70.0,0.67,1.0,3,1,2
Melusi Buthelezi,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.71,0.05,0.0,0.0,0.0,25.33,77.26,0.52,47.58,2.52,0.48,0.14,0.0,0.62,0.1,0.05,0.0,100.0,100.0,0.38,0.0,21,2,1
Salim Jamal Magoola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.54,0.0,0.04,0.0,0.0,24.96,64.41,1.12,38.63,3.27,0.46,0.04,0.0,0.73,0.04,0.04,0.04,75.0,69.23,0.23,0.04,26,2,1
Lucky Mohomi,0.05,0.0,44.44,1.26,0.0,0.66,1.11,0.89,0.0,0.63,0.0,0.63,0.11,0.11,40.47,85.83,8.26,66.37,0.0,0.05,0.0,0.0,0.63,0.21,0.0,0.0,48.15,51.38,0.95,0.68,19,3,3
Darren Keet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.04,0.0,0.0,0.0,28.37,69.32,1.07,45.54,2.63,0.41,0.04,0.04,0.81,0.04,0.11,0.0,82.61,87.1,0.3,0.0,27,3,1
Nduduzo Sibiya,0.15,0.11,54.17,1.26,0.0,0.0,0.93,0.59,0.0,0.11,0.0,0.44,0.3,0.07,30.96,80.38,8.81,59.46,0.0,0.07,0.0,0.0,0.96,0.11,0.0,0.0,31.43,53.08,1.89,0.63,27,2,3
Rushine De Reuck,0.06,0.06,100.0,0.35,0.06,0.0,0.65,0.82,0.0,3.47,0.0,0.12,0.0,0.0,49.18,88.64,1.76,59.09,0.0,0.41,0.0,0.0,0.41,0.12,0.12,0.0,63.16,58.97,0.47,1.0,17,2,2
Sanele Tshabalala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,32.0,51.56,3.0,44.44,2.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,66.67,1.0,0.0,2,2,1
Thapelo Morena,0.15,0.1,58.33,0.8,0.0,0.0,0.8,0.6,0.0,0.65,0.0,0.45,0.35,0.25,22.25,80.9,7.1,48.15,0.0,0.2,0.0,0.0,0.15,0.05,0.0,0.0,56.52,52.04,0.4,0.15,20,2,3
Daniel Cardoso,0.0,0.0,62.5,0.43,0.0,0.0,1.2,2.33,0.0,3.93,0.03,0.37,0.0,0.0,41.7,76.58,4.2,51.82,0.0,0.4,0.0,0.0,0.73,0.17,0.0,0.0,70.3,68.42,0.6,0.47,30,3,2
Peter Shalulile,0.57,0.43,35.48,2.86,0.05,0.0,0.43,0.29,0.0,0.57,0.0,0.38,0.19,0.14,12.24,74.71,4.71,75.0,0.0,0.29,0.0,0.0,0.29,0.1,0.1,0.0,34.15,35.95,1.0,0.95,21,2,4
Marcelo Allende,0.11,0.0,30.43,1.11,0.0,0.0,0.84,0.63,0.0,0.26,0.0,0.58,0.26,0.11,45.79,88.16,15.26,75.51,0.0,0.05,0.0,0.0,0.21,0.05,0.05,0.05,40.0,42.61,1.26,1.05,19,1,3
Lindokuhle Mtshali,0.11,0.07,53.19,1.11,0.0,0.0,2.04,0.93,0.0,0.39,0.0,0.75,0.21,0.11,27.43,78.39,7.29,46.15,0.0,0.07,0.0,0.0,0.57,0.32,0.11,0.0,41.51,55.48,2.25,0.93,28,2,3
Grant Margeman,0.08,0.0,73.08,1.12,0.0,0.0,1.64,1.0,0.0,0.36,0.0,0.4,0.08,0.12,35.8,83.24,8.52,53.68,0.0,0.44,0.0,0.0,0.6,0.08,0.16,0.0,59.09,58.17,1.44,1.32,25,2,3
Rodrick Kabwe,0.0,0.06,59.09,1.88,0.0,0.0,1.31,0.81,0.0,0.75,0.0,0.69,0.25,0.06,24.5,71.17,5.63,45.16,0.0,0.25,0.0,0.0,0.5,0.13,0.19,0.0,62.22,53.1,0.94,1.38,16,3,3
Thabo Moloisane,0.0,0.0,77.78,0.23,0.0,0.0,1.92,2.23,0.0,4.08,0.0,0.27,0.04,0.0,39.69,77.33,3.27,37.75,0.0,0.23,0.0,0.0,1.12,0.08,0.23,0.0,58.49,68.32,0.85,0.62,26,1,2
Kegan Johannes,0.04,0.08,59.46,0.81,0.04,0.0,2.77,1.58,0.12,2.0,0.0,0.92,0.04,0.0,32.15,72.37,6.0,49.78,0.0,0.27,0.0,0.0,0.73,0.04,0.31,0.0,61.33,59.64,0.96,1.12,26,1,2
Philani Cele,0.0,0.0,66.67,0.42,0.0,0.0,1.17,1.5,0.0,3.58,0.0,0.33,0.0,0.0,28.83,81.21,1.08,52.08,0.0,0.17,0.0,0.0,0.92,0.17,0.08,0.0,64.52,62.86,0.67,0.5,12,3,3
Thatayaone Ditlhokwe,0.08,0.0,100.0,0.64,0.04,0.0,0.76,1.16,0.0,3.76,0.0,0.44,0.04,0.0,28.84,72.26,2.76,52.86,0.0,0.44,0.0,0.0,0.6,0.08,0.24,0.0,64.44,59.61,0.36,0.92,25,2,2
Brian Dirk Hlongwa,0.0,0.0,0.0,0.64,0.0,0.0,0.91,0.45,0.0,3.55,0.0,0.27,0.0,0.0,30.18,84.34,0.91,42.59,0.0,0.36,0.0,0.0,0.64,0.0,0.09,0.0,60.71,65.22,0.27,0.18,11,2,2
Mark Van Heerden,0.0,0.0,80.0,0.58,0.0,0.0,0.79,1.11,0.05,1.26,0.0,0.11,0.05,0.05,25.0,78.53,4.0,44.93,0.0,0.26,0.0,0.0,0.42,0.11,0.05,0.0,72.73,65.52,0.32,0.53,19,3,2
Tshepo Wilson Mabua,0.07,0.07,58.06,0.21,0.0,0.0,1.72,1.93,0.0,3.48,0.0,0.55,0.07,0.0,47.07,84.18,7.86,45.83,0.0,0.41,0.0,0.0,0.86,0.07,0.1,0.0,59.46,60.99,0.72,0.59,29,2,2
Celimpilo Ngema,0.11,0.04,54.17,1.52,0.04,0.0,2.04,1.11,0.0,0.37,0.0,0.93,0.11,0.11,49.04,83.53,11.85,60.91,0.0,0.19,0.0,0.0,0.7,0.19,0.3,0.0,28.89,47.41,1.78,1.78,27,2,3
Neo Maema,0.21,0.04,52.17,1.83,0.0,0.0,1.17,0.54,0.0,0.33,0.0,1.25,0.21,0.13,45.33,82.9,12.21,61.97,0.0,0.25,0.0,0.0,0.25,0.04,0.13,0.0,26.92,39.22,0.88,1.17,24,2,3
Taariq Fielies,0.07,0.07,100.0,0.39,0.0,0.0,0.89,1.54,0.04,4.43,0.04,0.29,0.04,0.11,51.14,85.89,5.11,62.41,0.0,0.29,0.0,0.0,0.82,0.11,0.29,0.04,62.93,53.77,0.46,1.21,28,3,2
Patrick Maswanganyi,0.0,0.09,61.9,1.0,0.0,0.0,1.41,0.5,0.0,0.32,0.0,0.55,0.18,0.18,21.77,73.7,6.05,47.06,0.0,0.09,0.0,0.0,0.45,0.05,0.05,0.0,44.83,50.0,1.68,1.73,22,2,3
Bradley Grobler,0.37,0.48,50.0,2.52,0.15,0.0,0.74,0.04,0.0,0.41,0.0,0.26,0.04,0.04,21.7,58.7,7.11,52.17,0.0,0.0,0.0,0.0,0.56,0.07,0.15,0.0,57.19,53.67,1.04,1.15,27,3,4
Siphelele Luthuli,0.04,0.12,33.33,0.81,0.0,0.0,0.5,0.65,0.0,0.35,0.0,0.23,0.35,0.19,28.38,81.84,5.42,50.82,0.0,0.04,0.0,0.0,0.69,0.15,0.12,0.0,34.88,49.66,1.5,0.62,26,2,3
Ebrahim Seedat,0.08,0.0,100.0,0.42,0.0,0.0,1.42,1.58,0.0,1.08,0.0,0.5,0.17,0.08,29.92,75.49,5.5,44.26,0.0,0.33,0.0,0.0,0.42,0.0,0.17,0.0,66.67,58.18,0.17,0.83,12,2,2
Sbonelo Cele,0.07,0.0,78.57,0.43,0.0,0.0,1.79,2.43,0.0,2.86,0.0,0.79,0.07,0.07,34.29,79.38,5.43,27.59,0.0,0.43,0.0,0.0,1.0,0.14,0.21,0.0,56.0,63.37,1.07,0.86,14,1,2
Jamie Craig Webber,0.06,0.06,28.57,1.22,0.0,0.0,1.5,0.67,0.0,0.17,0.0,0.5,0.17,0.06,20.39,77.38,6.39,52.63,0.0,0.06,0.0,0.0,0.22,0.06,0.17,0.0,58.06,50.75,1.06,1.0,18,2,3
Katlego Jackson Maphathe,0.04,0.0,52.38,0.33,0.0,0.0,2.22,1.7,0.0,2.59,0.0,0.7,0.0,0.0,44.11,78.34,8.3,48.11,0.0,0.37,0.0,0.0,0.81,0.04,0.11,0.0,41.46,60.81,1.78,0.96,27,2,2
Riaan Hanamub,0.0,0.0,60.98,0.41,0.0,0.0,1.59,1.26,0.0,1.67,0.0,0.37,0.22,0.11,32.44,70.66,4.63,38.46,0.0,0.3,0.0,0.0,0.96,0.04,0.15,0.0,53.97,58.56,1.93,1.11,27,2,2
Khuliso Mudau,0.0,0.0,50.0,0.32,0.0,0.0,1.68,1.24,0.0,0.92,0.0,0.28,0.04,0.04,39.44,87.93,10.2,57.58,0.0,0.48,0.0,0.0,0.16,0.08,0.2,0.0,45.45,49.72,0.92,1.48,25,2,2
Keanu Cupido,0.0,0.0,57.14,0.18,0.0,0.0,1.73,1.64,0.0,2.95,0.0,0.09,0.0,0.05,40.09,80.05,4.73,46.33,0.0,0.18,0.0,0.0,0.82,0.14,0.23,0.0,45.59,56.95,0.59,0.91,22,2,2
Kabelo Dlamini,0.08,0.0,54.55,1.08,0.0,0.0,0.56,0.24,0.0,0.08,0.0,0.44,0.24,0.24,29.6,82.03,8.48,62.5,0.0,0.04,0.0,0.0,0.24,0.12,0.16,0.0,21.05,35.88,0.68,1.0,25,2,3
Etiosa Godspower Ighodaro,0.42,0.29,68.89,1.75,0.21,0.0,0.54,0.04,0.0,0.67,0.0,0.08,0.04,0.04,21.92,68.63,6.92,40.0,0.0,0.0,0.0,0.0,1.0,0.17,0.08,0.0,62.43,53.8,0.71,1.42,24,1,4
Siyabonga Ngezana,0.11,0.0,33.33,0.84,0.11,0.0,2.16,1.58,0.05,3.0,0.05,0.47,0.0,0.0,41.42,84.24,3.84,51.75,0.0,0.26,0.0,0.0,0.84,0.05,0.26,0.0,62.96,62.23,1.21,1.16,19,2,2
Domingo,0.21,0.07,44.44,1.57,0.0,0.0,1.0,0.64,0.0,0.36,0.0,0.5,0.29,0.07,15.86,79.28,5.43,33.33,0.0,0.07,0.0,0.0,0.21,0.07,0.07,0.0,20.0,37.65,0.79,1.14,14,2,3
Edwin Gyimah,0.08,0.04,33.33,0.4,0.08,0.0,0.68,0.88,0.0,5.16,0.0,0.08,0.04,0.0,38.72,78.51,2.12,46.98,0.0,0.48,0.0,0.0,0.6,0.2,0.12,0.0,59.55,55.56,0.2,0.84,25,3,2
Tshegofatso Nyama,0.0,0.0,61.54,0.36,0.0,0.0,2.08,1.64,0.04,1.28,0.0,0.8,0.04,0.04,47.0,82.38,7.24,47.27,0.0,0.36,0.0,0.0,0.56,0.12,0.16,0.0,39.53,57.51,1.64,1.04,25,1,2
Lasse Sobiech,0.0,0.0,0.0,1.0,0.0,0.0,0.33,1.5,0.0,2.33,0.0,0.0,0.0,0.0,17.5,78.1,0.0,37.5,0.0,0.17,0.0,0.0,0.5,0.0,0.0,0.0,70.0,58.62,0.17,0.83,6,3,2
Grant Kekana,0.0,0.0,100.0,0.06,0.0,0.0,0.94,0.94,0.0,2.39,0.0,0.33,0.0,0.0,42.78,91.95,1.44,53.33,0.0,0.61,0.0,0.0,0.17,0.0,0.17,0.0,42.5,52.44,0.33,0.44,18,3,2
Edmilson Gabriel Dove,0.05,0.0,80.0,0.84,0.0,0.0,0.89,1.58,0.0,4.0,0.05,0.11,0.05,0.0,47.21,84.62,3.89,54.89,0.0,0.32,0.0,0.0,0.79,0.21,0.05,0.0,58.73,65.57,1.21,0.74,19,2,2
Sibongiseni Mthethwa,0.0,0.03,62.79,0.28,0.0,0.0,2.97,2.03,0.0,1.48,0.0,1.0,0.07,0.03,50.72,80.83,6.03,57.8,0.0,0.17,0.0,0.0,1.14,0.1,0.17,0.0,50.0,54.27,0.97,1.52,29,2,3
Victor Letsoalo,0.15,0.15,38.89,1.74,0.0,0.0,1.07,0.3,0.0,0.59,0.0,0.7,0.41,0.11,28.26,72.48,8.52,43.14,0.0,0.22,0.0,0.0,0.7,0.11,0.19,0.0,40.63,36.61,1.19,2.44,27,2,4
Linda Mntambo,0.08,0.08,61.11,2.23,0.0,0.0,2.23,1.38,0.0,0.69,0.0,1.31,0.08,0.23,37.69,73.47,9.85,42.37,0.0,0.23,0.0,0.0,1.0,0.08,0.08,0.0,44.0,47.06,1.0,1.77,13,3,3
Mlungisi Mbunjana,0.0,0.0,65.38,0.39,0.0,0.0,1.61,1.07,0.0,2.57,0.0,0.36,0.0,0.0,51.61,85.74,8.79,65.41,0.0,0.5,0.0,0.0,0.57,0.07,0.11,0.0,55.26,54.75,0.82,1.14,28,3,3
Tshepo Mokhabi,0.0,0.0,0.0,0.25,0.0,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,12.25,77.55,3.5,85.71,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,50.0,70.59,1.25,0.0,4,2,4
Junaid Sait,0.0,0.04,50.0,0.42,0.0,0.0,1.29,1.71,0.04,4.38,0.0,0.38,0.0,0.0,21.75,73.56,2.04,47.62,0.0,0.29,0.0,0.0,0.71,0.21,0.08,0.0,69.07,65.32,0.63,0.71,24,2,2
Luvuyo Memela,0.04,0.26,29.73,1.35,0.0,0.0,0.91,0.48,0.0,0.35,0.0,0.39,0.43,0.04,26.35,73.76,8.74,55.22,0.0,0.0,0.0,0.0,0.61,0.09,0.09,0.0,40.0,49.4,1.87,0.83,23,3,4
Fawaaz Basadien,0.0,0.04,48.65,0.96,0.0,0.0,1.84,1.84,0.04,1.56,0.04,0.88,0.2,0.16,35.68,78.25,6.6,42.2,0.0,0.12,0.0,0.0,0.96,0.0,0.04,0.0,72.5,52.63,0.28,0.96,25,2,2
Thembinkosi Lorch,0.08,0.17,48.0,1.25,0.0,0.0,1.33,0.33,0.0,0.08,0.0,0.5,0.17,0.0,37.25,78.52,13.58,57.14,0.0,0.17,0.0,0.0,0.17,0.0,0.17,0.0,80.0,50.6,0.83,0.42,12,2,3
Sifiso Mlungwana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.14,0.0,0.0,0.0,18.79,60.08,0.93,38.46,3.29,0.36,0.14,0.14,1.43,0.14,0.07,0.0,90.0,93.75,0.43,0.0,14,2,1
Veli Mothwa,0.0,0.0,100.0,0.0,0.0,0.0,0.08,0.04,0.0,0.96,0.04,0.12,0.0,0.0,28.92,69.02,1.4,42.71,2.64,0.28,0.28,0.08,0.92,0.04,0.08,0.0,90.0,84.0,0.4,0.0,25,3,1
Ricardo Nascimento,0.11,0.06,100.0,0.78,0.0,0.0,1.5,1.44,0.0,3.44,0.06,0.33,0.11,0.11,40.89,77.72,2.89,47.92,0.0,0.22,0.0,0.0,1.61,0.06,0.0,0.0,52.08,63.73,0.5,0.39,18,3,2
Themba Zwane,0.13,0.22,59.65,1.22,0.0,0.0,1.26,0.35,0.0,0.35,0.0,0.74,0.09,0.17,41.35,87.17,17.7,71.43,0.0,0.26,0.0,0.0,0.09,0.09,0.17,0.0,30.0,43.69,1.04,1.17,23,3,3
Makgobola Nkomo,0.0,0.0,0.0,0.5,0.0,0.0,1.0,2.0,0.0,3.5,0.0,0.0,0.0,0.0,44.5,79.78,4.0,47.37,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,100.0,80.0,0.0,0.5,2,2,2
Kagiso Malinga,0.29,0.05,61.54,1.62,0.14,0.0,0.52,0.38,0.0,0.62,0.0,0.29,0.1,0.05,15.52,58.9,4.24,48.84,0.0,0.05,0.0,0.0,0.38,0.33,0.14,0.0,45.51,46.49,1.24,0.95,21,2,4
Simphiwe Fortune Mcineka,0.0,0.13,80.0,0.6,0.0,0.0,0.73,1.6,0.0,4.73,0.0,0.13,0.07,0.0,30.47,78.99,2.4,45.38,0.0,0.4,0.0,0.0,0.6,0.0,0.13,0.0,44.19,52.56,0.47,0.93,15,2,2
Pogiso Sanoka,0.0,0.04,64.71,0.14,0.0,0.0,0.89,1.39,0.0,3.75,0.04,0.36,0.0,0.0,49.93,88.41,3.11,57.29,0.0,0.5,0.0,0.0,0.54,0.07,0.11,0.0,63.64,60.0,0.46,0.64,28,3,2
Khama Billiat,0.0,0.5,53.85,2.1,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.3,0.4,0.4,18.3,86.34,8.1,66.67,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,29.41,51.25,1.9,0.5,10,3,4
