Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Nicolás Ramírez,0.13,0.0,100.0,0.38,0.13,0.0,1.13,2.25,0.13,3.25,0.13,0.5,0.0,0.0,37.25,84.56,2.25,65.22,0.0,0.25,0.0,0.0,0.88,0.0,0.25,0.0,75.0,67.57,0.38,0.38,8,2,2
Brayan Cortés,0.0,0.0,75.0,0.0,0.0,0.0,0.04,0.0,0.0,0.48,0.04,0.04,0.04,0.0,29.96,71.2,1.37,41.19,2.04,0.48,0.19,0.0,0.48,0.11,0.07,0.0,100.0,85.71,0.11,0.0,27,2,1
Jonathan Benítez,0.12,0.0,67.24,1.0,0.0,0.0,2.35,0.88,0.0,0.19,0.0,0.69,0.12,0.19,23.96,74.32,8.23,58.62,0.0,0.12,0.0,0.0,0.73,0.12,0.23,0.04,50.0,50.0,1.08,2.15,26,3,3
Jovany Campusano,0.04,0.0,47.62,0.26,0.0,0.0,2.43,1.57,0.0,1.22,0.0,0.87,0.17,0.09,43.35,78.84,7.96,39.86,0.0,0.22,0.0,0.0,0.74,0.13,0.26,0.0,58.82,56.91,0.91,0.87,23,2,2
Fernando Cornejo,0.24,0.14,65.63,1.33,0.0,0.0,1.71,0.76,0.05,0.29,0.0,0.43,0.1,0.14,25.19,77.69,7.67,61.67,0.0,0.05,0.0,0.0,0.62,0.1,0.29,0.0,22.22,47.22,1.24,2.1,21,2,3
Bastián Yáñez,0.07,0.07,40.0,1.57,0.0,0.0,0.29,0.18,0.0,0.36,0.0,0.46,0.21,0.14,25.54,83.08,9.04,58.33,0.0,0.07,0.0,0.0,1.18,0.07,0.0,0.0,13.33,45.08,1.11,0.04,28,1,4
Michael Fuentes,0.23,0.12,51.56,1.38,0.0,0.0,1.62,0.35,0.0,0.04,0.0,0.31,0.15,0.12,18.92,70.53,6.65,37.84,0.0,0.0,0.0,0.0,0.85,0.04,0.15,0.0,23.26,47.51,1.5,1.15,26,2,4
Alexander Aravena,0.37,0.23,45.9,2.0,0.03,0.0,0.57,0.43,0.0,0.23,0.0,0.4,0.07,0.1,16.03,76.72,4.37,67.86,0.0,0.0,0.0,0.0,0.7,0.07,0.03,0.0,34.21,42.51,1.0,0.43,30,1,3
Guillermo Pacheco,0.07,0.0,38.64,0.83,0.0,0.86,1.79,0.86,0.0,0.9,0.0,0.9,0.34,0.24,41.03,77.65,9.76,44.71,0.0,0.24,0.0,0.0,1.07,0.17,0.28,0.0,42.11,47.01,0.86,0.9,29,3,2
Rodrigo Piñeiro,0.27,0.27,64.36,2.18,0.0,0.0,1.09,0.27,0.0,0.41,0.0,1.27,0.14,0.05,27.95,82.93,8.18,74.42,0.0,0.09,0.0,0.0,1.32,0.14,0.14,0.05,36.36,49.03,1.18,0.64,22,1,3
Gonzalo Castellani,0.07,0.0,57.14,0.78,0.0,0.0,2.3,1.11,0.0,1.19,0.0,0.85,0.11,0.04,50.33,83.3,10.52,62.39,0.0,0.11,0.0,0.0,0.85,0.22,0.15,0.04,58.97,56.09,1.74,1.04,27,3,3
Tomás Ahumada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.53,0.07,0.0,0.0,0.0,19.27,55.02,1.53,43.17,3.27,0.27,0.13,0.07,1.2,0.07,0.07,0.0,100.0,100.0,0.2,0.0,15,1,1
Diego Oyarzún,0.0,0.0,90.91,0.28,0.0,0.0,1.2,1.68,0.04,3.12,0.0,0.24,0.0,0.0,38.0,79.68,2.8,49.15,0.0,0.28,0.0,0.0,0.56,0.12,0.16,0.0,62.9,63.51,0.6,0.76,25,2,2
Luis Riveros,0.22,0.3,55.36,2.0,0.0,0.0,0.52,0.43,0.0,0.48,0.0,0.3,0.13,0.26,20.74,66.04,7.22,66.67,0.0,0.04,0.0,0.0,1.13,0.09,0.17,0.0,39.13,36.87,0.43,1.13,23,2,4
Nicolás Vargas,0.12,0.04,76.92,0.52,0.0,0.0,0.92,1.44,0.0,3.6,0.0,0.16,0.0,0.08,43.48,81.69,3.48,60.22,0.0,0.16,0.0,0.0,0.96,0.12,0.32,0.04,60.32,57.78,0.28,0.64,25,3,2
Gabriel Torres,0.29,0.05,58.62,1.62,0.0,0.0,0.48,0.1,0.0,0.1,0.0,0.14,0.05,0.1,13.71,65.97,3.52,50.0,0.0,0.0,0.0,0.0,0.67,0.1,0.05,0.0,41.67,46.09,0.76,0.81,21,3,4
Branco Ampuero,0.0,0.0,66.67,0.14,0.0,0.0,0.95,1.81,0.0,3.43,0.05,0.24,0.0,0.0,48.48,90.77,2.86,68.18,0.0,0.38,0.0,0.0,0.9,0.14,0.24,0.0,67.27,66.1,0.9,0.62,21,2,2
Gonzalo Espinoza,0.0,0.04,56.52,1.74,0.0,0.0,2.43,0.39,0.0,0.78,0.0,1.17,0.13,0.04,34.0,76.6,6.35,70.12,0.0,0.17,0.0,0.0,0.87,0.04,0.43,0.0,62.96,52.06,0.7,1.61,23,3,3
Matías Cahais,0.12,0.0,0.0,0.56,0.04,0.0,1.32,1.68,0.08,4.92,0.0,0.72,0.0,0.0,31.64,77.5,1.4,51.1,0.0,0.36,0.0,0.0,0.72,0.16,0.2,0.04,67.11,59.87,0.28,0.76,25,3,2
Bryan Carvallo,0.14,0.1,44.44,1.52,0.05,0.0,0.43,0.29,0.0,0.29,0.0,0.24,0.14,0.19,30.33,80.06,10.05,58.18,0.0,0.05,0.0,0.0,0.43,0.05,0.14,0.0,26.67,39.86,1.24,0.9,21,2,3
Mauro Díaz,0.14,0.0,44.44,1.07,0.07,0.0,1.07,0.29,0.0,0.0,0.0,0.21,0.07,0.07,19.14,82.09,6.36,66.67,0.0,0.0,0.0,0.0,0.29,0.0,0.14,0.0,57.14,58.93,0.71,0.5,14,3,3
Bernardo Cerezo,0.12,0.0,74.19,1.16,0.04,0.0,3.04,1.64,0.0,1.32,0.0,1.48,0.04,0.0,46.92,73.23,8.64,45.71,0.0,0.2,0.0,0.0,0.84,0.12,0.28,0.08,53.57,53.7,0.36,1.16,25,2,2
Maximiliano Falcón,0.0,0.08,85.71,0.4,0.0,0.0,0.84,1.64,0.0,2.8,0.0,0.04,0.0,0.0,34.28,73.63,2.08,42.92,0.0,0.4,0.0,0.0,0.44,0.04,0.32,0.0,55.71,61.25,1.28,0.96,25,2,2
César Pinares,0.27,0.0,55.56,1.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27,0.18,0.18,30.36,84.13,11.91,58.33,0.0,0.09,0.0,0.0,0.45,0.09,0.18,0.0,33.33,41.54,0.82,0.82,11,3,3
Fernando Cordero,0.0,0.0,66.67,0.68,0.0,0.0,0.96,1.2,0.0,0.44,0.0,0.68,0.08,0.28,35.84,78.57,7.04,57.05,0.0,0.08,0.0,0.0,0.76,0.04,0.12,0.0,47.83,52.03,0.44,0.28,25,3,2
Ronald de la Fuente,0.0,0.0,47.06,0.3,0.0,0.0,1.59,1.04,0.04,1.37,0.04,0.56,0.15,0.26,36.59,80.47,6.41,46.46,0.0,0.37,0.0,0.0,0.7,0.19,0.19,0.0,54.55,51.22,1.15,0.59,27,3,2
Sebastián Sáez,0.24,0.21,47.83,2.34,0.07,0.0,0.59,0.21,0.0,1.03,0.0,0.38,0.07,0.1,23.9,67.82,6.83,73.81,0.0,0.17,0.0,0.0,0.9,0.21,0.1,0.0,42.86,40.65,0.41,0.76,29,3,4
Alexis Martín Arias,0.0,0.0,100.0,0.0,0.0,0.0,0.04,0.0,0.0,0.61,0.0,0.04,0.0,0.0,30.54,71.23,1.89,46.58,2.86,0.36,0.11,0.0,1.0,0.11,0.18,0.0,66.67,71.43,0.04,0.0,28,3,1
Rodrigo Brito,0.0,0.0,100.0,0.19,0.0,0.0,1.44,2.13,0.06,4.06,0.0,0.25,0.06,0.0,29.38,77.87,1.63,56.25,0.0,0.19,0.0,0.0,1.19,0.13,0.25,0.0,40.0,60.0,0.5,0.5,16,3,2
Gabriel Castellón,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.07,0.07,0.0,0.0,0.0,29.93,77.95,1.63,54.78,3.6,0.27,0.23,0.07,1.27,0.27,0.13,0.0,100.0,100.0,0.2,0.0,30,2,1
Fabián Hormazábal,0.04,0.04,55.36,0.92,0.0,0.0,2.15,1.88,0.0,1.46,0.0,0.85,0.12,0.04,26.85,74.79,6.23,40.2,0.0,0.31,0.0,0.0,0.85,0.12,0.35,0.04,48.65,56.35,1.42,1.0,26,2,2
Cristóbal Campos Véliz,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.14,0.86,0.0,0.0,0.0,0.0,24.57,58.72,2.36,40.85,3.71,0.14,0.21,0.0,1.29,0.14,0.21,0.0,0.0,50.0,0.07,0.14,14,1,1
Jose Bizama,0.04,0.04,68.75,0.63,0.04,0.0,1.63,2.41,0.07,3.3,0.0,0.52,0.0,0.0,33.96,78.52,2.67,49.2,0.0,0.37,0.0,0.0,1.11,0.15,0.33,0.0,55.17,54.95,0.7,1.37,27,2,2
Víctor Felipe Méndez,0.07,0.2,51.85,1.13,0.0,0.0,1.2,0.33,0.0,0.47,0.0,0.93,0.13,0.2,52.27,85.33,16.93,82.46,0.0,0.27,0.0,0.0,1.07,0.0,0.2,0.0,40.0,43.61,1.2,1.07,15,1,3
Rodrigo Holgado,0.31,0.35,56.52,2.15,0.0,0.0,0.81,0.15,0.0,0.5,0.0,0.46,0.15,0.04,22.81,75.55,6.85,66.67,0.0,0.15,0.0,0.0,0.65,0.15,0.23,0.0,42.67,40.0,0.88,1.0,26,2,4
Álvaro Madrid,0.0,0.04,81.82,1.08,0.0,0.0,2.62,1.0,0.04,1.08,0.0,1.12,0.08,0.08,46.15,81.0,8.38,57.92,0.0,0.04,0.0,0.0,0.77,0.04,0.15,0.08,33.33,54.13,0.96,1.27,26,2,3
Stefano Magnasco,0.0,0.04,45.71,0.46,0.0,0.0,2.83,1.17,0.0,2.21,0.0,0.96,0.04,0.08,40.63,81.95,9.29,51.79,0.0,0.25,0.0,0.0,1.17,0.13,0.25,0.04,55.17,55.4,0.75,0.92,24,3,2
Diego Buonanotte,0.0,0.0,78.57,0.82,0.0,0.0,0.27,0.09,0.0,0.0,0.0,0.18,0.18,0.18,19.27,75.47,6.73,66.67,0.0,0.0,0.0,0.0,0.64,0.27,0.0,0.0,0.0,69.39,1.82,0.09,11,3,3
Bryan Carrasco,0.26,0.04,31.43,1.26,0.0,0.0,0.85,0.19,0.0,0.15,0.0,0.59,0.07,0.11,18.07,73.16,6.33,30.0,0.0,0.04,0.0,0.0,0.81,0.15,0.22,0.0,14.29,37.64,1.07,0.85,27,3,3
Felipe Campos,0.0,0.0,66.67,0.18,0.0,0.0,2.24,2.18,0.0,1.35,0.0,0.35,0.06,0.0,25.29,80.7,3.0,57.35,0.0,0.12,0.0,0.0,0.65,0.12,0.18,0.0,68.97,63.81,0.41,0.88,17,2,2
Jimmy Martínez,0.0,0.05,52.63,0.89,0.0,0.0,2.16,0.63,0.0,0.32,0.0,0.89,0.11,0.05,23.37,75.68,7.05,43.48,0.0,0.05,0.0,0.0,0.58,0.16,0.26,0.0,45.45,53.03,0.74,1.11,19,2,3
Diego González,0.0,0.0,0.0,0.13,0.0,0.0,1.88,1.75,0.0,3.25,0.0,0.13,0.0,0.13,32.38,78.76,3.5,53.33,0.0,0.38,0.0,0.0,1.0,0.0,0.13,0.13,51.61,54.84,0.38,1.5,8,2,2
Nehuén Paz,0.0,0.0,100.0,0.13,0.0,0.0,1.0,1.88,0.0,4.75,0.0,0.13,0.0,0.0,48.0,83.85,2.5,45.61,0.0,0.25,0.0,0.0,1.25,0.13,0.25,0.0,73.68,59.52,0.25,1.38,8,2,2
Lorenzo Reyes,0.0,0.0,70.37,0.21,0.0,0.0,2.13,1.58,0.04,0.75,0.08,0.75,0.04,0.0,60.92,89.4,8.92,72.64,0.0,0.21,0.0,0.0,0.92,0.13,0.17,0.0,53.13,57.92,1.29,1.21,24,3,3
Claudio Sepúlveda,0.0,0.0,85.71,0.47,0.0,0.0,1.47,0.95,0.0,0.89,0.0,0.58,0.0,0.11,43.21,86.85,8.21,68.85,0.0,0.26,0.0,0.0,0.95,0.32,0.21,0.0,34.78,56.8,1.21,0.95,19,3,3
Alex Ibacache,0.0,0.05,54.55,0.53,0.0,0.0,1.21,0.37,0.0,1.47,0.0,0.32,0.0,0.05,25.05,70.38,5.11,45.98,0.0,0.21,0.0,0.0,0.58,0.11,0.05,0.0,65.0,64.95,1.11,0.58,19,1,2
Manuel Fernández,0.08,0.04,100.0,0.44,0.04,0.0,1.84,2.16,0.08,3.92,0.0,0.6,0.04,0.0,39.32,80.77,2.76,57.06,0.0,0.12,0.0,0.0,1.36,0.12,0.2,0.12,73.63,60.95,0.6,1.56,25,3,2
Octavio Rivero,0.2,0.1,46.15,2.4,0.1,0.0,0.1,0.1,0.0,0.4,0.0,0.0,0.0,0.2,15.9,72.96,4.3,50.0,0.0,0.1,0.0,0.0,1.1,0.2,0.1,0.0,53.13,41.33,0.7,0.8,10,3,4
Cristian Palacios,0.5,0.25,30.0,2.25,0.15,0.0,0.35,0.1,0.0,0.2,0.0,0.3,0.0,0.05,7.55,68.87,2.05,50.0,0.0,0.0,0.0,0.0,1.0,0.15,0.25,0.05,32.0,41.05,1.05,1.05,20,3,4
Francisco Alarcón,0.09,0.05,33.33,0.59,0.05,0.0,1.73,2.05,0.0,3.05,0.0,1.0,0.0,0.0,37.32,83.92,1.45,50.72,0.0,0.36,0.0,0.0,0.82,0.18,0.41,0.0,60.94,51.76,0.45,1.41,22,3,2
Simón Ramírez,0.0,0.05,70.0,0.5,0.0,0.0,1.85,1.15,0.0,1.2,0.0,0.7,0.1,0.05,36.5,70.68,8.9,42.98,0.0,0.25,0.0,0.0,0.9,0.15,0.05,0.0,60.0,57.24,0.55,0.55,20,2,2
Matías Cavalleri,0.22,0.19,49.18,1.37,0.0,0.0,1.67,0.19,0.0,0.33,0.0,0.67,0.0,0.11,20.56,77.66,5.59,42.31,0.0,0.0,0.0,0.0,0.63,0.22,0.04,0.0,21.05,50.71,1.04,0.52,27,2,4
Adrián Sánchez,0.07,0.0,64.0,0.89,0.0,0.0,1.67,0.48,0.0,1.26,0.0,0.59,0.07,0.11,36.63,78.06,6.41,54.2,0.0,0.15,0.0,0.0,0.48,0.07,0.04,0.04,29.03,45.66,0.33,0.96,27,1,3
Luis Pavez,0.07,0.07,50.0,0.67,0.0,0.0,2.0,1.47,0.0,2.33,0.0,0.27,0.0,0.07,43.4,79.57,9.8,55.26,0.0,0.07,0.0,0.0,1.47,0.13,0.07,0.0,58.33,58.42,0.13,0.67,15,3,3
Rodrigo Astorga,0.0,0.0,60.0,0.38,0.0,0.0,2.25,1.5,0.0,3.38,0.0,0.63,0.0,0.0,18.0,56.25,1.75,40.91,0.0,0.38,0.0,0.0,0.63,0.38,0.0,0.0,56.52,61.9,0.63,0.63,8,2,2
Nery Domínguez,0.0,0.0,100.0,0.11,0.0,0.0,2.33,1.89,0.0,3.22,0.0,0.44,0.0,0.0,36.22,67.79,4.0,37.61,0.0,0.0,0.0,0.0,1.11,0.11,0.11,0.0,73.33,73.33,1.11,0.67,9,3,2
Cristian Cuevas,0.0,0.0,27.27,0.4,0.0,0.0,1.7,0.7,0.0,0.6,0.0,0.8,0.3,0.2,22.0,78.18,4.6,70.0,0.0,0.0,0.0,0.0,0.9,0.1,0.1,0.0,58.33,60.44,2.8,1.3,10,2,3
Mario Sandoval,0.12,0.0,70.0,0.76,0.0,0.0,1.36,0.84,0.0,0.32,0.0,0.96,0.08,0.12,33.12,82.13,6.56,60.4,0.0,0.12,0.0,0.0,0.48,0.08,0.4,0.04,31.25,45.95,0.92,1.08,25,3,3
Gabriel Costa,0.42,0.33,46.94,2.08,0.0,0.6,1.5,0.38,0.0,0.13,0.0,1.0,0.29,0.17,24.88,77.72,9.29,43.9,0.0,0.04,0.0,0.0,0.38,0.04,0.33,0.08,32.26,40.0,0.88,1.08,24,3,3
Cristopher Mesías,0.18,0.11,55.56,1.64,0.0,0.0,1.39,0.71,0.0,0.5,0.0,0.68,0.14,0.07,29.07,78.26,6.93,54.26,0.0,0.07,0.0,0.0,0.68,0.04,0.29,0.0,50.0,42.13,0.29,1.18,28,2,3
Marco Rojas,0.11,0.11,44.44,1.0,0.0,0.0,0.44,0.11,0.0,0.11,0.0,0.11,0.22,0.44,9.89,76.4,3.67,71.43,0.0,0.0,0.0,0.0,0.33,0.0,0.11,0.0,25.0,46.67,0.56,0.33,9,3,4
Antonio Díaz,0.0,0.04,52.0,0.31,0.0,0.0,1.62,1.88,0.0,0.81,0.0,0.42,0.04,0.04,21.77,74.38,5.0,49.32,0.0,0.23,0.0,0.0,0.85,0.12,0.27,0.0,44.44,50.96,0.85,1.23,26,1,2
Dylan Portilla,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,59.09,5.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.86,0.0,4.0,1,2,3
Luis Ureta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,26.5,73.58,1.0,45.83,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2,1,1
Eric Ahumada,0.0,0.0,0.0,0.22,0.0,0.0,1.89,0.67,0.0,1.67,0.0,0.56,0.0,0.0,21.56,75.77,2.11,39.47,0.0,0.22,0.0,0.0,0.56,0.0,0.11,0.0,44.44,61.7,0.44,0.33,9,2,2
Antonio Castillo,0.0,0.0,45.45,0.41,0.0,0.0,2.47,1.71,0.06,1.47,0.0,0.59,0.0,0.0,28.65,76.18,4.82,42.68,0.0,0.24,0.0,0.0,0.76,0.0,0.0,0.0,51.16,56.16,0.47,0.94,17,2,2
Cristián Suárez,0.04,0.0,100.0,0.39,0.04,0.0,1.11,2.11,0.07,3.32,0.0,0.68,0.0,0.04,41.43,80.0,3.07,55.79,0.0,0.32,0.0,0.0,1.07,0.14,0.04,0.04,50.94,52.55,0.61,0.71,28,3,2
Gonzalo Tapia,0.08,0.04,45.16,1.92,0.0,0.0,0.62,0.58,0.0,0.23,0.0,0.38,0.23,0.08,13.65,76.9,4.08,61.29,0.0,0.0,0.0,0.0,0.73,0.12,0.08,0.0,40.91,43.62,1.31,1.08,26,1,4
Bruno Barticciotto,0.37,0.11,48.78,2.26,0.0,0.0,0.68,0.21,0.0,0.0,0.05,0.21,0.05,0.05,17.53,71.47,6.21,46.43,0.0,0.05,0.0,0.0,0.89,0.21,0.16,0.0,16.67,36.54,1.0,1.21,19,1,4
César Pérez,0.0,0.05,60.87,0.79,0.0,0.0,1.53,0.89,0.0,0.42,0.0,0.74,0.11,0.05,33.37,81.23,8.89,71.43,0.0,0.0,0.0,0.0,0.79,0.16,0.11,0.0,29.63,47.1,1.16,0.95,19,1,3
Matías Moya,0.04,0.07,55.56,1.7,0.0,0.0,1.11,0.48,0.0,0.19,0.0,0.7,0.19,0.11,24.11,82.95,7.3,73.68,0.0,0.04,0.0,0.0,0.74,0.07,0.0,0.0,0.0,47.26,1.37,0.33,27,2,4
Lucas Passerini,0.46,0.27,35.29,2.31,0.08,0.0,0.58,0.08,0.0,0.42,0.0,0.27,0.15,0.27,17.0,62.22,5.23,59.09,0.0,0.23,0.0,0.0,0.73,0.12,0.15,0.08,45.0,36.81,1.42,1.27,26,2,4
Christian Vilches,0.08,0.04,75.0,0.2,0.08,0.0,0.64,1.12,0.0,2.96,0.0,0.12,0.0,0.0,45.88,87.62,2.76,56.67,0.0,0.36,0.0,0.0,1.0,0.28,0.04,0.0,51.43,61.25,0.48,0.28,25,3,2
Nicolás Orellana,0.04,0.0,53.57,1.35,0.0,0.0,1.52,1.48,0.0,1.0,0.0,0.74,0.04,0.04,22.09,70.67,5.52,43.08,0.0,0.09,0.0,0.0,0.74,0.17,0.13,0.0,75.0,54.9,0.57,0.65,23,2,4
Fernando Zampedri,0.62,0.69,35.71,3.41,0.03,0.0,0.41,0.07,0.0,0.72,0.0,0.1,0.0,0.0,16.55,72.08,3.55,62.86,0.0,0.38,0.0,0.0,1.0,0.14,0.14,0.03,39.0,39.1,1.48,1.55,29,3,4
Iván Rozas,0.05,0.0,73.33,1.32,0.0,0.45,0.91,0.41,0.0,0.18,0.0,0.64,0.09,0.09,30.95,82.67,8.09,62.89,0.0,0.0,0.0,0.0,0.5,0.0,0.09,0.0,14.29,44.76,0.68,0.5,22,2,3
Daniel González,0.0,0.0,100.0,0.4,0.0,0.0,1.0,1.6,0.0,3.6,0.0,0.6,0.0,0.0,45.4,84.58,2.6,34.78,0.0,0.4,0.0,0.0,0.6,0.0,0.4,0.0,91.67,62.96,0.0,0.8,5,1,2
Marcelo Cañete,0.0,0.0,62.26,1.26,0.0,0.0,0.89,0.26,0.0,0.11,0.0,0.63,0.21,0.11,28.21,80.04,8.79,74.58,0.0,0.0,0.0,0.0,0.84,0.05,0.21,0.05,16.67,47.37,1.05,0.68,19,3,3
Juan Cornejo,0.0,0.0,60.0,0.21,0.0,0.0,1.32,1.89,0.05,1.74,0.0,0.53,0.16,0.05,32.26,69.0,5.37,42.39,0.0,0.21,0.0,0.0,0.89,0.21,0.16,0.0,47.22,53.33,0.89,1.0,19,3,2
Marcos Bolados,0.11,0.22,56.25,1.07,0.0,0.0,0.81,0.07,0.0,0.15,0.0,0.22,0.15,0.07,12.15,68.29,3.78,52.94,0.0,0.07,0.0,0.0,0.3,0.04,0.15,0.0,51.16,53.13,1.15,0.78,27,2,4
Nelson Sepúlveda,0.07,0.04,52.94,1.04,0.0,3.57,1.68,0.39,0.0,0.39,0.0,1.18,0.07,0.07,28.79,81.39,7.89,62.62,0.0,0.07,0.0,0.0,0.68,0.11,0.29,0.0,47.06,49.73,1.04,0.96,28,3,3
Darío Osorio,0.26,0.04,47.46,1.37,0.04,0.0,1.63,0.37,0.0,0.07,0.0,0.93,0.15,0.0,16.0,70.6,4.93,67.27,0.0,0.04,0.0,0.0,0.85,0.07,0.15,0.0,55.81,48.51,0.67,0.7,27,1,3
Matías Fernández,0.0,0.0,71.43,0.09,0.0,0.0,1.18,0.91,0.0,0.55,0.0,0.0,0.0,0.09,30.55,81.55,7.27,52.78,0.0,0.18,0.0,0.0,0.73,0.18,0.18,0.0,20.0,67.44,0.91,0.55,11,3,3
Luis Mago,0.0,0.0,75.0,0.45,0.0,0.0,1.36,1.82,0.09,2.91,0.0,0.36,0.0,0.0,38.73,78.64,3.45,48.28,0.0,0.18,0.0,0.0,0.82,0.0,0.27,0.0,60.0,55.81,0.55,1.0,11,2,2
Leandro Requena,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.86,0.0,0.0,0.0,0.0,23.27,67.97,1.14,45.45,2.64,0.32,0.23,0.05,1.05,0.23,0.05,0.0,100.0,87.5,0.32,0.05,22,3,1
Humberto Suazo,0.07,0.15,29.73,1.59,0.04,0.0,0.44,0.04,0.0,0.19,0.0,0.33,0.15,0.22,20.7,72.81,7.0,60.0,0.0,0.07,0.0,0.0,1.56,0.11,0.22,0.0,42.5,38.06,0.7,0.81,27,3,4
Diego Valencia,0.15,0.31,64.29,1.85,0.08,0.0,1.0,0.54,0.0,0.92,0.0,0.46,0.15,0.15,15.38,70.0,4.23,57.89,0.0,0.15,0.0,0.0,1.08,0.23,0.15,0.08,65.0,52.17,1.0,1.31,13,1,4
Óscar Opazo,0.0,0.0,34.62,0.27,0.0,0.0,1.65,1.38,0.04,0.88,0.0,0.58,0.08,0.04,35.88,76.63,8.04,51.18,0.0,0.42,0.0,0.0,0.23,0.08,0.27,0.0,46.81,48.55,0.38,1.04,26,3,2
Facundo Castro,0.12,0.04,44.64,1.12,0.0,0.0,0.42,0.38,0.0,0.12,0.0,0.5,0.12,0.12,17.62,72.49,6.08,43.94,0.0,0.12,0.0,0.0,0.69,0.12,0.23,0.0,16.67,34.78,0.38,0.58,26,2,3
Ariel Martínez,0.05,0.0,69.23,1.09,0.0,0.0,1.77,1.41,0.0,0.86,0.0,0.64,0.05,0.0,27.27,79.5,5.36,57.28,0.0,0.18,0.0,0.0,0.91,0.05,0.41,0.05,38.1,51.33,0.55,1.0,22,2,3
Facundo Barceló,0.25,0.17,14.29,2.0,0.08,0.0,0.88,0.13,0.0,0.58,0.0,0.38,0.08,0.08,15.63,66.4,4.88,25.0,0.0,0.04,0.0,0.0,0.75,0.08,0.08,0.0,44.59,41.79,1.13,1.08,24,2,4
Brayan Véjar,0.04,0.04,46.15,1.5,0.0,0.0,1.71,1.21,0.0,0.79,0.0,1.14,0.14,0.14,31.68,73.73,7.36,53.4,0.0,0.39,0.0,0.0,1.0,0.14,0.18,0.0,47.37,46.08,0.46,0.96,28,2,2
Yerson Opazo,0.0,0.0,0.0,0.33,0.0,0.0,1.0,0.67,0.0,1.5,0.0,0.33,0.0,0.0,33.83,78.33,5.83,56.76,0.0,0.33,0.0,0.0,0.33,0.17,0.0,0.0,38.89,45.16,0.17,0.33,6,3,2
Federico Castro,0.21,0.1,59.09,1.38,0.0,0.0,0.72,0.17,0.0,0.34,0.0,0.62,0.1,0.1,23.69,71.47,6.76,55.56,0.0,0.0,0.0,0.0,0.48,0.14,0.24,0.0,49.09,45.53,1.34,1.31,29,3,4
Luciano Nequecaur,0.26,0.16,41.38,2.0,0.16,0.0,1.11,0.21,0.0,0.58,0.0,0.53,0.05,0.05,15.32,64.6,3.95,33.33,0.0,0.0,0.0,0.0,0.58,0.05,0.16,0.05,57.38,46.49,0.95,1.42,19,3,4
Santiago Dittborn,0.18,0.0,57.14,1.11,0.0,0.0,1.43,0.86,0.04,1.0,0.0,0.93,0.07,0.07,30.79,70.65,6.64,42.42,0.0,0.07,0.0,0.0,1.43,0.0,0.14,0.04,41.3,44.5,0.79,0.96,28,3,3
Matías Campos López,0.3,0.09,48.65,1.87,0.0,0.0,0.3,0.17,0.04,0.48,0.0,0.39,0.09,0.09,11.57,70.68,3.65,61.54,0.0,0.09,0.0,0.0,0.43,0.09,0.04,0.0,29.41,34.52,1.0,1.3,23,3,4
Brian Torrealba,0.0,0.0,66.67,0.41,0.0,0.0,1.29,1.18,0.0,2.47,0.0,0.18,0.0,0.0,24.0,74.02,2.65,40.59,0.0,0.29,0.0,0.0,0.53,0.12,0.12,0.0,44.74,58.24,0.71,0.59,17,2,2
Junior Fernandes,0.11,0.04,55.81,1.3,0.04,0.0,0.59,0.3,0.0,0.33,0.0,0.3,0.11,0.07,16.19,68.42,4.78,40.48,0.0,0.0,0.0,0.0,0.96,0.04,0.11,0.0,51.47,45.11,0.3,0.56,27,3,4
Bayron Oyarzo,0.17,0.1,53.91,1.59,0.03,0.0,1.41,0.72,0.0,0.14,0.0,0.59,0.07,0.17,20.07,76.46,6.1,57.5,0.0,0.07,0.0,0.0,0.55,0.21,0.21,0.0,35.0,43.54,1.31,1.52,29,2,4
Tomás Andrade,0.06,0.06,52.63,1.22,0.0,0.0,1.28,0.39,0.0,0.17,0.0,0.72,0.06,0.11,22.83,78.83,9.39,47.06,0.0,0.0,0.0,0.0,0.67,0.11,0.22,0.0,20.0,44.88,0.67,0.72,18,2,3
