#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
400,,Stefan Melentijević,0,0,20.25,80.86,4.5,62.96
401,,Mario Mitaj,0,0,23,84.16,5.5,62.07
402,,Albert Sharipov,0,0,23.06,80.76,4.75,42.5
403,,Mukhammad Sultonov,0.11,0,14.89,71.64,4.11,36.36
404,,Amir Batyrev,0.11,0,18.22,86.59,5.44,63.64
405,,Egor Sorokin,0.14,0.14,48.86,80.7,3.43,31.71
406,,Reda Rabeï,0,0,12.8,72.66,3.6,17.65
407,,Ilya Berkovskyi,0,0.17,5.5,60.61,0.67,25
408,,Khozhimat Erkinov,0.05,0.05,14.5,79.66,5.15,38.46
409,,Danil Lipovoy,0,0,8.6,79.07,2,0
410,,Aleksei Gerasimov,0,0,31.22,82.21,1.33,54.24
411,,Ivan Enin,0,0,22.91,84.33,3.23,46.67
412,,Daniil Kornyushin,0,0,17.79,62.25,2.93,29.17
413,,Márk Koszta,0,0,6.25,64,2,50
414,,Aleksander Zuev,0,0,20,75.83,5.17,44.68
415,,Aleksandr Orekhov,0,0,26,77.69,5.8,41.67
416,,Irakliy Manelov,0,0,6.22,82.14,1.56,0
417,,Moussa Sissako,0,0,19.2,85.42,1.5,47.83
418,,Vladimir Khubulov,0,0,6.86,71.53,1.9,60
419,,Maximiliano Caufriez,0,0,8,75,0,0
420,,Ifeany David Ndouka,0,0,5,100,0,0
421,,Ilya Ishkov,0,0,3,33.33,0,0
422,,Abdulla Bagamaev,0,0,0,0,0,0
423,,Georgi Karginov,0,0,10,90,3,100
424,,David Kokoev,0,0,6,83.33,0,0
425,,Oston Urunov,0,0,10,85,4,100
426,,Diego Acosta,0,0,0.5,100,0,0
427,,Ilya Charniak,0,0,0.5,100,0.5,0
428,,Roman Emelyanov,0,0,10.5,90.48,3.5,100
429,,Georgi Schennikov,0,0,15.67,78.72,3,40
430,,Denis Laptev,0,0,7.5,73.33,1.75,100
431,,Jajá,0,0,5.5,60.61,2.33,0
432,,Ramazan Gadzimuradov,0,0,13.2,69.7,4.5,36.36
433,,Nikita Ermakov,0.09,0,9.14,75.12,1.95,55
434,,Yuri Zheleznov,0,0,6.4,86.46,2.73,55.56
435,,Bojan Roganović,0,0,25.25,70.63,3.5,34.69
436,,Vladislav Masternoy,0,0,8.73,62.5,1.55,20
437,,Marko Rakonjac,0,0,6.42,66.23,1.33,100
438,,Georgi Zotov,0,0,8.67,73.08,1.75,35
439,,Momo Yansane,0,0,9,65.93,2.07,50
440,,Evgeni Shlyakov,0.12,0.12,23.94,66.58,3.18,34.07
441,,Andrey Malykh,0.13,0.13,29.25,76.92,8.13,24.24
442,,Egor Noskov,0,0,11.25,64.44,2,20
443,,Egor Proshkin,0,0,17.83,65.89,1.33,32.65
444,,Ilya Sadygov,0,0,4.35,62.07,0.75,20
445,,Dzhambulat Dulaev,0,0,2.67,100,1,0
446,,Ilya Kamyshev,0,0,13.63,87.16,2.63,80
447,,David Kobesov,0.17,0.17,10.33,74.19,2.83,75
448,,Miguel,0,0,11,72.73,2.5,50
449,,Sergey Gorshkov,0,0,5.5,90.91,1.5,100
450,,Matvey Ivakhnov,0,0,4.3,53.49,1.3,50
451,,Artem Meshchaninov,0,0,34.65,81.66,3.65,51.58
452,,Konstantin Shiltsov,0,0.1,5.4,64.81,1.2,0
453,,Kemal Ademi,0,0,1,0,0,0
454,,Maksim Petrov,0,0,0,0,0,0
455,,Danila Kozlov,0,0,3.5,85.71,1,0
456,,Oleg Isaenko,0,0,19.33,84.48,6,0
457,,Aleksey Shumskikh,0,0,22,89.39,0.33,75
458,,Bogdan Reichman,0,0,22.25,87.08,3.63,53.33
459,,Aleksandr Selyava,0,0,10.08,59.5,1,16.67
460,,Artem Simonyan,0,0,10,80,3,0
461,,Pedrinho,0.33,0,15.17,76.92,6.17,80
462,,Aleksandr Pavlovets,0,0,22.71,77.99,2.57,28.13
463,,Lev Skvortsov,0,0,22.63,59.12,3.5,27.59
464,,Janio Bikel,0,0.09,20.55,75.22,3.09,33.33
465,,Jonathan Okoronkwo,0,0,4,50,1,0
466,,Vitaliy Shitov,0,0,0,0,0,0
467,,Nikita Ershov,0,0,11,63.64,2,0
468,,Danil Massurenko,0,0,2,50,0,0
469,,David Toševski,0,0,3,83.33,2,100
470,,Egor Ushakov,0,0,9.25,81.08,2.5,75
471,,Artem Yuran,0,0,6,58.33,2,33.33
472,,Vitaliy Lystsov,0,0,22.13,67.8,2.63,65.38
473,,Ulvi Babaev,0,0,2,100,1,0
474,,Islam Alsultanov,0,0,3,100,1,0
475,,Dmitri Pivovarov,0,0,24,79.17,4,0
476,,Soslan Dzhanaev,0,0,23.78,69.16,0.22,50
477,,Mikhail Oparin,0,0,12.5,52,0,29.41
478,,Mikhail Smirnov,0,0,33,75.76,1,37.5
479,,Daniil Martovoy,0,0,1,0,0,0
480,,Vladislav Saus,0,0,3,66.67,0,0
481,,Mikhail Sukhoruchenko,0,0,0,0,0,0
