#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
412,,Daniil Kornyushin,0.29,0,61.54,54.76,1,0.79
413,,Márk Koszta,0,0,0,23.08,0.5,0.25
414,,Aleksander Zuev,0.04,0,30.95,35.82,0.21,0.5
415,,Aleksandr Orekhov,0.2,0,100,44.44,1.2,1.2
416,,Irakliy Manelov,0.33,0,0,28.95,0.44,0.78
417,,Moussa Sissako,0.1,0.1,66.67,50,0.2,0.5
418,,Vladimir Khubulov,0.1,0,20,37.23,0.9,0.81
419,,Maximiliano Caufriez,0,0,0,0,0,0
420,,Ifeany David Ndouka,0,0,0,0,0,0
421,,Ilya Ishkov,0,0,0,0,0,1
422,,Abdulla Bagamaev,0,0,0,0,0,0
423,,Georgi Karginov,1,0,0,50,0,1
424,,David Kokoev,0,0,0,0,0,0
425,,Oston Urunov,0,0,0,66.67,1,0
426,,Diego Acosta,0,0,0,0,0,0
427,,Ilya Charniak,0,0,0,25,0,0
428,,Roman Emelyanov,0,0,0,25,0.5,1
429,,Georgi Schennikov,0,0,33.33,37.5,0.33,0.67
430,,Denis Laptev,0,0,83.33,58.33,0.25,0.25
431,,Jajá,0,0,100,46.67,0.33,0.17
432,,Ramazan Gadzimuradov,0.4,0,60,45.33,1.8,1.4
433,,Nikita Ermakov,0.05,0,31.25,34.12,0.09,0.59
434,,Yuri Zheleznov,0.13,0,0,31.11,0.2,0.27
435,,Bojan Roganović,0.42,0,46.15,51.52,0.83,0.75
436,,Vladislav Masternoy,0,0,70,48.84,0.18,0.91
437,,Marko Rakonjac,0,0,33.33,37.29,0.5,0.5
438,,Georgi Zotov,0.17,0,50,51.61,0.25,0.25
439,,Momo Yansane,0.2,0,27.27,34.15,0.47,1.13
440,,Evgeni Shlyakov,0.24,0,44.44,47.57,1,1
441,,Andrey Malykh,0.38,0,50,40.82,0.13,1
442,,Egor Noskov,0,0,0,45.45,0,0
443,,Egor Proshkin,0.08,0,50,53.85,0.25,0.42
444,,Ilya Sadygov,0.15,0,21.05,22.22,0.15,0.35
445,,Dzhambulat Dulaev,0.33,0,0,25,0.67,0.67
446,,Ilya Kamyshev,0.13,0,60,35.71,0.13,0.63
447,,David Kobesov,0.17,0,50,26.09,0.67,0.67
448,,Miguel,0,0,0,40,0.5,0.5
449,,Sergey Gorshkov,0,0,0,20,0,0.5
450,,Matvey Ivakhnov,0,0.1,81.82,60,0.1,0.6
451,,Artem Meshchaninov,0.18,0.06,65.91,65.69,0.76,0.65
452,,Konstantin Shiltsov,0,0,30,28.57,0.1,0.3
453,,Kemal Ademi,0,0,0,0,0,0
454,,Maksim Petrov,0,0,0,0,0,0
455,,Danila Kozlov,0,0,0,33.33,0,0.5
456,,Oleg Isaenko,0,0,0,40,0.33,0
457,,Aleksey Shumskikh,0,0,100,100,0,0
458,,Bogdan Reichman,0.25,0,20,30.3,0.25,1.13
459,,Aleksandr Selyava,0.08,0,70,43.33,0,0.42
460,,Artem Simonyan,0,0,0,27.27,0,0
461,,Pedrinho,0,0,0,44.19,1.17,0.83
462,,Aleksandr Pavlovets,0.29,0,55.56,58.33,0.57,0.71
463,,Lev Skvortsov,0.25,0,52.94,43.53,1.38,1.13
464,,Janio Bikel,0,0.09,35.71,41.12,1.64,2.18
465,,Jonathan Okoronkwo,0,0,0,0,0,0
466,,Vitaliy Shitov,0,0,0,0,0,1
467,,Nikita Ershov,0,0,100,50,0,0
468,,Danil Massurenko,1,0,0,0,0,1
469,,David Toševski,0,0,0,14.29,0,1
470,,Egor Ushakov,0,0.25,40,38.71,1.25,1.5
471,,Artem Yuran,0,0,100,25,0,0.5
472,,Vitaliy Lystsov,0,0.13,45.83,43.64,0.63,0.88
473,,Ulvi Babaev,0,0,0,100,1,0
474,,Islam Alsultanov,1,0,0,14.29,1,1
475,,Dmitri Pivovarov,0,0,0,40,0,0
476,,Soslan Dzhanaev,0,0.11,0,0,0,0.22
477,,Mikhail Oparin,0,0.5,0,0,0,0.5
478,,Mikhail Smirnov,0,0,60,27.27,0,3
479,,Daniil Martovoy,0,0,0,100,1,0
480,,Vladislav Saus,0,0,0,0,0,0
481,,Mikhail Sukhoruchenko,0,0,0,0,0,0
