#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
467,,Nikita Ershov,0,0,0,0,0,0
468,,Danil Massurenko,0,0,0,0,0,0
469,,David Toševski,0,0,0,0,0,0
470,,Egor Ushakov,0,0.25,25,0.5,0,0
471,,Artem Yuran,0,0,0,0,0,0
472,,Vitaliy Lystsov,0,0,100,0.63,0,0
473,,Ulvi Babaev,0,1,0,1,0,0
474,,Islam Alsultanov,0,0,0,0,0,0
475,,Dmitri Pivovarov,0,0,100,2,0,0
476,,Soslan Dzhanaev,0,0,0,0,0,0
477,,Mikhail Oparin,0,0,0,0,0,0
478,,Mikhail Smirnov,0,0,0,0,0,0
479,,Daniil Martovoy,0,0,0,1,0,0
480,,Vladislav Saus,0,0,0,1,0,0
481,,Mikhail Sukhoruchenko,0,0,0,0,0,0
