#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
177,,Aleksandr Silyanov,0,0.1,0,0,1.3,0.1
178,,Aleksandr Lomovitskiy,0,0.2,0,0,1.47,0
179,,Oleksandr Filin,0,0.18,0,0,1.82,0
180,,Kirill Shchetinin,0,0.03,0,0,0.7,0.13
181,,Aleksey Mironov,0,0,0,0,0.85,0.08
182,,Vyacheslav Podberezkin,0,0.08,0,0,0.92,0.15
183,,Mamadou Maiga,0,0.29,0,0,0.95,0.14
184,,Yuriy Zhuravlev,0,0.07,0,0,1.29,0.29
185,,Roman Evgenjev,0,0.21,0,0,1.21,0.14
186,,Mateo Barać,0,0.13,0,0,0.63,0
187,,Ivan Komarov,0,0,0,0,0.09,0
188,,Dmitri Poloz,0,0,0,0,0.92,0.08
189,,Eric Bicfalvi,0,0.04,0,0,0.96,0.15
190,,Amar Rahmanović,0,0.06,0,0,0.88,0.12
191,,Aleksandr Soldatenkov,0,0.24,0,0,1.36,0.16
192,,Milan Gajić,0,0.31,0,0,0.52,0.17
193,,Minkail Matsuev,0,0,0,0,0,0
194,,Sergey Bryzgalov,0,0.33,0,0,1,0
195,,Igor Leshchuk,3.17,0.33,0,0,1.67,0.17
196,,Milan Majstorović,0,0.11,0,0,0.89,0
197,,Yaroslav Mikhailov,0,0.1,0,0,1.19,0.14
198,,Nikita Chernov,0,0.08,0,0,0.63,0.21
199,,Danil Krugovoy,0,0.11,0,0,0.16,0.11
200,,Ilzat Akhmetov,0,0,0,0,0.56,0.22
201,,Tin Jedvaj,0,0,0,0,1.79,0.29
202,,Andrey Mendel,0,0.15,0,0,0.69,0.08
203,,Aleksey Sutormin,0,0,0,0,0.21,0
204,,Irakli Kvekveskiri,0,0.04,0,0,1.19,0.26
205,,Yaroslav Gladyshev,0,0,0,0,0.65,0.08
206,,Artem Sokolov,0,0,0,0,0.44,0
207,,Irakliy Chezhia,0,0.25,0,0,2.13,0.13
208,,Roman Ezhov,0,0.18,0,0,1.18,0.18
209,,Yuri Gazinskiy,0,0,0,0,1.07,0.07
210,,Luka Đorđević,0,0,0,0,0.77,0.23
211,,Kirill Ushatov,0,0,0,0,0.43,0
212,,Kirill Suslov,0,0.17,0,0,1.26,0.13
213,,Mingiyan Beveev,0,0.24,0,0,1.04,0.12
214,,Víctor Felipe Méndez,0,0.23,0,0,0.65,0.12
215,,Daniil Khudyakov,3.86,0.07,0.21,0.07,1.93,0.21
216,,Ilya Agapov,0,0.2,0,0,1.27,0.07
217,,Aleksandr Ektov,0,0.2,0,0,1.36,0.24
218,,Evgeni Morozov,0,0.24,0,0,1.2,0.12
219,,Dmitri Zhivoglyadov,0,0.06,0,0,1.19,0.25
220,,Timofey Margasov,0,0.15,0,0,1.15,0.31
221,,Aleksandr Erokhin,0,0.05,0,0,0.1,0.05
222,,Batraz Gurtsiev,0,0,0,0,0.75,0
223,,Victorien Angban,0,0,0,0,0.86,0
224,,Mohamed Konate,0,0.04,0,0,0.5,0.04
225,,Ilya Pomazun,3.17,0.21,0.28,0,1.41,0.14
226,,Khyzyr Appaev,0,0.11,0,0,1.18,0.25
227,,Kevin Pina,0,0.07,0,0,1,0.13
228,,Ivan Lomaev,2.77,0.14,0.32,0.09,1.45,0.14
229,,Nemanja Glavčić,0,0.06,0,0,1.06,0
230,,Igor Kalinin,0,0.27,0,0,0.8,0.13
231,,Sergey Petrov,0,0.16,0,0,0.58,0.16
232,,Ilya Bykovskiy,0,0,0,0,1.14,0.14
233,,Mario Ćurić,0,0.06,0,0,1.53,0.18
234,,Artem Mamin,0,0.33,0,0,1,0.11
235,,Maksim Vityugov,0,0,0,0,0.86,0.04
236,,Rai Vloet,0,0.07,0,0,1,0.07
237,,Stanislav Magkeev,0,0.11,0,0,1.26,0.21
238,,Ilnur Alshin,0,0.09,0,0,0.91,0.22
239,,Denis Yakuba,0,0,0,0,0.7,0
240,,Ivan Temnikov,0,0,0,0,0.75,0
241,,Cristian Tassano,0,0,0,0,2.17,0.33
242,,Igor Konovalov,0,0,0,0,1.33,0.17
243,,Bogdan Ovsyannikov,2.5,0.33,0.5,0,1.17,0.17
244,,Aleksandr Kutitskiy,0,0.09,0,0,0.91,0.05
245,,Vladislav Sarveli,0,0,0,0,0.85,0.15
246,,Mohamed Amin Brahimi,0,0,0,0,0.62,0
247,,Vladislav Kamilov,0,0.2,0,0,0.5,0.1
248,,Bryan Idowu,0,0.19,0,0,1.5,0.13
249,,Khoren Bayramyan,0,0.04,0,0,1.17,0.13
250,,Nikita Kakkoev,0,0.1,0,0,1.14,0.14
251,,Mathias Normann,0,0.14,0,0,0.93,0.14
252,,Dmitriy Stotskiy,0,0.13,0,0,1.29,0.17
253,,Denis Adamov,3.12,0.06,0.24,0.12,1.41,0.29
254,,Dmitry Rybchinskiy,0,0.04,0,0,0.88,0
255,,Reziuan Mirzov,0,0.04,0,0,1.08,0.08
256,,Evgeny Goshev,3.44,0.22,0.44,0.11,1.67,0.33
257,,Oleg Kozhemyakin,0,0.08,0,0,1.72,0.2
258,,Mory Gbane,0,0,0,0,1.05,0
259,,Oleg Dmitriev,0,0,0,0,0.75,0.19
260,,Timur Ayupov,0,0.09,0,0,1.43,0.13
261,,Aleksandr Dolgov,0,0,0,0,0.96,0.04
262,,Andrey Langovich,0,0.05,0,0,0.64,0.14
263,,Ilya Kukharchuk,0,0,0,0,0.81,0
264,,Daniil Chernyakov,0,0,0,0,1.5,0
265,,Marat Bystrov,0,0.15,0,0,1.15,0.2
266,,Elmir Nabiullin,0,0,0,0,1,0
267,,Sergey Babkin,0,0,0,0,0.65,0.18
268,,Zaim Divanović,0,0,0,0,0.4,0
269,,Kirill Kravtsov,0,0.08,0,0,0.63,0.17
270,,Lucas Masoero,0,0.14,0,0,1.48,0.14
271,,Maksim Mukhin,0,0.06,0,0,0.29,0.12
272,,Zelimkhan Bakaev,0,0,0,0,0.06,0.06
273,,Kirill Nababkin,0,0.18,0,0,0.64,0.18
274,,Artur Nigmatullin,3,0.28,0.28,0,1.5,0.11
275,,Zakhar Volkov,0,0.3,0,0,1.8,0.1
276,,Evgeniy Chernov,0,0.09,0,0,1.22,0.09
277,,Denys Kulakov,0,0.11,0,0,1.16,0
278,,Aleksandr Rudenko,0,0.04,0,0,1.56,0
279,,Dmitri Tsypchenko,0,0,0,0,1.04,0.04
280,,Vyacheslav Krotov,0,0,0,0,0.91,0.09
281,,Stefan Šapić,0,0.2,0,0,1,0
282,,Pavel Meleshin,0,0,0,0,0,0.13
283,,Danila Kalin,0,0,0,0,1,0
284,,Matvey Lukin,0,0.5,0,0,0,0
285,,Aleksei Usanov,0,0,0,0,2,0.5
286,,Ivan Miladinović,0,0.11,0,0,0.67,0.33
287,,Aleksey Nikitin,0,0.11,0,0,1.56,0
288,,Edgar Sevikyan,0,0,0,0,0.2,0.2
289,,Andrey Egorychev,0,0.19,0,0,1.1,0.14
290,,Ravil Netfullin,0,0,0,0,1.3,0.25
291,,David Karaev,0,0.04,0,0,1.21,0.14
292,,Vasili Cherov,0,0.08,0,0,0.72,0.24
293,,Petar Golubović,0,0.08,0,0,2.25,0.17
294,,Vladislav Karapuzov,0,0.05,0,0,0.55,0.05
295,,Stepan Oganesyan,0,0,0,0,0.6,0.05
296,,Danila Prokhin,0,0,0,0,0.84,0.16
297,,Vyacheslav Grulev,0,0.04,0,0,0.58,0.12
298,,Ilya Kutepov,0,0.13,0,0,1.25,0.25
299,,Danil Kazantsev,0,0.14,0,0,1.57,0.29
300,,Yuri Kovalev,0,0,0,0,0.5,0.15
301,,Kirill Pechenin,0,0.11,0,0,1.47,0.21
302,,Luka Gagnidze,0,0.2,0,0,0.9,0
303,,Zoran Nižić,0,0.18,0,0,1,0.09
304,,Pavel Maslov,0,0.11,0,0,0.63,0.11
305,,Victor Moses,0,0,0,0,0.2,0.1
306,,Kirill Zaika,0,0,0,0,0.73,0.27
307,,Egor Golenkov,0,0,0,0,0.62,0.03
308,,Aleksandr Troshechkin,0,0,0,0,1.11,0.11
309,,Gamid Agalarov,0,0,0,0,0.45,0.14
310,,François Kamano,0,0.04,0,0,0.79,0.14
311,,André,0,0,0,0,1.6,0.2
312,,Adolfo Gaich,0,0,0,0,0,0
313,,Daniil Penchikov,0,0,0,0,1,0.25
314,,Igor Yurganov,0,0.1,0,0,1.3,0.3
315,,Sergey Terekhov,0,0.19,0,0,1.3,0.22
316,,Nicolas Moumie Ngamaleu,0,0.05,0,0,1.11,0
317,,Alexis Duarte,0,0,0,0,1,0.29
318,,Leon Klassen,0,0,0,0,0.36,0.09
319,,Mark Mampasi,0,0,0,0,0.71,0.14
320,,Fanil Sungatulin,0,0,0,0,0.63,0.08
321,,Maksim Maksimov,0,0,0,0,0.75,0.17
322,,Denis Glushakov,0,0,0,0,1.75,0.05
323,,Vladimir Iljin,0,0,0,0,0.59,0.11
324,,Mihail Caimacov,0,0,0,0,0.6,0.1
325,,Moses David Cobnan,0,0,0,0,0.5,0.1
326,,Sergey Volkov,0,0.15,0,0,1.15,0.26
327,,Aleksandr Koksharov,0,0,0,0,0.14,0
328,,Vadim Rakov,0,0,0,0,0.22,0
329,,Marcos Guilherme,0,0,0,0,0.9,0.1
330,,Diego Laxalt,0,0,0,0,1.11,0
331,,Rifat Zhemaletdinov,0,0,0,0,0.55,0
332,,Nikolay Sysuev,2.64,0.27,0.27,0,1.36,0.18
333,,Ilya Svinov,2.5,0.29,0.38,0.04,1.33,0.13
334,,Mikhail Ignatov,0,0,0,0,0.71,0.14
335,,Aleksey Pomerko,0,0,0,0,1.63,0.25
336,,Aleksandr Ryazantsev,0,0.06,0,0,1.19,0.25
337,,Ruslan Apekov,0,0,0,0,1,0
338,,Mikhail Sivakov,0,0.13,0,0,1.33,0.25
339,,Rizvan Utsiev,0,0.25,0,0,0.69,0.06
340,,Igor Lebedenko,0,0.05,0,0,0.95,0.18
341,,Timofey Shipunov,0,0,0,0,0.47,0.27
342,,Alikhan Shavaev,0,0,0,0,0.67,0
343,,Vladislav Shitov,0,0,0,0,0.39,0.09
344,,Danila Khotulev,0,0.29,0,0,1.64,0.29
345,,Roman Tugarev,0,0.04,0,0,0.71,0.13
346,,Stepan Melnikov,0,0,0,0,0.2,0
347,,Ibrokhim Yuldoshev,0,0.07,0,0,0.81,0.11
348,,Igor Savić,0,0.14,0,0,1.36,0.07
349,,Artur Chernyi,0,0,0,0,0.91,0
350,,Magomed Shapi Suleymanov,0,0,0,0,0.25,0
351,,Vladislav Yakovlev,0,0,0,0,0.35,0.1
352,,Mateo Stamatov,0,0.13,0,0,0.8,0.13
353,,Vyacheslav Litvinov,0,0.17,0,0,1.06,0.22
354,,Konstantin Maradishvili,0,0,0,0,0.71,0
355,,Shamar Nicholson,0,0,0,0,0.32,0
356,,Daniil Lesovoy,0,0,0,0,0.31,0
357,,Ilya Gaponov,0,0.13,0,0,1.06,0.06
358,,Gyrano Kerk,0,0,0,0,1.06,0.24
359,,Vladimir Obukhov,0,0,0,0,0.55,0.18
360,,Ayaz Guliev,0,0.11,0,0,2.16,0.11
361,,Artem Samsonov,0,0.05,0,0,1.59,0.23
362,,Ákos Kecskés,0,0,0,0,1,0
363,,Luka Tsulukidze,0,0,0,0,0,0
364,,Rustam Khalnazarov,0,0,0,0,0,1
365,,Dmytro Ivanisenia,0,0,0,0,2.5,0
366,,Dmitriy Kratkov,0,0,0,0,0,0.5
367,,Magomed Yakuev,0,0,0,0,0,0
368,,Aleksey Baranovskiy,0,0,0,0,0,0
369,,Miha Mevlja,0,0,0,0,0.5,0
370,,Daniil Odoevski,1.25,0.5,0,0,0,0.25
371,,Nikolay Rasskazov,0,0.06,0,0,0.81,0.13
372,,Daniil Kulikov,0,0.08,0,0,1,0
373,,Leo Goglichidze,0,0.12,0,0,0.73,0.12
374,,Eli Dasa,0,0.09,0,0,1.32,0.14
375,,Maciej Rybus,0,0,0,0,0.38,0.25
376,,Ruslan Magal,0,0,0,0,1,0.24
377,,Kirill Glebov,0,0,0,0,0.33,0
378,,Artem Ntumba Muamba,0,0,0,0,0,0
379,,Kirill Bozhenov,0,0,0,0,1.27,0
380,,Nikola Antić,0,0.09,0,0,1.64,0.09
381,,Amur Kalmykov,0,0,0,0,0.8,0
382,,Egor Danilkin,0,0,0,0,1.4,0
383,,Evgeniy Tatarinov,0,0,0,0,0.2,0
384,,Oleg Shatov,0,0,0,0,0.75,0.25
385,,Yordy Reyna,0,0,0,0,1.55,0.27
386,,Alexey Keniaykin,2.73,0.18,0,0,1.64,0.18
387,,Maksim Turishchev,0,0,0,0,1,0.21
388,,Igor Smolnikov,0,0.09,0,0,1.18,0.14
389,,Evgeniy Markov,0,0,0,0,0.78,0
390,,Vladislav Samko,0,0,0,0,0,0.33
391,,Nikolay Titkov,0,0,0,0,0.31,0.06
392,,Vitaliy Gudiev,3.88,0.13,0.13,0,2.38,0.38
393,,Maksim Nenakhov,0,0.15,0,0,0.9,0.05
394,,Vladimir Poluyakhtov,0,0.05,0,0,0.8,0.05
395,,Denis Terentjev,0,0,0,0,0.63,0.06
396,,Roman Yuzepchuk,0,0.09,0,0,2,0.18
397,,Lachezar Kotev,0,0,0,0,1.5,0
398,,Maksim Danilin,0,0,0,0,0,0
399,,Aleksey Gorodovoy,3.5,0,0.5,0,1.5,0.67
400,,Stefan Melentijević,0,0,0,0,1.13,0.13
401,,Mario Mitaj,0,0.07,0,0,0.57,0.07
402,,Albert Sharipov,0,0,0,0,1.19,0.06
403,,Mukhammad Sultonov,0,0,0,0,0.89,0.11
404,,Amir Batyrev,0,0,0,0,0.67,0.11
405,,Egor Sorokin,0,0.14,0,0,1.86,0.14
406,,Reda Rabeï,0,0,0,0,0.4,0.3
407,,Ilya Berkovskyi,0,0,0,0,0.5,0
408,,Khozhimat Erkinov,0,0.05,0,0,1.05,0.15
409,,Danil Lipovoy,0,0,0,0,0.2,0
410,,Aleksei Gerasimov,0,0.11,0,0,1.11,0.22
411,,Ivan Enin,0,0,0,0,1.27,0.14
412,,Daniil Kornyushin,0,0.07,0,0,1.36,0.07
413,,Márk Koszta,0,0,0,0,0.5,0
414,,Aleksander Zuev,0,0.04,0,0,1.13,0
415,,Aleksandr Orekhov,0,0,0,0,2.2,0
416,,Irakliy Manelov,0,0,0,0,0.56,0.11
417,,Moussa Sissako,0,0,0,0,1.2,0.4
418,,Vladimir Khubulov,0,0,0,0,0.57,0.1
419,,Maximiliano Caufriez,0,0,0,0,0,0
420,,Ifeany David Ndouka,0,0,0,0,1,0
421,,Ilya Ishkov,0,0,0,0,0,0
422,,Abdulla Bagamaev,0,0,0,0,0,0
423,,Georgi Karginov,0,0,0,0,2,1
424,,David Kokoev,0,0,0,0,0,1
425,,Oston Urunov,0,0,0,0,1,0
426,,Diego Acosta,0,0,0,0,0.5,0
427,,Ilya Charniak,0,0,0,0,0,0
428,,Roman Emelyanov,0,0,0,0,0,0
429,,Georgi Schennikov,0,0,0,0,1,0
430,,Denis Laptev,0,0,0,0,0.25,0.25
431,,Jajá,0,0,0,0,0.5,0
432,,Ramazan Gadzimuradov,0,0,0,0,0.7,0.1
433,,Nikita Ermakov,0,0,0,0,0.23,0.05
434,,Yuri Zheleznov,0,0,0,0,0.4,0.13
435,,Bojan Roganović,0,0.08,0,0,1.58,0.17
436,,Vladislav Masternoy,0,0.09,0,0,0.27,0
437,,Marko Rakonjac,0,0,0,0,1.08,0.17
438,,Georgi Zotov,0,0.08,0,0,0.75,0.08
439,,Momo Yansane,0,0,0,0,0.6,0.07
440,,Evgeni Shlyakov,0,0,0,0,1.82,0.06
441,,Andrey Malykh,0,0.13,0,0,1.63,0.25
442,,Egor Noskov,0,0,0,0,0.5,0
443,,Egor Proshkin,0,0,0,0,0.92,0.25
444,,Ilya Sadygov,0,0,0,0,0.95,0.05
445,,Dzhambulat Dulaev,0,0,0,0,1,0.33
446,,Ilya Kamyshev,0,0,0,0,0.75,0
447,,David Kobesov,0,0,0,0,0.83,0
448,,Miguel,0,0,0,0,0.5,0.5
449,,Sergey Gorshkov,0,0,0,0,0.5,0
450,,Matvey Ivakhnov,0,0,0,0,0.3,0.1
451,,Artem Meshchaninov,0,0.06,0,0,1.47,0.12
452,,Konstantin Shiltsov,0,0,0,0,0.7,0.1
453,,Kemal Ademi,0,0,0,0,0,0
454,,Maksim Petrov,0,0,0,0,0,0
455,,Danila Kozlov,0,0,0,0,0,0
456,,Oleg Isaenko,0,0,0,0,0.67,0
457,,Aleksey Shumskikh,0,0,0,0,1.67,0
458,,Bogdan Reichman,0,0,0,0,1.38,0.13
459,,Aleksandr Selyava,0,0,0,0,0.75,0
460,,Artem Simonyan,0,0,0,0,1.5,0
461,,Pedrinho,0,0,0,0,1.5,0.17
462,,Aleksandr Pavlovets,0,0,0,0,2.14,0.14
463,,Lev Skvortsov,0,0,0,0,2,0
464,,Janio Bikel,0,0.09,0,0,1.64,0.09
465,,Jonathan Okoronkwo,0,0,0,0,0,0
