#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
316,,Malek Baayou,0.08,0,61.11,1,0,0
317,,Ahmed Emad,0,0,20,0.18,0,0
318,,Ahmed El-Saghiri,0.03,0,50,0.27,0,0
319,,Khaled Stouhi,0.06,0,66.67,0.31,0,0
320,,Khaled Kamar,0.16,0.11,100,0.79,0.05,0
321,,Mohamed Hamdi,0,0,48.84,0.52,0,0
322,,Firas Chaouat,0.33,0.19,32,1.52,0.05,0
323,,Ibrahim Adel,0.18,0.23,28,1.77,0,0
324,,Ahmed Madbouli,0.03,0,41.67,1.21,0,0
325,,Ahmed Mostafa,0.04,0,42.86,1.32,0,0
326,,Sayed Abdallah,0.04,0,53.06,0.23,0,0
327,,Karim El Tayeb,0.06,0.06,45.45,0.69,0.06,0
328,,Saeed Kamal,0.5,0,50,1,0,0
329,,Mohamed Abdel Aati,0.07,0,40,0.07,0,0
330,,Ahmed Sayed Gharib,0,0,0,0.5,0,0
331,,Amr Marey,0,0,0,0.2,0,0
332,,Ahmed Yehia,0,0,0,0,0,0
333,,Ahmed Afifi,0,0,0,1,0,0
334,,Mohamed El Nahass,0,0,0,0,0,0
335,,Ahmed Esho,0,0,100,0,0,0
336,,Hassan Tarek,0,0,100,0,0,0
337,,Yehia Hamed,0,0,0,0,0,0
338,,Mohamed Hossam,0,0,0,0.33,0,0
339,,Ibrahim Galal,0,0,0,0,0,0
340,,Youssef Magdy Abdel Ghani,0,0,0,1,0,0
341,,Mohamed Abdel Shafi,0,0,25,0,0,0
342,,Omar Bassam,0,0,66.67,1.1,0,0
343,,Mohamed Ramadan,0,0,50,0.36,0,0
344,,Ahmed Yassin,0,0,50,0.11,0,0
345,,Mohamed Atwa,0,0,33.33,0.48,0,0
346,,Osama Faisal,0.13,0.09,50,0.57,0,0
347,,Osama Ibrahim,0,0,30,0.1,0,0
348,,Amr Shaaban,0,0,0,0,0,0
349,,Mohamed Naguib,0,0.07,57.14,0.34,0,0
350,,Abdo Yehia,0.07,0.04,28.57,0.93,0,0
351,,Marwan Dawoud,0.06,0,37.5,0.71,0,0
352,,Ragab Omran,0,0,48.28,1.06,0,0
353,,Azmi Ghouma,0,0,45.45,0.64,0,0
354,,Mody Naser,0,0.05,73.33,0.19,0,0
355,,Mohamed Sherif,0,0.05,55.56,0.5,0,0
356,,Abdel Aziz El Balouti,0,0,0,0,0,0
357,,Islam Gamal,0,0,38.1,0.25,0,0
358,,Ahmed El Nadry,0.03,0.06,57.69,0.56,0,0
359,,Salah Rico,0,0,0,0.14,0,0
360,,Ibrahim Ayoola,0,0,100,0.25,0,0
361,,Ahmed Ayman Mansour,0.08,0,50,0.42,0.04,0
362,,Youssef Osama Nabih,0.19,0,37.5,1.1,0.05,0
363,,Abdelrahman Body,0,0,0,0,0,0
364,,Ahmed Abdelrasoul,0,0,60,0.62,0,0
365,,Karim Nedved,0.06,0.06,46.15,0.78,0,0
366,,Hassan Ali,0,0.11,59.26,0.68,0,0
367,,Mahmoud Fahmy,0,0,100,0.55,0,0
368,,Mostafa Sobhi,0.05,0,48.72,0.95,0,0
369,,Mohamed Koko,0,0,0,0,0,0
370,,Hussein Faisal,0.13,0.1,54.05,1.43,0,0
371,,Ahmed Sherif,0.1,0.05,47.62,0.62,0,0
372,,Youssef Labib,0.33,0.33,50,1.67,0,0
373,,Mohamed Zakaria Shika,0,0,50,0.5,0,0
374,,Mohamed Samir,0,0,100,0.15,0,0
375,,Ahmed Fathi Hamza,0.06,0,42.31,0.35,0,0
376,,Omar El Saaiy,0,0,46.67,0.82,0,0
377,,Hamdy Alaa,0,0,38.1,0.33,0,0
378,,Mohamed Desouki,0,0,29.41,0.22,0,0
379,,Islam Abdelnaim,0,0.12,56.76,0.52,0,0
380,,Mohamed Farouk,0.1,0.1,36,1.1,0,10
381,,Mohamed Gaber,0,0.03,48.98,0.81,0,0
382,,Yassin Marei,0,0,100,0,0,0
383,,Ahmed Dahesh,0,0,66.67,0.14,0,0
384,,Ahmed El Shimi,0,0.03,30.77,0.57,0,0
385,,Mostafa Ibrahim,0,0,33.33,0.33,0,0
386,,Ahmed Reda,0,0,50,0.17,0,0
387,,Ali Zaazaa,0.05,0.2,42.86,0.7,0.05,0
388,,Omar El Said,0.08,0,37.5,0.8,0.04,0
389,,Hazem Morsi,0.09,0,28.57,0.68,0.05,0
390,,Austin Amutu,0.11,0.11,43.75,1.11,0.04,0
391,,Mostafa Dowidar,0.06,0,55.56,0.59,0,0
392,,Amr El Morsi,0,0,50,1,0,0
393,,Girgis Magdy,0,0,0,0,0,0
394,,Ahmed Ashraf Ahmed,0,0,0,0,0,0
395,,Eslam Gaber,0,0,46.15,0.38,0,0
396,,Osama El Gazar,0,0,72.73,0.44,0,0
397,,Mohamed El Shamy,0.32,0.18,36.36,1.18,0.04,0
398,,Hamed Khaled El Gabry,0,0,40,0.75,0,0
399,,Ahmed Masoud,0,0,0,0,0,0
400,,Mohamed Hozian,0,0,33.33,0.2,0,0
401,,Samson Akinyoola,0.08,0.08,20,0.92,0,0
402,,Omar Salah,0,0,0,0,0,0
403,,Gavin Kizito,0,0,0,0.33,0,0
404,,Mohamed Abdelsalam,0,0,66.67,0,0,0
405,,El Sabahy Emad,0,0,50,0.5,0,0
406,,Mohamed Diab,0,0,100,0.44,0,0
407,,Mohamed Ahmed Kamel,0,0.09,66.67,0.18,0,0
408,,Mohamed El-Maghrabi,0,0.06,57.14,0.12,0,0
409,,Abdelaziz El Sayed,0.07,0,58.82,0.21,0,0
410,,Mostafa Shakshak,0,0,58.62,0.48,0,0
411,,Seif Farouk Gaafar,0,0.07,58.82,0.73,0,0
412,,Mahmoud Mamdouh,0.11,0.11,37.93,0.74,0.05,0
413,,Mohamed Bassiouny,0,0,50,0.27,0,0
414,,Ahmed El Sheikh,0.09,0,44.44,0.27,0,0
415,,Basem Morsi,0.04,0.07,36.36,1,0.04,0
416,,Essam Sobhy,0,0,50,0.14,0,0
