#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
519,,Ibrahim Ayesh,0,0,100,0.75,0,0
520,,Hesham Sabry,0,0,100,1,0,0
521,,Hany Adel,0,0,100,0.2,0,0
522,,Abdul Aziz Mousa,0,0,0,0,0,0
523,,Islam El Mizzayn,0,0,0,0,0,0
524,,Mostafa Osama,0,0,45.45,0.29,0,0
525,,Momen Awad,0,0,33.33,0.17,0,0
526,,Hussein Ragab,0,0,25,0.53,0,0
527,,Moussa Diawara,0.05,0,22.22,0.37,0,0
528,,Tarek Samy,0,0,0,0,0,0
529,,Ahmed Mohsen,0,0,28.57,0.25,0,0
530,,Ahmed Nader Hawash,0.07,0,25,0.5,0,0
531,,Youssef Obama,0,0,0,0.2,0,0
532,,Rafaat Khalil,0,0.14,40,0.43,0,0
533,,Ashraf Magdy,0,0,42.86,0.14,0,0
534,,Ahmed Belya,0,0,0,0.14,0,0
535,,Mahmoud Abou-Gouda,0,0,0,0.44,0,0
536,,Fahd Gomaa,0,0,33.33,0.25,0,0
537,,Abdallah Gomaa,0,0,40,0,0,0
538,,Anthony Okpotu,0,0,0,0.43,0,0
539,,Mohamed Shawky Gharib,0,0,0,0.06,0,0
540,,Imad El Kabbou,0,0,0,0,0,0
541,,Mohamad Salah Zaki,0,0,0,1,0,0
542,,Ahmed Abdel Wahab,0,0,0,0,0,0
543,,Rida El Barjiji,0,0,0,0,0,0
544,,Amer Mohamed,0,0,0,0,0,0
545,,Mohamed Fawzy Gad,0,0,0,0,0,0
546,,Ahmed Abo Egela,0,0,0,0,0,0
547,,Mohamed Abdelnasser,0,0,0,0,0,0
548,,Mohammad Fouad,0,0,50,0,0,0
549,,Bai Kamara,0,0,0,0,0,0
550,,AbouBakr El Gamal,0,0,0,0,0,0
551,,Ahmed Amer,0,0,0,0.33,0,0
552,,Mahmoud Ezzat,0,0,0,0,0,0
553,,Gabriel Chukwudi,0,0.2,50,0.4,0,0
554,,Hamdi Nagguez,0,0,30,0.13,0,0
555,,Zakaria El Wardi,0,0.33,0,0.67,0,0
556,,Hossam El Saana,0,0,0,0,0,0
557,,Walid Farag,0,0,16.67,1.2,0,0
558,,Mohamed Fares,0,0,0,0.78,0,0
559,,Ahmed Kasem,0,0,0,0,0,0
560,,Fawzi El Henawy,0,0.18,35.29,0.64,0,0
561,,Dejan Meleg,0,0,0,0,0,0
562,,El Sayed Abou Amenah,0,0,0,0,0,0
563,,Ahmed Ali Amin,0,0,0,0,0,0
564,,Sayed Shabrawy,0,0,50,0.08,0,0
565,,Mahmoud Salah,0,0,0,0.13,0,0
566,,Marwan Magdy,0,0.11,0,0.33,0,0
567,,Hesham Hafez,0,0,50,0,0,0
568,,Elsayed Salem,0,0,0,0.4,0,0
569,,Ahmed Bahaa,0,0,33.33,0.17,0,0
570,,Mahmoud El Zanfaly,0,0,0,0,0,0
571,,Hossam Ashraf,0,1,0,1,0,0
572,,Mohamed El Zareef,0,0,0,0,0,0
573,,Alaa Salama,0,0,0,0,0,0
574,,Mohamed Hamed,0,0,0,0,0,0
575,,Ahmed Abdulaziz,0,0,0,0,0,0
576,,Youssef Nader,0,0,0,0,0,0
577,,Ahmed Elkalamawy,0,0,0,0,0,0
578,,Hesham Fathallah,0,0,0,0,0,0
579,,Mustafa Abdelkader,0,0,0,0,0,0
580,,Ademola Shobowale,0,0,0,0,0,0
581,,Elhusseini Samir,0,0,0,1,0,0
582,,Abdelrahman Hassan,0,0,100,0,0,0
583,,Gamal El Said,0,0,0,0,0,0
584,,Mohamed Wagdi,0,0,66.67,1,0,0
585,,Amin Mohamed Amin,0,0,0,0,0,0
586,,Gamal Montasser,0,0,0,0,0,0
587,,Bello Babatunde Martins,0,0,0,0,0,0
588,,Ibrahim Sheta,0,0,0,0,0,0
589,,Atef Al Hakim,0,0,0,0,0,0
590,,Ahmad Algeaidy,0,0,0,0,0,0
