#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
243,,Ahmed Hakam,0.59,1.19,0.04,4.93,0.04,0.3
244,,Mohamed Magli,2.52,0.52,0.04,0.56,0,0.81
245,,Mahmoud Abdel-Aziz,1.71,0.65,0,1.06,0,0.41
246,,Amr Gamal,0.48,0.04,0,0.35,0,0.22
247,,Islam Mohareb,1.61,0.64,0,0.21,0,1.18
248,,Ahmed Nabil Koka,1.56,0.44,0,0.44,0,0.89
249,,Percy Tau,0.62,0.62,0,0,0,0.48
250,,Ahmed El Aash,1.2,2,0.1,3.3,0.1,0.4
251,,Ahmed Atef,0.5,0.28,0,0,0,0.5
252,,Fakhreddine Ben Youssef,0.23,0.14,0,0.05,0,0.09
253,,Ibrahim Hassan,1.27,0.57,0,0.33,0,0.47
254,,Ahmed Youssef,2.04,0.81,0.04,0.85,0,0.59
255,,Louay Wael,0.63,0.13,0,0.75,0,0.13
256,,Jefferson Encada,1.04,1.17,0,1.54,0,0.29
257,,Sobhy Soliman,0.33,0,0,0.67,0,1
258,,Mohamed Ibrahim,1.03,0.31,0,0.16,0,0.78
259,,Shady Hussein,0.43,0.14,0,0.14,0,0.43
260,,Ammar Hamdy,3.36,0.73,0.09,0.36,0,1.91
261,,Karim Bambo,0.5,0.32,0,0.11,0,0.32
262,,Ahmed Awad,0.71,0.43,0,4.29,0,0.36
263,,Mohamed Salem,0.07,0,0,0.33,0,0.07
264,,Malick Evouna,0.17,0.33,0,0,0,0
265,,Hossam Greisha,0.56,0.11,0,0.22,0,0.44
266,,Mustafa Anani,0.25,0,0,0.25,0,0
267,,Mohamed El Fayoumi,1,0.33,0,0,0,0.83
268,,Hesham Mohamed,0.3,0,0,0.5,0,0.2
269,,Omar Radwan,0,0,0.18,0.64,0,0.09
270,,Shikabala,0.24,0,0,0,0,0.19
271,,Mostafa Fawzy,0.68,0.16,0,0.21,0,0.16
272,,Mahmoud Sayed,1.28,0.48,0,0.44,0,0.16
273,,Hassan Magdy,1,0.9,0,1.5,0,0.1
274,,Ali El Zahdi,0.31,0.46,0,0.58,0,0.19
275,,Dokou Dodo,2.17,0.83,0.03,1.14,0,0.69
276,,Ahmed Mayhoub,0.07,0.07,0,1.86,0,0.14
277,,Mohamed Hamed,1.59,0.77,0.05,3,0,0.18
278,,Karim Arafat,2,0.83,0,1.25,0,0.42
279,,Sodiq Awujoola,0.77,0.32,0,0.41,0,0.68
280,,Mahmoud Bolbol Nabil,1.36,0.36,0,0.21,0,0.29
281,,Hatem Mohamed,2.2,1.1,0,1.3,0,0.6
282,,Mahmoud Talaat,1.97,0.9,0,1.2,0.03,0.57
283,,Kelechi Chimezie,2.3,1.73,0.03,0.87,0,0.87
284,,Amir Abed,1.26,0.89,0.05,2.42,0,0.21
285,,Mohamed Ahmed Fouad,1,0.27,0,0.23,0,0.23
286,,Ehab Samir,1.92,1.15,0,1.27,0.04,0.73
287,,Amr Hossam,0.03,0.03,0.06,1.06,0.06,0
288,,Ahmed Sayed Abdelnaby,2.18,1.43,0.04,1.29,0,0.46
289,,Ahmed Fawzi,1.45,0.73,0,0.64,0,0.82
290,,Ahmed Said,0.94,0.69,0,0.38,0,0.5
291,,Benjamin Bernard Boateng,0.17,0.03,0,0.3,0,0.23
292,,Dilson,0.29,0.14,0,0.46,0,0.29
293,,Dodo El Gabas,0.11,0,0,0.11,0,0
294,,Ahmed Eid,1,0.44,0,1.13,0,0.25
295,,Mohamed Bazoka,1.32,0.9,0.03,3.23,0.03,0.52
