#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
397,,Mohamed El Shamy,0.04,0.04,22.79,68.18,6.43,37.5
398,,Hamed Khaled El Gabry,0,0,19.46,68.74,3.67,34.85
399,,Ahmed Masoud,0,0,21.13,72.78,0.63,47.73
400,,Mohamed Hozian,0,0,12.6,71.43,2.4,40
401,,Samson Akinyoola,0.08,0.08,7.08,82.35,2.67,33.33
402,,Omar Salah,0,0.11,24.78,40.36,1.33,24
403,,Gavin Kizito,0,0,27,79.01,5,33.33
404,,Mohamed Abdelsalam,0,0,24.25,79.38,1.75,33.33
405,,El Sabahy Emad,0,0,15,48.33,1.75,16.67
406,,Mohamed Diab,0,0,23.33,78.57,1.22,56.76
407,,Mohamed Ahmed Kamel,0,0,20.91,72.61,0.91,29.79
408,,Mohamed El-Maghrabi,0,0,18.41,71.88,2.29,28.85
409,,Abdelaziz El Sayed,0.07,0,31.18,77.66,6,35.94
410,,Mostafa Shakshak,0.04,0,25.91,75.17,4.78,52.58
411,,Seif Farouk Gaafar,0,0.07,16.87,79.84,5.13,65.52
412,,Mahmoud Mamdouh,0,0,9.84,70.05,3,55.56
413,,Mohamed Bassiouny,0,0,28.2,75.65,3.4,35.71
414,,Ahmed El Sheikh,0.09,0.09,11.45,73.81,3.91,45.45
415,,Basem Morsi,0.04,0.04,9.33,61.51,1.85,51.85
416,,Essam Sobhy,0.05,0,24.64,64.58,3.59,28.1
417,,Mostafa Gamal,0.06,0.03,34.97,77.03,5.97,52.82
418,,Bruno Sávio,0.07,0.14,19.79,71.84,7,50
419,,Alia Sylla,0,0,9.43,57.58,2.29,50
420,,Kingsley Fidelis Kuku,0.1,0,9.9,74.75,1.6,44.44
421,,Khaled El Akhmimi,0,0,17.63,82.99,4.53,47.06
422,,Emmanuel David,0.06,0.06,11.82,69.15,3.18,53.85
423,,Ibrahim Kone,0,0,13.56,79.72,3.56,54.55
424,,Salah Mohsen,0.05,0.05,9,64.91,2.37,42.86
425,,Gedo,0,0.08,11.83,67.25,3.08,40
426,,Ali Fathi,0.09,0.03,34.75,67.9,6.69,33.01
427,,Paul Joules,0,0,5.77,58.67,1.46,66.67
428,,Gaber Kamel,0,0,15.67,69.15,1.38,34.48
429,,Assem Salah,0,0.14,38.71,74.91,8.14,46.15
430,,Mohammed Rashid,0,0,5,100,0,0
431,,Motaz El Sayed,0,0,30,86.67,1,50
432,,Khaled Alnabrisi,0,0,6,83.33,1,0
433,,Sherif Dabo,0,0,2,100,1,0
434,,Abdoul Kader Coulibaly,0,0,3,100,0,0
435,,Saber El Shimi,0,0,3,66.67,0,100
436,,Mahmoud El Gharabawy,0,0,16,31.25,0,31.25
437,,Mahmoud Shedid Kenawi,0,0,20,70,2,25
438,,Ahmed El Sebai,0,0,55,76.36,18,37.5
439,,Shemeles Bekele,0,0,8.5,47.06,0.5,0
440,,El Habib Ahmed Hassan,0,0,3.5,100,1,100
441,,Amr Khalil,0,0,26,51.92,1.5,32.43
442,,Mohamed Benkhemassa,0,0,16.33,85.71,1,16.67
443,,Ali Yasser,0,0,8.67,61.54,1.67,0
444,,Ojo Tolulope,0,0,1.25,80,0,0
445,,Arthur Justice,0,0,21.6,75.93,3.8,40
446,,Mahmoud Gehad,0,0,15.83,70.53,1.5,33.33
447,,Medhat Fakousa,0,0,20.17,77.69,3.83,55.56
448,,Salah Zayed,0,0,3.43,75,1,0
449,,Eric Traore,0,0,16.75,71.14,3.08,33.33
450,,Ali Hamdy,0,0,22.53,68.46,3.53,46.08
451,,Ahmed Gamal,0,0,21.54,71.18,4.21,35.16
452,,Mahmoud Shabrawy,0,0,8.47,70.19,2.74,45.45
453,,Momen Atef,0,0,22.58,73.66,3.16,38.98
454,,Abdel Rahman Emad,0,0.05,8.1,75.93,2.95,42.86
455,,Mahmoud Emad,0.12,0,16.29,80.87,1.94,26.32
456,,Mohamed Saeed,0.04,0,12.15,62.5,2.67,30.43
457,,Mahmoud Zalaka,0.05,0.05,4.68,75.28,1.84,50
458,,Halimo,0,0,27.46,71.91,5.11,42.37
459,,Paulin Voavy,0.1,0.1,14.4,76.39,4.3,66.67
460,,Mohamed Dhaoui,0.11,0.11,14,86.51,4.67,80
461,,Ahmed El Saadani,0,0,24.67,48.65,0.78,30.67
462,,Razak Cissé,0.13,0.06,15.44,73.68,4.56,66.67
463,,Eric Serge,0,0,22.25,80.34,4.13,36.36
464,,Zeyad Tarek,0.13,0,7.88,71.43,2,40
465,,Abdelrahman Atef,0,0,7.04,73.16,1.85,75
466,,Abdallah Magdy,0.06,0,13.31,83.57,2.19,60
467,,Franck Mbella Etouga,0,0,15.6,74.36,3.3,37.5
468,,Firas Ifia,0,0,8.43,79.66,3.14,37.5
469,,Wagih Abdel Hakim,0.04,0,11.52,63.34,2.56,31.03
470,,Barakat Haggag,0,0,26.07,67.12,2.57,42.31
471,,Youssef Hassan,0,0,8.25,66.67,2.25,100
472,,Abdallah Yaisien,0,0,15.6,79.49,3.4,50
473,,Ahmed Ayman,0,0,16,70.67,2.92,44.44
474,,Mostafa El-Badry,0.12,0,12.82,77.52,3.06,46.67
475,,Islam Ateia,0.06,0.06,15.25,77.46,3.38,45.83
476,,Arabi Badr,0,0,9.1,76.92,1.5,42.86
477,,Mohamed Sadek,0.09,0,17.36,82.72,5.27,63.64
478,,Aymen Sfaxi,0.06,0,13.88,81.36,3.47,50
479,,Mahmoud Alaa El Katamy,0,0,24.25,72.16,3.63,29.63
480,,Abubakar Liday,0,0,8.08,63.81,2,71.43
481,,Karim Mostafa,0,0.05,14.64,71.43,4.05,47.62
482,,Ahmed Shousha,0,0,32.47,67.93,3.88,41.24
483,,Mohamed Nadi,0,0.06,13.53,66.96,3.47,44.44
484,,Ahmed Dawooda,0.08,0.08,8.38,87.16,2.38,100
485,,Omar Saoudi,0,0,1,100,0.67,0
486,,Fares Hatem,0,0,3.5,50,0.25,0
487,,Momen Mohamed Abd Rabo,0,0,19,69.74,2.25,45.83
488,,Tariq Alaa,0,0,16.71,71.79,3.43,25
489,,Ahmed Hamoudi,0,0,9.79,72.26,2.93,33.33
490,,Mahmoud Wahid,0,0,21.6,72.22,3.8,20
491,,Valentine Odoh,0,0,12.94,73.91,4.5,88.89
492,,Abdelghani Mohamed,0.05,0,11,76.19,3.24,63.64
493,,Charles Ekpenyong,0,0,8.15,62.26,2.38,42.86
494,,Karim Yehia,0.07,0,20.93,60.75,2.86,24.66
495,,Islam Gamal,0,0,20.38,69.94,1.75,26.47
496,,Momen Rady,0,0,17.88,81.12,3,61.54
497,,Ahmed Adel,0.12,0.12,23.04,75.79,7.15,52.17
498,,Youssef El Gohary,0,0,21.73,68.2,5.09,41.67
499,,Hadji Barry,0.07,0.07,15.93,83.68,4.33,66.67
500,,Mohamed Antar,0.05,0.05,21.14,76.35,7.24,54.05
501,,Ahmed Shadad,0,0,9.25,78.38,1.13,50
502,,Mohamed Nosseir,0.08,0,11.92,71.33,1.58,47.62
503,,Abdullahi Ojifinni,0,0,14.2,67.61,3.6,16.67
504,,Ahmed Eid,0,0,9.41,75.85,2.82,46.67
505,,Ziad Tolba,0,0,3.43,62.5,0.71,0
506,,Marwan Osman,0,0,5.33,75,2.44,100
507,,Gharib Yasser,0,0,10.06,78.88,0.94,69.23
508,,Amir Medhat,0,0,27.45,77.81,1,37.29
509,,Christopher John,0.04,0,12.25,73.18,3.07,35.29
510,,Mohamed Zaalouk,0,0,2,100,2,0
511,,Eiad El Askalany,0,0,29,82.76,2,42.86
512,,Alhassan Mubarak,0,0,0,0,0,0
513,,Mohamed Nabih,0,0,34,97.06,1,100
514,,Ahmed Hamdeen,0,0,7,100,5,0
515,,Salisu Mobarak,0,0,5,60,1,0
516,,Ahmed Rashwan,0,0,3,66.67,1,0
517,,Ahmed Ali Kamel,0,0,3.33,40,0.33,0
518,,Akinade Moses Ibukun,0,0,6.75,66.67,0.75,50
519,,Ibrahim Ayesh,0,0,21.25,71.76,3.25,61.9
520,,Hesham Sabry,0,0,5.5,81.82,1.5,100
521,,Hany Adel,0,0,15.6,74.36,2.6,50
522,,Abdul Aziz Mousa,0,0,11.2,76.79,1.8,44.44
523,,Islam El Mizzayn,0.2,0,11.4,54.39,1.4,26.32
524,,Mostafa Osama,0,0,10.29,80.56,1.29,37.5
525,,Momen Awad,0,0,21.25,69.02,3.75,34.48
526,,Hussein Ragab,0,0,11.6,63.79,1.93,35.29
527,,Moussa Diawara,0.05,0,5.16,69.39,1.42,54.55
528,,Tarek Samy,0,0,16,67.19,1.75,46.15
529,,Ahmed Mohsen,0,0,18.25,80.82,4.38,36.84
530,,Ahmed Nader Hawash,0.07,0.07,8.21,73.91,1.71,22.22
531,,Youssef Obama,0,0,10,80,2.8,0
532,,Rafaat Khalil,0,0,9.29,72.31,1.86,33.33
533,,Ashraf Magdy,0,0,4.43,83.87,1.86,100
534,,Ahmed Belya,0,0,3.57,52,0.14,14.29
535,,Mahmoud Abou-Gouda,0,0,8.67,65.38,1.56,25
536,,Fahd Gomaa,0,0,6.88,74.55,2.13,66.67
537,,Abdallah Gomaa,0,0,16.67,75,3.67,54.55
538,,Anthony Okpotu,0.14,0.14,4.43,67.74,0.71,0
539,,Mohamed Shawky Gharib,0,0,5.88,59.57,0.88,21.43
540,,Imad El Kabbou,0,0,12,75,2,0
541,,Mohamad Salah Zaki,0,0,14,100,10,0
542,,Ahmed Abdel Wahab,0,0,12,66.67,1,0
543,,Rida El Barjiji,0,0,7.5,66.67,0.5,0
544,,Amer Mohamed,0,0,18,61.11,0,36.36
545,,Mohamed Fawzy Gad,0,0,15,60,2.5,0
546,,Ahmed Abo Egela,0,0,10,55,1,50
547,,Mohamed Abdelnasser,0,0,1,50,0,0
548,,Mohammad Fouad,0,0,10.67,81.25,2,50
549,,Bai Kamara,0,0,6,66.67,1,0
550,,AbouBakr El Gamal,0,0,2,66.67,0.67,0
551,,Ahmed Amer,0,0,12,63.89,3,20
552,,Mahmoud Ezzat,0,0,1,0,0,0
553,,Gabriel Chukwudi,0,0,4.6,56.52,1.4,100
554,,Hamdi Nagguez,0,0,26,73.08,4,34.48
555,,Zakaria El Wardi,0,0,14.33,83.72,4,66.67
556,,Hossam El Saana,0,0,11.5,78.26,1,75
557,,Walid Farag,0,0,17.6,77.27,5.4,33.33
558,,Mohamed Fares,0,0,21.56,76.8,4,45
559,,Ahmed Kasem,0,0,4.33,73.08,1,33.33
560,,Fawzi El Henawy,0,0,14.18,73.08,2.64,25
561,,Dejan Meleg,0,0,9,44.44,1,0
562,,El Sayed Abou Amenah,0,0,27,81.48,3,0
563,,Ahmed Ali Amin,0,0,4,75,0,0
564,,Sayed Shabrawy,0,0,15.83,74.74,2.17,34.48
565,,Mahmoud Salah,0.13,0,5.63,68.89,1.75,33.33
566,,Marwan Magdy,0,0,2,83.33,0.33,100
567,,Hesham Hafez,0,0,17.5,80,1.5,40
568,,Elsayed Salem,0,0,17.4,73.56,2.4,20
569,,Ahmed Bahaa,0,0,21.83,83.97,4,30.77
570,,Mahmoud El Zanfaly,0,0,4,100,2,100
571,,Hossam Ashraf,0,0,3,33.33,0,0
572,,Mohamed El Zareef,0,0,2,50,1,0
573,,Alaa Salama,0,0,6,100,3,0
574,,Mohamed Hamed,0,0,2,50,0,0
575,,Ahmed Abdulaziz,0,0,0,0,0,0
576,,Youssef Nader,0,0,2,100,0,100
577,,Ahmed Elkalamawy,0,0,0,0,0,0
578,,Hesham Fathallah,0,0,0,0,0,0
579,,Mustafa Abdelkader,0,0,0,0,0,0
580,,Ademola Shobowale,0,0,0,0,0,0
581,,Elhusseini Samir,0,0,6,83.33,1,66.67
582,,Abdelrahman Hassan,0,0,4,100,3,0
583,,Gamal El Said,0,0,1,100,1,0
584,,Mohamed Wagdi,0,0,3,66.67,1,0
585,,Amin Mohamed Amin,0,0,1,100,0,0
586,,Gamal Montasser,0,0,1,100,1,0
587,,Bello Babatunde Martins,0,0,1.5,66.67,0,0
588,,Ibrahim Sheta,0,0,0.5,100,0,0
589,,Atef Al Hakim,0,0,1,100,1,0
590,,Ahmad Algeaidy,0,0,3,100,1.67,0
