#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
220,,Benjamin Källman,0.06,0,46.34,38.11,0.5,1.26
221,,Vladislavs Gutkovskis,0.09,0,42.45,41.84,1.25,1.34
222,,Dawid Kurminowski,0,0,23.21,37.4,1.29,1.07
223,,Karol Danielak,0,0,75,47.46,0.29,0.5
224,,Fábio Nunes,0.07,0,63.16,58.33,1.93,0.43
225,,Diogo Verdasca,0.48,0.05,70.69,61.04,0.86,1.24
226,,Kryspin Szcześniak,0.36,0,65.79,59.52,0.5,1.21
227,,Tomáš Pekhart,0.15,0,48.84,39.58,0.77,1.31
228,,Marco Terrazzino,0.04,0,40.63,50,0.38,0.38
229,,Michał Rakoczy,0.2,0,19.23,40.17,1.2,1.37
230,,Paweł Lenarcik,0,0,100,83.33,0.2,0
231,,Filip Marchwiński,0.11,0,45.9,45.81,0.78,1.11
232,,Mateusz Skrzypczak,0.12,0.04,52.11,56.34,0.85,0.65
233,,Ilkay Durmus,0.08,0,50,46.25,0.96,0.88
234,,Flávio Paixão,0,0,32.69,41.84,1.46,0.54
235,,Nemanja Mijušković,0.29,0.04,60,56.19,0.29,0.71
236,,Andrejs Cigaņiks,0.13,0,45.45,50,0.6,1.13
237,,Michał Szromnik,0.07,0,100,100,0.14,0
238,,Kyrylo Petrov,0.19,0.04,60.2,53.31,0.81,1.62
239,,Jordi Sánchez,0.17,0,33.33,35.42,1.1,1.24
240,,Mike Cestor,0.19,0,67.39,57.02,0.5,0.75
241,,Piotr Krawczyk,0.08,0,32.73,36.19,0.25,0.42
242,,Patryk Janasik,0.16,0,46.43,52.54,0.95,1.05
243,,Maciej Gajos,0.21,0,53.13,51.08,1.17,0.9
244,,Maciej Rosołek,0.09,0,25.51,35.45,0.88,0.82
245,,Damian Tront,0.3,0,53.85,54.26,1,1.8
246,,Hubert Matynia,0.14,0.05,58.33,54.4,0.45,0.95
247,,Alan Czerwiński,0.18,0,53.33,45.45,0.5,0.68
248,,Arttu Hoskonen,0.09,0,60.71,50,0.09,0.82
249,,Bogdan Racovițan,0.46,0,64.86,54.64,0.92,1.38
250,,Michał Pazdan,0.29,0.07,50,49.52,0.29,1.43
251,,Kacper Bieszczad,0.07,0,0,50,0.13,0.07
252,,Konstantinos Triantafyllopoulos,0.22,0.04,59.02,53.23,0.35,0.83
253,,Jakub Żubrowski,0,0,0,28.57,0,2
254,,Tiago Matos,0.33,0,0,16.67,0.33,0.67
255,,Mariusz Malec,0.08,0,48.15,49.48,0.21,0.58
256,,Fedor Černych,0.13,0,53.85,43.64,0.44,1.5
257,,Martin Konczkowski,0.17,0,59.57,59.02,0.74,0.52
258,,Filip Szymczak,0.14,0,43.48,41.27,0.57,1.33
259,,Rafał Adamski,0.05,0,39.24,39.6,0.84,0.68
260,,Ángelo Henríquez,0.24,0.03,36.54,35.62,0.76,1.41
261,,Rafał Kurzawa,0.12,0,41.38,41.03,0.65,0.71
262,,Yevgeni Shikavka,0.13,0,22.5,34.24,1.19,1.26
263,,Enis Destan,0.24,0,58.33,52.94,0.48,0.67
264,,Fabian Hiszpański,0.16,0,25.81,53.15,1.65,1.13
265,,Christos Donis,0.13,0,50,50.39,1.07,0.93
266,,Marcel Wedrychowski,0.05,0,33.33,46.46,0.52,0.81
267,,Filip Lesniak,0.1,0,61.29,55.97,0.24,0.48
268,,Cheikhou Dieng,0,0,80,57.89,0.83,0.67
269,,Mateusz Cichocki,0.18,0.05,70.59,63.16,0.64,0.73
270,,Henrik Castegren,0.57,0,68.42,54,0.14,1
271,,Luka Zahović,0.19,0,26.32,39.01,1.16,1.19
272,,Dominik Kun,0.12,0,51.85,52.26,0.76,0.88
273,,Kristoffer Normann Hansen,0.04,0,43.75,44.07,0.17,0.17
274,,Marcin Cebula,0.15,0,0,40.38,0.62,0.46
275,,Jacek Podgórski,0.18,0,40.63,46.3,0.32,1.39
276,,Jakub Świerczok,0,0,54.55,44.83,0.2,1
277,,Miguel Muñoz,0.2,0,60,59.57,1.2,0.8
278,,Robert Dadok,0.14,0,25.58,43.33,1.21,1.04
279,,Jean Jules Mvondo,0.33,0,46,48.1,1.11,1.19
280,,Adriel D'Avila Ba Loua,0.15,0,40,51.65,0.8,0.65
281,,Jorge Félix,0.04,0,45.56,49.1,1.36,0.93
282,,Fryderyk Gerbowski,0.09,0,40,44.8,1.09,1.09
283,,Makana Baku,0.09,0,47.62,50.76,0.32,0.59
284,,Aleksander Pawlak,0.09,0,42.86,51.49,0.48,0.26
285,,Dominykas Barauskas,0.13,0,45.45,53.33,0.5,0.25
286,,Berto Cayarga,0.19,0,32,52.59,2.38,0.69
287,,Jakub Rzeźniczak,0.16,0.08,50,49.36,0.56,1.24
288,,Dawid Błanik,0.07,0,20,46.59,1.33,0.48
289,,Tomasz Makowski,0.18,0,39.13,37.41,0.25,1.25
290,,Michał Feliks,0,0,32,45.65,0.8,0.4
291,,Jakub Kiełb,0.11,0,41.67,49.35,0.63,0.58
292,,Michael Ameyaw,0.19,0,37.7,45.45,1,0.81
293,,Luís Mata,0.13,0,16,45.07,0.63,0.44
294,,Damian Warchoł,0,0,41.94,44.87,0.5,0.4
295,,Ben Lederman,0.13,0,38.1,52.63,0.67,0.58
296,,Luís Machado,0.43,0,14.58,42.81,1.61,1.32
297,,Lisandro Semedo,0.03,0,24.07,38.18,0.72,0.84
298,,Jakub Myszor,0.05,0,15.38,39.8,0.65,0.65
299,,Carlitos,0.1,0,30.3,35.66,0.52,1.14
300,,Frank Castañeda,0.08,0,31.58,40.51,1.42,0.75
301,,Florian Loshaj,0.2,0,42.86,48.98,0.6,1
302,,Michał Kaput,0.06,0,41.67,53.06,0.25,0.56
303,,Jakub Antczak,0,0,0,100,0,0
304,,Tomáš Huk,1,0,33.33,62.5,1,1
305,,Igor Sapała,0,0,100,60,1,1
306,,Maciej Twarowski,0,0,0,66.67,0,0
307,,Tobiasz Kubik,0,0,0,33.33,1,1
308,,Filip Wilak,0,0,0,50,0.33,1
309,,Filip Kocaba,0.33,0,100,71.43,1,1
310,,Filip Zawadzki,0,0,0,62.5,0.33,0
311,,Grzegorz Szymusik,0.29,0,57.89,65,1,0.57
312,,Danijel Lončar,0.25,0,40,44.74,0.63,0.88
313,,Luizão,0,0,70.59,71.74,1,0.36
314,,Tomasz Mokwa,0,0,53.85,47.83,0.45,0.45
315,,Pedro Justiniano,0.33,0.08,61.54,51.43,0.25,1.33
316,,Juljan Shehu,0.13,0,50,57.5,1.42,0.67
317,,Marko Kolar,0.04,0,43.48,48.39,0.46,0.31
318,,Paweł Stolarski,0.13,0,41.67,63.89,1.75,1.06
319,,Giannis Masouras,0.14,0,36,43.28,0.43,1.64
320,,Michał Kopczyński,0.14,0,45.83,47.22,0.29,1
321,,Leândro,0.13,0,8.33,43.82,1.4,0.8
322,,Igor Strzalek,0,0,0,48.78,0.69,0.23
323,,Luciano Narsingh,0.07,0,24.32,39.87,0.52,0.41
324,,Jakub Holúbek,0,0,70.83,61.29,0.1,0.29
325,,Oskar Sewerzyński,0.13,0,38.46,51.35,0.67,1.07
326,,Daniel Łukasik,0,0,45.45,52.38,0.44,0.11
327,,Arkadiusz Pyrka,0.06,0,46.51,46.61,0.88,0.84
328,,Giorgi Tsitaishvili,0.17,0,22.22,37.97,0.75,0.92
329,,Łukasz Sierpina,0.17,0,33.33,60,0.83,0.5
330,,Levent Gülen,0.3,0,50.7,51.03,0.56,0.85
331,,João Amaral,0.05,0,10,33.33,0.43,0.76
332,,Paweł Zieliński,0,0,52.38,50,0.22,0.3
333,,Martin Doležal,0,0,52.78,50,0.45,0.8
334,,Michał Buchalik,0.2,0,0,75,0.6,0
335,,Joeri de Kamps,0.5,0,50,48,0.3,1.9
336,,Tomasz Pieńko,0.06,0,42.86,49.21,0.97,0.42
337,,Mario Zebić,0.13,0,76.19,58.33,0.75,0.75
338,,Jurgen Çelhaka,0.13,0,33.33,51.72,0.13,0.75
339,,Marcus Godinho,0.2,0,30,31.58,0.47,0.53
340,,Alberto Toril Domingo,0.18,0,39.39,45.45,1.55,1.09
341,,Wiktor Pleśnierowicz,0.27,0,81.82,59.38,0.2,0.93
