#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
98,,Martin Kreuzriegler,1.23,1.7,0.03,3.67,0,0.57
99,,Benedikt Zech,1.17,1.13,0.03,2.47,0,0.2
100,,Aleksander Paluszek,0.65,1.29,0,2.65,0,0.12
101,,Chuca,0.87,1.67,0.03,0.93,0,0.53
102,,Bartosz Salamon,0.5,0.7,0,2.2,0,0
103,,Sokratis Dioudis,0.07,0,0,0.5,0,0
104,,Mikael Ishak,0.17,0.13,0,0.61,0,0.3
105,,Patrick Olsen,1.41,1.33,0,0.7,0,1.07
106,,Maxime Dominguez,2.1,1.79,0,0.31,0,1.48
107,,Marcin Flis,1.04,1.73,0.04,4.54,0,0.62
108,,Mateusz Żyro,1.4,0.9,0,3.3,0,0.2
109,,Pontus Almqvist,0.41,0.22,0,0.15,0,0.26
110,,Krzysztof Kubica,0.5,1.25,0,0.25,0,0.25
111,,Antonio Milić,0.7,0.83,0.04,2.83,0,0.52
112,,Fran Tudor,1.74,1.45,0,0.9,0,0.94
113,,Jarosław Kubicki,1.63,1.07,0,0.73,0,1.17
114,,Jarosław Jach,1.32,1.4,0,5,0.04,0.72
115,,Israel Puerto,1.31,1.38,0.04,5.04,0,0.62
116,,Jean Carlos,1.55,1,0,0.61,0,0.87
117,,Yevhen Konoplyanka,0.35,0.08,0.04,0.12,0,0.27
118,,Serafin Szota,1.19,0.96,0,3.56,0,0.37
119,,Filip Majchrowicz,0,0,0,0.67,0,0
120,,Rafał Augustyniak,1.56,1.08,0,2.56,0.04,0.64
121,,Piotr Malarczyk,0.82,0.65,0,3.35,0,0.35
122,,Damjan Bohar,0.58,0.21,0,0.25,0,0.33
123,,Marko Poletanović,1,0.92,0,1.25,0,0.67
124,,Dimitrios Stavropoulos,1.55,2.03,0,3,0,0.61
125,,Mateusz Szwoch,1.68,0.86,0,1.14,0.04,1.14
126,,Kamil Wilczek,0.96,0.3,0,0.85,0,0.52
127,,Constantin Reiner,2.08,1.33,0,4,0,1
128,,Milan Rundić,0.78,0.83,0,1.89,0,0.17
129,,Dawid Szymonowicz,0.97,2,0,3.06,0.03,0.36
130,,Adrian Lis,0,0.07,0,1.45,0.07,0
131,,Krzysztof Kamiński,0.1,0,0.05,1.2,0.05,0
132,,Marius Briceag,0.76,1.76,0,2.82,0,0.71
133,,Igor Drapinski,2.43,0.86,0,1.14,0,0.14
134,,Giannis Papanikolaou,2.19,1.16,0,0.94,0,0.87
135,,Jakub Czerwiński,1.28,1.53,0.06,4,0,0.5
136,,Miłosz Szczepański,0.52,0.52,0,0.3,0,0.3
137,,Miłosz Trojak,1.3,1.85,0.06,4.52,0,0.39
138,,Petr Schwarz,2.16,1,0,1.2,0,1.16
139,,Bartosz Śpiączka,0.6,0.3,0,1.33,0,0.37
140,,Marek Hanousek,3.03,1.13,0.03,1.27,0,1.23
141,,Karol Niemczycki,0,0.1,0,1,0,0.06
142,,Maciej Domański,0.32,0.32,0,0.24,0,0.65
143,,Tom Hateley,1.1,0.58,0,0.84,0,0.58
144,,Piotr Tomasik,1.41,0.78,0,2.15,0,0.89
145,,Rafał Pietrzak,1.18,1.27,0,1.36,0,0.48
146,,Vahan Bichakhchyan,0.74,0.39,0,0.32,0,0.35
147,,Alexandros Katranis,1.76,1.03,0.03,1.9,0,0.59
148,,Kacper Tobiasz,0.07,0,0,1,0,0.04
149,,Ernest Muçi,1.06,0.22,0,0.28,0,0.78
150,,Damian Rasak,1.1,1.03,0,0.86,0.03,0.69
151,,Szymon Matuszek,1.5,1.29,0,1.64,0,0.71
152,,Jakub Jugas,1.08,1.31,0.04,4,0,0.62
153,,Alexander Gorgon,0.59,0.53,0.06,0.24,0,0.41
154,,Lindsay Rose,1.06,1,0,1.94,0.06,0.41
155,,Jakub Łukowski,1.62,0.59,0,0.88,0,0.94
156,,Adam Deja,1.37,1.26,0.05,1.53,0.05,0.32
157,,Mateusz Kupczak,1.21,1.16,0,1.11,0,0.32
158,,Linus Wahlqvist,1.67,0.58,0,1.83,0,0.58
159,,Michał Mokrzycki,1.67,0,0,0.67,0,0
160,,Dante Stipica,0.1,0,0.07,1.3,0,0.03
161,,Bartłomiej Wdowik,1.46,0.62,0,1.12,0,0.69
162,,Norbert Wojtuszek,2.06,1.11,0,0.67,0,0.5
163,,Fabian Piasecki,0.61,0.04,0,0.57,0,0.04
164,,Patryk Kun,1.38,0.88,0,0.71,0,0.38
165,,Kristoffer Velde,1,0.13,0.03,0.53,0,0.73
166,,Guram Giorbelidze,1.93,1.2,0.13,1.2,0,0.53
167,,Łukasz Zwoliński,0.37,0.3,0,0.85,0,0.41
168,,Francisco Ramos,1.67,1,0,0.89,0,0.89
169,,Łukasz Sekulski,0.89,0.22,0,0.81,0,0.63
170,,Otar Kakabadze,1.52,1.33,0,1.15,0,1.3
171,,Arkadiusz Kasperkiewicz,1.41,1.48,0,1.81,0,0.78
172,,Michal Sáček,2,0.71,0,0.86,0,0.79
173,,Mateusz Wieteska,1,3,0,4,0,0
174,,František Plach,0.06,0,0,0.73,0,0
175,,Stefan Savić,0.73,0.07,0,0.2,0,0.4
176,,Joel Abu Hanna,1.07,2.07,0,2.8,0,0.33
177,,Artur Sobiech,0.53,0.07,0,0.33,0,0
178,,Bartosz Kapustka,1.45,0.72,0,0.14,0,0.66
179,,Victor Garcia Marin,2.48,1.17,0.07,1.59,0,1.07
180,,Jakub Bartkowski,1.17,0.97,0,3.07,0,0.31
181,,Kristers Tobers,1,1.27,0,2.69,0,0.54
182,,Alex Vallejo,1.79,0.86,0,1.21,0,0.64
183,,Steve Kapuadi,0.88,1.15,0,3.96,0,0.27
184,,Konrad Forenc,0.05,0,0,1.5,0,0.05
185,,Kamil Pestka,2.17,1,0,1.33,0,0.83
186,,Kacper Chodyna,0.94,0.58,0,0.58,0,0.79
187,,Patryk Lipski,0.6,0.6,0,0.4,0,0
188,,Bogdan Țîru,1.93,1.73,0.07,3.13,0,0.67
189,,Mathias Hebo Rasmussen,0.92,0.75,0,0.67,0,0.75
190,,Szymon Czyż,1.38,1.38,0,0.5,0,0.63
191,,Alasana Manneh,2.5,0.75,0,0,0,0.75
192,,Marcel Zapytowski,0,0,0,1.36,0.07,0.07
193,,Daníel Leó Grétarsson,1,1.46,0,3.25,0.04,0.25
194,,Jakub Kałuziński,0.7,0.43,0,0.52,0,0.48
195,,Konrad Poprawa,1.62,1.14,0.03,4.17,0,0.45
196,,Juliusz Letniowski,0.77,0.68,0,0.26,0,0.94
197,,Takuto Oshima,1.66,1.28,0,0.47,0.03,0.91
198,,Andrzej Niewulis,1.19,0.94,0.06,4.44,0,0.44
199,,Bozhidar Chorbadzhiyski,0.18,0.73,0,2.91,0,0.18
200,,Damian Jakubik,2.11,0.89,0,2.84,0,1.05
201,,Mattias Johansson,1.73,1.55,0.09,0.64,0.09,0.55
202,,Mateusz Grzybek,1,1.09,0,1.97,0,0.34
203,,Afonso Sousa,0.96,0.67,0.04,0.17,0,1
204,,Mateusz Łęgowski,1.73,0.38,0,0.31,0,0.58
205,,Filip Starzyński,0.66,0.19,0,0.31,0,0.94
206,,Sebastian Kowalczyk,0.65,0.38,0,0.35,0,0.94
207,,Ernest Terpiłowski,0.84,0.6,0,0.76,0,0.76
208,,Kacper Smoliński,0.67,0.67,0,1,0,0.33
209,,Carlos Julio Martínez,2.33,2.5,0.08,1.83,0,0.92
210,,Bojan Nastić,1.67,1.57,0.05,1.9,0,0.57
211,,Michal Stachera,2,2,0,1,0,2
212,,Emmanuel Agbor,2,0,0,0,0,1
213,,Michał Kucharczyk,1,0.9,0,0.6,0,0.5
214,,Szymon Włodarczyk,0.47,0.13,0,0.4,0,0.47
215,,Cornel Râpă,1.19,0.69,0.04,2.04,0,0.5
216,,Yuri Ribeiro,0.63,0.58,0,1.63,0,0.29
217,,Kajetan Szmyt,0.71,0.39,0,0.29,0,0.42
218,,Martin Pospisil,0.81,0.31,0,1.31,0,0.63
219,,Miguel Luís,0.89,0.57,0,0.54,0,0.68
220,,Benjamin Källman,0.47,0.06,0,0.76,0,0.35
221,,Vladislavs Gutkovskis,0.16,0.06,0,0.41,0,0.13
222,,Dawid Kurminowski,0.5,0.07,0,0.5,0,0.5
223,,Karol Danielak,1.07,1,0,0.79,0,0.57
224,,Fábio Nunes,1.79,0.57,0,1.36,0,0.71
225,,Diogo Verdasca,1.48,1.71,0,2.38,0,0.52
226,,Kryspin Szcześniak,1.29,1.36,0,3.29,0,0.21
227,,Tomáš Pekhart,0.46,0.31,0,0.54,0,0.69
228,,Marco Terrazzino,0.85,0.42,0,0.19,0,0.42
229,,Michał Rakoczy,0.97,0.4,0,0.23,0,0.73
230,,Paweł Lenarcik,0,0,0,1.1,0,0.1
231,,Filip Marchwiński,1.22,0.37,0,0.33,0,0.63
232,,Mateusz Skrzypczak,0.77,1.12,0.04,4.42,0,0.23
233,,Ilkay Durmus,0.96,0.46,0.04,0.54,0,0.54
234,,Flávio Paixão,0.31,0,0,0.77,0,0.62
235,,Nemanja Mijušković,0.71,0.86,0,4.5,0.04,0.5
236,,Andrejs Cigaņiks,0.93,1,0,0.93,0,0.73
237,,Michał Szromnik,0,0,0,0.93,0.07,0
238,,Kyrylo Petrov,1.73,1.88,0.08,2.5,0,0.88
239,,Jordi Sánchez,0.41,0.17,0,0.38,0,0.41
240,,Mike Cestor,1.5,1,0.06,3.56,0,0.56
241,,Piotr Krawczyk,0.46,0.04,0.04,0.29,0,0.13
242,,Patryk Janasik,1.21,1.16,0,2.05,0,0.63
243,,Maciej Gajos,1.17,0.52,0,0.62,0,0.41
244,,Maciej Rosołek,0.47,0.26,0,0.62,0,0.38
245,,Damian Tront,2.9,1,0,1.3,0,1.3
246,,Hubert Matynia,0.73,1.59,0.09,1.59,0,0.27
247,,Alan Czerwiński,0.41,0.77,0,1.55,0,0.45
248,,Arttu Hoskonen,0.73,0.73,0,3,0,0.36
249,,Bogdan Racovițan,1.08,1.15,0,1.54,0,0.69
250,,Michał Pazdan,1.5,1.43,0,3.14,0.07,0.5
251,,Kacper Bieszczad,0,0,0.07,0.87,0,0
252,,Konstantinos Triantafyllopoulos,0.96,1.35,0.04,3.22,0,0.52
253,,Jakub Żubrowski,1,2.5,0,0.5,0,0.5
254,,Tiago Matos,0,0.33,0,0.33,0,0
255,,Mariusz Malec,0.54,0.63,0.04,1.96,0,0.17
256,,Fedor Černych,0.75,0.06,0,0.69,0,0.25
257,,Martin Konczkowski,0.96,1.35,0,1.7,0,0.3
258,,Filip Szymczak,0.81,0.24,0,0.38,0.05,0.29
259,,Rafał Adamski,0.42,0.16,0,0.68,0,0.37
260,,Ángelo Henríquez,0.76,0.24,0,0.59,0,0.55
261,,Rafał Kurzawa,1.12,0.65,0,0.53,0.06,0.82
262,,Yevgeni Shikavka,0.42,0.16,0,0.48,0,0.23
263,,Enis Destan,0.33,0.05,0,0.24,0,0.43
264,,Fabian Hiszpański,1.9,0.42,0,0.58,0,0.74
265,,Christos Donis,1.47,1.4,0.07,1.07,0,1.33
266,,Marcel Wedrychowski,0.81,0.14,0,0.14,0,0.38
267,,Filip Lesniak,1.38,0.83,0,0.62,0,0.79
268,,Cheikhou Dieng,1,0.33,0,0.33,0,0.33
269,,Mateusz Cichocki,0.91,0.86,0.09,3.05,0,0.32
270,,Henrik Castegren,1.57,1.43,0,2.29,0,1.29
271,,Luka Zahović,0.31,0.03,0,0.13,0,0.22
272,,Dominik Kun,1.39,0.61,0.03,0.82,0.03,0.73
273,,Kristoffer Normann Hansen,0.22,0.3,0,0.48,0,0.22
274,,Marcin Cebula,0.38,0.15,0,0.08,0,0.23
275,,Jacek Podgórski,2.29,0.61,0.04,0.57,0,1.32
276,,Jakub Świerczok,0.4,0.2,0,0.2,0,0.4
277,,Miguel Muñoz,1.4,1.8,0,2,0,0.2
278,,Robert Dadok,1.25,0.39,0,0.64,0,0.57
279,,Jean Jules Mvondo,1.3,1.11,0,0.81,0,0.81
280,,Adriel D'Avila Ba Loua,0.7,0.4,0,0.3,0,0.25
281,,Jorge Félix,1.36,0.43,0,0.36,0,0.86
282,,Fryderyk Gerbowski,0.86,0.36,0,0.36,0,0.77
283,,Makana Baku,1.55,0.5,0,0.55,0,0.68
284,,Aleksander Pawlak,1.26,0.65,0,1.04,0,0.96
285,,Dominykas Barauskas,0.75,0.25,0,3.88,0,0.38
286,,Berto Cayarga,0.75,0.5,0,0.5,0,0.94
287,,Jakub Rzeźniczak,1.28,1.52,0.04,2.36,0,0.6
288,,Dawid Błanik,0.81,0.44,0,0.3,0,0.37
289,,Tomasz Makowski,1.04,0.57,0,1.18,0,0.82
290,,Michał Feliks,0.3,0.1,0,0.1,0,0
291,,Jakub Kiełb,0.68,0.58,0,0.89,0,0.21
292,,Michael Ameyaw,1.31,0.27,0,0.35,0,0.85
293,,Luís Mata,0.88,0.63,0.06,1.13,0,0.13
294,,Damian Warchoł,0.4,0.15,0,0.35,0,0.15
295,,Ben Lederman,1.17,0.46,0,0.08,0,0.71
296,,Luís Machado,1.11,0.36,0,0.25,0,0.43
297,,Lisandro Semedo,0.88,0.44,0,0.22,0,1.06
298,,Jakub Myszor,0.3,0.1,0,0.2,0,0.2
299,,Carlitos,0.57,0.1,0,0.24,0,0.33
300,,Frank Castañeda,0.5,0.5,0.08,0,0,0.75
301,,Florian Loshaj,1.6,0.4,0,0.4,0.07,0.87
302,,Michał Kaput,0.63,0.25,0,0.44,0,0.06
303,,Jakub Antczak,1,0,0,0,0,0
304,,Tomáš Huk,1,2,0,5,0,0
305,,Igor Sapała,1,2,0,0,0,1
306,,Maciej Twarowski,1,0,0,0,0,0
307,,Tobiasz Kubik,1,0,0,0,0,2
308,,Filip Wilak,0.67,0,0,0,0,0
309,,Filip Kocaba,0.67,0.67,0,0.33,0,0.33
310,,Filip Zawadzki,0.67,0.67,0,0,0,1
311,,Grzegorz Szymusik,1.14,0.86,0,2.14,0,0.14
312,,Danijel Lončar,0.5,1.25,0.13,2,0,0.38
313,,Luizão,0.91,0.64,0,0.73,0,0.27
314,,Tomasz Mokwa,0.73,1.55,0,1.09,0,0.36
315,,Pedro Justiniano,0.67,1.25,0,3.75,0,0.17
316,,Juljan Shehu,1.08,0.63,0,0.67,0,0.33
317,,Marko Kolar,0.23,0.08,0,0.31,0,0.12
318,,Paweł Stolarski,1.19,0.56,0.06,1,0,0.25
319,,Giannis Masouras,1.79,0.79,0,1.5,0,0.64
320,,Michał Kopczyński,1.18,1.14,0.04,0.79,0,0.46
321,,Leândro,0.67,0.4,0,0.13,0,0.47
322,,Igor Strzalek,0.31,0.23,0,0.38,0,0.46
323,,Luciano Narsingh,0.45,0.1,0,0.14,0,0.28
324,,Jakub Holúbek,0.81,0.76,0,1.29,0,0.29
325,,Oskar Sewerzyński,1.2,0.73,0,0.27,0,0.4
326,,Daniel Łukasik,0.11,0,0,0.22,0,0.11
327,,Arkadiusz Pyrka,0.75,0.72,0,1.22,0,0.59
328,,Giorgi Tsitaishvili,0.75,0.42,0,0,0.08,0.25
329,,Łukasz Sierpina,1.5,0.67,0,1.33,0,0.17
330,,Levent Gülen,0.7,1.33,0,3.7,0.07,0.26
331,,João Amaral,0.43,0.1,0.05,0.1,0,0.67
332,,Paweł Zieliński,0.39,0.26,0,1.22,0,0.3
333,,Martin Doležal,0.4,0.1,0,0.6,0,0
334,,Michał Buchalik,0,0,0,0.6,0,0.2
335,,Joeri de Kamps,2.3,1.1,0,0.2,0,1
336,,Tomasz Pieńko,0.39,0.29,0,0.45,0,0.58
337,,Mario Zebić,0.75,1.25,0,2.13,0,0.88
338,,Jurgen Çelhaka,1.38,0.5,0,0.63,0,0.25
339,,Marcus Godinho,0.4,0.67,0,0.8,0,0.4
340,,Alberto Toril Domingo,0.45,0.09,0,0.64,0,0.45
341,,Wiktor Pleśnierowicz,0.47,0.93,0,2.4,0,0.4
342,,Tomasz Kupisz,1.19,0.5,0,0.75,0,0.44
343,,Marcin Szpakowski,1.14,0.67,0,0.52,0,0.57
344,,Jurich Carolina,1.57,1,0.04,2.04,0,0.83
345,,Dariusz Pawłowski,0.85,0.23,0,0.69,0,0.15
346,,Łukasz Zjawiński,0.35,0.2,0,0.6,0,0.35
347,,Rauno Sappinen,0.44,0.04,0,0,0,0.28
348,,Koldo Obieta Alberdi,0.41,0.14,0,0.38,0.03,0.24
349,,Filip Balaj,0,0,0,0.17,0,0
350,,Adrian Przyborek,0.67,0,0,0,0,0.67
351,,Arkadiusz Wozniak,0.45,0.55,0,0.45,0,0.64
352,,Wojciech Łaski,0.67,0.58,0,0.92,0,0.25
353,,Tomas Prikryl,0.83,0.7,0,0.87,0,1
354,,Gabriel Kirejczyk,0,0,0,0.4,0,0.3
355,,Janusz Nojszewski,0.4,0.4,0,0,0,0.2
356,,Adam Chrzanowski,1.12,1,0.12,3.41,0,0.65
357,,Bartłomiej Ciepiela,0.71,0.24,0,0.12,0,0.41
358,,Olaf Kobacki,1.29,0.42,0,0.54,0,0.54
359,,Anthony van den Hurk,0.33,0,0,0.17,0,0.17
360,,Dawid Drachal,1.81,0.31,0,0.31,0,0.75
361,,Wiktor Kaminski,0,0,0,0,0,0
362,,Mateusz Stawny,0.5,1,0,6,0,0
363,,Kacper Smiglewski,0,0,0,0,0,0.33
364,,Bartosz Kwiecień,0.6,0.4,0,2.4,0,0.6
365,,Kevin Broll,0,0.1,0,0.3,0,0
366,,Paweł Olkowski,0.92,0.81,0,0.77,0,0.46
367,,Michal Siplak,0.38,0.67,0.1,1.48,0,0.14
