#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
357,,Bartłomiej Ciepiela,0.06,0,77.78,0.29,0,0
358,,Olaf Kobacki,0.04,0.04,36.84,1,0,0
359,,Anthony van den Hurk,0.17,0.17,100,1,0,0
360,,Dawid Drachal,0.06,0,34.78,0.63,0,0
361,,Wiktor Kaminski,0,0,0,0.5,0,0
362,,Mateusz Stawny,0,0,0,0,0,0
363,,Kacper Smiglewski,0,0,0,0.33,0,0
364,,Bartosz Kwiecień,0,0,0,0,0,0
365,,Kevin Broll,0,0,0,0.1,0,0
366,,Paweł Olkowski,0.04,0.08,52.08,1,0,0
367,,Michal Siplak,0,0,71.43,0.48,0,0
368,,Kristián Vallo,0.09,0.14,35,0.95,0.05,0
369,,Aurelien Nguiamba,0,0,0,0.18,0,0
370,,Maciej Żurawski,0.13,0.16,42.11,0.77,0.06,0
371,,Kamil Koscielny,0,0,100,0.32,0,0
372,,Jasmin Burić,0,0,0,0,0,0
373,,Bartosz Klebaniuk,0,0,0,0,0,0
374,,Mato Miloš,0.04,0.08,50.72,0.79,0,0
375,,Gustav Berggren,0.04,0,44.44,0.28,0,0
376,,Jonatan Kotzke,0,0,28.57,0.69,0,0
377,,Mateusz Wdowiak,0.1,0.1,46.15,0.83,0.03,0
378,,Łukasz Bejger,0.1,0,63.64,0.33,0,0
379,,Mateusz Bochnak,0.13,0.13,58.82,1,0,0
380,,Miłosz Matysik,0,0,50,0.13,0,0
381,,Dariusz Stalmach,0,0,0,0.33,0,0
382,,Tomasz Walczak,0,0,0,0,0,0
383,,Filip Koperski,0,0,33.33,0,0,0
384,,Adam Frączczak,0,0.22,25,1,0,0
385,,Michael Kostka,0,0.04,52,0.59,0,0
386,,Mateusz Lewandowski,0.13,0.13,60,0.63,0.06,0
387,,Nono,0,0.06,34.48,1.25,0,0
388,,Jakub Nowakowski,0,0,50,0,0,0
389,,Kacper Kostorz,0.15,0.08,55.56,0.69,0,0
390,,Mikołaj Lebedyński,0,0.07,44.44,0.81,0,0
391,,Paweł Żyra,0.05,0,65.22,0.37,0,0
392,,Kamil Drygas,0.1,0.17,29.41,1.14,0.03,0
393,,Mateusz Mak,0.08,0.04,55,0.56,0,0
394,,Róbert Pich,0,0,85.71,0.29,0,0
395,,Santiago Naveda,0.06,0,80,0.29,0,0
396,,Camilo Mena,0,0,50,0.57,0,0
397,,Kevin Friesenbichler,0,0,50,1,0,0
398,,Rafał Leszczyński,0,0,0,0,0,0
399,,Jacek Kiełb,0,0.14,47.06,0.81,0,0
400,,Bassekou Diabate,0,0.09,49.25,1.3,0,0
401,,Maciej Bortniczuk,0.1,0.1,33.33,0.8,0,0
402,,Mateusz Kowalski,0.18,0.09,42.86,0.27,0,0
403,,Paweł Jaroszyński,0,0.14,41.18,0.43,0,0
404,,Anton Krivotsyuk,0.11,0,18.18,0.89,0.11,0
405,,Blaž Kramer,0.08,0.25,100,1,0,0
406,,Artur Rudko,0,0,0,0,0,0
407,,David Poreba,0,0,0,3,0,0
408,,Dawid Baldyga,0,0,0,0,0,0
409,,Pawel Chrupalla,0,0,66.67,0.5,0,0
410,,Dawid Więckowski,0,0,0,0,0,0
411,,Michał Jakóbowski,0,0,50,0.33,0,0
412,,Maksymilian Pingot,0,0,66.67,0.2,0,0
413,,Bogdan Vastsuk,0,0,25,0.2,0,0
414,,Radosław Cielemęcki,0,0,50,0.4,0,0
415,,Jerónimo Cacciabue,0,0,0,0.45,0,0
416,,Sebastian Musiolik,0,0.06,100,0.18,0,0
417,,Niilo Mäenpää,0,0.03,50,0.52,0,0
418,,Caye Quintana,0,0.22,46.15,1.17,0,0
419,,Blaž Vrhovec,0,0,100,0.08,0,0
420,,Bartłomiej Kłudka,0,0,34.62,0.52,0,0
421,,Dalibor Takáč,0,0.04,26.67,0.37,0,0
422,,Conrado Buchanelli Holz,0,0.1,53.85,0.71,0,0
423,,Mateusz Bartolewski,0,0.18,33.33,0.73,0,0
424,,Kamil Zapolnik,0,0.09,33.33,0.64,0,0
425,,Dominik Sokół,0,0,0,0.29,0,0
426,,Patryk Sokołowski,0,0,71.43,0.39,0,0
427,,Adrian Łyszczarz,0.06,0,28.57,1,0,0
428,,Leândro,0,0,0,0.1,0,0
429,,Robin Kamber,0,0,50,0.5,0,0
430,,Piotr Samiec-Talar,0.05,0.11,60.87,0.53,0,0
431,,Saša Živec,0.14,0,66.67,0.29,0,0
432,,Bartosz Bida,0,0.13,21.43,1,0,0
433,,Igor Kharatin,0,0,0,0.44,0,0
434,,Christian Clemens,0,0,28.57,0.7,0,0
435,,Adam Ratajczyk,0.05,0.05,40.54,0.89,0,0
436,,Michał Rzuchowski,0,0,57.89,0.32,0,0
437,,Milan Corryn,0.13,0.13,0,0.5,0.13,0
438,,Koki Hinokio,0.05,0,59.52,0.86,0,0
439,,Jens Martin Gammelby,0,0,60,1,0,0
440,,Tornike Gaprindashvili,0.09,0.13,33.33,1.35,0,0
441,,Jean Franco Sarmiento,0,0.1,42.86,1,0,0
442,,Jakub Sypek,0.07,0.07,35.29,0.47,0,0
443,,Jakub Lewicki,0.05,0.05,50,0.47,0,0
444,,Mariusz Fornalczyk,0,0,52.63,0.45,0,0
445,,Daniel Szelągowski,0,0,0,0,0,0
446,,Kacper Trelowski,0,0,0,0,0,0
447,,Javier Ajenjo Hyjek,0,0,44.44,0.22,0,0
448,,Kacper Sezonienko,0,0.04,68.75,0.39,0,0
449,,Roberto Corral,0,0,0,0.4,0,0
450,,Mateusz Cholewiak,0,0.09,29.41,0.77,0,0
451,,Martin Šulek,0,0,54.55,0.7,0,0
452,,Oliwier Wojciechowski,0,0,0,0.29,0,0
453,,Szymon Sarbinowski,0,0,25,0.67,0,0
454,,Alex Sobczyk,0,0,100,0,0,0
455,,Jon Aurtenetxe,0,0,0,0,0,0
456,,Léo Borges,0,0,50,0.67,0,0
457,,Dawid Kocyła,0.1,0,31.03,0.35,0,0
