#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
261,,Mihajlo Vesnić,1.17,1.61,0.06,3.94,0,0.44
262,,Igor Miladinović,0.73,0.27,0,0.09,0,0.45
263,,Nenad Kočović,1.21,1,0,2.82,0,0.52
264,,Dušan Stoiljković,0.47,0.58,0,0.47,0,0.37
265,,Jug Stanojev,0.31,0.31,0,0.31,0,0.19
266,,Saša Tomanović,0.73,0.33,0,0.8,0,0.27
267,,Milan Joksimović,1.29,1.15,0.03,3.71,0,0.53
268,,Milan Makarić,0.22,0.11,0,1.11,0,0.39
269,,Mihajlo Bogićević,0.65,0.6,0,4.6,0,0.15
270,,Nebojša Bastajić,1.09,0.18,0,0.41,0.03,0.97
271,,Stefan Mitrović,0.32,0.06,0,0.12,0,0.29
272,,Geoffrey Chinedu Charles,0.4,0.2,0,0.1,0,0.4
273,,Svetozar Marković,1.05,1.23,0.05,2.27,0.05,0.27
274,,Uroš Miladinović,1,0,0,0,0,1
275,,Hamza Bronja,0,0,0,0.5,0,0
276,,Zoran Karać,0,0,0,0,0,1
277,,Ensar Brunčević,0.5,0,0,0,0,0
278,,Branislav Marković,0.43,0.57,0,0.29,0,0
279,,Nemanja Stevanović,0,0,0,0.56,0.11,0
280,,Ognjen Mitrović,2.11,1.56,0,1.33,0,0.56
281,,Miljan Krpić,0.42,0,0,0.08,0,0.08
282,,Nikola Vlajković,1.92,1.38,0.04,1.96,0.04,0.83
283,,Damir Sadiković,0.45,0.55,0,0.72,0,0.41
284,,Strahinja Tanasijević,1.27,0.93,0,3.4,0,0.33
285,,Aleksandar Varjačić,0.73,0.47,0,0.93,0,0.6
286,,Marko Šarić,0.43,0.34,0,0.49,0,0.26
287,,Mihajlo Spasojević,0.08,0,0,0.31,0,0.23
288,,Aleksa Milojević,0,0.04,0.12,0.48,0.04,0
289,,Mlađan Stevanović,1.27,0.82,0,0.55,0,0.64
290,,Eliomar Silva,0.48,0.22,0,0.3,0,0.48
291,,Stefan Marjanović,1.14,1.66,0.07,2.41,0,0.76
292,,Nemanja Nikolić,1.31,0.31,0,0.38,0,0.93
293,,Regis Samuel Baha,1.07,1.07,0.03,1.43,0,0.33
294,,Danilo Teodorović,0.67,0.13,0,0.38,0,0.21
295,,Milan Vidakov,0.2,0.12,0.04,0.28,0,0
296,,Nikola Janković,0.97,1.31,0,1.63,0,0.41
297,,Đorđe Jovanović,1,0.21,0,0.36,0,0.5
298,,Ilija Milićević,1,1.06,0.13,4,0,0.31
299,,Mateja Đorđević,1.72,1.28,0.04,3.48,0,0.64
300,,Egor Prutsev,0.8,0.7,0,0.3,0,0.5
301,,Luka Ratković,0.42,0.08,0,0.29,0,0.33
302,,Andreja Stojanović,2.27,1.27,0,1,0,0.83
303,,Nikola Vukajlović,0.77,1.07,0,1.93,0,0.3
304,,Ranko Jokić,0.72,1.44,0.03,3.06,0,0.38
305,,Vladimir Silađi,0.15,0,0,0.31,0,0.38
306,,David Dunđerski,1.05,0.73,0,1.59,0,0.77
307,,Miladin Stevanović,1.38,0.85,0,1.65,0,0.58
308,,Petar Kunić,0.15,0.04,0,0.19,0,0.19
309,,Lazar Raičević,0,0.14,0,0.71,0,0
310,,Filip Antonijević,1.22,0.89,0,1.11,0,0.67
311,,Davor Nedeljković,0.7,0.2,0,0.3,0,0.5
312,,Ousman Marong,1,0.9,0,0.3,0,0.3
