#,Team,Name,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %
409,,Ugochukwu Oduenyi,0,0,1.67,60,0,0
410,,Molls Donald Ntchamda,0,0,13.7,77.37,1.2,38.89
411,,Predrag Medić,0,0.06,17.56,72.15,3.44,37.78
412,,Bogdan Jočić,0,0.05,19.18,73.46,3.45,50
413,,Goran Lončar,0,0,17.5,66,1.95,38.6
414,,Uroš Ljubomirac,0.07,0,20.47,70.36,5.67,31.25
415,,Jovan Marinković,0,0.08,39.38,71.09,2.62,30.36
416,,Uroš Kabić,0.05,0,6.16,72.65,1.84,50
417,,Boris Velimirović,0,0,22,52.27,2,47.5
418,,Vuk Bogdanović,0,0,5.67,94.12,0.33,0
419,,Aleksa Đurasović,0,0,9.4,65.96,1,37.5
420,,Josip Projić,0,0,13.5,77.78,2.33,33.33
421,,Martin Novaković,0,0,9.11,71.95,2,33.33
422,,Dragan Stoisavljević,0,0,6.64,71.23,1,66.67
423,,Milan Savić,0,0,30.08,76.73,2.21,42.96
424,,Ognjen Ajdar,0,0,5.79,83.64,2.37,25
425,,Marko Maletić,0,0,6.36,64.04,1.43,42.86
426,,Ivan Milosavljević,0.09,0.09,19.44,82.48,5.66,45
427,,Miloš Mladenović,0,0,24.86,70.69,0.71,34.25
428,,Filip Žunić,0,0,26.57,77.96,5.14,41.18
429,,Danko Kiković,0,0.05,14.3,74.83,3.05,48.39
430,,Nenad Adamović,0,0,12.64,69.78,2.27,18.18
431,,Filip Petrović,0,0,12.91,59.86,1.91,32.14
432,,Kwaku Bonsu Osei Gaucho,0,0,4.8,66.67,1.2,50
433,,Dušan Mijić,0,0,11.67,62.86,1.56,35
434,,Dimitrije Stevanović,0,0,18.15,52.97,0.31,29.25
435,,Nikola Knežević,0.07,0,15.67,71.49,3.67,35.71
436,,Đorđe Maksimović,0.04,0,5.68,68.31,1.48,50
437,,Miroslav Maričić,0,0,21.9,74.89,5,65
438,,Andrija Lazarević,0,0,13,84.62,3.29,71.43
439,,Mišo Dubljanić,0,0,19.2,53.65,0.2,27.87
440,,Igor Cvetojevic,0,0,36,68.06,1.5,26.32
441,,Mateja Stjepanović,0,0,34,73.53,5,100
442,,Dusan Dodic,0,0,6,83.33,1,100
443,,Mile Savković,0,0,7,76.19,2,25
444,,Nikola Kovačević,0,0,16.75,68.66,0.75,43.75
445,,Dragoljub Radoman,0,0,2.2,36.36,0.4,0
446,,Uroš Milovanović,0,0,11.5,75.36,1.67,66.67
447,,Matija Petrović,0,0,2.67,56.25,0.67,0
448,,Marko Gajić,0,0,14.63,78.63,0.25,56.67
449,,Uroš Sremčević,0,0,1.9,63.16,0.6,100
450,,Boris Varga,0,0,31.64,79.02,4.82,41.38
451,,Đorđe Jovanović,0,0,4.24,72.22,1.18,0
452,,Bojan Mlađović,0,0,42.2,82.7,3.9,46.3
453,,Mustafa Mujezinović,0.18,0.09,12,81.06,4.09,87.5
454,,Lazar Slavković,0,0,25.56,56.96,0.11,34.9
455,,Viktor Lukić,0,0,7.67,69.57,2.44,63.16
456,,Srđan Šćepanović,0,0,16,79.86,3.56,57.14
457,,Luka Velikić,0,0,6.33,65.79,1.17,50
458,,Dejan Tumbas,0.13,0,9.38,68,1.88,50
459,,Aleksandar Katanić,0.06,0.06,7.31,68.38,1.81,50
460,,Luka Savić,0,0,19.6,59.18,1.6,49.32
461,,Adetunji Rasaq Adeshina,0,0,15.25,75.41,1,57.14
462,,Lazar Stajković,0,0,4,75,1.5,0
463,,Ivan Ćorković,0.08,0,12.23,72.33,2.23,36.36
464,,Nikša Vujanović,0,0,13.81,75.34,3.22,70
465,,Nikola Bogdanovski,0.03,0.03,10.61,64.86,2.76,34.78
466,,Srđan Kocić,0,0,17.55,71.76,2.95,25
467,,Nikola Mituljikić,0,0,6.57,82.61,2.43,0
468,,Nemanja Andrić,0,0,4.11,64.86,0.78,0
469,,Nikola Aksentijević,0,0,30.46,72.22,7.38,32.91
470,,Dušan Joković,0,0,20,50,1.5,25
471,,Damir Salihovic,0,0,6.33,57.89,1,0
472,,Marko Mandić,0,0.06,23.06,59.52,4.22,29.29
473,,Maka Gakou,0,0.1,19.4,70.62,2.3,29.63
474,,Luka Laban,0,0,6.17,54.05,0.83,50
475,,Veljko Ilić,0,0,4.33,69.23,0.67,0
476,,Vojin Serafimović,0,0,21.8,88.07,1.2,53.85
477,,Vladimir Tomović,0,0,36.29,81.5,4.14,41.51
478,,Lazar Pavlović,0,0,25.67,75.97,8,42.86
479,,Vahid Zimonjić,0.07,0,9.79,66.42,2.14,34.78
480,,Stefan Milošević,0,0,13,80.22,3,41.67
481,,Leandro,0,0,33,81.82,3.67,54.24
482,,Vlada Novevski,0,0,6.5,65.38,1.38,27.27
483,,Branimir Jočić,0,0,25,66.57,2.43,34.48
484,,Đorđe Skoko,0,0,32,78.13,4,45.45
485,,Stefan Mihajlović,0,0,5,80,2,0
486,,Luka Vulin,0,0,0,0,0,0
487,,Aleksa Dušanić,0,0,4.5,66.67,1,0
488,,Stefan Vico,0,0,10.67,59.38,1.33,22.22
489,,Nikolas Špalek,0,0,3,91.67,0.75,0
490,,Ryohei Michibuchi,0,0,15.25,78.69,3.5,60
491,,Nenad Nikić,0,0,21.25,74.12,1,25
492,,Nikola Andrić,0,0,23.14,67.9,3.71,51.16
493,,Stefan Maksimović,0,0,28,65,2,33.33
494,,Milan Jezdimirović,0,0,19.33,63.79,4.33,23.08
495,,Nemanja Jovičić,0,0,15.6,82.05,0.6,36.36
496,,Nikola Ignjatović,0,0,30.14,70.14,2,31.15
497,,Dženan Bureković,0,0,7,71.43,1,33.33
498,,Filip Frei,0,0,17.4,68.97,2.6,36.36
499,,Janko Jevremović,0,0,3.5,82.14,1,100
500,,Marko Veličković,0,0,3.5,42.86,0.5,100
501,,Danilo Miladinović,0,0,8,81.25,2.25,0
502,,Igor Radovanović,0,0,5.6,53.57,0.6,50
503,,Marko Drobnjak,0,0,20.75,55.42,0,27.45
504,,Đorđe Babić,0,0,2.33,71.43,0.67,0
505,,Vladimir Miletić,0.08,0,21,74.21,3.08,36.36
506,,Lazar Đorđević,0,0,28,89.29,2,0
507,,Igor Petrović,0,0,12.33,56.76,0.67,8.33
508,,Aleksa Koloni,0,0,5,40,0,0
509,,Kosta Janjic,0,0,16,47.92,3.33,30
510,,Ibrahim Fijuljanin,0,0,0.75,66.67,0.25,0
511,,Sava Pribaković,0,0,4,75,1,100
512,,Miloš Džugurdić,0,0,3,66.67,1,0
513,,Filip Holender,0,0,0,0,0,0
514,,Mihajlo Milosavić,0,0,1,0,0,0
515,,Nemanja Krsmanovic,0,0,4,100,2,0
516,,Bogdan Mladenović,0,0,1,100,1,0
517,,Marko Janković,0,0,0,0,0,0
518,,Aleksandar Vidović,0,0,0,0,0,0
519,,Vukašin Marković,0,0,1,0,0,0
520,,Vukašin Radosavljević,0,0,1,0,0,0
521,,Stefan Vukasinovic,0,0,3,66.67,2,100
522,,Luka Slavković,0,0,0,0,0,0
523,,Nenad Perović,0,0,1,0,0,0
524,,Aleksandar Petrović,0,0,5,60,0,0
525,,Marko Pelivanović,0,0,1,100,1,0
526,,Nikola Ristovic,0,0,0,0,0,0
527,,Nikola Čolić,0,0,1.5,100,0.5,0
528,,Uroš Rašković,0,0,1,50,0,0
529,,Kemal Konicanin,0,0,3,83.33,0,0
530,,Jovan Mitrović,0,0,0.5,100,0,100
