#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
468,,Nemanja Andrić,0,0,100,0.11,0,0
469,,Nikola Aksentijević,0,0,40,0.85,0,0
470,,Dušan Joković,0,0,0,0,0,0
471,,Damir Salihovic,0,0,66.67,0,0,0
472,,Marko Mandić,0,0,50,0.22,0,0
473,,Maka Gakou,0,0,40,0,0,0
474,,Luka Laban,0,0,0,0.33,0,0
475,,Veljko Ilić,0,0,0,0,0,0
476,,Vojin Serafimović,0,0,0,0,0,0
477,,Vladimir Tomović,0,0,0,0,0,0
478,,Lazar Pavlović,0,0,45.83,1.42,0,0
479,,Vahid Zimonjić,0,0,50,0,0,0
480,,Stefan Milošević,0,0,50,0.14,0,0
481,,Leandro,0,0,50,0,0,0
482,,Vlada Novevski,0,0,42.86,0.38,0,0
483,,Branimir Jočić,0,0.07,0,0.21,0,0
484,,Đorđe Skoko,0,0,0,0,0,0
485,,Stefan Mihajlović,0,0,0,0,0,0
486,,Luka Vulin,0,0,0,0,0,0
487,,Aleksa Dušanić,0,0,50,0,0,0
488,,Stefan Vico,0,0,0,0,0,0
489,,Nikolas Špalek,0,0,0,0.25,0,0
490,,Ryohei Michibuchi,0,0,100,1,0,0
491,,Nenad Nikić,0,0,0,0,0,0
492,,Nikola Andrić,0,0,0,0.29,0,0
493,,Stefan Maksimović,0,0,0,0.6,0,0
494,,Milan Jezdimirović,0,0,0,0.33,0,0
495,,Nemanja Jovičić,0,0,0,0,0,0
496,,Nikola Ignjatović,0,0,100,0.57,0,0
497,,Dženan Bureković,0,0,0,0,0,0
498,,Filip Frei,0,0,40,0,0,0
499,,Janko Jevremović,0,0,25,0.25,0,0
500,,Marko Veličković,0,0,100,0,0,0
501,,Danilo Miladinović,0,0,50,0,0,0
502,,Igor Radovanović,0,0,0,0.2,0,0
503,,Marko Drobnjak,0,0,0,0,0,0
504,,Đorđe Babić,0,0.33,0,0.33,0,0
505,,Vladimir Miletić,0,0,50,0.08,0,0
506,,Lazar Đorđević,0,0,0,0,0,0
507,,Igor Petrović,0,0,0,0,0,0
508,,Aleksa Koloni,0,0,0,0,0,0
509,,Kosta Janjic,0,0,0,0,0,0
510,,Ibrahim Fijuljanin,0,0,0,0,0,0
511,,Sava Pribaković,0,0,0,0,0,0
512,,Miloš Džugurdić,0,1,0,2,0,0
513,,Filip Holender,0,0,0,1,0,0
514,,Mihajlo Milosavić,0,0,0,1,0,0
515,,Nemanja Krsmanovic,0,0,0,0,0,0
516,,Bogdan Mladenović,0,0,0,0,0,0
517,,Marko Janković,0,0,0,0,0,0
518,,Aleksandar Vidović,0,0,0,0,0,0
519,,Vukašin Marković,0,0,100,0,0,0
520,,Vukašin Radosavljević,0,0,0,0,0,0
521,,Stefan Vukasinovic,0,0,0,0,0,0
522,,Luka Slavković,0,0,0,0,0,0
523,,Nenad Perović,0,0,0,0,0,0
524,,Aleksandar Petrović,0,0,0,0,0,0
525,,Marko Pelivanović,0,0,0,0,0,0
526,,Nikola Ristovic,0,0,0,0,0,0
527,,Nikola Čolić,0,0,0,0,0,0
528,,Uroš Rašković,0,0,0,0,0,0
529,,Kemal Konicanin,0,0,100,0,0,0
530,,Jovan Mitrović,0,0,0,0,0,0
