#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
237,,Vanja Ilić,0.14,0,43.14,44.41,1.66,1.38
238,,Sead Islamović,0.18,0,35.14,48.18,0.76,1
239,,Cristian,0.07,0,20,43.26,1.43,0.36
240,,Miloš Đokić,0.1,0,46.15,55.61,1.26,0.77
241,,Filip Ivanović,0.29,0.1,81.68,62.29,0.65,2.48
242,,Aleksa Đurasović,0.07,0,46.94,56.34,0.5,0.53
243,,Aleksa Janković,0.14,0,25,53.57,0.86,0.43
244,,Marko Đurišić,0.19,0,45.45,51.72,1.19,1.48
245,,Vuk Mitošević,0.33,0,66.67,55.56,0,0.67
246,,Nikolaos Baxevanos,0,0,44.44,50,0.5,0.67
247,,Nikola Leković,0.16,0,48.24,51.64,0.84,1.16
248,,Ante Vukušić,0.11,0,33.82,41.4,1.22,0.78
249,,Sambou Sissoko,0.21,0.04,53.06,48.81,0.33,1.17
250,,Žarko Udovičić,0,0,50,49.61,0.64,0.55
251,,Mbouri Yamkam,0.09,0.06,62.96,59.04,0.55,1.42
252,,Edmund Addo,0.38,0,59.09,51.9,1.69,2.5
253,,Andrija Milić,0.25,0,50,62.22,1.25,0.88
254,,Borisav Burmaz,0.1,0.03,43.01,49.23,1.94,1.1
255,,Novak Mićović,0,0,50,60,0.14,0
256,,Slobodan Stanojlović,0.07,0,35.56,34,0.4,0.43
257,,Veljko Trifunović,0.08,0,40,40,0.77,0.92
258,,Almir Aganspahić,0.09,0,27.27,36.07,1,1.45
259,,Aleksandar Mesarović,0.16,0,29.73,46.92,0.81,1.1
260,,Stefan Stanisavljević,0,0,35.71,35,0.82,1.18
261,,Mihajlo Vesnić,0.33,0,60,50.88,0.78,1.56
262,,Igor Miladinović,0.09,0,28.57,38.78,0.36,0.91
263,,Nenad Kočović,0.12,0,54.55,59.24,0.88,0.48
264,,Dušan Stoiljković,0.05,0,33.33,38.68,0.68,0.63
265,,Jug Stanojev,0.13,0,40,34.78,0.13,0.63
266,,Saša Tomanović,0.2,0,72.41,46.75,0.27,1.27
267,,Milan Joksimović,0.18,0.03,57.78,59.46,0.82,0.76
268,,Milan Makarić,0.06,0,35.96,41.2,2,1.28
269,,Mihajlo Bogićević,0.15,0,60,49.56,0.25,1.35
270,,Nebojša Bastajić,0.12,0.03,44.71,46.85,2.21,1
271,,Stefan Mitrović,0.09,0,24,39.55,1.09,0.76
272,,Geoffrey Chinedu Charles,0.1,0,40,40.79,1,0.8
273,,Svetozar Marković,0.23,0,45.83,47.55,0.41,1.45
274,,Uroš Miladinović,1,0,0,33.33,0,1
275,,Hamza Bronja,0,0,0,0,0,0
276,,Zoran Karać,0,0,0,0,0,0.5
277,,Ensar Brunčević,0.25,0,0,100,0,0
278,,Branislav Marković,0.29,0,0,57.14,0.29,0.43
279,,Nemanja Stevanović,0,0,100,100,0,0
280,,Ognjen Mitrović,0.33,0,50,51.39,1,1.56
281,,Miljan Krpić,0.25,0,100,61.11,0.17,0.42
282,,Nikola Vlajković,0.17,0.04,42.86,51.35,0.79,1.54
283,,Damir Sadiković,0.07,0,57.89,49.61,0.59,0.62
284,,Strahinja Tanasijević,0.4,0,43.75,51.91,1.67,1.67
285,,Aleksandar Varjačić,0,0,35.29,52.58,1.47,0.6
286,,Marko Šarić,0.03,0,35.16,36.36,0.86,0.97
287,,Mihajlo Spasojević,0,0,38.89,33.33,0.31,0.38
288,,Aleksa Milojević,0.08,0,60,54.55,0.12,0.16
289,,Mlađan Stevanović,0,0,44.44,53.19,0.64,0.64
290,,Eliomar Silva,0.22,0,56.52,47.42,0.56,0.67
291,,Stefan Marjanović,0.24,0.07,60.68,50.75,0.59,1.72
292,,Nemanja Nikolić,0.21,0.03,66.67,56.3,1.31,1.31
293,,Regis Samuel Baha,0.33,0,71.43,57.54,1.03,1.5
294,,Danilo Teodorović,0.25,0,16,35.34,0.71,1.04
295,,Milan Vidakov,0.16,0,42.4,46.54,1.44,1
296,,Nikola Janković,0.06,0.03,42.59,48.04,0.38,0.75
297,,Đorđe Jovanović,0,0,27.5,41.99,0.75,0.93
298,,Ilija Milićević,0.25,0,62.96,62.77,0.38,0.75
299,,Mateja Đorđević,0.08,0.08,54.17,54.39,0.48,1.2
300,,Egor Prutsev,0,0,36.36,41.94,0.1,0.9
301,,Luka Ratković,0.13,0,45,42.6,0.88,1.25
302,,Andreja Stojanović,0.2,0.03,62.32,53.81,2.07,2.33
303,,Nikola Vukajlović,0.13,0,63.08,48,0.6,1.1
304,,Ranko Jokić,0.16,0.03,66.39,54.43,0.56,1.31
305,,Vladimir Silađi,0,0,25,36.54,0.77,0.69
306,,David Dunđerski,0.32,0,69.57,56.19,0.64,0.91
307,,Miladin Stevanović,0.12,0,65.67,50.47,0.65,1.46
308,,Petar Kunić,0.04,0,37.76,39.52,0.92,1.04
309,,Lazar Raičević,0.14,0,100,100,0.14,0
310,,Filip Antonijević,0.11,0,30,48.84,0.67,0.56
311,,Davor Nedeljković,0.3,0,38.46,49.12,1.2,0.9
312,,Ousman Marong,0,0,40,46.51,0.2,0.9
313,,Nemanja Ljubisavljević,0.17,0,59.09,54.26,0.92,1.67
314,,Nikola Miličić,0.15,0,42.5,49.62,0.52,0.7
315,,Petar Đuričković,0.32,0,23.81,47.59,1.32,0.82
316,,Nenad Gavrić,0.32,0,41.67,45.54,1.47,1.16
317,,Vojo Ubiparip,0.06,0,36.67,37.25,0.24,0.59
318,,Milan Savić,0,0,20,30,0.25,1
319,,Marko Pantić,0.14,0,42.86,52.58,1.14,1.05
320,,Dragoljub Srnić,0.14,0,43.24,49.22,0.95,1.05
321,,Nemanja Mićević,0.29,0,88.24,58.97,0.14,1.71
322,,Zoran Danoski,0.11,0,25,40.85,1.63,1.19
323,,Edin Ajdinović,0.11,0,36.36,40.95,0.39,0.5
324,,Jovan Mituljikić,0.07,0,32.14,43.42,0.5,0.5
325,,Mihajlo Ilić,0.25,0,73.33,57.89,1,1
326,,Marko Ivezić,0.17,0,55.84,42.09,0.66,2.14
327,,Andrija Radovanović,0.04,0,52,54.95,0.46,0.67
328,,Ilija Babić,0,0,27.03,48.44,1.46,0.93
329,,Bojan Čečarić,0.13,0,50.96,45.48,1.25,1.22
330,,Marko Mrkic,0,0,50,43.48,1,1.25
331,,Marko Šimić,0.17,0,34.78,38,1.17,1
332,,Vasilije Janjić,0,0,42.86,48.78,2,0.67
333,,Jovan Zogović,0,0,30,40,0.5,0.5
334,,Luka Malić,0,0,100,60.71,1.33,1.33
335,,Luka Milojević,0,0,100,60,0,0
336,,Ivan Tatomirović,0.2,0,68.75,62.07,0.6,0.4
337,,Filip Jović,0.13,0.03,73.58,63.16,1.55,0.84
338,,Stefan Cvetković,0.04,0,56.25,46.15,0.4,0.24
339,,Mitar Ergelaš,0.13,0,36.36,44.68,1.17,0.74
340,,Samir Radovac,0.07,0,27.27,50.79,0.73,0.6
341,,Dајan Ponjević,0.35,0,37.5,49.59,0.59,1.24
342,,Bratislav Djukic,0.22,0,35.9,46.91,0.48,0.78
343,,Damjan Daničić,0.1,0,50,52.63,0.2,0.5
344,,Aleksandar Ćirković,0,0,0,51.28,3,0.2
345,,Nemanja Jović,0.18,0,43.59,46.86,1.59,0.95
346,,Milan Mitrović,0.21,0,65.85,63.33,0.71,1.07
347,,Stefan Kovač,0.2,0.04,39.39,39.79,0.52,2.04
348,,Anton Tolordava,0.67,0,58.33,52.24,0.67,2.83
349,,Nikola Popović,0.06,0,45.07,47.4,1.44,1.33
350,,Uroš Vidović,0,0.1,0,25,0,0.2
351,,Miloš Milovanović,0.3,0.1,46.15,57.41,0.6,1.3
352,,Miloš Ostojić,0.16,0,64.37,50.94,0.36,1.48
353,,Đorđe Ćosić,0.18,0.06,63.64,58.16,0.88,1
354,,Sava Petrov,0.11,0,37.31,39.75,1,0.97
355,,Branislav Tomić,0.09,0,75,50,0.27,0.09
356,,Mark Oliver Roosnupp,0.08,0,52.63,44.74,0.08,0.75
357,,Morice Abraham,0.13,0,16.67,41.51,0.67,0.6
358,,Đorđe Gordić,0.13,0,17.65,42.86,1.56,0.94
359,,Aleksa Marušić,0,0,41.18,44.9,0.6,0.3
360,,Nikola Vasiljević,0,0,0,50,0.25,0
361,,Slavko Damjanović,0.25,0,85.71,66.67,0.25,1
362,,Pavle Ivelja,0.11,0,42.86,37.5,0.11,0.44
363,,Mehmed Ćosić,0.2,0,21.43,45,0.87,0.6
364,,Aleksandar Ješić,0.24,0,36.36,44.74,1.24,1.28
365,,Nemanja Kojčić,0,0,69.23,65.22,0.4,0.4
366,,Arihiro Sentoku,0.09,0,7.69,34.55,0.73,0.82
367,,Vladimir Radivojević,0.14,0,25.64,42.28,0.93,0.69
368,,Dino Dolmagić,0.2,0,66.67,61.9,0.9,0.6
369,,Ibrahim Tanko,0.06,0,51.47,46.51,0.65,1.03
370,,Radivoj Bosić,0,0,21.43,44.07,0.74,0.74
371,,Haris Kadrić,0.07,0,51.89,45.22,1.36,1.14
372,,Saša Jovanović,0.08,0,39.13,48.31,1.21,0.79
373,,Lazar Arsić,0.1,0,26.09,43.97,1.71,1.14
374,,Ljubiša Pecelj,0.16,0,54.55,47.25,0.44,1.12
375,,Jovan Lukić,0.2,0,66.67,42.86,0.7,0.9
376,,Nemanja Subotić,0.06,0,35.9,48.04,0.91,0.69
377,,Miloš Brnović,0.08,0,28.57,41.86,0.33,0.67
378,,Dimitrije Petronijević,0.14,0,46.67,48.75,0.5,0.93
379,,Dražen Bagarić,0.19,0,47.92,44.23,0.56,1.19
380,,Vladimir Prijović,0.13,0,55.56,40,0.53,2.53
381,,Giorgi Papunashvili,0,0,0,30,0.33,0
382,,Nikola Stanković,0.25,0,28.57,48.98,0.63,0.75
383,,Ibrahim Mustapha,0.08,0,25,49.02,1,0.58
384,,Ognjen Milanović,0,0,0,100,1,0
385,,Luka Borovic,0,0,0,30,2,1
386,,Obren Kljajić,0,0,0,0,0,0
387,,Nikola Simić,0,0,0,0,0,0
388,,Marko Vučić,0,0,0,25,0,0.33
389,,Adrián Szőke,0.25,0,33.33,66.67,0.5,0
390,,Veljko Jovanović,0,0,36.36,39.13,1,0.75
391,,Abdul Musa Zubairu,0.33,0,33.33,47.17,1.22,1
392,,Aleksandar Vulić,0.18,0,60,75,0.12,0
393,,Mihajlo Nešković,0.03,0,43.24,49.81,1.7,0.73
394,,Filip Babić,0.29,0,61.11,58.21,0.79,1.21
395,,Vukašin Bogdanović,0.2,0,36.84,41.4,1.5,1.05
396,,Borko Duronjić,0.14,0,21.21,44.25,1.21,0.72
397,,Mihajlo Petković,0,0,28.57,53.19,1.71,0.29
398,,Semir Alić,0.25,0,50,46.84,0.25,1.58
399,,Stefan Dimić,0.07,0,18.75,37.84,1.4,1.07
400,,Ivan Vukčević,0,0,30.77,33.33,0.5,0.25
401,,Dušan Hodžić,0.2,0,37.04,51.09,0.8,0.67
402,,Nikola Đuričić,0.25,0,48.15,54.17,1.25,1.38
403,,Miloš Rošević,0.13,0,26.67,34.02,0.5,0.56
404,,Nikola Zečević,0.18,0,50,44.07,0.36,1.09
405,,Milan Obradović,0.27,0.03,52.34,46.31,0.82,1.61
406,,Romain Gall,0.29,0,45.45,38.78,0.71,0.86
407,,Danilo Sekulić,0.07,0,58.97,51.85,0.71,0.79
408,,Miroslav Bjeloš,0.36,0,33.33,45.24,0.27,0.73
409,,Ugochukwu Oduenyi,0,0,33.33,37.5,0.33,0.33
410,,Molls Donald Ntchamda,0.2,0,40,55,0.4,0.8
411,,Predrag Medić,0.11,0,59.52,55.36,0.61,0.72
412,,Bogdan Jočić,0.18,0,46.43,41.03,0.41,1.41
413,,Goran Lončar,0.3,0,42.31,53.08,1.85,1.5
414,,Uroš Ljubomirac,0,0,44.64,43.41,0.73,0.6
415,,Jovan Marinković,0.31,0,54.55,52.81,0.69,1.62
416,,Uroš Kabić,0,0,35.71,44,1,0.32
417,,Boris Velimirović,0,0,0,0,0,0
