#,Team,Name,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls
418,,Vuk Bogdanović,0,0,0,50,0.67,0.33
419,,Aleksa Đurasović,0,0,100,77.78,0,0
420,,Josip Projić,0.17,0,50,50,0.5,0.67
421,,Martin Novaković,0,0,16.67,48.78,0.67,0.67
422,,Dragan Stoisavljević,0.09,0,41.67,50,1.18,1
423,,Milan Savić,0.38,0,53.06,44.93,0.54,1.79
424,,Ognjen Ajdar,0.05,0,63.64,50,0.26,0.37
425,,Marko Maletić,0.14,0,44.83,37.25,0.21,0.93
426,,Ivan Milosavljević,0.06,0,25.81,39.39,0.88,0.53
427,,Miloš Mladenović,0.29,0,0,83.33,0.43,0
428,,Filip Žunić,0.14,0,56.25,37.78,0.29,1.14
429,,Danko Kiković,0.05,0.05,34.62,43.75,0.75,1.35
430,,Nenad Adamović,0,0,30,31.58,0.36,0.36
431,,Filip Petrović,0.09,0,31.25,41.86,0.18,0.45
432,,Kwaku Bonsu Osei Gaucho,0.2,0,0,20,0.4,1.2
433,,Dušan Mijić,0.22,0,61.11,58.14,0.11,0.67
434,,Dimitrije Stevanović,0.08,0,0,50,0.08,0
435,,Nikola Knežević,0.07,0.07,24.32,36.46,0.87,0.53
436,,Đorđe Maksimović,0.12,0,17.07,31.65,0.52,0.44
437,,Miroslav Maričić,0.2,0,33.33,45.81,1.35,1
438,,Andrija Lazarević,0.07,0,30,43.33,0.64,0.79
439,,Mišo Dubljanić,0,0,66.67,50,0,0
440,,Igor Cvetojevic,0,0,0,57.14,0.5,1.5
441,,Mateja Stjepanović,0,0,0,50,1,0
442,,Dusan Dodic,0,0,0,0,0,0
443,,Mile Savković,0,0,0,55.56,0.67,0.33
444,,Nikola Kovačević,0,0,55.56,57.14,0,0.25
445,,Dragoljub Radoman,0,0,0,33.33,0.2,0.2
446,,Uroš Milovanović,0,0,46.67,45.83,0.83,1.67
447,,Matija Petrović,0,0,18.18,19.23,0.33,1.17
448,,Marko Gajić,0,0,33.33,42.86,0.13,0.25
449,,Uroš Sremčević,0,0,28.57,26.09,0.3,0.8
450,,Boris Varga,0.36,0.09,52.17,48.1,1.09,1.55
451,,Đorđe Jovanović,0.24,0,37.5,39.13,0.94,1.18
452,,Bojan Mlađović,0.1,0,64,52.78,0.5,0.8
453,,Mustafa Mujezinović,0.18,0,25,30.43,0.64,0.73
454,,Lazar Slavković,0,0,0,62.5,0.44,0.11
455,,Viktor Lukić,0.22,0,40,50,0.67,0.33
456,,Srđan Šćepanović,0.22,0,55.56,48.08,1.44,1.11
457,,Luka Velikić,0,0,22.22,37.14,0.17,0.33
458,,Dejan Tumbas,0,0,40,41.38,0,0.75
459,,Aleksandar Katanić,0.13,0,10.53,31.43,0.56,0.88
460,,Luka Savić,0,0,100,100,0.2,0
461,,Adetunji Rasaq Adeshina,0,0,50,50,0.75,0.75
462,,Lazar Stajković,0,0.25,0,22.22,0,0.75
463,,Ivan Ćorković,0,0.08,25,36.11,0.08,0.69
464,,Nikša Vujanović,0.22,0,44,40.28,1.41,1.07
465,,Nikola Bogdanovski,0.09,0,17.5,26.92,0.36,0.67
466,,Srđan Kocić,0.23,0,28.57,41.13,0.77,0.77
467,,Nikola Mituljikić,0,0,25,44.44,0.14,0.29
468,,Nemanja Andrić,0,0,40,33.33,0.11,0.33
469,,Nikola Aksentijević,0.23,0,53.85,50.7,0.92,0.85
470,,Dušan Joković,1,0,75,52.94,2.5,2
471,,Damir Salihovic,0,0,100,66.67,0,0.33
472,,Marko Mandić,0.17,0,51.61,45.61,0.28,0.83
473,,Maka Gakou,0.1,0.1,50,48,0.7,1.1
474,,Luka Laban,0.33,0,0,7.69,0,1
475,,Veljko Ilić,0,0,0,25,0.33,0
476,,Vojin Serafimović,0,0,40,40,0.2,0.4
477,,Vladimir Tomović,0.14,0,42.86,46.15,0.29,1
478,,Lazar Pavlović,0.17,0,42.86,37.38,1,1.42
479,,Vahid Zimonjić,0.07,0,35.71,40,0.14,0.36
480,,Stefan Milošević,0.14,0,0,37.84,1.29,1.29
481,,Leandro,0,0.17,53.33,58.06,1.17,0.67
482,,Vlada Novevski,0.13,0,23.08,32.73,0.63,1.5
483,,Branimir Jočić,0.29,0,48.28,45,0.79,1.21
484,,Đorđe Skoko,1,0,50,25,0,5
485,,Stefan Mihajlović,0,0,0,0,0,1
486,,Luka Vulin,0,0,0,0,0,0
487,,Aleksa Dušanić,0,0,0,40,0,0
488,,Stefan Vico,0,0,60,50,0.33,0.33
489,,Nikolas Špalek,0,0,0,25,0,0.25
490,,Ryohei Michibuchi,0.25,0,44.44,34.38,0.75,2.75
491,,Nenad Nikić,0,0,0,44.44,0,0.25
492,,Nikola Andrić,0.14,0.14,58.33,51.43,0.57,1.29
493,,Stefan Maksimović,0.4,0,41.67,41.03,1,2.2
494,,Milan Jezdimirović,0.67,0,40,40,1,2
495,,Nemanja Jovičić,0,0,55.56,33.33,0,1.2
496,,Nikola Ignjatović,0.43,0,37.5,47.83,0.71,1.14
497,,Dženan Bureković,0,0,25,30,0.33,1
498,,Filip Frei,0,0,100,62.07,1.4,0.2
499,,Janko Jevremović,0,0,0,31.82,0.38,0.13
500,,Marko Veličković,0,0,0,50,0.5,0.5
501,,Danilo Miladinović,0,0,50,35.71,0,0
502,,Igor Radovanović,0.4,0,80,38.89,0.2,1.6
503,,Marko Drobnjak,0,0,100,87.5,0,0
504,,Đorđe Babić,0,0,0,20,0.33,0.67
505,,Vladimir Miletić,0,0.08,30.77,49.18,0.83,0.67
506,,Lazar Đorđević,0,0,100,50,1,2
507,,Igor Petrović,0,0,100,57.14,0.33,0.67
508,,Aleksa Koloni,0,0,100,80,1,0
509,,Kosta Janjic,0.67,0,62.5,60,1.67,1.33
510,,Ibrahim Fijuljanin,0.25,0,0,0,0,0.25
511,,Sava Pribaković,0,0,0,0,0,0
512,,Miloš Džugurdić,0,0,0,50,2,0
513,,Filip Holender,0,0,0,50,1,0
514,,Mihajlo Milosavić,0,0,0,0,0,0
515,,Nemanja Krsmanovic,0,0,0,0,0,0
516,,Bogdan Mladenović,0,0,50,33.33,1,1
517,,Marko Janković,0,0,0,0,0,0
518,,Aleksandar Vidović,0,0,0,100,0,0
519,,Vukašin Marković,0,0,0,50,0,1
520,,Vukašin Radosavljević,0,0,0,0,0,0
521,,Stefan Vukasinovic,0,0,100,50,0,0
522,,Luka Slavković,0,0,0,0,0,0
523,,Nenad Perović,0,0,0,75,0,0
524,,Aleksandar Petrović,0,0,0,0,0,0
525,,Marko Pelivanović,0,0,0,0,0,0
526,,Nikola Ristovic,0,0,0,100,0,0
527,,Nikola Čolić,0,0,0,0,0,0
528,,Uroš Rašković,0,0,0,0,0,0
529,,Kemal Konicanin,0,0,0,100,0,0
530,,Jovan Mitrović,0,0,0,50,1,0.5
