#,Team,Name,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box
413,,Goran Lončar,0,0.1,0,0,0.65,0.1
414,,Uroš Ljubomirac,0,0,0,0,0.47,0.07
415,,Jovan Marinković,0,0.15,0,0,0.77,0.08
416,,Uroš Kabić,0,0,0,0,0.26,0
417,,Boris Velimirović,3.5,0,0.5,0,2,0.5
418,,Vuk Bogdanović,0,0,0,0,0,0.33
419,,Aleksa Đurasović,0,0,0,0,0.4,0.4
420,,Josip Projić,0,0,0,0,0.67,0
421,,Martin Novaković,0,0.11,0,0,0.44,0.11
422,,Dragan Stoisavljević,0,0,0,0,0.64,0
423,,Milan Savić,0,0.08,0,0,1.04,0.21
424,,Ognjen Ajdar,0,0,0,0,0.26,0
425,,Marko Maletić,0,0,0,0,0.36,0.21
426,,Ivan Milosavljević,0,0.03,0,0,0.34,0.16
427,,Miloš Mladenović,1.57,0.29,0.14,0,0.86,0.43
428,,Filip Žunić,0,0,0,0,0.57,0
429,,Danko Kiković,0,0,0,0,0.65,0.1
430,,Nenad Adamović,0,0.09,0,0,0.55,0.09
431,,Filip Petrović,0,0,0,0,0.82,0
432,,Kwaku Bonsu Osei Gaucho,0,0,0,0,0.8,0
433,,Dušan Mijić,0,0.11,0,0,0.44,0.11
434,,Dimitrije Stevanović,1.85,0.08,0.31,0.15,1.31,0.23
435,,Nikola Knežević,0,0,0,0,0.53,0.07
436,,Đorđe Maksimović,0,0,0,0,0.36,0.08
437,,Miroslav Maričić,0,0,0,0,0.6,0.2
438,,Andrija Lazarević,0,0,0,0,0.86,0.07
439,,Mišo Dubljanić,2.4,0.2,0.2,0,1.3,0.3
440,,Igor Cvetojevic,0,0,0,0,3,0
441,,Mateja Stjepanović,0,0,0,0,1,0
442,,Dusan Dodic,0,0,0,0,1,0
443,,Mile Savković,0,0,0,0,1,0
444,,Nikola Kovačević,0,0,0,0,1,0.25
445,,Dragoljub Radoman,0,0,0,0,0.2,0.2
446,,Uroš Milovanović,0,0,0,0,1.83,0.33
447,,Matija Petrović,0,0,0,0,0.67,0
448,,Marko Gajić,0,0,0,0,1,0
449,,Uroš Sremčević,0,0,0,0,0.1,0.1
450,,Boris Varga,0,0.18,0,0,1,0
451,,Đorđe Jovanović,0,0,0,0,0.29,0.06
452,,Bojan Mlađović,0,0,0,0,1.9,0.3
453,,Mustafa Mujezinović,0,0,0,0,0.45,0
454,,Lazar Slavković,3.44,0.11,0.33,0,2.44,0.22
455,,Viktor Lukić,0,0,0,0,0.78,0.22
456,,Srđan Šćepanović,0,0,0,0,0.22,0
457,,Luka Velikić,0,0,0,0,0.33,0.17
458,,Dejan Tumbas,0,0,0,0,0.38,0.13
459,,Aleksandar Katanić,0,0,0,0,0.63,0.13
460,,Luka Savić,3,0,0,0,1.6,0.4
461,,Adetunji Rasaq Adeshina,0,0,0,0,1.25,0
462,,Lazar Stajković,0,0,0,0,0,0
463,,Ivan Ćorković,0,0.08,0,0,0.62,0.08
